inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,56327,198.18.0.7,443,192.168.5.2,56328,120.232.217.159,2011,198.18.0.1,56327,198.18.0.7,443,28,10049,2,3.281286,3.454341,6,weatheroffer.com,192.168.5.2,56328,120.232.217.159,2011,29,13290,2,3.305992,3.484172,6
198.18.0.1,56331,198.18.0.176,443,192.168.5.2,56345,112.82.180.41,443,198.18.0.1,56331,198.18.0.176,443,1480,1147351,5,3.29729,3.4483340000000005,28,infinityicon.infinitynewtab.com,192.168.5.2,56345,112.82.180.41,443,691,651817,7,3.348124,3.419578,28
198.18.0.1,56330,198.18.0.176,443,192.168.5.2,56351,112.82.180.41,443,198.18.0.1,56330,198.18.0.176,443,14,7450,4,3.296996,0.0530629999999998,2,infinityicon.infinitynewtab.com,192.168.5.2,56351,112.82.180.41,443,16,7614,10,3.348404,0.0305149999999998,2
198.18.0.1,56334,198.18.0.176,443,192.168.5.2,56341,112.82.180.41,443,198.18.0.1,56334,198.18.0.176,443,20,9858,8,3.298223,0.0584009999999999,4,infinityicon.infinitynewtab.com,192.168.5.2,56341,112.82.180.41,443,22,8750,5,3.347742,0.0312519999999998,4
198.18.0.1,56329,198.18.0.176,443,192.168.5.2,56347,112.82.180.41,443,198.18.0.1,56329,198.18.0.176,443,20,9812,3,3.295496,0.0611069999999998,4,infinityicon.infinitynewtab.com,192.168.5.2,56347,112.82.180.41,443,21,8666,8,3.348323,0.03064,4
198.18.0.1,56333,198.18.0.176,443,192.168.5.2,56348,112.82.180.41,443,198.18.0.1,56333,198.18.0.176,443,12,6561,7,3.297886,0.0586889999999997,2,infinityicon.infinitynewtab.com,192.168.5.2,56348,112.82.180.41,443,17,7764,9,3.348347,0.0318879999999999,2
198.18.0.1,56332,198.18.0.176,443,192.168.5.2,56342,112.82.180.41,443,198.18.0.1,56332,198.18.0.176,443,11,5141,6,3.297578,0.051822,2,infinityicon.infinitynewtab.com,192.168.5.2,56342,112.82.180.41,443,14,7506,6,3.347881,0.0328439999999998,2
198.18.0.1,56335,198.18.0.6,443,192.168.5.2,56336,120.232.217.159,2011,198.18.0.1,56335,198.18.0.6,443,34,14173,9,3.299146,3.437172,7,www.google.com,192.168.5.2,56336,120.232.217.159,2011,33,18301,4,3.323326,3.4747010000000005,7
198.18.0.1,56337,198.18.0.177,443,192.168.5.2,56352,61.156.44.221,443,198.18.0.1,56337,198.18.0.177,443,228,127006,10,3.301694,3.453488,10,infinity-permanent.infinitynewtab.com,192.168.5.2,56352,61.156.44.221,443,117,87917,11,3.352225,3.4250500000000006,10
198.18.0.1,56354,198.18.0.176,443,192.168.5.2,56356,112.82.180.41,443,198.18.0.1,56354,198.18.0.176,443,20,8522,13,3.348654,3.396803,4,infinityicon.infinitynewtab.com,192.168.5.2,56356,112.82.180.41,443,22,8686,12,3.37364,3.3937920000000004,4
198.18.0.1,56339,198.18.0.178,443,192.168.5.2,56358,101.69.128.53,443,198.18.0.1,56339,198.18.0.178,443,101,50337,12,3.302219,3.446649,4,infinitypro-img.infinitynewtab.com,192.168.5.2,56358,101.69.128.53,443,45,34525,14,3.573205,3.197719,4
198.18.0.1,56338,198.18.0.178,443,192.168.5.2,56357,101.69.128.53,443,198.18.0.1,56338,198.18.0.178,443,225,114552,11,3.301938,3.446973,6,infinitypro-img.infinitynewtab.com,192.168.5.2,56357,101.69.128.53,443,92,66840,13,3.573205,3.197776,6
198.18.0.1,56359,198.18.0.19,443,192.168.5.2,56360,120.232.217.159,2011,198.18.0.1,56359,198.18.0.19,443,39,15453,15,3.569093,3.167027,7,accounts.google.com,192.168.5.2,56360,120.232.217.159,2011,36,20729,16,3.594599,3.202372,7
198.18.0.1,56361,198.18.0.157,443,192.168.5.2,56362,120.232.217.159,2011,198.18.0.1,56361,198.18.0.157,443,41,15534,16,3.636262,3.100411,7,www.googleapis.com,192.168.5.2,56362,120.232.217.159,2011,36,18409,18,3.664207,3.131863,7
198.18.0.1,56363,198.18.0.78,443,192.168.5.2,56364,120.232.217.159,2011,198.18.0.1,56363,198.18.0.78,443,108,63986,18,3.808343,2.928292,15,clients4.google.com,192.168.5.2,56364,120.232.217.159,2011,117,71585,19,3.833976,2.9671320000000003,15
198.18.0.1,56367,198.18.0.9,443,192.168.5.2,56368,121.43.167.86,443,198.18.0.1,56367,198.18.0.9,443,35,13775,21,3.87169,2.8818019999999995,10,api.infinitynewtab.com,192.168.5.2,56368,121.43.167.86,443,28,12622,20,3.896514,2.879017,10
