inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,60172,198.18.0.175,443,192.168.5.2,60173,103.166.52.49,2011,198.18.0.1,60172,198.18.0.175,443,39,14721,3,0.912618,12.648894,7,clientservices.googleapis.com,192.168.5.2,60173,103.166.52.49,2011,33,15646,6,0.962795,12.686692,7
198.18.0.1,60176,198.18.0.176,443,192.168.5.2,60185,223.68.10.200,443,198.18.0.1,60176,198.18.0.176,443,13,7398,11,3.042931,0.0418910000000001,2,infinityicon.infinitynewtab.com,192.168.5.2,60185,223.68.10.200,443,15,7560,11,3.095194,0.0512519999999998,2
198.18.0.1,60178,198.18.0.176,443,192.168.5.2,60197,223.68.10.200,443,198.18.0.1,60178,198.18.0.176,443,1902,1457031,13,3.043462,10.53752,26,infinityicon.infinitynewtab.com,192.168.5.2,60197,223.68.10.200,443,666,650547,17,3.09805,10.530214,26
198.18.0.1,60177,198.18.0.176,443,192.168.5.2,60191,223.68.10.200,443,198.18.0.1,60177,198.18.0.176,443,21,9830,12,3.043206,0.055806,4,infinityicon.infinitynewtab.com,192.168.5.2,60191,223.68.10.200,443,20,8578,13,3.097535,0.0487539999999997,4
198.18.0.1,60181,198.18.0.176,443,192.168.5.2,60200,223.68.10.200,443,198.18.0.1,60181,198.18.0.176,443,21,8606,16,3.044273,10.535159,4,infinityicon.infinitynewtab.com,192.168.5.2,60200,223.68.10.200,443,22,8718,18,3.098499,10.528144,4
198.18.0.1,60179,198.18.0.176,443,192.168.5.2,60193,223.68.10.200,443,198.18.0.1,60179,198.18.0.176,443,12,6529,14,3.043739,0.0438360000000002,2,infinityicon.infinitynewtab.com,192.168.5.2,60193,223.68.10.200,443,16,7678,14,3.097557,0.0516529999999999,2
198.18.0.1,60174,198.18.0.7,443,192.168.5.2,60175,221.5.100.174,2011,198.18.0.1,60174,198.18.0.7,443,28,10017,10,3.029971,10.535239,6,weatheroffer.com,192.168.5.2,60175,221.5.100.174,2011,32,12833,10,3.079631,10.572576000000002,6
198.18.0.1,60189,198.18.0.177,443,192.168.5.2,60203,112.28.187.236,443,198.18.0.1,60189,198.18.0.177,443,206,125989,21,3.04896,10.536821,10,infinity-permanent.infinitynewtab.com,192.168.5.2,60203,112.28.187.236,443,124,88437,21,3.099409,10.53359,10
198.18.0.1,60180,198.18.0.176,443,192.168.5.2,60195,223.68.10.200,443,198.18.0.1,60180,198.18.0.176,443,12,6465,15,3.043991,0.0461049999999998,2,infinityicon.infinitynewtab.com,192.168.5.2,60195,223.68.10.200,443,15,7560,15,3.097962,0.0518740000000002,2
198.18.0.1,60186,198.18.0.178,443,192.168.5.2,60201,112.16.229.54,443,198.18.0.1,60186,198.18.0.178,443,101,64258,19,3.048386,10.544154,4,infinitypro-img.infinitynewtab.com,192.168.5.2,60201,112.16.229.54,443,66,41803,19,3.098886,10.540808,4
198.18.0.1,60187,198.18.0.178,443,192.168.5.2,60202,112.16.229.54,443,198.18.0.1,60187,198.18.0.178,443,219,121153,20,3.048654,10.54404,6,infinitypro-img.infinitynewtab.com,192.168.5.2,60202,112.16.229.54,443,88,66229,20,3.099047,10.540701,6
198.18.0.1,60183,198.18.0.6,443,192.168.5.2,60188,221.5.100.174,2011,198.18.0.1,60183,198.18.0.6,443,35,16016,18,3.044888,10.521346,7,www.google.com,192.168.5.2,60188,221.5.100.174,2011,33,16960,12,3.096251,10.555994,7
198.18.0.1,60182,198.18.0.19,443,192.168.5.2,60196,221.5.100.174,2011,198.18.0.1,60182,198.18.0.19,443,40,18016,17,3.044629,10.521579,7,accounts.google.com,192.168.5.2,60196,221.5.100.174,2011,37,21321,16,3.098048,10.554446,7
198.18.0.1,60205,198.18.0.157,443,192.168.5.2,60206,221.5.100.174,2011,198.18.0.1,60205,198.18.0.157,443,39,15365,22,3.185083,10.381166,7,www.googleapis.com,192.168.5.2,60206,221.5.100.174,2011,33,17361,22,3.235573,10.415832,7
