inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,57363,198.18.0.175,443,192.168.5.2,57364,120.232.217.159,2011,198.18.0.1,57363,198.18.0.175,443,39,14719,5,1.389526,4.786669,7,clientservices.googleapis.com,192.168.5.2,57364,120.232.217.159,2011,35,16759,6,1.164737,4.819218,7
198.18.0.1,57373,198.18.0.176,443,192.168.5.2,57384,112.82.180.41,443,198.18.0.1,57373,198.18.0.176,443,20,9796,11,3.571728,0.0327739999999998,4,infinityicon.infinitynewtab.com,192.168.5.2,57384,112.82.180.41,443,22,8688,12,3.347429,0.030564,4
198.18.0.1,57375,198.18.0.176,443,192.168.5.2,57387,112.82.180.41,443,198.18.0.1,57375,198.18.0.176,443,1627,1253048,13,3.572287,2.625864,20,infinityicon.infinitynewtab.com,192.168.5.2,57387,112.82.180.41,443,738,655669,14,3.34792,2.6227789999999995,20
198.18.0.1,57372,198.18.0.176,443,192.168.5.2,57380,112.82.180.41,443,198.18.0.1,57372,198.18.0.176,443,17,8938,10,3.571473,0.0253149999999999,2,infinityicon.infinitynewtab.com,192.168.5.2,57380,112.82.180.41,443,15,7624,10,3.347048,0.0289859999999997,2
198.18.0.1,57376,198.18.0.176,443,192.168.5.2,57391,112.82.180.41,443,198.18.0.1,57376,198.18.0.176,443,11,5141,14,3.572566,0.0312929999999997,2,infinityicon.infinitynewtab.com,192.168.5.2,57391,112.82.180.41,443,15,7560,16,3.348063,0.032067,2
198.18.0.1,57374,198.18.0.176,443,192.168.5.2,57388,112.82.180.41,443,198.18.0.1,57374,198.18.0.176,443,11,5205,12,3.571992,0.0246029999999999,2,infinityicon.infinitynewtab.com,192.168.5.2,57388,112.82.180.41,443,14,7570,15,3.348001,0.023768,2
198.18.0.1,57371,198.18.0.176,443,192.168.5.2,57382,112.82.180.41,443,198.18.0.1,57371,198.18.0.176,443,12,6561,9,3.571217,0.0354320000000001,2,infinityicon.infinitynewtab.com,192.168.5.2,57382,112.82.180.41,443,16,7710,11,3.347208,0.0343789999999999,2
198.18.0.1,57393,198.18.0.178,443,192.168.5.2,57396,101.69.128.51,443,198.18.0.1,57393,198.18.0.178,443,86,45724,17,3.576267,2.617468,4,infinitypro-img.infinitynewtab.com,192.168.5.2,57396,101.69.128.51,443,46,34583,18,3.351412,2.614789,4
198.18.0.1,57369,198.18.0.7,443,192.168.5.2,57370,120.232.217.159,2011,198.18.0.1,57369,198.18.0.7,443,28,9978,8,3.556343,2.6225370000000003,6,weatheroffer.com,192.168.5.2,57370,120.232.217.159,2011,35,13045,9,3.331069,2.658038,6
198.18.0.1,57394,198.18.0.178,443,192.168.5.2,57399,101.69.128.51,443,198.18.0.1,57394,198.18.0.178,443,177,88585,18,3.576478,2.618602,6,infinitypro-img.infinitynewtab.com,192.168.5.2,57399,101.69.128.51,443,82,65857,20,3.351489,2.616149,6
