inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,60764,198.18.0.175,443,192.168.5.2,60765,221.5.100.174,2011,198.18.0.1,60764,198.18.0.175,443,39,14689,4,4.406399,4.428735999999999,7,clientservices.googleapis.com,192.168.5.2,60765,221.5.100.174,2011,36,17019,4,4.523994,4.467024,7
198.18.0.1,60769,198.18.0.176,443,192.168.5.2,60778,223.68.10.200,443,198.18.0.1,60769,198.18.0.176,443,1651,1283354,7,6.242344,2.605301,26,infinityicon.infinitynewtab.com,192.168.5.2,60778,223.68.10.200,443,723,655438,9,6.359919,2.602953000000001,22
198.18.0.1,60777,198.18.0.176,443,192.168.5.2,60788,223.68.10.200,443,198.18.0.1,60777,198.18.0.176,443,12,6561,13,6.24386,0.0293220000000005,2,infinityicon.infinitynewtab.com,192.168.5.2,60788,223.68.10.200,443,15,7656,15,6.360951,0.0352139999999998,2
198.18.0.1,60768,198.18.0.176,443,192.168.5.2,60776,223.68.10.200,443,198.18.0.1,60768,198.18.0.176,443,12,6529,6,6.242071,0.034885,2,infinityicon.infinitynewtab.com,192.168.5.2,60776,223.68.10.200,443,15,7624,8,6.359186,0.0391529999999997,2
198.18.0.1,60770,198.18.0.176,443,192.168.5.2,60783,223.68.10.200,443,198.18.0.1,60770,198.18.0.176,443,12,6465,8,6.242597,0.0353649999999996,2,infinityicon.infinitynewtab.com,192.168.5.2,60783,223.68.10.200,443,15,7560,11,6.360162,0.0387329999999996,2
198.18.0.1,60771,198.18.0.176,443,192.168.5.2,60781,223.68.10.200,443,198.18.0.1,60771,198.18.0.176,443,12,6561,9,6.242869,0.0373679999999998,2,infinityicon.infinitynewtab.com,192.168.5.2,60781,223.68.10.200,443,15,7656,10,6.360056,0.0391069999999995,2
198.18.0.1,60772,198.18.0.176,443,192.168.5.2,60786,223.68.10.200,443,198.18.0.1,60772,198.18.0.176,443,11,5237,10,6.243167,0.0373049999999999,2,infinityicon.infinitynewtab.com,192.168.5.2,60786,223.68.10.200,443,14,7602,13,6.360422,0.0397400000000001,2
198.18.0.1,60790,198.18.0.177,443,192.168.5.2,60794,112.28.187.236,443,198.18.0.1,60790,198.18.0.177,443,271,146062,14,6.247481,2.605827000000001,10,infinity-permanent.infinitynewtab.com,192.168.5.2,60794,112.28.187.236,443,117,87929,16,6.364653,2.6038900000000007,10
198.18.0.1,60791,198.18.0.178,443,192.168.5.2,60795,112.16.229.51,443,198.18.0.1,60791,198.18.0.178,443,111,61308,15,6.247701,2.6068489999999995,4,infinitypro-img.infinitynewtab.com,192.168.5.2,60795,112.16.229.51,443,43,34285,17,6.36497,2.604728,4
198.18.0.1,60792,198.18.0.178,443,192.168.5.2,60796,112.16.229.51,443,198.18.0.1,60792,198.18.0.178,443,183,87317,16,6.247922,2.607164,6,infinitypro-img.infinitynewtab.com,192.168.5.2,60796,112.16.229.51,443,77,65371,18,6.36507,2.6053380000000006,6
