inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,60997,198.18.0.9,443,192.168.5.2,60998,221.5.100.174,2011,198.18.0.1,60997,198.18.0.9,443,37,14535,6,1.149295,10.494189,7,clientservices.googleapis.com,192.168.5.2,60998,221.5.100.174,2011,32,16433,6,1.104631,10.528145,7
198.18.0.1,60999,198.18.0.12,443,192.168.5.2,61008,112.82.180.41,443,198.18.0.1,60999,198.18.0.12,443,1396,1089397,10,3.382625,8.271305000000002,24,infinityicon.infinitynewtab.com,192.168.5.2,61008,112.82.180.41,443,737,654286,8,3.338475,8.266960000000001,24
198.18.0.1,61004,198.18.0.12,443,192.168.5.2,61016,112.82.180.41,443,198.18.0.1,61004,198.18.0.12,443,16,8822,15,3.38422,0.0256639999999999,2,infinityicon.infinitynewtab.com,192.168.5.2,61016,112.82.180.41,443,15,7560,12,3.339932,0.0284629999999999,2
198.18.0.1,61003,198.18.0.12,443,192.168.5.2,61013,112.82.180.41,443,198.18.0.1,61003,198.18.0.12,443,12,6465,14,3.383985,0.0253299999999998,2,infinityicon.infinitynewtab.com,192.168.5.2,61013,112.82.180.41,443,16,7614,11,3.339533,0.030335,2
198.18.0.1,61002,198.18.0.12,443,192.168.5.2,61011,112.82.180.41,443,198.18.0.1,61002,198.18.0.12,443,12,5289,13,3.383759,0.0255499999999999,2,infinityicon.infinitynewtab.com,192.168.5.2,61011,112.82.180.41,443,13,7548,10,3.339401,0.0240119999999999,2
198.18.0.1,61005,198.18.0.12,443,192.168.5.2,61021,112.82.180.41,443,198.18.0.1,61005,198.18.0.12,443,12,6529,16,3.384977,0.0241869999999999,2,infinityicon.infinitynewtab.com,192.168.5.2,61021,112.82.180.41,443,17,7732,14,3.341131,0.0260030000000002,2
198.18.0.1,61006,198.18.0.12,443,192.168.5.2,61019,112.82.180.41,443,198.18.0.1,61006,198.18.0.12,443,12,6561,17,3.385285,0.0240199999999997,2,infinityicon.infinitynewtab.com,192.168.5.2,61019,112.82.180.41,443,16,7710,13,3.341016,0.02733,2
198.18.0.1,61018,198.18.0.14,443,192.168.5.2,61023,222.134.1.28,443,198.18.0.1,61018,198.18.0.14,443,93,43205,19,3.389281,8.278393999999999,6,infinitypro-img.infinitynewtab.com,192.168.5.2,61023,222.134.1.28,443,59,39215,15,3.3428,8.276372,6
198.18.0.1,61017,198.18.0.13,443,192.168.5.2,61025,61.156.44.221,443,198.18.0.1,61017,198.18.0.13,443,281,163093,18,3.389041,8.279869,10,infinity-permanent.infinitynewtab.com,192.168.5.2,61025,61.156.44.221,443,158,95482,16,3.343127,8.277321,10
198.18.0.1,61000,198.18.0.10,443,192.168.5.2,61009,221.5.100.174,2011,198.18.0.1,61000,198.18.0.10,443,2664,1960942,11,3.382865,8.487532999999999,42,accounts.google.com,192.168.5.2,61009,221.5.100.174,2011,1117,1122786,7,3.33847,8.52167,42
198.18.0.1,61001,198.18.0.11,443,192.168.5.2,61010,221.5.100.174,2011,198.18.0.1,61001,198.18.0.11,443,43,17216,12,3.383509,8.262652,9,www.google.com,192.168.5.2,61010,221.5.100.174,2011,41,22334,9,3.338475,8.298625000000001,9
198.18.0.1,61026,198.18.0.14,443,192.168.5.2,61028,222.134.1.28,443,198.18.0.1,61026,198.18.0.14,443,149,75084,20,3.403933,8.260819999999999,4,infinitypro-img.infinitynewtab.com,192.168.5.2,61028,222.134.1.28,443,79,61751,18,3.35885,8.257401,4
198.18.0.1,61027,198.18.0.15,443,192.168.5.2,61029,221.5.100.174,2011,198.18.0.1,61027,198.18.0.15,443,28,10018,21,3.405201,8.24033,6,weatheroffer.com,192.168.5.2,61029,221.5.100.174,2011,32,13936,19,3.359021,8.276486,6
198.18.0.1,61030,198.18.0.10,443,192.168.5.2,61031,221.5.100.174,2011,198.18.0.1,61030,198.18.0.10,443,39,15415,22,3.565733,8.081594,7,accounts.google.com,192.168.5.2,61031,221.5.100.174,2011,35,18186,20,3.520947,8.116825,7
198.18.0.1,61034,198.18.0.18,443,192.168.5.2,61035,121.43.167.86,443,198.18.0.1,61034,198.18.0.18,443,36,13831,25,3.726158,7.934391,10,api.infinitynewtab.com,192.168.5.2,61035,121.43.167.86,443,31,12824,21,3.680405,7.931633999999999,10
198.18.0.1,61036,198.18.0.72,443,192.168.5.2,61039,221.5.100.174,2011,198.18.0.1,61036,198.18.0.72,443,36,14910,26,3.747423,7.900262,7,accounts.youtube.com,192.168.5.2,61039,221.5.100.174,2011,38,19958,22,3.702652,7.935169,7
198.18.0.1,61040,198.18.0.16,443,192.168.5.2,61041,221.5.100.174,2011,198.18.0.1,61040,198.18.0.16,443,32,12056,29,3.77866,7.868886999999999,7,www.googleapis.com,192.168.5.2,61041,221.5.100.174,2011,31,16166,23,3.742674,7.895183,7
198.18.0.1,61042,198.18.0.20,443,192.168.5.2,61043,221.5.100.174,2011,198.18.0.1,61042,198.18.0.20,443,12,2484,30,4.13156,30.089350000000003,1,basic-static-server.infinitynewtab.com,192.168.5.2,61043,221.5.100.174,2011,17,4510,24,4.084868,0.12108,1
198.18.0.1,61044,198.18.0.20,443,192.168.5.2,61045,221.5.100.174,2011,198.18.0.1,61044,198.18.0.20,443,12,2420,31,4.220377,30.092955000000003,1,basic-static-server.infinitynewtab.com,192.168.5.2,61045,221.5.100.174,2011,15,4079,26,4.174055,0.126176,1
198.18.0.1,61046,198.18.0.27,443,192.168.5.2,61047,221.5.100.174,2011,198.18.0.1,61046,198.18.0.27,443,98,42595,32,5.496732,6.150986,17,optimizationguide-pa.googleapis.com,192.168.5.2,61047,221.5.100.174,2011,78,44696,27,5.450595,6.187313,17
