inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,51167,198.18.0.9,443,192.168.5.2,51168,221.5.100.174,2011,198.18.0.1,51167,198.18.0.9,443,39,14637,3,0.569134,11.718991,7,clientservices.googleapis.com,192.168.5.2,51168,221.5.100.174,2011,37,17651,4,0.572863,11.769324,7
198.18.0.1,51175,198.18.0.12,443,192.168.5.2,51181,122.205.109.41,443,198.18.0.1,51175,198.18.0.12,443,22,9926,14,2.556828,9.746336,4,infinityicon.infinitynewtab.com,192.168.5.2,51181,122.205.109.41,443,22,8718,7,2.559735,9.741976,4
198.18.0.1,51174,198.18.0.12,443,192.168.5.2,51186,122.205.109.41,443,198.18.0.1,51174,198.18.0.12,443,1469,1164510,13,2.556682,9.748605,20,infinityicon.infinitynewtab.com,192.168.5.2,51186,122.205.109.41,443,731,654724,9,2.562909,9.740932,20
198.18.0.1,51184,198.18.0.13,443,192.168.5.2,51196,218.92.216.56,443,198.18.0.1,51184,198.18.0.13,443,269,159970,19,2.563614,9.739655,10,infinity-permanent.infinitynewtab.com,192.168.5.2,51196,218.92.216.56,443,150,93591,15,2.56521,9.736571,10
198.18.0.1,51173,198.18.0.12,443,192.168.5.2,51190,122.205.109.41,443,198.18.0.1,51173,198.18.0.12,443,14,7546,12,2.556508,0.0441310000000001,2,infinityicon.infinitynewtab.com,192.168.5.2,51190,122.205.109.41,443,17,7764,11,2.564273,0.0464280000000001,2
198.18.0.1,51178,198.18.0.12,443,192.168.5.2,51187,122.205.109.41,443,198.18.0.1,51178,198.18.0.12,443,20,9810,17,2.558757,0.0529969999999999,4,infinityicon.infinitynewtab.com,192.168.5.2,51187,122.205.109.41,443,23,8772,10,2.564144,0.0467450000000004,4
198.18.0.1,51176,198.18.0.12,443,192.168.5.2,51193,122.205.109.41,443,198.18.0.1,51176,198.18.0.12,443,18,8502,15,2.556995,0.054669,4,infinityicon.infinitynewtab.com,192.168.5.2,51193,122.205.109.41,443,22,8782,13,2.564741,0.0458879999999997,4
198.18.0.1,51177,198.18.0.12,443,192.168.5.2,51195,122.205.109.41,443,198.18.0.1,51177,198.18.0.12,443,20,9842,16,2.557187,0.0546199999999998,4,infinityicon.infinitynewtab.com,192.168.5.2,51195,122.205.109.41,443,22,8750,14,2.564822,0.0458449999999999,4
198.18.0.1,51183,198.18.0.14,443,192.168.5.2,51191,183.60.150.17,443,198.18.0.1,51183,198.18.0.14,443,203,106711,18,2.562193,9.766861,6,infinitypro-img.infinitynewtab.com,192.168.5.2,51191,183.60.150.17,443,97,67089,12,2.564707,9.762965,6
198.18.0.1,51171,198.18.0.10,443,192.168.5.2,51182,103.216.253.85,2011,198.18.0.1,51171,198.18.0.10,443,2528,1862245,10,2.5561730000000003,10.360309,44,accounts.google.com,192.168.5.2,51182,103.216.253.85,2011,1118,1130444,8,2.560772,10.394679,42
