inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,61329,198.18.0.9,443,192.168.5.2,61330,221.5.100.174,2011,198.18.0.1,61329,198.18.0.9,443,39,14713,2,0.599092,4.5165370000000005,7,clientservices.googleapis.com,192.168.5.2,61330,221.5.100.174,2011,35,16980,3,0.600677,4.552828,7
198.18.0.1,61331,198.18.0.12,443,192.168.5.2,61341,112.82.180.41,443,198.18.0.1,61331,198.18.0.12,443,1388,1077768,3,2.457833,2.6660010000000005,32,infinityicon.infinitynewtab.com,192.168.5.2,61341,112.82.180.41,443,720,653375,4,2.460315,2.663121,32
198.18.0.1,61334,198.18.0.12,443,192.168.5.2,61345,112.82.180.41,443,198.18.0.1,61334,198.18.0.12,443,20,9842,6,2.458651,0.0286459999999997,4,infinityicon.infinitynewtab.com,192.168.5.2,61345,112.82.180.41,443,22,8750,6,2.461584,0.0262079999999995,4
198.18.0.1,61333,198.18.0.12,443,192.168.5.2,61348,112.82.180.41,443,198.18.0.1,61333,198.18.0.12,443,21,9497,5,2.458378,0.0277029999999998,4,infinityicon.infinitynewtab.com,192.168.5.2,61348,112.82.180.41,443,23,8772,8,2.462143,0.0256919999999998,4
198.18.0.1,61332,198.18.0.12,443,192.168.5.2,61343,112.82.180.41,443,198.18.0.1,61332,198.18.0.12,443,20,9810,4,2.4581,0.029166,4,infinityicon.infinitynewtab.com,192.168.5.2,61343,112.82.180.41,443,22,8718,5,2.461478,0.0280809999999998,4
198.18.0.1,61338,198.18.0.12,443,192.168.5.2,61353,112.82.180.41,443,198.18.0.1,61338,198.18.0.12,443,18,8990,10,2.459697,0.0208949999999998,2,infinityicon.infinitynewtab.com,192.168.5.2,61353,112.82.180.41,443,17,7732,11,2.462764,0.0251010000000002,2
198.18.0.1,61335,198.18.0.12,443,192.168.5.2,61349,112.82.180.41,443,198.18.0.1,61335,198.18.0.12,443,12,6465,7,2.458942,0.023041,2,infinityicon.infinitynewtab.com,192.168.5.2,61349,112.82.180.41,443,16,7614,9,2.46222,0.0269080000000001,2
198.18.0.1,61357,198.18.0.13,443,192.168.5.2,61361,61.156.44.221,443,198.18.0.1,61357,198.18.0.13,443,267,148287,14,2.464435,2.677983,10,infinity-permanent.infinitynewtab.com,192.168.5.2,61361,61.156.44.221,443,141,91403,15,2.466029,2.676004,10
198.18.0.1,61356,198.18.0.14,443,192.168.5.2,61359,222.134.1.28,443,198.18.0.1,61356,198.18.0.14,443,87,43405,13,2.464223,2.672882,4,infinitypro-img.infinitynewtab.com,192.168.5.2,61359,222.134.1.28,443,47,34567,14,2.465631,2.67115,4
198.18.0.1,61355,198.18.0.14,443,192.168.5.2,61358,222.134.1.28,443,198.18.0.1,61355,198.18.0.14,443,167,80754,12,2.464013,2.675049,6,infinitypro-img.infinitynewtab.com,192.168.5.2,61358,222.134.1.28,443,79,65536,13,2.465586,2.673146,6
198.18.0.1,61362,198.18.0.12,443,192.168.5.2,61364,112.82.180.41,443,198.18.0.1,61362,198.18.0.12,443,23,9978,15,2.481007,2.644164,4,infinityicon.infinitynewtab.com,192.168.5.2,61364,112.82.180.41,443,23,8772,16,2.482728,2.642112,4
198.18.0.1,61336,198.18.0.10,443,192.168.5.2,61346,221.5.100.174,2011,198.18.0.1,61336,198.18.0.10,443,41,15729,8,2.45917,2.658052,7,accounts.google.com,192.168.5.2,61346,221.5.100.174,2011,37,19274,7,2.461649,2.6933770000000004,7
