inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,59170,198.18.0.12,443,192.168.5.2,59171,221.5.100.174,2011,198.18.0.1,59170,198.18.0.12,443,131,61969,90,9.161208,237.779239,10,www.gstatic.com,192.168.5.2,59171,221.5.100.174,2011,99,53944,75,9.164831,237.822286,10
198.18.0.1,59172,198.18.0.103,443,192.168.5.2,59173,221.5.100.174,2011,198.18.0.1,59172,198.18.0.103,443,428,280089,91,9.169182,237.770922,10,cdn.cookielaw.org,192.168.5.2,59173,221.5.100.174,2011,208,158134,76,9.173172,237.81146,10
198.18.0.1,59174,198.18.0.19,443,192.168.5.2,59175,221.5.100.174,2011,198.18.0.1,59174,198.18.0.19,443,82,16223,92,9.734806,237.207368,9,accounts.google.com,192.168.5.2,59175,221.5.100.174,2011,75,21680,77,9.739071,237.248101,9
198.18.0.1,59176,198.18.0.103,443,192.168.5.2,59177,221.5.100.174,2011,198.18.0.1,59176,198.18.0.103,443,185,97812,93,9.816528,237.125908,12,cdn.cookielaw.org,192.168.5.2,59177,221.5.100.174,2011,126,74527,78,9.822579,237.165048,12
198.18.0.1,59178,198.18.0.104,443,192.168.5.2,59179,221.5.100.174,2011,198.18.0.1,59178,198.18.0.104,443,622,460689,94,9.827753,237.114319,9,www.googletagmanager.com,192.168.5.2,59179,221.5.100.174,2011,322,267946,79,9.831515,237.154986,9
198.18.0.1,59180,198.18.0.105,443,192.168.5.2,59181,221.5.100.174,2011,198.18.0.1,59180,198.18.0.105,443,65,10839,95,9.989177,236.952924,6,geolocation.onetrust.com,192.168.5.2,59181,221.5.100.174,2011,60,15632,80,9.993819,236.992496,6
198.18.0.1,59183,198.18.0.109,443,192.168.5.2,59185,221.5.100.174,2011,198.18.0.1,59183,198.18.0.109,443,294,201940,97,10.233175,165.528782,6,misc.scdn.co,192.168.5.2,59185,221.5.100.174,2011,134,104634,82,10.236796,120.559942,6
198.18.0.1,59182,198.18.0.95,443,192.168.5.2,59184,221.5.100.174,2011,198.18.0.1,59182,198.18.0.95,443,726,534316,96,10.231855,186.398938,18,i.scdn.co,192.168.5.2,59184,221.5.100.174,2011,316,297336,81,10.235442,126.433089,18
198.18.0.1,59186,198.18.0.104,443,192.168.5.2,59187,221.5.100.174,2011,198.18.0.1,59186,198.18.0.104,443,87,22792,98,10.384919,236.555224,9,www.googletagmanager.com,192.168.5.2,59187,221.5.100.174,2011,69,25783,83,10.389866,236.594864,9
198.18.0.1,59188,198.18.0.109,443,192.168.5.2,59189,221.5.100.174,2011,198.18.0.1,59188,198.18.0.109,443,18,7188,99,10.51468,0.1676920000000006,3,misc.scdn.co,192.168.5.2,59189,221.5.100.174,2011,22,8853,84,10.518675,0.2054179999999998,3
198.18.0.1,59190,198.18.0.92,443,192.168.5.2,59193,221.5.100.174,2011,198.18.0.1,59190,198.18.0.92,443,72,13684,100,10.746241,236.194235,7,pixel-static.spotify.com,192.168.5.2,59193,221.5.100.174,2011,63,18615,85,10.750487,236.234277,7
198.18.0.1,59195,198.18.0.106,443,192.168.5.2,59197,221.5.100.174,2011,198.18.0.1,59195,198.18.0.106,443,31,13672,104,10.754282,45.149629,4,www.fastly-insights.com,192.168.5.2,59197,221.5.100.174,2011,26,13067,86,10.762036,0.176323,3
198.18.0.1,59206,198.18.0.111,443,192.168.5.2,59207,221.5.100.174,2011,198.18.0.1,59206,198.18.0.111,443,79,17341,111,10.941391,235.999107,9,www.spotify.com,192.168.5.2,59207,221.5.100.174,2011,72,26178,88,10.945883,236.040215,9
198.18.0.1,59208,198.18.0.91,443,192.168.5.2,59209,221.5.100.174,2011,198.18.0.1,59208,198.18.0.91,443,70,12141,113,11.246083,235.696255,7,pixel.spotify.com,192.168.5.2,59209,221.5.100.174,2011,62,16574,89,11.25029,235.73686,7
198.18.0.1,59212,198.18.0.115,443,192.168.5.2,59213,221.5.100.174,2011,198.18.0.1,59212,198.18.0.115,443,18,7904,116,11.522539,0.0935260000000006,3,web-sdk-assets.spotifycdn.com,192.168.5.2,59213,221.5.100.174,2011,20,10830,90,11.526265,0.1322709999999993,3
198.18.0.1,59214,198.18.0.115,443,192.168.5.2,59215,221.5.100.174,2011,198.18.0.1,59214,198.18.0.115,443,10220,8148437,117,11.525675,235.417065,20,web-sdk-assets.spotifycdn.com,192.168.5.2,59215,221.5.100.174,2011,3976,4082098,91,11.529846,235.456531,20
198.18.0.1,59220,198.18.0.135,443,192.168.5.2,59221,221.5.100.174,2011,198.18.0.1,59220,198.18.0.135,443,2510,1979987,122,12.74824,234.19536,10,video-akpcw.spotifycdn.com,192.168.5.2,59221,221.5.100.174,2011,941,978023,92,12.752454,234.234759,10
198.18.0.1,59224,198.18.0.122,443,192.168.5.2,59225,221.5.100.174,2011,198.18.0.1,59224,198.18.0.122,443,66,17284,129,15.954932,230.988606,6,seektables.scdn.co,192.168.5.2,59225,221.5.100.174,2011,56,17670,93,15.958408,231.028067,6
198.18.0.1,59226,198.18.0.124,443,192.168.5.2,59227,221.5.100.174,2011,198.18.0.1,59226,198.18.0.124,443,11873,9455639,130,16.206791,230.736781,54,audio-ak-spotify-com.akamaized.net,192.168.5.2,59227,221.5.100.174,2011,3964,4294668,94,16.210489,230.77718,54
198.18.0.1,59230,198.18.0.78,443,192.168.5.2,59231,221.5.100.174,2011,198.18.0.1,59230,198.18.0.78,443,81,15579,133,18.328557,228.612223,9,clients4.google.com,192.168.5.2,59231,221.5.100.174,2011,77,21681,95,18.33197,228.652882,9
198.18.0.1,59258,198.18.0.175,443,192.168.5.2,59259,221.5.100.174,2011,198.18.0.1,59258,198.18.0.175,443,293,191198,143,60.405001,186.543591,21,clientservices.googleapis.com,192.168.5.2,59259,221.5.100.174,2011,383,216602,107,60.408931,186.583547,21
198.18.0.1,59260,198.18.0.180,443,192.168.5.2,59261,221.5.100.174,2011,198.18.0.1,59260,198.18.0.180,443,80,27178,144,60.610822,186.337791,7,update.googleapis.com,192.168.5.2,59261,221.5.100.174,2011,74,32637,108,60.614428,186.378083,7
198.18.0.1,59266,198.18.0.78,443,192.168.5.2,59267,120.232.217.159,2011,198.18.0.1,59266,198.18.0.78,443,76,22384,146,61.718671,185.22989,7,clients4.google.com,192.168.5.2,59267,120.232.217.159,2011,70,26093,110,61.769247,185.223134,7
198.18.0.1,59268,198.18.1.9,443,192.168.5.2,59269,120.232.217.159,2011,198.18.0.1,59268,198.18.1.9,443,70,15721,147,68.357475,178.58513200000002,9,nel.fastly-insights.com,192.168.5.2,59269,120.232.217.159,2011,65,19989,111,68.55148,178.443925,9
198.18.0.1,59274,198.18.0.42,443,192.168.5.2,59275,120.232.217.159,2011,198.18.0.1,59274,198.18.0.42,443,82,19993,149,76.983588,169.958551,9,beacons.gcp.gvt2.com,192.168.5.2,59275,120.232.217.159,2011,67,24251,113,76.987205,169.998983,9
198.18.0.1,59344,198.18.0.197,443,192.168.5.2,59345,120.232.217.159,2011,198.18.0.1,59344,198.18.0.197,443,48,20668,167,201.795971,45.152759,7,safebrowsing.googleapis.com,192.168.5.2,59345,120.232.217.159,2011,38,20930,136,201.799122,45.18732899999998,7
