inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,63409,198.18.0.32,443,192.168.5.2,63410,120.232.217.159,2061,198.18.0.1,63409,198.18.0.32,443,202,154340,52,7.674323,5.378226000000001,7,lh5.googleusercontent.com,192.168.5.2,63410,120.232.217.159,2061,174,112525,45,7.734928,5.588386,7
198.18.0.1,63411,198.18.0.33,443,192.168.5.2,63412,120.232.217.159,2061,198.18.0.1,63411,198.18.0.33,443,41,17241,53,7.905064,5.147241999999999,7,play.google.com,192.168.5.2,63412,120.232.217.159,2061,43,21142,46,7.965042,5.365283,7
198.18.0.1,63413,198.18.0.17,443,192.168.5.2,63414,120.232.217.159,2061,198.18.0.1,63413,198.18.0.17,443,13,2472,54,7.985136,45.812409,1,basic-static-server.infinitynewtab.com,192.168.5.2,63414,120.232.217.159,2061,18,3979,47,8.044966,0.8439239999999995,1
198.18.0.1,63415,198.18.0.33,443,192.168.5.2,63416,120.232.217.159,2061,198.18.0.1,63415,198.18.0.33,443,10,2357,56,8.394164,0.2143099999999993,1,play.google.com,192.168.5.2,63416,120.232.217.159,2061,17,4819,50,8.45457,0.4481400000000004,1
198.18.0.1,63417,198.18.0.33,443,192.168.5.2,63418,120.232.217.159,2061,198.18.0.1,63417,198.18.0.33,443,11,2409,57,8.39981,0.208717,1,play.google.com,192.168.5.2,63418,120.232.217.159,2061,16,4325,51,8.463533,0.7692599999999992,1
198.18.0.1,63419,198.18.0.33,443,192.168.5.2,63420,120.232.217.159,2061,198.18.0.1,63419,198.18.0.33,443,67,29077,58,8.841804,4.210656999999999,11,play.google.com,192.168.5.2,63420,120.232.217.159,2061,69,32487,52,8.901844,4.434851,11
198.18.0.1,63422,198.18.0.34,443,192.168.5.2,63424,120.232.217.159,2061,198.18.0.1,63422,198.18.0.34,443,39,18661,60,8.92994,4.123263,7,youtube.com,192.168.5.2,63424,120.232.217.159,2061,43,20300,53,8.989989,4.338794,7
198.18.0.1,63425,198.18.0.35,443,192.168.5.2,63426,120.232.217.159,2061,198.18.0.1,63425,198.18.0.35,443,53,26141,62,9.086378,3.965013000000001,9,accounts.youtube.com,192.168.5.2,63426,120.232.217.159,2061,57,28463,54,9.147336,4.187188000000001,9
198.18.0.1,63427,198.18.0.33,443,192.168.5.2,63430,120.232.217.159,2061,198.18.0.1,63427,198.18.0.33,443,10,2357,63,9.151687,0.151866,1,play.google.com,192.168.5.2,63430,120.232.217.159,2061,17,4370,55,9.211646,0.4284339999999993,1
198.18.0.1,63428,198.18.0.33,443,192.168.5.2,63429,120.232.217.159,2061,198.18.0.1,63428,198.18.0.33,443,10,2293,64,9.151896,0.1516769999999994,1,play.google.com,192.168.5.2,63429,120.232.217.159,2061,15,3770,56,9.211646,0.4311659999999992,1
198.18.0.1,63431,198.18.0.33,443,192.168.5.2,63432,120.232.217.159,2061,198.18.0.1,63431,198.18.0.33,443,10,2261,66,9.2246,0.0790360000000003,1,play.google.com,192.168.5.2,63432,120.232.217.159,2061,17,4407,57,9.284592,0.4319889999999997,1
198.18.0.1,63433,198.18.0.24,443,192.168.5.2,63434,120.232.217.159,2061,198.18.0.1,63433,198.18.0.24,443,34,12101,68,10.445961,2.6068749999999987,7,fonts.gstatic.com,192.168.5.2,63434,120.232.217.159,2061,38,19642,60,10.505608,2.8247529999999994,7
198.18.0.1,63436,198.18.0.37,443,192.168.5.2,63438,120.232.217.159,2061,198.18.0.1,63436,198.18.0.37,443,10,2363,74,13.012013,0.0387660000000007,1,update.googleapis.com,192.168.5.2,63438,120.232.217.159,2061,15,4127,62,13.07176,0.4362320000000004,1
198.18.0.1,63435,198.18.0.36,443,192.168.5.2,63437,120.232.217.159,2061,198.18.0.1,63435,198.18.0.36,443,10,2329,73,13.011187,0.0452969999999997,1,clients2.google.com,192.168.5.2,63437,120.232.217.159,2061,16,4509,61,13.071624,0.4478310000000007,1
198.18.0.1,63440,198.18.0.37,443,192.168.5.2,63441,120.232.217.159,2061,198.18.0.1,63440,198.18.0.37,443,11,2351,76,13.051187,0.0919399999999992,1,update.googleapis.com,192.168.5.2,63441,120.232.217.159,2061,17,4564,63,13.111418,0.4285199999999989,1
198.18.0.1,63439,198.18.0.36,443,192.168.5.2,63442,120.232.217.159,2061,198.18.0.1,63439,198.18.0.36,443,10,2329,75,13.051053,0.0920480000000001,1,clients2.google.com,192.168.5.2,63442,120.232.217.159,2061,17,4198,64,13.111485,0.4427439999999993,1
198.18.0.1,63445,198.18.0.39,443,192.168.5.2,63451,120.232.217.159,2061,198.18.0.1,63445,198.18.0.39,443,10,2368,79,13.066528,0.0764910000000007,1,android.clients.google.com,192.168.5.2,63451,120.232.217.159,2061,17,4303,68,13.126809,0.4281419999999993,1
198.18.0.1,63443,198.18.0.38,5228,192.168.5.2,63448,120.232.217.159,2061,198.18.0.1,63443,198.18.0.38,5228,72,17406,77,13.066191,232.645064,4,mtalk.google.com,192.168.5.2,63448,120.232.217.159,2061,63,17850,65,13.125062,232.862036,4
198.18.0.1,63447,198.18.0.39,443,192.168.5.2,63452,120.232.217.159,2061,198.18.0.1,63447,198.18.0.39,443,10,2368,81,13.066862,0.076179999999999,1,android.clients.google.com,192.168.5.2,63452,120.232.217.159,2061,17,4547,69,13.127006,0.4327369999999995,1
198.18.0.1,63444,198.18.0.39,443,192.168.5.2,63449,120.232.217.159,2061,198.18.0.1,63444,198.18.0.39,443,10,2336,78,13.066371,0.0766989999999996,1,android.clients.google.com,192.168.5.2,63449,120.232.217.159,2061,17,3893,66,13.126693,0.4417530000000003,1
198.18.0.1,63446,198.18.0.39,443,192.168.5.2,63450,120.232.217.159,2061,198.18.0.1,63446,198.18.0.39,443,10,2304,80,13.066702,0.0762860000000014,1,android.clients.google.com,192.168.5.2,63450,120.232.217.159,2061,17,5019,67,13.126742,0.4455589999999993,1
198.18.0.1,63455,198.18.0.39,443,192.168.5.2,63461,120.232.217.159,2061,198.18.0.1,63455,198.18.0.39,443,27,14696,84,13.143896,0.4430200000000006,3,android.clients.google.com,192.168.5.2,63461,120.232.217.159,2061,28,13192,71,13.204437,0.6542949999999994,3
198.18.0.1,63454,198.18.0.39,443,192.168.5.2,63460,120.232.217.159,2061,198.18.0.1,63454,198.18.0.39,443,90,24145,83,13.14367,59.796976,15,android.clients.google.com,192.168.5.2,63460,120.232.217.159,2061,81,33191,72,13.204437,60.00948,15
198.18.0.1,63458,198.18.0.37,443,192.168.5.2,63464,120.232.217.159,2061,198.18.0.1,63458,198.18.0.37,443,51,20167,87,13.144471,59.79592600000001,7,update.googleapis.com,192.168.5.2,63464,120.232.217.159,2061,51,21477,75,13.204866,60.00958,7
198.18.0.1,63453,198.18.0.39,443,192.168.5.2,63459,120.232.217.159,2061,198.18.0.1,63453,198.18.0.39,443,10,2336,82,13.14346,0.4435370000000009,1,android.clients.google.com,192.168.5.2,63459,120.232.217.159,2061,20,11864,70,13.204437,0.4421429999999997,2
198.18.0.1,63456,198.18.0.39,443,192.168.5.2,63462,120.232.217.159,2061,198.18.0.1,63456,198.18.0.39,443,10,2336,85,13.144094,0.4429569999999998,1,android.clients.google.com,192.168.5.2,63462,120.232.217.159,2061,23,12487,73,13.204693,0.4453749999999985,2
198.18.0.1,63457,198.18.0.36,443,192.168.5.2,63463,120.232.217.159,2061,198.18.0.1,63457,198.18.0.36,443,48,18600,86,13.144288,59.796311,7,clients2.google.com,192.168.5.2,63463,120.232.217.159,2061,45,22622,74,13.204825,60.491111,7
198.18.0.1,63465,198.18.0.20,443,192.168.5.2,63466,120.232.217.159,2061,198.18.0.1,63465,198.18.0.20,443,600,432593,88,13.286855,59.653892,35,www.youtube.com,192.168.5.2,63466,120.232.217.159,2061,478,294725,76,13.347022,59.8662,37
198.18.0.1,63471,198.18.0.19,443,192.168.5.2,63472,120.232.217.159,2061,198.18.0.1,63471,198.18.0.19,443,193837,156372811,93,15.185213,57.75566,45,optimizationguide-pa.googleapis.com,192.168.5.2,63472,120.232.217.159,2061,86230,76587105,79,15.245712,57.974462,63
198.18.0.1,63473,198.18.0.25,443,192.168.5.2,63474,120.232.217.159,2061,198.18.0.1,63473,198.18.0.25,443,43758,34879394,94,18.853195,54.087062,22,rr1---sn-a5mekndz.googlevideo.com,192.168.5.2,63474,120.232.217.159,2061,16951,16472287,80,18.913216,54.307005,22
198.18.0.1,63478,198.18.0.18,443,192.168.5.2,63479,120.232.217.159,2061,198.18.0.1,63478,198.18.0.18,443,45,13325,97,22.21143,50.72937,9,clients4.google.com,192.168.5.2,63479,120.232.217.159,2061,55,20131,82,22.271318,50.944022,9
198.18.0.1,63497,198.18.0.14,443,192.168.5.2,63498,120.232.217.159,2061,198.18.0.1,63497,198.18.0.14,443,898,684741,104,30.809771,42.130582,7,www.googleapis.com,192.168.5.2,63498,120.232.217.159,2061,577,375687,92,30.919018,42.308109,7
198.18.0.1,63499,198.18.0.21,443,192.168.5.2,63500,120.232.217.159,2061,198.18.0.1,63499,198.18.0.21,443,214,145053,105,33.080487,39.860035,7,i.ytimg.com,192.168.5.2,63500,120.232.217.159,2061,132,75746,93,33.140756,40.073137,7
198.18.0.1,63505,198.18.0.33,443,192.168.5.2,63506,221.5.100.174,2061,198.18.0.1,63505,198.18.0.33,443,39,12254,107,38.402769,34.537687,9,play.google.com,192.168.5.2,63506,221.5.100.174,2061,51,19284,95,38.462618,34.752973000000004,9
198.18.0.1,63521,198.18.0.7,443,192.168.5.2,63522,221.5.100.174,2061,198.18.0.1,63521,198.18.0.7,443,183,142795,113,59.846818,13.091932,15,clientservices.googleapis.com,192.168.5.2,63522,221.5.100.174,2061,274,162557,101,59.906707,13.310365000000004,15
198.18.0.1,63523,198.18.0.37,443,192.168.5.2,63524,221.5.100.174,2061,198.18.0.1,63523,198.18.0.37,443,62,29426,114,59.972186,13.220378000000004,10,update.googleapis.com,192.168.5.2,63524,221.5.100.174,2061,67,33761,102,60.03201,13.44314,10
198.18.0.1,63527,198.18.0.18,443,192.168.5.2,63528,221.5.100.174,2061,198.18.0.1,63527,198.18.0.18,443,43,20853,116,60.853409,12.085278000000002,7,clients4.google.com,192.168.5.2,63528,221.5.100.174,2061,41,22620,104,60.913363,12.775797000000004,7
198.18.0.1,63533,198.18.0.46,443,192.168.5.2,63534,221.5.100.174,2061,198.18.0.1,63533,198.18.0.46,443,50,18354,118,64.757185,8.183508999999987,9,beacons.gcp.gvt2.com,192.168.5.2,63534,221.5.100.174,2061,50,22177,106,64.816998,8.405885999999995,9
198.18.0.1,63541,198.18.0.7,443,192.168.5.2,63542,183.240.139.64,2061,198.18.0.1,63541,198.18.0.7,443,103,45735,121,73.953127,171.785288,9,clientservices.googleapis.com,192.168.5.2,63542,183.240.139.64,2061,126,53412,110,74.013091,172.00679,9
198.18.0.1,63543,198.18.0.20,443,192.168.5.2,63544,183.240.139.64,2061,198.18.0.1,63543,198.18.0.20,443,599,379513,122,76.330745,169.39826399999998,49,www.youtube.com,192.168.5.2,63544,183.240.139.64,2061,546,312104,111,76.39064,169.45324399999998,50
198.18.0.1,63545,198.18.0.46,443,192.168.5.2,63547,183.240.139.64,2061,198.18.0.1,63545,198.18.0.46,443,85,14106,123,77.063533,168.665551,13,beacons.gcp.gvt2.com,192.168.5.2,63547,183.240.139.64,2061,78,24304,112,77.123429,168.89574299999998,13
198.18.0.1,63546,198.18.0.47,443,192.168.5.2,63548,183.240.139.64,2061,198.18.0.1,63546,198.18.0.47,443,82,20818,124,77.064737,168.66420800000003,11,google.com,192.168.5.2,63548,183.240.139.64,2061,74,25036,113,77.124257,168.89052,11
198.18.0.1,63549,198.18.0.46,443,192.168.5.2,63550,183.240.139.64,2061,198.18.0.1,63549,198.18.0.46,443,10,2758,125,77.37661,0.1374780000000015,1,beacons.gcp.gvt2.com,192.168.5.2,63550,183.240.139.64,2061,16,4633,114,77.436879,0.4565640000000002,1
198.18.0.1,63555,198.18.0.25,443,192.168.5.2,63556,183.240.139.64,2061,198.18.0.1,63555,198.18.0.25,443,50313,40210372,127,85.881155,159.84867699999998,12,rr1---sn-a5mekndz.googlevideo.com,192.168.5.2,63556,183.240.139.64,2061,22543,19984717,116,85.941067,160.08192499999998,12
198.18.0.1,63565,198.18.0.39,443,192.168.5.2,63566,183.240.139.64,2061,198.18.0.1,63565,198.18.0.39,443,68,10464,129,98.805965,146.92301300000003,9,android.clients.google.com,192.168.5.2,63566,183.240.139.64,2061,66,18115,118,98.865786,147.139504,9
198.18.0.1,63589,198.18.0.33,443,192.168.5.2,63590,183.240.139.64,2061,198.18.0.1,63589,198.18.0.33,443,56,12337,139,129.030982,116.698281,9,play.google.com,192.168.5.2,63590,183.240.139.64,2061,61,19921,126,129.090563,116.918872,9
198.18.0.1,63643,198.18.0.49,443,192.168.5.2,63644,221.5.100.174,2061,198.18.0.1,63643,198.18.0.49,443,19849,15801924,155,221.136988,24.601466999999985,7,safebrowsing.googleapis.com,192.168.5.2,63644,221.5.100.174,2061,8175,7071330,143,221.19629,24.819626,7
198.18.0.1,63661,198.18.0.51,443,192.168.5.2,63662,120.232.217.159,2061,198.18.0.1,63661,198.18.0.51,443,2566,2089326,164,242.313555,3.4163079999999866,4,rr2---sn-a5msen7l.googlevideo.com,192.168.5.2,63662,120.232.217.159,2061,1634,1131960,148,242.373107,3.630715000000009,4
198.18.0.1,63665,198.18.0.31,443,192.168.5.2,63669,120.232.217.159,2061,198.18.0.1,63665,198.18.0.31,443,75,48921,167,243.506297,2.223066000000017,7,yt3.ggpht.com,192.168.5.2,63669,120.232.217.159,2061,59,39049,149,243.565692,2.4405319999999904,7
198.18.0.1,63666,198.18.0.21,443,192.168.5.2,63670,120.232.217.159,2061,198.18.0.1,63666,198.18.0.21,443,57,26774,168,243.506451,2.223019999999991,7,i.ytimg.com,192.168.5.2,63670,120.232.217.159,2061,52,29678,150,243.565697,2.3250659999999925,8
198.18.0.1,63673,198.18.0.31,443,192.168.5.2,63674,120.232.217.159,2061,198.18.0.1,63673,198.18.0.31,443,10,2776,173,243.851752,0.1039120000000082,1,yt3.ggpht.com,192.168.5.2,63674,120.232.217.159,2061,17,5122,151,243.91165,0.4405529999999942,1
198.18.0.1,63681,198.18.0.55,443,192.168.5.2,63686,119.188.204.71,443,198.18.0.1,63681,198.18.0.55,443,18,6946,177,244.255193,0.0681610000000034,4,analytics.immersivetranslate.com,192.168.5.2,63686,119.188.204.71,443,16,6696,153,244.34036,0.0410770000000013,4
198.18.0.1,63684,198.18.0.55,443,192.168.5.2,63688,119.188.204.71,443,198.18.0.1,63684,198.18.0.55,443,33,11703,180,244.261416,1.4797080000000165,6,analytics.immersivetranslate.com,192.168.5.2,63688,119.188.204.71,443,33,11784,154,244.340361,1.4586359999999845,6
