inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,59143,198.18.0.14,443,192.168.5.2,59153,183.60.150.17,443,198.18.0.1,59143,198.18.0.14,443,84,41764,13,2.512011,9.840408,4,infinitypro-img.infinitynewtab.com,192.168.5.2,59153,183.60.150.17,443,54,35044,15,2.515514,9.833604,4
198.18.0.1,59156,198.18.0.14,443,192.168.5.2,59158,183.60.150.17,443,198.18.0.1,59156,198.18.0.14,443,195,100533,15,2.5670260000000003,9.787908,6,infinitypro-img.infinitynewtab.com,192.168.5.2,59158,183.60.150.17,443,82,65792,17,2.566857,9.784829,6
198.18.0.1,59157,198.18.0.15,443,192.168.5.2,59159,221.5.100.174,2011,198.18.0.1,59157,198.18.0.15,443,28,10048,16,2.568216,9.754976,6,weatheroffer.com,192.168.5.2,59159,221.5.100.174,2011,30,13765,18,2.568357,9.789388,6
198.18.0.1,59160,198.18.0.16,443,192.168.5.2,59161,221.5.100.174,2011,198.18.0.1,59160,198.18.0.16,443,41,15421,17,2.713661,9.611759,7,www.googleapis.com,192.168.5.2,59161,221.5.100.174,2011,36,16915,19,2.728044,9.631471,7
198.18.0.1,59162,198.18.0.10,443,192.168.5.2,59163,221.5.100.174,2011,198.18.0.1,59162,198.18.0.10,443,34,14856,18,2.737505,9.58806,7,accounts.google.com,192.168.5.2,59163,221.5.100.174,2011,32,16605,20,2.742161,9.619848,7
198.18.0.1,59168,198.18.0.18,443,192.168.5.2,59169,121.43.167.86,443,198.18.0.1,59168,198.18.0.18,443,45,15404,23,2.917247,9.421088,12,api.infinitynewtab.com,192.168.5.2,59169,121.43.167.86,443,38,14391,22,2.916034,9.418963,12
198.18.0.1,59166,198.18.0.19,443,192.168.5.2,59167,221.5.100.174,2011,198.18.0.1,59166,198.18.0.19,443,67,28997,22,2.907604,9.416299,15,clients4.google.com,192.168.5.2,59167,221.5.100.174,2011,70,37941,21,2.906221,9.454985,15
198.18.0.1,59171,198.18.0.72,443,192.168.5.2,59173,221.5.100.174,2011,198.18.0.1,59171,198.18.0.72,443,36,14887,25,2.929072,9.395904,7,accounts.youtube.com,192.168.5.2,59173,221.5.100.174,2011,34,18922,23,2.928683,9.43147,7
198.18.0.1,59174,198.18.0.20,443,192.168.5.2,59175,221.5.100.174,2011,198.18.0.1,59174,198.18.0.20,443,13,2536,27,3.270475,45.089472,1,basic-static-server.infinitynewtab.com,192.168.5.2,59175,221.5.100.174,2011,17,4795,24,3.268745,0.1195110000000001,1
198.18.0.1,59176,198.18.0.20,443,192.168.5.2,59177,221.5.100.174,2011,198.18.0.1,59176,198.18.0.20,443,13,2504,28,3.35825,45.088042,1,basic-static-server.infinitynewtab.com,192.168.5.2,59177,221.5.100.174,2011,15,3953,25,3.356376,0.1198209999999999,1
198.18.0.1,59180,198.18.0.28,443,192.168.5.2,59181,221.5.100.174,2011,198.18.0.1,59180,198.18.0.28,443,42,19101,30,5.171113,7.15476,7,drive.google.com,192.168.5.2,59181,221.5.100.174,2011,41,21639,27,5.169434,7.191468,7
198.18.0.1,59178,198.18.0.27,443,192.168.5.2,59179,221.5.100.174,2011,198.18.0.1,59178,198.18.0.27,443,101,42962,29,5.169065,7.157058000000001,19,optimizationguide-pa.googleapis.com,192.168.5.2,59179,221.5.100.174,2011,87,48850,26,5.167643,7.196559000000001,19
198.18.0.1,59182,198.18.0.28,443,192.168.5.2,59183,221.5.100.174,2011,198.18.0.1,59182,198.18.0.28,443,27,14700,31,5.173314,0.1024759999999993,3,drive.google.com,192.168.5.2,59183,221.5.100.174,2011,21,13146,28,5.171348,0.1424070000000004,3
198.18.0.1,59184,198.18.0.33,443,192.168.5.2,59185,221.5.100.174,2011,198.18.0.1,59184,198.18.0.33,443,116,76444,32,6.090749,6.235531000000001,7,lh3.googleusercontent.com,192.168.5.2,59185,221.5.100.174,2011,74,59064,29,6.088909,6.275208999999999,7
198.18.0.1,59186,198.18.0.34,443,192.168.5.2,59187,221.5.100.174,2011,198.18.0.1,59186,198.18.0.34,443,198,140963,33,6.113403,6.212622,7,fonts.gstatic.com,192.168.5.2,59187,221.5.100.174,2011,86,74676,30,6.111862,6.250102999999999,7
198.18.0.1,59188,198.18.0.32,443,192.168.5.2,59189,221.5.100.174,2011,198.18.0.1,59188,198.18.0.32,443,173,109111,34,6.134488,6.191133999999999,17,ssl.gstatic.com,192.168.5.2,59189,221.5.100.174,2011,103,79373,31,6.132603,6.227601,17
198.18.0.1,59190,198.18.0.72,443,192.168.5.2,59191,221.5.100.174,2011,198.18.0.1,59190,198.18.0.72,443,60,37094,35,6.201448,6.12428,7,accounts.youtube.com,192.168.5.2,59191,221.5.100.174,2011,57,37100,32,6.199839,6.161099000000001,7
198.18.0.1,59192,198.18.0.41,443,192.168.5.2,59194,221.5.100.174,2011,198.18.0.1,59192,198.18.0.41,443,65,28981,37,8.7392,3.584491,15,play.google.com,192.168.5.2,59194,221.5.100.174,2011,66,36810,35,8.737558,3.6202229999999993,15
198.18.0.1,59193,198.18.0.41,443,192.168.5.2,59195,221.5.100.174,2011,198.18.0.1,59193,198.18.0.41,443,10,2357,38,8.739386,0.0979790000000004,1,play.google.com,192.168.5.2,59195,221.5.100.174,2011,19,11486,34,8.737553,0.0994860000000006,2
198.18.0.1,59196,198.18.0.36,443,192.168.5.2,59197,221.5.100.174,2011,198.18.0.1,59196,198.18.0.36,443,1219,979885,39,8.759453,3.5663400000000003,17,www.gstatic.com,192.168.5.2,59197,221.5.100.174,2011,552,566952,36,8.759173,3.603524,17
198.18.0.1,59198,198.18.0.38,443,192.168.5.2,59199,221.5.100.174,2011,198.18.0.1,59198,198.18.0.38,443,38,15118,40,9.073758,3.251787,7,content-autofill.googleapis.com,192.168.5.2,59199,221.5.100.174,2011,34,17762,37,9.071822,3.288361,7
198.18.0.1,59200,198.18.0.41,443,192.168.5.2,59201,221.5.100.174,2011,198.18.0.1,59200,198.18.0.41,443,43,17026,41,9.551759,2.7741999999999987,8,play.google.com,192.168.5.2,59201,221.5.100.174,2011,37,18645,38,9.551092,2.8130740000000003,8
198.18.0.1,59206,198.18.0.21,443,192.168.5.2,59208,221.5.100.174,2011,198.18.0.1,59206,198.18.0.21,443,10,2265,45,12.245178,0.0777550000000015,1,clients2.google.com,192.168.5.2,59208,221.5.100.174,2011,21,13135,41,12.245747,0.0934340000000002,2
198.18.0.1,59207,198.18.0.22,443,192.168.5.2,59209,221.5.100.174,2011,198.18.0.1,59207,198.18.0.22,443,10,2267,46,12.245385,0.0776810000000001,1,update.googleapis.com,192.168.5.2,59209,221.5.100.174,2011,20,10543,42,12.2461,0.0966520000000006,2
198.18.0.1,59210,198.18.0.21,443,192.168.5.2,59213,221.5.100.174,2011,198.18.0.1,59210,198.18.0.21,443,39,17788,47,12.323291,0.2862980000000004,6,clients2.google.com,192.168.5.2,59213,221.5.100.174,2011,35,19782,44,12.322528,0.3225540000000002,6
198.18.0.1,59211,198.18.0.22,443,192.168.5.2,59212,221.5.100.174,2011,198.18.0.1,59211,198.18.0.22,443,42,19541,48,12.323451,0.2959569999999996,6,update.googleapis.com,192.168.5.2,59212,221.5.100.174,2011,41,21460,43,12.322524,0.331766,6
198.18.0.1,59215,198.18.0.24,443,192.168.5.2,59217,221.5.100.174,2011,198.18.0.1,59215,198.18.0.24,443,25,14520,50,12.365741,0.0992820000000005,2,android.clients.google.com,192.168.5.2,59217,221.5.100.174,2011,21,11994,46,12.36429,0.1359459999999988,2
198.18.0.1,59214,198.18.0.23,5228,192.168.5.2,59216,221.5.100.174,2011,198.18.0.1,59214,198.18.0.23,5228,38,15723,49,12.365499,43.94822,4,mtalk.google.com,192.168.5.2,59216,221.5.100.174,2011,38,16304,45,12.363323,43.987533,4
198.18.0.1,59218,198.18.0.24,443,192.168.5.2,59219,221.5.100.174,2011,198.18.0.1,59218,198.18.0.24,443,60,19559,51,12.465359,43.877564,9,android.clients.google.com,192.168.5.2,59219,221.5.100.174,2011,48,23869,47,12.463928,43.916338,9
198.18.0.1,59220,198.18.0.27,443,192.168.5.2,59221,221.5.100.174,2011,198.18.0.1,59220,198.18.0.27,443,221,111857,52,12.617659,43.725472,35,optimizationguide-pa.googleapis.com,192.168.5.2,59221,221.5.100.174,2011,184,118830,48,12.616278,43.763887,35
198.18.0.1,59222,198.18.0.10,443,192.168.5.2,59223,221.5.100.174,2011,198.18.0.1,59222,198.18.0.10,443,302,207871,53,12.624538,43.718928,29,accounts.google.com,192.168.5.2,59223,221.5.100.174,2011,262,197011,49,12.622881,43.757264,29
198.18.0.1,59224,198.18.0.41,443,192.168.5.2,59225,221.5.100.174,2011,198.18.0.1,59224,198.18.0.41,443,307,176384,54,12.868554,43.474124,53,play.google.com,192.168.5.2,59225,221.5.100.174,2011,393,213791,50,12.866959,43.511654,51
198.18.0.1,59226,198.18.0.36,443,192.168.5.2,59227,221.5.100.174,2011,198.18.0.1,59226,198.18.0.36,443,3124,2416252,55,12.970785,43.371663,64,www.gstatic.com,192.168.5.2,59227,221.5.100.174,2011,1270,1295729,51,12.969404,43.40858299999999,66
198.18.0.1,59228,198.18.0.32,443,192.168.5.2,59229,221.5.100.174,2011,198.18.0.1,59228,198.18.0.32,443,603,437714,56,12.976155,43.367064,39,ssl.gstatic.com,192.168.5.2,59229,221.5.100.174,2011,378,328247,52,12.974614,43.405468,39
198.18.0.1,59230,198.18.0.16,443,192.168.5.2,59232,221.5.100.174,2011,198.18.0.1,59230,198.18.0.16,443,44,10961,57,16.184296,40.158283,9,www.googleapis.com,192.168.5.2,59232,221.5.100.174,2011,45,16764,53,16.182353,40.196216,9
198.18.0.1,59231,198.18.0.80,443,192.168.5.2,59233,221.5.100.174,2011,198.18.0.1,59231,198.18.0.80,443,31,13185,58,16.184901,40.160407000000006,4,accountcapabilities-pa.googleapis.com,192.168.5.2,59233,221.5.100.174,2011,29,13065,54,16.182734,40.198391,4
198.18.0.1,59234,198.18.0.81,443,192.168.5.2,59235,221.5.100.174,2011,198.18.0.1,59234,198.18.0.81,443,42,19277,59,16.394867,39.946839,7,myaccount.google.com,192.168.5.2,59235,221.5.100.174,2011,45,26539,55,16.392983,39.985608,7
198.18.0.1,59236,198.18.0.19,443,192.168.5.2,59237,221.5.100.174,2011,198.18.0.1,59236,198.18.0.19,443,70,33634,60,16.479773,39.863313,13,clients4.google.com,192.168.5.2,59237,221.5.100.174,2011,88,44315,56,16.477936,39.902188,13
198.18.0.1,59238,198.18.0.82,443,192.168.5.2,59239,221.5.100.174,2011,198.18.0.1,59238,198.18.0.82,443,126,64615,61,16.635061,39.707035,23,gds.google.com,192.168.5.2,59239,221.5.100.174,2011,119,71764,57,16.633171,39.744767,21
198.18.0.1,59240,198.18.0.31,443,192.168.5.2,59241,221.5.100.174,2011,198.18.0.1,59240,198.18.0.31,443,55,20039,62,16.919938,39.42204100000001,13,fonts.googleapis.com,192.168.5.2,59241,221.5.100.174,2011,50,26753,58,16.918485,39.461618,13
198.18.0.1,59242,198.18.0.34,443,192.168.5.2,59243,221.5.100.174,2011,198.18.0.1,59242,198.18.0.34,443,1314,1039210,63,17.383207,38.959046,19,fonts.gstatic.com,192.168.5.2,59243,221.5.100.174,2011,577,570372,59,17.382962,38.998255,19
198.18.0.1,59244,198.18.0.33,443,192.168.5.2,59245,221.5.100.174,2011,198.18.0.1,59244,198.18.0.33,443,98,55123,64,17.677078,38.665079,15,lh3.googleusercontent.com,192.168.5.2,59245,221.5.100.174,2011,88,57226,60,17.675271,38.704746,15
198.18.0.1,59246,198.18.0.38,443,192.168.5.2,59247,221.5.100.174,2011,198.18.0.1,59246,198.18.0.38,443,78,17963,65,17.743802,38.599748000000005,25,content-autofill.googleapis.com,192.168.5.2,59247,221.5.100.174,2011,78,37469,61,17.742145,38.639108,25
198.18.0.1,59248,198.18.0.83,443,192.168.5.2,59249,119.188.204.71,443,198.18.0.1,59248,198.18.0.83,443,146,97325,66,17.762365,38.591025,6,config.immersivetranslate.com,192.168.5.2,59249,119.188.204.71,443,92,72864,62,18.124363,38.22568,6
198.18.0.1,59250,198.18.0.41,443,192.168.5.2,59251,221.5.100.174,2011,198.18.0.1,59250,198.18.0.41,443,34,7107,67,18.182301,38.160026,9,play.google.com,192.168.5.2,59251,221.5.100.174,2011,36,12383,63,18.180648,38.197986,9
198.18.0.1,59252,198.18.0.84,443,192.168.5.2,59254,119.188.204.71,443,198.18.0.1,59252,198.18.0.84,443,44,15593,68,19.720126,36.633218,6,ai.immersivetranslate.com,192.168.5.2,59254,119.188.204.71,443,34,14002,65,19.744761,36.605192,6
198.18.0.1,59259,198.18.0.28,443,192.168.5.2,59260,221.5.100.174,2011,198.18.0.1,59259,198.18.0.28,443,7790,6127908,70,24.708282,31.632959,85,drive.google.com,192.168.5.2,59260,221.5.100.174,2011,3269,3183824,67,24.707253,31.669445,85
198.18.0.1,59261,198.18.0.72,443,192.168.5.2,59262,221.5.100.174,2011,198.18.0.1,59261,198.18.0.72,443,55,29928,71,24.886686,31.454495,7,accounts.youtube.com,192.168.5.2,59262,221.5.100.174,2011,48,27575,68,24.884884,31.493083,7
198.18.0.1,59263,198.18.0.85,443,192.168.5.2,59264,221.5.100.174,2011,198.18.0.1,59263,198.18.0.85,443,45,20737,72,25.068568,31.272779,7,accounts.google.com.hk,192.168.5.2,59264,221.5.100.174,2011,44,23349,69,25.066724,31.310094,7
198.18.0.1,59265,198.18.0.30,443,192.168.5.2,59266,221.5.100.174,2011,198.18.0.1,59265,198.18.0.30,443,475,350720,73,26.26173,30.080056,17,apis.google.com,192.168.5.2,59266,221.5.100.174,2011,233,214255,70,26.260288,30.11651,17
198.18.0.1,59267,198.18.0.35,443,192.168.5.2,59268,221.5.100.174,2011,198.18.0.1,59267,198.18.0.35,443,71,20369,74,26.665197,29.676405000000003,21,clients6.google.com,192.168.5.2,59268,221.5.100.174,2011,77,33903,71,26.663686,29.713092000000003,21
198.18.0.1,59269,198.18.0.37,443,192.168.5.2,59272,221.5.100.174,2011,198.18.0.1,59269,198.18.0.37,443,45,26261,75,26.720266,0.104457,3,drivefrontend-pa.clients6.google.com,192.168.5.2,59272,221.5.100.174,2011,29,18997,73,26.719102,0.143737999999999,4
198.18.0.1,59270,198.18.0.37,443,192.168.5.2,59271,221.5.100.174,2011,198.18.0.1,59270,198.18.0.37,443,112,32196,76,26.720511,29.623231,26,drivefrontend-pa.clients6.google.com,192.168.5.2,59271,221.5.100.174,2011,105,46635,72,26.719098,29.661088000000003,24
198.18.0.1,59273,198.18.0.37,443,192.168.5.2,59274,221.5.100.174,2011,198.18.0.1,59273,198.18.0.37,443,10,2346,77,26.75108,0.0737659999999991,1,drivefrontend-pa.clients6.google.com,192.168.5.2,59274,221.5.100.174,2011,23,16064,74,26.750911,0.0949410000000021,2
198.18.0.1,59275,198.18.0.39,443,192.168.5.2,59276,221.5.100.174,2011,198.18.0.1,59275,198.18.0.39,443,50,24191,78,26.939903,29.404474,7,ogads-pa.clients6.google.com,192.168.5.2,59276,221.5.100.174,2011,40,23074,75,26.938489,29.442709,7
198.18.0.1,59277,198.18.0.40,443,192.168.5.2,59278,221.5.100.174,2011,198.18.0.1,59277,198.18.0.40,443,53,24526,79,26.942674,29.401622,9,waa-pa.clients6.google.com,192.168.5.2,59278,221.5.100.174,2011,45,26064,76,26.941203,29.440068,9
198.18.0.1,59279,198.18.0.35,443,192.168.5.2,59280,221.5.100.174,2011,198.18.0.1,59279,198.18.0.35,443,26840,22527699,80,27.012848,29.330466999999995,237,clients6.google.com,192.168.5.2,59280,221.5.100.174,2011,23041,22784538,77,27.010793,29.370387,239
198.18.0.1,59281,198.18.0.37,443,192.168.5.2,59282,221.5.100.174,2011,198.18.0.1,59281,198.18.0.37,443,251,144073,81,27.067774,29.276274,43,drivefrontend-pa.clients6.google.com,192.168.5.2,59282,221.5.100.174,2011,293,167809,78,27.066058,29.315273,43
198.18.0.1,59283,198.18.0.40,443,192.168.5.2,59284,221.5.100.174,2011,198.18.0.1,59283,198.18.0.40,443,111,71415,82,27.102781,29.24136,9,waa-pa.clients6.google.com,192.168.5.2,59284,221.5.100.174,2011,74,54482,79,27.103295,29.276932,9
198.18.0.1,59285,198.18.0.39,443,192.168.5.2,59286,221.5.100.174,2011,198.18.0.1,59285,198.18.0.39,443,44,19766,83,27.126712,29.21694,7,ogads-pa.clients6.google.com,192.168.5.2,59286,221.5.100.174,2011,43,24212,80,27.124965,29.255344,7
198.18.0.1,59287,198.18.0.11,443,192.168.5.2,59288,221.5.100.174,2011,198.18.0.1,59287,198.18.0.11,443,87,53068,84,27.231623,29.113115,11,www.google.com,192.168.5.2,59288,221.5.100.174,2011,68,44536,81,27.231479,29.148913,11
198.18.0.1,59289,198.18.0.42,443,192.168.5.2,59290,221.5.100.174,2011,198.18.0.1,59289,198.18.0.42,443,52,24015,85,27.692201,28.652321,9,people-pa.clients6.google.com,192.168.5.2,59290,221.5.100.174,2011,51,30811,82,27.690616,28.690619,9
198.18.0.1,59291,198.18.0.43,443,192.168.5.2,59292,221.5.100.174,2011,198.18.0.1,59291,198.18.0.43,443,51,23387,86,27.983742,28.359099,7,addons-pa.clients6.google.com,192.168.5.2,59292,221.5.100.174,2011,40,21497,83,27.982428,28.395578,7
198.18.0.1,59295,198.18.0.43,443,192.168.5.2,59296,221.5.100.174,2011,198.18.0.1,59295,198.18.0.43,443,50,24263,88,28.297675,28.046176,7,addons-pa.clients6.google.com,192.168.5.2,59296,221.5.100.174,2011,49,25877,85,28.295747,28.084459000000003,7
198.18.0.1,59297,198.18.0.34,443,192.168.5.2,59298,221.5.100.174,2011,198.18.0.1,59297,198.18.0.34,443,36,14149,89,28.707994,27.635431000000004,7,fonts.gstatic.com,192.168.5.2,59298,221.5.100.174,2011,36,18058,86,28.706484,27.672048,7
198.18.0.1,59301,198.18.0.32,443,192.168.5.2,59302,221.5.100.174,2011,198.18.0.1,59301,198.18.0.32,443,34,14304,91,30.80279,25.538665,7,ssl.gstatic.com,192.168.5.2,59302,221.5.100.174,2011,33,18818,88,30.801714,25.578346,7
198.18.0.1,59303,198.18.0.45,443,192.168.5.2,59304,221.5.100.174,2011,198.18.0.1,59303,198.18.0.45,443,70,35558,92,30.931506,25.413151,9,youtube.googleapis.com,192.168.5.2,59304,221.5.100.174,2011,53,31118,89,30.930562,25.449771,9
198.18.0.1,59305,198.18.0.44,443,192.168.5.2,59306,221.5.100.174,2011,198.18.0.1,59305,198.18.0.44,443,66,39298,93,31.018201,25.326658,7,ogs.google.com,192.168.5.2,59306,221.5.100.174,2011,65,41332,90,31.017081,25.363272,7
198.18.0.1,59307,198.18.0.46,443,192.168.5.2,59308,221.5.100.174,2011,198.18.0.1,59307,198.18.0.46,443,280,202423,94,31.02521,25.319789,13,docs.google.com,192.168.5.2,59308,221.5.100.174,2011,167,137805,91,31.023915,25.357244,13
198.18.0.1,59309,198.18.0.47,443,192.168.5.2,59310,221.5.100.174,2011,198.18.0.1,59309,198.18.0.47,443,864,679238,95,31.077615,25.266838,15,contacts.google.com,192.168.5.2,59310,221.5.100.174,2011,398,379630,92,31.076497,25.303789,15
198.18.0.1,59316,198.18.0.48,443,192.168.5.2,59317,221.5.100.174,2011,198.18.0.1,59316,198.18.0.48,443,70,26610,97,31.718215,24.623726,13,signaler-pa.clients6.google.com,192.168.5.2,59317,221.5.100.174,2011,61,30245,94,31.716547,24.660208000000004,13
198.18.0.1,59318,198.18.0.48,443,192.168.5.2,59319,221.5.100.174,2011,198.18.0.1,59318,198.18.0.48,443,74,30165,98,31.994189,24.350718,11,signaler-pa.clients6.google.com,192.168.5.2,59319,221.5.100.174,2011,67,35941,95,31.992498,24.387874,11
198.18.0.1,59320,198.18.0.86,443,192.168.5.2,59321,221.5.100.174,2011,198.18.0.1,59320,198.18.0.86,443,54,24968,99,40.853746,15.490184999999997,9,drive-thirdparty.googleusercontent.com,192.168.5.2,59321,221.5.100.174,2011,41,26216,96,40.852698,15.527548000000005,9
