inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,62433,198.18.0.9,443,192.168.5.2,62434,120.232.217.159,2011,198.18.0.1,62433,198.18.0.9,443,35,14427,0,0.007729,5.780944,7,clientservices.googleapis.com,192.168.5.2,62434,120.232.217.159,2011,36,18318,2,1.716931,5.810657,7
198.18.0.1,62443,198.18.0.12,443,192.168.5.2,62453,112.82.180.41,443,198.18.0.1,62443,198.18.0.12,443,1487,1124287,7,3.151861,2.64674,24,infinityicon.infinitynewtab.com,192.168.5.2,62453,112.82.180.41,443,682,651306,14,4.862906,2.6420590000000006,24
198.18.0.1,62444,198.18.0.12,443,192.168.5.2,62461,112.82.180.41,443,198.18.0.1,62444,198.18.0.12,443,20,9716,8,3.152161,0.0317919999999998,4,infinityicon.infinitynewtab.com,192.168.5.2,62461,112.82.180.41,443,21,8570,18,4.863791,0.0270539999999996,4
198.18.0.1,62446,198.18.0.12,443,192.168.5.2,62460,112.82.180.41,443,198.18.0.1,62446,198.18.0.12,443,20,9748,9,3.152339,0.0321349999999998,4,infinityicon.infinitynewtab.com,192.168.5.2,62460,112.82.180.41,443,21,8602,17,4.863643,0.0278450000000001,4
198.18.0.1,62447,198.18.0.12,443,192.168.5.2,62456,112.82.180.41,443,198.18.0.1,62447,198.18.0.12,443,15,7534,10,3.152526,0.0254579999999999,2,infinityicon.infinitynewtab.com,192.168.5.2,62456,112.82.180.41,443,16,7646,15,4.863435,0.0285719999999995,2
198.18.0.1,62442,198.18.0.12,443,192.168.5.2,62450,112.82.180.41,443,198.18.0.1,62442,198.18.0.12,443,12,6561,6,3.15156,0.0264190000000001,2,infinityicon.infinitynewtab.com,192.168.5.2,62450,112.82.180.41,443,17,7764,13,4.861749,0.0322250000000003,2
198.18.0.1,62441,198.18.0.12,443,192.168.5.2,62459,112.82.180.41,443,198.18.0.1,62441,198.18.0.12,443,12,6465,5,3.151251,0.028988,2,infinityicon.infinitynewtab.com,192.168.5.2,62459,112.82.180.41,443,16,7614,16,4.863613,0.0303940000000002,2
198.18.0.1,62451,198.18.0.13,443,192.168.5.2,62464,218.92.216.53,443,198.18.0.1,62451,198.18.0.13,443,259,163957,11,3.155247,2.644883,10,infinity-permanent.infinitynewtab.com,192.168.5.2,62464,218.92.216.53,443,170,103708,19,4.865938,2.640591000000001,10
198.18.0.1,62454,198.18.0.14,443,192.168.5.2,62465,122.228.207.55,443,198.18.0.1,62454,198.18.0.14,443,162,86306,12,3.156517,2.651776,4,infinitypro-img.infinitynewtab.com,192.168.5.2,62465,122.228.207.55,443,56,35403,20,4.866143,2.648567,4
198.18.0.1,62439,198.18.0.10,443,192.168.5.2,62445,120.232.217.159,2011,198.18.0.1,62439,198.18.0.10,443,39,15651,3,3.150024,2.641502,7,accounts.google.com,192.168.5.2,62445,120.232.217.159,2011,36,16636,11,4.858806,2.6725320000000004,7
198.18.0.1,62440,198.18.0.11,443,192.168.5.2,62448,120.232.217.159,2011,198.18.0.1,62440,198.18.0.11,443,36,14315,4,3.150225,2.6414290000000005,7,www.google.com,192.168.5.2,62448,120.232.217.159,2011,34,15723,12,4.859867,2.674539,7
198.18.0.1,62466,198.18.0.14,443,192.168.5.2,62468,122.228.207.55,443,198.18.0.1,62466,198.18.0.14,443,181,110882,13,3.175159,2.630904,6,infinitypro-img.infinitynewtab.com,192.168.5.2,62468,122.228.207.55,443,97,67385,21,4.884199,2.6282070000000006,6
198.18.0.1,62467,198.18.0.15,443,192.168.5.2,62469,120.232.217.159,2011,198.18.0.1,62467,198.18.0.15,443,28,10050,14,3.176216,2.614694,6,weatheroffer.com,192.168.5.2,62469,120.232.217.159,2011,32,14139,22,4.885441,2.649769,6
198.18.0.1,62470,198.18.0.16,443,192.168.5.2,62471,120.232.217.159,2011,198.18.0.1,62470,198.18.0.16,443,40,15279,15,3.26022,2.531223,7,www.googleapis.com,192.168.5.2,62471,120.232.217.159,2011,35,17716,23,4.971007,2.5616449999999995,7
198.18.0.1,62472,198.18.0.10,443,192.168.5.2,62473,120.232.217.159,2011,198.18.0.1,62472,198.18.0.10,443,34,14952,16,3.31036,2.481252,7,accounts.google.com,192.168.5.2,62473,120.232.217.159,2011,29,17805,24,5.02003,2.517132,7
198.18.0.1,62476,198.18.0.18,443,192.168.5.2,62477,121.43.167.86,443,198.18.0.1,62476,198.18.0.18,443,38,13867,21,3.459201,2.348136,10,api.infinitynewtab.com,192.168.5.2,62477,121.43.167.86,443,31,12756,25,5.168201,2.345562,10
198.18.0.1,62480,198.18.0.72,443,192.168.5.2,62481,120.232.217.159,2011,198.18.0.1,62480,198.18.0.72,443,39,18517,24,3.504669,2.2870740000000005,7,accounts.youtube.com,192.168.5.2,62481,120.232.217.159,2011,37,19843,26,5.214662,2.3216400000000004,7
198.18.0.1,62482,198.18.0.20,443,192.168.5.2,62483,120.232.217.159,2011,198.18.0.1,62482,198.18.0.20,443,13,2440,25,3.774198,45.084583,1,basic-static-server.infinitynewtab.com,192.168.5.2,62483,120.232.217.159,2011,16,4966,27,5.482539,0.1152939999999995,1
