inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
198.18.0.1,56844,198.18.0.175,443,192.168.5.2,56845,120.232.217.159,2011,198.18.0.1,56844,198.18.0.175,443,39,14937,3,2.286276,4.74702,7,clientservices.googleapis.com,192.168.5.2,56845,120.232.217.159,2011,36,18712,5,2.154844,4.781602,7
198.18.0.1,56861,198.18.0.176,443,192.168.5.2,56870,112.82.180.41,443,198.18.0.1,56861,198.18.0.176,443,1492,1183243,11,4.322331,2.723687,20,infinityicon.infinitynewtab.com,192.168.5.2,56870,112.82.180.41,443,786,661545,12,4.189382,2.721944,20
198.18.0.1,56862,198.18.0.176,443,192.168.5.2,56876,112.82.180.41,443,198.18.0.1,56862,198.18.0.176,443,21,9862,12,4.322605,0.1324529999999999,4,infinityicon.infinitynewtab.com,192.168.5.2,56876,112.82.180.41,443,24,8826,15,4.190899,0.1294180000000002,3
198.18.0.1,56863,198.18.0.176,443,192.168.5.2,56873,112.82.180.41,443,198.18.0.1,56863,198.18.0.176,443,19,8428,13,4.322903,0.0595979999999993,4,infinityicon.infinitynewtab.com,192.168.5.2,56873,112.82.180.41,443,22,8656,14,4.190112,0.0576369999999997,3
198.18.0.1,56860,198.18.0.176,443,192.168.5.2,56871,112.82.180.41,443,198.18.0.1,56860,198.18.0.176,443,22,10775,10,4.322051,0.056114,4,infinityicon.infinitynewtab.com,192.168.5.2,56871,112.82.180.41,443,22,8686,13,4.189717,0.0553730000000003,4
198.18.0.1,56859,198.18.0.176,443,192.168.5.2,56867,112.82.180.41,443,198.18.0.1,56859,198.18.0.176,443,20,9778,9,4.321778,0.0563589999999996,4,infinityicon.infinitynewtab.com,192.168.5.2,56867,112.82.180.41,443,23,8740,11,4.189319,0.0557910000000001,4
198.18.0.1,56858,198.18.0.176,443,192.168.5.2,56866,112.82.180.41,443,198.18.0.1,56858,198.18.0.176,443,20,9812,8,4.321505,0.0566959999999996,4,infinityicon.infinitynewtab.com,192.168.5.2,56866,112.82.180.41,443,22,8720,10,4.189187,0.0558729999999991,4
198.18.0.1,56854,198.18.0.7,443,192.168.5.2,56855,120.232.217.159,2011,198.18.0.1,56854,198.18.0.7,443,28,10080,6,4.30655,2.730020000000001,6,weatheroffer.com,192.168.5.2,56855,120.232.217.159,2011,32,12591,8,4.173809,2.762697,6
198.18.0.1,56880,198.18.0.178,443,192.168.5.2,56884,101.69.128.53,443,198.18.0.1,56880,198.18.0.178,443,23,8193,17,4.327205,2.727189,4,infinitypro-img.infinitynewtab.com,192.168.5.2,56884,101.69.128.53,443,22,8485,19,4.195354,2.7242870000000003,4
198.18.0.1,56879,198.18.0.178,443,192.168.5.2,56881,101.69.128.53,443,198.18.0.1,56879,198.18.0.178,443,234,139001,16,4.326979,2.7296780000000007,8,infinitypro-img.infinitynewtab.com,192.168.5.2,56881,101.69.128.53,443,112,92485,17,4.194882,2.727049,8
198.18.0.1,56878,198.18.0.177,443,192.168.5.2,56883,61.156.44.221,443,198.18.0.1,56878,198.18.0.177,443,233,133973,15,4.326763,2.7310990000000004,8,infinity-permanent.infinitynewtab.com,192.168.5.2,56883,61.156.44.221,443,116,87887,18,4.19505,2.728122,10
198.18.0.1,56864,198.18.0.19,443,192.168.5.2,56877,120.232.217.159,2011,198.18.0.1,56864,198.18.0.19,443,33,12587,14,4.323778,2.7137080000000005,7,accounts.google.com,192.168.5.2,56877,120.232.217.159,2011,35,20217,16,4.190913,2.752853,7
198.18.0.1,56856,198.18.0.6,443,192.168.5.2,56857,120.232.217.159,2011,198.18.0.1,56856,198.18.0.6,443,37,14253,7,4.319754,2.7174180000000003,7,www.google.com,192.168.5.2,56857,120.232.217.159,2011,36,16434,9,4.18681,2.755947,7
198.18.0.1,56886,198.18.0.176,443,192.168.5.2,56890,112.82.180.41,443,198.18.0.1,56886,198.18.0.176,443,20,8586,19,4.363417,2.684426,4,infinityicon.infinitynewtab.com,192.168.5.2,56890,112.82.180.41,443,22,8750,21,4.230456,2.682682,4
198.18.0.1,56885,198.18.0.176,443,192.168.5.2,56888,112.82.180.41,443,198.18.0.1,56885,198.18.0.176,443,22,9958,18,4.363194,2.682606,4,infinityicon.infinitynewtab.com,192.168.5.2,56888,112.82.180.41,443,23,8804,20,4.230259,2.6807419999999995,4
198.18.0.1,56891,198.18.0.19,443,192.168.5.2,56892,120.232.217.159,2011,198.18.0.1,56891,198.18.0.19,443,39,15272,20,4.520719,2.516648,7,accounts.google.com,192.168.5.2,56892,120.232.217.159,2011,32,16927,22,4.387584,2.55514,7
198.18.0.1,56893,198.18.0.157,443,192.168.5.2,56894,120.232.217.159,2011,198.18.0.1,56893,198.18.0.157,443,42,15597,21,4.5630500000000005,2.474383,7,www.googleapis.com,192.168.5.2,56894,120.232.217.159,2011,37,20787,23,4.43841,2.4990939999999995,7
198.18.0.1,56899,198.18.0.9,443,192.168.5.2,56900,121.43.167.86,443,198.18.0.1,56899,198.18.0.9,443,11,3736,25,4.723855,0.2661699999999998,2,api.infinitynewtab.com,192.168.5.2,56900,121.43.167.86,443,15,6783,25,4.591825,0.2861479999999998,2
198.18.0.1,56897,198.18.0.161,443,192.168.5.2,56898,120.232.217.159,2011,198.18.0.1,56897,198.18.0.161,443,41,18506,24,4.714818,2.322271,7,accounts.youtube.com,192.168.5.2,56898,120.232.217.159,2011,39,20383,24,4.5815660000000005,2.3608259999999994,7
198.18.0.1,56903,198.18.0.9,443,192.168.5.2,56904,121.43.167.86,443,198.18.0.1,56903,198.18.0.9,443,48,16543,28,4.748423,2.308269,12,api.infinitynewtab.com,192.168.5.2,56904,121.43.167.86,443,42,15638,26,4.615816,2.3061610000000003,12
198.18.0.1,56905,198.18.0.9,443,192.168.5.2,56906,121.43.167.86,443,198.18.0.1,56905,198.18.0.9,443,13,6421,29,4.783056,0.0398139999999997,2,api.infinitynewtab.com,192.168.5.2,56906,121.43.167.86,443,14,6693,27,4.653721,0.0344249999999997,1
198.18.0.1,56907,198.18.0.10,443,192.168.5.2,56908,120.232.217.159,2011,198.18.0.1,56907,198.18.0.10,443,13,2440,30,5.205331,45.076302,1,basic-static-server.infinitynewtab.com,192.168.5.2,56908,120.232.217.159,2011,17,5182,28,5.072063,0.1037939999999997,1
198.18.0.1,56909,198.18.0.10,443,192.168.5.2,56910,120.232.217.159,2011,198.18.0.1,56909,198.18.0.10,443,13,2504,31,5.2808,45.098879,1,basic-static-server.infinitynewtab.com,192.168.5.2,56910,120.232.217.159,2011,17,4109,29,5.147643,0.1360359999999998,1
