,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows,label
90,198.18.0.1,60393,198.18.0.124,443,192.168.5.2,60395,221.5.100.174,2011,198.18.0.1,60393,198.18.0.124,443,11461,9095884,134,17.253596,229.975291,54,audio-ak-spotify-com.akamaized.net,192.168.5.2,60395,221.5.100.174,2011,4082,4302360,104,17.302735,230.017763,54,audio
91,198.18.0.1,60397,198.18.0.84,443,192.168.5.2,60398,221.5.100.174,2011,198.18.0.1,60397,198.18.0.84,443,63,7952,136,17.843921,229.383002,6,open.spotifycdn.com,192.168.5.2,60398,221.5.100.174,2011,57,13299,106,17.893509,229.423416,6,audio
92,198.18.0.1,60399,198.18.0.135,443,192.168.5.2,60400,221.5.100.174,2011,198.18.0.1,60399,198.18.0.135,443,1877,1469283,137,18.462408,228.766651,4,video-akpcw.spotifycdn.com,192.168.5.2,60400,221.5.100.174,2011,670,693414,107,18.511615,228.807004,4,audio
93,198.18.0.1,60839,198.18.0.81,443,192.168.5.2,60842,221.5.100.174,2011,198.18.0.1,60839,198.18.0.81,443,116,42510,44,10.684825,237.563905,8,open.spotify.com,192.168.5.2,60842,221.5.100.174,2011,97,43163,38,10.801903,237.60288,8,audio
94,198.18.0.1,60840,198.18.0.81,443,192.168.5.2,60841,221.5.100.174,2011,198.18.0.1,60840,198.18.0.81,443,28,7041,45,10.684968,65.318701,3,open.spotify.com,192.168.5.2,60841,221.5.100.174,2011,29,9644,37,10.801898,65.355185,3,audio
95,198.18.0.1,60847,198.18.0.85,443,192.168.5.2,60851,221.5.100.174,2011,198.18.0.1,60847,198.18.0.85,443,79,12578,48,11.261058,236.987088,11,apresolve.spotify.com,192.168.5.2,60851,221.5.100.174,2011,71,22095,41,11.37965,237.025543,11,audio
96,198.18.0.1,60848,198.18.0.86,443,192.168.5.2,60856,221.5.100.174,2011,198.18.0.1,60848,198.18.0.86,443,265,74969,49,11.262653,236.985416,69,api-partner.spotify.com,192.168.5.2,60856,221.5.100.174,2011,238,115020,42,11.381241,237.023908,69,audio
97,198.18.0.1,60849,198.18.0.87,443,192.168.5.2,60857,221.5.100.174,2011,198.18.0.1,60849,198.18.0.87,443,77,12659,50,11.262957,236.985037,9,clienttoken.spotify.com,192.168.5.2,60857,221.5.100.174,2011,66,20193,43,11.381378,237.023517,9,audio
98,198.18.0.1,60852,198.18.0.83,443,192.168.5.2,60859,221.5.100.174,2011,198.18.0.1,60852,198.18.0.83,443,1555,1230480,52,11.265029,120.172649,6,encore.scdn.co,192.168.5.2,60859,221.5.100.174,2011,593,610380,45,11.382266,120.521204,6,audio
99,198.18.0.1,60850,198.18.0.83,443,192.168.5.2,60858,221.5.100.174,2011,198.18.0.1,60850,198.18.0.83,443,18,7284,51,11.264234,0.0927980000000001,3,encore.scdn.co,192.168.5.2,60858,221.5.100.174,2011,21,8174,44,11.381898,0.1289490000000004,3,audio
100,198.18.0.1,60854,198.18.0.83,443,192.168.5.2,60862,221.5.100.174,2011,198.18.0.1,60854,198.18.0.83,443,18,7222,54,11.265472,0.0919369999999997,3,encore.scdn.co,192.168.5.2,60862,221.5.100.174,2011,22,9712,48,11.383135,0.1287720000000014,4,audio
101,198.18.0.1,60853,198.18.0.83,443,192.168.5.2,60860,221.5.100.174,2011,198.18.0.1,60853,198.18.0.83,443,14,6910,53,11.265267,0.0919410000000002,2,encore.scdn.co,192.168.5.2,60860,221.5.100.174,2011,20,8141,46,11.383079,0.1288539999999987,2,audio
102,198.18.0.1,60855,198.18.0.83,443,192.168.5.2,60861,221.5.100.174,2011,198.18.0.1,60855,198.18.0.83,443,26,8339,55,11.265732,57.808388,4,encore.scdn.co,192.168.5.2,60861,221.5.100.174,2011,27,10984,47,11.383125,12.840414,4,audio
103,198.18.0.1,60864,198.18.0.90,443,192.168.5.2,60870,221.5.100.174,2011,198.18.0.1,60864,198.18.0.90,443,26,7204,57,11.268438,64.73476099999999,3,gae2-dealer.spotify.com,192.168.5.2,60870,221.5.100.174,2011,31,9653,50,11.385066,64.771512,3,audio
104,198.18.0.1,60868,198.18.0.84,443,192.168.5.2,60876,221.5.100.174,2011,198.18.0.1,60868,198.18.0.84,443,4104,2986614,61,11.269577,236.980248,266,open.spotifycdn.com,192.168.5.2,60876,221.5.100.174,2011,1736,1706127,53,11.38634,237.018639,266,audio
105,198.18.0.1,60865,198.18.0.84,443,192.168.5.2,60873,221.5.100.174,2011,198.18.0.1,60865,198.18.0.84,443,5364,4162538,58,11.26899,236.98061,27,open.spotifycdn.com,192.168.5.2,60873,221.5.100.174,2011,2069,2087202,51,11.385747,237.019382,27,audio
106,198.18.0.1,60866,198.18.0.84,443,192.168.5.2,60875,221.5.100.174,2011,198.18.0.1,60866,198.18.0.84,443,22,10291,59,11.269249,0.0926329999999993,3,open.spotifycdn.com,192.168.5.2,60875,221.5.100.174,2011,22,11250,52,11.38619,0.132359000000001,3,audio
107,198.18.0.1,60874,198.18.0.89,443,192.168.5.2,60880,221.5.100.174,2011,198.18.0.1,60874,198.18.0.89,443,32,10757,64,11.270644,64.733088,3,pl.scdn.co,192.168.5.2,60880,221.5.100.174,2011,31,10290,57,11.387342,64.769809,3,audio
108,198.18.0.1,60863,198.18.0.88,443,192.168.5.2,60869,221.5.100.174,2011,198.18.0.1,60863,198.18.0.88,443,514,183964,56,11.268176,236.981503,116,gae2-spclient.spotify.com,192.168.5.2,60869,221.5.100.174,2011,487,267222,49,11.385061,237.02151,116,audio
109,198.18.0.1,60867,198.18.0.84,443,192.168.5.2,60877,221.5.100.174,2011,198.18.0.1,60867,198.18.0.84,443,10,2265,60,11.269416,0.0928710000000005,1,open.spotifycdn.com,192.168.5.2,60877,221.5.100.174,2011,17,9088,54,11.386498,0.0928149999999998,2,audio
110,198.18.0.1,60881,198.18.0.84,443,192.168.5.2,60886,221.5.100.174,2011,198.18.0.1,60881,198.18.0.84,443,10,2265,65,11.273973,0.0884110000000006,1,open.spotifycdn.com,192.168.5.2,60886,221.5.100.174,2011,19,9884,59,11.39114,0.0890029999999999,2,audio
111,198.18.0.1,60883,198.18.0.92,443,192.168.5.2,60888,221.5.100.174,2011,198.18.0.1,60883,198.18.0.92,443,28,8027,67,11.275049,64.72864200000001,4,pixel-static.spotify.com,192.168.5.2,60888,221.5.100.174,2011,31,10871,60,11.391842,64.764686,4,audio
112,198.18.0.1,60882,198.18.0.91,443,192.168.5.2,60885,221.5.100.174,2011,198.18.0.1,60882,198.18.0.91,443,28,8052,66,11.274167,64.729547,4,pixel.spotify.com,192.168.5.2,60885,221.5.100.174,2011,29,10489,58,11.391133,64.76662,4,audio
113,198.18.0.1,60884,198.18.0.84,443,192.168.5.2,60889,221.5.100.174,2011,198.18.0.1,60884,198.18.0.84,443,10,2265,68,11.275312,0.0871329999999996,1,open.spotifycdn.com,192.168.5.2,60889,221.5.100.174,2011,19,10158,61,11.391901,0.0908419999999985,2,audio
114,198.18.0.1,60887,198.18.0.93,443,192.168.5.2,60890,221.5.100.174,2011,198.18.0.1,60887,198.18.0.93,443,28,8351,69,11.276437,64.726945,3,open-exp.spotifycdn.com,192.168.5.2,60890,221.5.100.174,2011,30,9958,62,11.393306,64.763868,3,audio
115,198.18.0.1,60892,198.18.0.94,443,192.168.5.2,60895,221.5.100.174,2011,198.18.0.1,60892,198.18.0.94,443,32,10761,71,11.283086,64.720253,3,mosaic.scdn.co,192.168.5.2,60895,221.5.100.174,2011,32,12071,64,11.400107,64.757016,3,audio
116,198.18.0.1,60891,198.18.0.95,443,192.168.5.2,60894,221.5.100.174,2011,198.18.0.1,60891,198.18.0.95,443,27,8290,70,11.282834,57.792257,4,i.scdn.co,192.168.5.2,60894,221.5.100.174,2011,28,10426,63,11.39988,12.823659,4,audio
117,198.18.0.1,60893,198.18.0.97,443,192.168.5.2,60897,221.5.100.174,2011,198.18.0.1,60893,198.18.0.97,443,32,10800,72,11.284203,64.71901799999999,3,lineup-images.scdn.co,192.168.5.2,60897,221.5.100.174,2011,31,11647,65,11.400944,64.75566500000001,3,audio
118,198.18.0.1,60898,198.18.0.98,443,192.168.5.2,60902,221.5.100.174,2011,198.18.0.1,60898,198.18.0.98,443,32,10732,74,11.286017,64.717113,3,daily-mix.scdn.co,192.168.5.2,60902,221.5.100.174,2011,32,11425,67,11.402874,64.752903,3,audio
119,198.18.0.1,60899,198.18.0.99,443,192.168.5.2,60903,221.5.100.174,2011,198.18.0.1,60899,198.18.0.99,443,116,19326,75,11.28627,236.961316,23,api.spotify.com,192.168.5.2,60903,221.5.100.174,2011,101,36020,68,11.403195,237.00187,23,audio
120,198.18.0.1,60901,198.18.0.100,443,192.168.5.2,60904,221.5.100.174,2011,198.18.0.1,60901,198.18.0.100,443,133,22184,76,11.287344,236.960093,29,spclient.wg.spotify.com,192.168.5.2,60904,221.5.100.174,2011,114,44144,69,11.403955,237.001047,29,audio
121,198.18.0.1,60896,198.18.0.96,443,192.168.5.2,60900,221.5.100.174,2011,198.18.0.1,60896,198.18.0.96,443,28,8035,73,11.285199,64.71795399999999,4,exp.wg.spotify.com,192.168.5.2,60900,221.5.100.174,2011,31,10632,66,11.401886,64.75644899999999,4,audio
122,198.18.0.1,60913,198.18.0.90,443,192.168.5.2,60914,221.5.100.174,2011,198.18.0.1,60913,198.18.0.90,443,581,421534,82,12.153349,235.915333,21,gae2-dealer.spotify.com,192.168.5.2,60914,221.5.100.174,2011,352,289831,74,12.270534,235.95143,21,audio
123,198.18.0.1,60934,198.18.0.95,443,192.168.5.2,60936,221.5.100.174,2011,198.18.0.1,60934,198.18.0.95,443,622,466727,95,13.831033,170.326528,16,i.scdn.co,192.168.5.2,60936,221.5.100.174,2011,325,295870,85,13.948449,125.35689800000002,16,audio
124,198.18.0.1,60933,198.18.0.95,443,192.168.5.2,60937,221.5.100.174,2011,198.18.0.1,60933,198.18.0.95,443,10,2287,94,13.83076,0.0851950000000005,1,i.scdn.co,192.168.5.2,60937,221.5.100.174,2011,18,8409,84,13.948448,0.083559000000001,2,audio
125,198.18.0.1,60935,198.18.0.109,443,192.168.5.2,60938,221.5.100.174,2011,198.18.0.1,60935,198.18.0.109,443,227,151550,96,13.831928,165.193695,8,misc.scdn.co,192.168.5.2,60938,221.5.100.174,2011,136,104625,86,13.949075,120.224661,8,audio
126,198.18.0.1,60939,198.18.0.92,443,192.168.5.2,60941,221.5.100.174,2011,198.18.0.1,60939,198.18.0.92,443,70,14073,97,13.931714,234.31552,7,pixel-static.spotify.com,192.168.5.2,60941,221.5.100.174,2011,62,18200,87,14.050681,234.355318,7,audio
127,198.18.0.1,60953,198.18.0.111,443,192.168.5.2,60954,221.5.100.174,2011,198.18.0.1,60953,198.18.0.111,443,83,17256,109,14.310808,233.93674,9,www.spotify.com,192.168.5.2,60954,221.5.100.174,2011,75,23861,89,14.428244,233.976582,9,audio
128,198.18.0.1,60955,198.18.0.91,443,192.168.5.2,60957,221.5.100.174,2011,198.18.0.1,60955,198.18.0.91,443,70,13004,110,14.427904,233.819402,7,pixel.spotify.com,192.168.5.2,60957,221.5.100.174,2011,60,15319,90,14.545684,233.859275,7,audio
129,198.18.0.1,60961,198.18.0.115,443,192.168.5.2,60962,221.5.100.174,2011,198.18.0.1,60961,198.18.0.115,443,10341,8220755,113,14.858595,233.390264,20,web-sdk-assets.spotifycdn.com,192.168.5.2,60962,221.5.100.174,2011,3896,3887803,94,14.976556,233.428318,20,audio
130,198.18.0.1,60963,198.18.0.115,443,192.168.5.2,60964,221.5.100.174,2011,198.18.0.1,60963,198.18.0.115,443,10,2275,114,14.867616,0.0794540000000001,1,web-sdk-assets.spotifycdn.com,192.168.5.2,60964,221.5.100.174,2011,17,9301,95,14.985618,0.0851039999999994,2,audio
131,198.18.0.1,60965,198.18.0.115,443,192.168.5.2,60966,221.5.100.174,2011,198.18.0.1,60965,198.18.0.115,443,10,2307,115,14.923383,0.0391710000000014,1,web-sdk-assets.spotifycdn.com,192.168.5.2,60966,221.5.100.174,2011,16,4997,96,15.040639,0.083717,1,audio
132,198.18.0.1,60972,198.18.0.135,443,192.168.5.2,60973,221.5.100.174,2011,198.18.0.1,60972,198.18.0.135,443,854,682113,121,16.019429,0.3754550000000023,7,video-akpcw.spotifycdn.com,192.168.5.2,60973,221.5.100.174,2011,428,458382,97,16.136481,0.4174030000000002,8,audio
133,198.18.0.1,60975,198.18.0.135,443,192.168.5.2,60976,221.5.100.174,2011,198.18.0.1,60975,198.18.0.135,443,732,550855,122,16.395294,231.856044,4,video-akpcw.spotifycdn.com,192.168.5.2,60976,221.5.100.174,2011,307,281470,99,16.513205,231.892959,4,audio
134,198.18.0.1,60989,198.18.0.122,443,192.168.5.2,60990,221.5.100.174,2011,198.18.0.1,60989,198.18.0.122,443,61,13329,129,18.547562,229.703754,6,seektables.scdn.co,192.168.5.2,60990,221.5.100.174,2011,58,18880,104,18.664566,229.741617,6,audio
135,198.18.0.1,60991,198.18.0.124,443,192.168.5.2,60992,221.5.100.174,2011,198.18.0.1,60991,198.18.0.124,443,11192,8952091,130,18.781064,229.470056,54,audio-ak-spotify-com.akamaized.net,192.168.5.2,60992,221.5.100.174,2011,3861,4281269,105,18.898008,229.50805,54,audio
136,198.18.0.1,60695,198.18.0.9,443,192.168.5.2,60696,120.232.217.159,2011,198.18.0.1,60695,198.18.0.9,443,39,14744,5,1.131254,4.416717,7,clientservices.googleapis.com,192.168.5.2,60696,120.232.217.159,2011,35,17197,8,1.132945,4.447523,7,download
137,198.18.0.1,60697,198.18.0.10,443,192.168.5.2,60716,120.232.217.159,2011,198.18.0.1,60697,198.18.0.10,443,39,15687,7,2.807187,2.744343,7,accounts.google.com,192.168.5.2,60716,120.232.217.159,2011,35,19999,14,2.879862,2.712242,7,download
138,198.18.0.1,60698,198.18.0.11,443,192.168.5.2,60725,120.232.217.159,2011,198.18.0.1,60698,198.18.0.11,443,35,14254,8,2.80747,2.7438100000000003,7,www.google.com,192.168.5.2,60725,120.232.217.159,2011,35,19819,20,2.880183,2.710865,7,download
139,198.18.0.1,60731,198.18.0.16,443,192.168.5.2,60732,120.232.217.159,2011,198.18.0.1,60731,198.18.0.16,443,39,15144,19,3.052597,2.499006,7,www.googleapis.com,192.168.5.2,60732,120.232.217.159,2011,34,18415,21,3.058098,2.534041,7,download
140,198.18.0.1,60733,198.18.0.10,443,192.168.5.2,60734,120.232.217.159,2011,198.18.0.1,60733,198.18.0.10,443,30,12187,20,3.072634,2.479226,7,accounts.google.com,192.168.5.2,60734,120.232.217.159,2011,30,19054,22,3.077467,2.508175,7,download
141,198.18.0.1,60753,198.18.0.21,443,192.168.5.2,60755,120.232.217.159,2011,198.18.0.1,60753,198.18.0.21,443,10,2361,35,5.512865,0.0376039999999999,1,clients2.google.com,192.168.5.2,60755,120.232.217.159,2011,14,4095,29,5.516067,0.0703150000000008,1,download
142,198.18.0.1,60754,198.18.0.22,443,192.168.5.2,60756,120.232.217.159,2011,198.18.0.1,60754,198.18.0.22,443,10,2299,36,5.51303,0.0388489999999999,1,update.googleapis.com,192.168.5.2,60756,120.232.217.159,2011,20,10172,30,5.516068,0.0924120000000003,2,download
143,198.18.0.1,60757,198.18.0.21,443,192.168.5.2,60760,120.232.217.159,2011,198.18.0.1,60757,198.18.0.21,443,10,2265,37,5.550847,0.0906770000000003,1,clients2.google.com,192.168.5.2,60760,120.232.217.159,2011,22,12888,32,5.552878,0.0920740000000002,2,download
144,198.18.0.1,60758,198.18.0.22,443,192.168.5.2,60759,120.232.217.159,2011,198.18.0.1,60758,198.18.0.22,443,10,2363,38,5.551055,0.0904069999999999,1,update.googleapis.com,192.168.5.2,60759,120.232.217.159,2011,21,10885,31,5.552866,0.0920860000000001,2,download
145,198.18.0.1,60762,198.18.0.24,443,192.168.5.2,60764,120.232.217.159,2011,198.18.0.1,60762,198.18.0.24,443,10,2368,40,5.580224,0.0612839999999996,1,android.clients.google.com,192.168.5.2,60764,120.232.217.159,2011,23,13198,34,5.581719,0.0894460000000005,2,download
146,198.18.0.1,60761,198.18.0.23,5228,192.168.5.2,60763,120.232.217.159,2011,198.18.0.1,60761,198.18.0.23,5228,38,15805,39,5.580077,41.138604,4,mtalk.google.com,192.168.5.2,60763,120.232.217.159,2011,38,15834,33,5.581074,41.179622,4,download
147,198.18.0.1,60767,198.18.0.22,443,192.168.5.2,60770,120.232.217.159,2011,198.18.0.1,60767,198.18.0.22,443,48,19958,43,5.641915,41.105449,7,update.googleapis.com,192.168.5.2,60770,120.232.217.159,2011,49,24270,37,5.645119,41.135113,7,download
148,198.18.0.1,60766,198.18.0.21,443,192.168.5.2,60769,120.232.217.159,2011,198.18.0.1,60766,198.18.0.21,443,46,18377,42,5.641759,41.105949,7,clients2.google.com,192.168.5.2,60769,120.232.217.159,2011,44,21795,36,5.64465,41.138713,7,download
149,198.18.0.1,60765,198.18.0.24,443,192.168.5.2,60768,120.232.217.159,2011,198.18.0.1,60765,198.18.0.24,443,56,19247,41,5.6416,41.105937,9,android.clients.google.com,192.168.5.2,60768,120.232.217.159,2011,52,25342,35,5.643916,41.147385,9,download
150,198.18.0.1,60773,198.18.0.28,443,192.168.5.2,60776,120.232.217.159,2011,198.18.0.1,60773,198.18.0.28,443,7403,5876732,46,5.8380410000000005,40.909427,95,drive.google.com,192.168.5.2,60776,120.232.217.159,2011,3544,3144923,40,5.839611,40.948685000000005,97,download
151,198.18.0.1,60772,198.18.0.28,443,192.168.5.2,60775,120.232.217.159,2011,198.18.0.1,60772,198.18.0.28,443,27,14668,45,5.837823,0.0930020000000002,3,drive.google.com,192.168.5.2,60775,120.232.217.159,2011,26,14186,39,5.8393180000000005,0.1282389999999997,3,download
152,198.18.0.1,60771,198.18.0.27,443,192.168.5.2,60774,120.232.217.159,2011,198.18.0.1,60771,198.18.0.27,443,182,87369,44,5.835606,40.911371,31,optimizationguide-pa.googleapis.com,192.168.5.2,60774,120.232.217.159,2011,151,90670,38,5.838291,40.952955,31,download
153,198.18.0.1,60777,198.18.0.10,443,192.168.5.2,60778,120.232.217.159,2011,198.18.0.1,60777,198.18.0.10,443,2789,2054273,47,6.282147,40.4661,47,accounts.google.com,192.168.5.2,60778,120.232.217.159,2011,1212,1170508,41,6.283749,40.51099,47,download
154,198.18.0.1,60779,198.18.0.33,443,192.168.5.2,60780,120.232.217.159,2011,198.18.0.1,60779,198.18.0.33,443,129,87524,48,6.936043,39.811737,9,lh3.googleusercontent.com,192.168.5.2,60780,120.232.217.159,2011,95,65597,42,6.937681,39.849448,9,download
155,198.18.0.1,60781,198.18.0.34,443,192.168.5.2,60782,120.232.217.159,2011,198.18.0.1,60781,198.18.0.34,443,466,349418,49,6.947385,39.801213,20,fonts.gstatic.com,192.168.5.2,60782,120.232.217.159,2011,262,228360,43,6.949069,39.833033,20,download
156,198.18.0.1,60783,198.18.0.32,443,192.168.5.2,60784,120.232.217.159,2011,198.18.0.1,60783,198.18.0.32,443,746,531253,50,7.035032,39.71192,41,ssl.gstatic.com,192.168.5.2,60784,120.232.217.159,2011,399,321940,44,7.037031,39.750219,41,download
157,198.18.0.1,60787,198.18.0.11,443,192.168.5.2,60788,120.232.217.159,2011,198.18.0.1,60787,198.18.0.11,443,111,62684,52,7.632238,39.114802,13,www.google.com,192.168.5.2,60788,120.232.217.159,2011,78,49128,46,7.634252,39.153028000000006,13,download
158,198.18.0.1,60789,198.18.0.19,443,192.168.5.2,60790,120.232.217.159,2011,198.18.0.1,60789,198.18.0.19,443,76,36847,54,9.595929,37.151638,13,clients4.google.com,192.168.5.2,60790,120.232.217.159,2011,84,43561,48,9.597185,37.191165,13,download
159,198.18.0.1,60791,198.18.0.41,443,192.168.5.2,60794,120.232.217.159,2011,198.18.0.1,60791,198.18.0.41,443,300,165953,55,9.89754,36.848915,49,play.google.com,192.168.5.2,60794,120.232.217.159,2011,338,195116,50,9.899506,36.880031,49,download
160,198.18.0.1,60792,198.18.0.41,443,192.168.5.2,60793,120.232.217.159,2011,198.18.0.1,60792,198.18.0.41,443,10,2357,56,9.897733,0.085374999999999,1,play.google.com,192.168.5.2,60793,120.232.217.159,2011,22,13048,49,9.899506,0.0845310000000001,2,download
161,198.18.0.1,60795,198.18.0.36,443,192.168.5.2,60796,120.232.217.159,2011,198.18.0.1,60795,198.18.0.36,443,2251,1749752,57,9.925303,36.821477,49,www.gstatic.com,192.168.5.2,60796,120.232.217.159,2011,957,965278,51,9.928824,36.859594,49,download
162,198.18.0.1,60797,198.18.0.38,443,192.168.5.2,60798,120.232.217.159,2011,198.18.0.1,60797,198.18.0.38,443,45,12956,58,10.250007,36.496416,11,content-autofill.googleapis.com,192.168.5.2,60798,120.232.217.159,2011,45,22279,52,10.251798,36.536529,11,download
163,198.18.0.1,60799,198.18.0.41,443,192.168.5.2,60800,120.232.217.159,2011,198.18.0.1,60799,198.18.0.41,443,78,20297,59,10.681488,36.065025,13,play.google.com,192.168.5.2,60800,120.232.217.159,2011,68,31425,53,10.683606,36.064878,14,download
164,198.18.0.1,60802,198.18.0.80,443,192.168.5.2,60804,120.232.217.159,2011,198.18.0.1,60802,198.18.0.80,443,32,13301,66,13.894553,32.860558,4,accountcapabilities-pa.googleapis.com,192.168.5.2,60804,120.232.217.159,2011,29,12632,55,13.89572,32.894656,4,download
165,198.18.0.1,60801,198.18.0.16,443,192.168.5.2,60803,120.232.217.159,2011,198.18.0.1,60801,198.18.0.16,443,42,10880,65,13.894002,32.853891,9,www.googleapis.com,192.168.5.2,60803,120.232.217.159,2011,42,18487,54,13.8954,32.893038999999995,9,download
166,198.18.0.1,60807,198.18.0.85,443,192.168.5.2,60808,120.232.217.159,2011,198.18.0.1,60807,198.18.0.85,443,44,19007,68,14.278905,32.467802,7,accounts.google.com.hk,192.168.5.2,60808,120.232.217.159,2011,43,20636,57,14.280384,32.509969000000005,7,download
167,198.18.0.1,60813,198.18.0.30,443,192.168.5.2,60815,120.232.217.159,2011,198.18.0.1,60813,198.18.0.30,443,360,268350,71,15.849665,30.898473,9,apis.google.com,192.168.5.2,60815,120.232.217.159,2011,166,146590,59,15.851698,30.938635,9,download
168,198.18.0.1,60818,198.18.0.86,443,192.168.5.2,60822,183.240.139.64,2011,198.18.0.1,60818,198.18.0.86,443,56,25275,74,16.013119,30.735173,8,drive-thirdparty.googleusercontent.com,192.168.5.2,60822,183.240.139.64,2011,44,25111,63,16.021033,30.767362,8,download
169,198.18.0.1,60817,198.18.0.86,443,192.168.5.2,60820,183.240.139.64,2011,198.18.0.1,60817,198.18.0.86,443,10,2380,73,16.0129,0.1109600000000021,1,drive-thirdparty.googleusercontent.com,192.168.5.2,60820,183.240.139.64,2011,23,15951,61,16.020727,0.1099619999999994,2,download
170,198.18.0.1,60819,198.18.0.86,443,192.168.5.2,60821,183.240.139.64,2011,198.18.0.1,60819,198.18.0.86,443,10,2380,75,16.013331,0.110599999999998,1,drive-thirdparty.googleusercontent.com,192.168.5.2,60821,183.240.139.64,2011,21,15081,62,16.020752,0.112805999999999,2,download
171,198.18.0.1,60823,198.18.0.35,443,192.168.5.2,60824,183.240.139.64,2011,198.18.0.1,60823,198.18.0.35,443,54,19380,76,16.246504,30.502590999999995,13,clients6.google.com,192.168.5.2,60824,183.240.139.64,2011,48,23552,64,16.248333,30.543475000000004,13,download
172,198.18.0.1,60826,198.18.0.37,443,192.168.5.2,60827,183.240.139.64,2011,198.18.0.1,60826,198.18.0.37,443,69,21458,78,16.307327,30.441062,14,drivefrontend-pa.clients6.google.com,192.168.5.2,60827,183.240.139.64,2011,67,31875,65,16.308851,30.483548000000003,14,download
173,198.18.0.1,60825,198.18.0.37,443,192.168.5.2,60828,183.240.139.64,2011,198.18.0.1,60825,198.18.0.37,443,31,20998,77,16.307191,0.114968000000001,2,drivefrontend-pa.clients6.google.com,192.168.5.2,60828,183.240.139.64,2011,24,16307,66,16.308851,0.1604969999999994,2,download
174,198.18.0.1,60829,198.18.0.37,443,192.168.5.2,60830,183.240.139.64,2011,198.18.0.1,60829,198.18.0.37,443,10,2282,79,16.342497,0.0799619999999983,1,drivefrontend-pa.clients6.google.com,192.168.5.2,60830,183.240.139.64,2011,22,16358,67,16.345399,0.090249,2,download
175,198.18.0.1,60831,198.18.0.39,443,192.168.5.2,60833,183.240.139.64,2011,198.18.0.1,60831,198.18.0.39,443,55,23586,80,16.536245,30.21307,7,ogads-pa.clients6.google.com,192.168.5.2,60833,183.240.139.64,2011,42,23690,68,16.53798,30.250583,7,download
176,198.18.0.1,60832,198.18.0.40,443,192.168.5.2,60834,183.240.139.64,2011,198.18.0.1,60832,198.18.0.40,443,54,23490,81,16.537447,30.211919,7,waa-pa.clients6.google.com,192.168.5.2,60834,183.240.139.64,2011,42,21157,69,16.538772,30.279565,7,download
177,198.18.0.1,60835,198.18.0.35,443,192.168.5.2,60836,183.240.139.64,2011,198.18.0.1,60835,198.18.0.35,443,785,596071,82,16.903561,29.845486,9,clients6.google.com,192.168.5.2,60836,183.240.139.64,2011,347,329918,70,16.90579,29.885811,9,download
178,198.18.0.1,60837,198.18.0.37,443,192.168.5.2,60838,183.240.139.64,2011,198.18.0.1,60837,198.18.0.37,443,53,26511,83,16.971189,29.77797,8,drivefrontend-pa.clients6.google.com,192.168.5.2,60838,183.240.139.64,2011,56,33241,71,16.972876,29.820244,8,download
179,198.18.0.1,60839,198.18.0.40,443,192.168.5.2,60840,183.240.139.64,2011,198.18.0.1,60839,198.18.0.40,443,101,67548,84,17.010823,29.738795,7,waa-pa.clients6.google.com,192.168.5.2,60840,183.240.139.64,2011,65,51578,72,17.012777,29.777504,7,download
180,198.18.0.1,60841,198.18.0.39,443,192.168.5.2,60842,183.240.139.64,2011,198.18.0.1,60841,198.18.0.39,443,53,26957,85,17.03256,29.717089,7,ogads-pa.clients6.google.com,192.168.5.2,60842,183.240.139.64,2011,43,24929,73,17.034478,29.754947,7,download
