Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,63121,221.5.100.174,2011,2170,1309922,61,1151,981804,1019,328118,12.9168,302.426527,25971.0,8679.0,272
192.168.5.2,63136,221.5.100.174,2011,18953,19287596,68,5216,539915,13737,18747681,16.34291,298.948484,14448.0,501696.0,127
192.168.5.2,63146,221.5.100.174,2011,6083,5728694,72,1763,291836,4320,5436858,21.805343,293.48624,7955.0,148200.0,125
192.168.5.2,62008,120.53.53.53,443,365,68311,2,180,18549,185,49762,0.729918,313.22201,473.0,1270.0,95
192.168.5.2,59490,223.5.5.5,443,374,48935,4,173,18685,201,30250,0.730172,220.619218,677.0,1096.0,83
192.168.5.2,63049,221.5.100.174,2011,4099,3671366,27,1677,244950,2422,3426416,5.248829,7.195452,272338.0,3809535.0,77
192.168.5.2,63187,103.216.253.85,2011,178,66037,85,85,50019,93,16018,66.28064,249.061713,1606.0,514.0,31
192.168.5.2,63008,112.82.180.41,443,701,652116,10,175,16722,526,635394,2.770382,9.641306,13875.0,527226.0,28
192.168.5.2,63061,221.5.100.174,2011,408,338705,34,165,69256,243,269449,5.71371,6.731637,82305.0,320218.0,23
192.168.5.2,63180,221.5.100.174,2011,364,205638,82,192,189078,172,16560,60.424069,254.924442,5933.0,519.0,21
192.168.5.2,63073,221.5.100.174,2011,143,117869,38,58,23906,85,93963,6.750596,5.691713,33601.0,132069.0,19
192.168.5.2,63282,223.5.5.5,443,90,12798,125,41,4253,49,8545,221.396906,92.55659400000002,367.0,738.0,18
192.168.5.2,63053,221.5.100.174,2011,236,219630,30,83,20309,153,199321,5.480432,6.963993,23330.0,228973.0,17
192.168.5.2,63083,221.5.100.174,2011,92,53871,41,44,24818,48,29053,7.721486,4.722836,42039.0,49212.0,16
192.168.5.2,63079,221.5.100.174,2011,97,73460,40,39,16576,58,56884,7.704054,4.740207000000001,27975.0,96002.0,13
192.168.5.2,63119,221.5.100.174,2011,96,28350,60,46,13865,50,14485,12.550547,302.79012,366.0,382.0,13
192.168.5.2,63125,221.5.100.174,2011,88,40208,62,42,11633,46,28575,15.043497,247.131262,376.0,925.0,12
192.168.5.2,63134,221.5.100.174,2011,79,24030,67,41,17276,38,6754,16.107879,262.596639,526.0,205.0,12
192.168.5.2,63093,221.5.100.174,2011,50,27863,46,24,14782,26,13081,8.259733,4.186812999999999,28244.0,24994.0,11
192.168.5.2,63020,61.156.44.221,443,137,92611,15,67,8699,70,83912,2.776618,9.648831,7212.0,69572.0,10
192.168.5.2,63142,221.5.100.174,2011,86,29807,70,42,14818,44,14989,20.476493,240.516075,492.0,498.0,10
192.168.5.2,63194,103.216.253.85,2011,81,25880,88,40,13065,41,12815,69.642079,245.701217,425.0,417.0,9
192.168.5.2,63045,221.5.100.174,2011,53,33650,26,23,12131,30,21519,5.244689,7.201880999999999,13475.0,23903.0,9
192.168.5.2,63057,221.5.100.174,2011,61,42036,31,27,14563,34,27473,5.556582,6.887779000000001,16914.0,31909.0,9
192.168.5.2,63071,221.5.100.174,2011,39,18269,37,20,8524,19,9745,6.736226,5.706652999999999,11949.0,13661.0,9
192.168.5.2,63085,221.5.100.174,2011,52,37451,42,22,11015,30,26436,8.052288,4.392156999999999,20063.0,48151.0,9
192.168.5.2,63105,221.5.100.174,2011,47,28231,51,22,13408,25,14823,8.930927,3.5134799999999995,30529.0,33751.0,9
192.168.5.2,63182,183.240.139.64,2011,82,29536,83,42,17658,40,11878,60.650452,240.344603,587.0,395.0,8
192.168.5.2,63184,183.240.139.64,2011,75,25567,84,37,13094,38,12473,61.997207,240.414784,435.0,415.0,8
192.168.5.2,63124,221.5.100.174,2011,110,65444,63,47,11392,63,54052,15.043497,240.175234,379.0,1800.0,8
192.168.5.2,63148,221.5.100.174,2011,65,15087,73,32,9001,33,6086,22.143508,240.208739,299.0,202.0,8
192.168.5.2,63154,221.5.100.174,2011,63,15349,74,33,9865,30,5484,22.318538,240.209817,328.0,182.0,8
192.168.5.2,63301,120.232.217.159,2011,43,19769,130,21,9536,22,10233,251.087957,64.26279600000001,1187.0,1273.0,7
192.168.5.2,62994,221.5.100.174,2011,32,15927,3,15,7290,17,8637,0.730069,11.709623,4980.0,5900.0,7
192.168.5.2,62999,221.5.100.174,2011,38,20070,7,19,10247,19,9823,2.762156,9.680129999999998,8468.0,8118.0,7
192.168.5.2,63000,221.5.100.174,2011,37,20390,8,18,9584,19,10806,2.764598,9.679936,7920.0,8930.0,7
192.168.5.2,63033,221.5.100.174,2011,33,18261,21,16,9337,17,8924,2.906728,9.535601,7833.0,7486.0,7
192.168.5.2,63087,221.5.100.174,2011,40,19605,43,20,9296,20,10309,8.092209,4.350695999999999,17093.0,18956.0,7
192.168.5.2,63091,221.5.100.174,2011,211,201638,45,74,12533,137,189105,8.207395,4.239215,23651.0,356867.0,7
192.168.5.2,63096,221.5.100.174,2011,32,15679,48,16,7251,16,8428,8.267606,4.176734999999999,13888.0,16142.0,7
192.168.5.2,63097,221.5.100.174,2011,57,41560,47,25,10348,32,31212,8.267606,4.176857999999999,19819.0,59780.0,7
192.168.5.2,63101,221.5.100.174,2011,34,20161,50,16,8636,18,11525,8.761499,3.682984,18758.0,25034.0,7
192.168.5.2,63252,40.70.77.148,443,36,6570,115,18,2388,18,4182,157.290812,126.26096900000002,151.0,264.0,6
192.168.5.2,63030,101.69.128.51,443,94,66743,19,43,6254,51,60489,2.815445,9.604311,5209.0,50384.0,6
192.168.5.2,63156,120.133.65.232,443,28,6396,75,14,1707,14,4689,26.132942,60.171948,226.0,623.0,6
192.168.5.2,63037,121.43.167.86,443,27,12486,22,13,3784,14,8702,3.123616,9.296174,3256.0,7488.0,6
192.168.5.2,63280,180.184.93.15,443,34,12568,124,15,3560,19,9008,221.396707,75.136212,379.0,959.0,6
192.168.5.2,63127,203.208.40.2,80,25,2941,64,13,1424,12,1517,15.409864,60.408796,188.0,200.0,6
192.168.5.2,63031,221.5.100.174,2011,30,12711,20,14,5783,16,6928,2.816691,9.624977,4806.0,5758.0,6
192.168.5.2,63112,221.5.100.174,2011,38,18787,55,18,7568,20,11219,12.406397,0.3169640000000004,191012.0,283161.0,6
192.168.5.2,63113,221.5.100.174,2011,41,19836,56,20,10071,21,9765,12.406398,0.3351470000000009,240396.0,233091.0,6
192.168.5.2,63075,221.5.100.174,2011,30,16008,39,15,7503,15,8505,7.295475,5.151116,11652.0,13208.0,5
192.168.5.2,63021,101.69.128.53,443,55,35127,16,26,4318,29,30809,2.776658,9.641936,3582.0,25562.0,4
192.168.5.2,63005,112.82.180.41,443,21,8664,9,9,2359,12,6305,2.768014,0.0322879999999998,584489.0,1562190.0,4
192.168.5.2,63010,112.82.180.41,443,22,8686,11,10,2381,12,6305,2.771601,0.026774,711436.0,1883917.0,4
192.168.5.2,63013,112.82.180.41,443,22,8750,12,10,2445,12,6305,2.772634,0.0258250000000002,757405.0,1953146.0,4
192.168.5.2,63025,112.82.180.41,443,22,8782,17,10,2477,12,6305,2.795274,9.614559,2061.0,5246.0,4
192.168.5.2,63027,112.82.180.41,443,22,8718,18,10,2413,12,6305,2.795286,9.613865,2007.0,5246.0,4
192.168.5.2,63048,221.5.100.174,2011,28,14525,28,14,4602,14,9923,5.248829,7.192859,5118.0,11036.0,4
192.168.5.2,63058,221.5.100.174,2011,27,12668,32,14,6298,13,6370,5.556977,6.883985000000001,7319.0,7402.0,4
192.168.5.2,63059,221.5.100.174,2011,27,13568,33,14,7198,13,6370,5.557017,6.887219,8360.0,7399.0,4
192.168.5.2,63065,221.5.100.174,2011,2157,2123427,35,775,75716,1382,2047711,6.261936,6.182449,97975.0,2649708.0,4
192.168.5.2,63116,221.5.100.174,2011,70,17536,58,33,6321,37,11215,12.452344,300.03035900000003,168.0,299.0,4
192.168.5.2,63144,221.5.100.174,2011,1664,1677290,71,557,52678,1107,1624612,20.548882,121.122507,3479.0,107303.0,4
192.168.5.2,63342,221.5.100.174,2011,31,16570,140,14,6904,17,9666,312.449542,2.8719320000000157,19231.0,26925.0,4
192.168.5.2,62792,20.42.65.85,443,25,4230,0,12,3149,13,1081,0.0,125.737369,200.0,68.0,3
192.168.5.2,63052,221.5.100.174,2011,21,11514,29,10,4783,11,6731,5.48043,0.1392030000000002,274879.0,386830.0,3
