Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,63583,103.166.52.49,2011,1834,1186706,67,1000,875869,834,310837,15.50954,308.396106,22720,8063,280
192.168.5.2,63586,103.166.52.49,2011,28971,29316387,68,8589,784545,20382,28531842,15.715341,308.044978,20374,740978,133
192.168.5.2,63587,103.166.52.49,2011,6753,6492771,69,1914,315063,4839,6177708,15.715341,308.051677,8182,160433,133
192.168.5.2,62008,120.53.53.53,443,373,70158,3,188,18797,185,51361,1.040387,322.392551,466,1274,113
192.168.5.2,63282,223.5.5.5,443,470,58870,4,212,21693,258,37177,1.040517,322.403197,538,922,96
192.168.5.2,63488,120.232.217.159,2011,4441,3837022,26,1877,260835,2564,3576187,5.61421,8.042166,259467,3557436,89
192.168.5.2,63646,103.166.52.49,2011,213,75512,91,94,57537,119,17975,66.623499,257.282166,1789,558,57
192.168.5.2,63501,120.232.217.159,2011,425,352790,33,182,84111,243,268679,6.212022,7.444484999999999,90387,288728,32
192.168.5.2,63492,120.232.217.159,2011,258,224373,28,98,24149,160,200224,5.824631,7.832127999999999,24666,204515,23
192.168.5.2,63631,103.166.52.49,2011,341,200601,84,187,185133,154,15468,60.761768,257.499513,5751,480,22
192.168.5.2,63441,112.82.180.41,443,736,656604,5,219,21750,517,634854,3.03984,10.580565,16445,480015,20
192.168.5.2,63515,120.232.217.159,2011,126,106568,38,52,20865,74,85703,7.212015,6.441735,25912,106434,17
192.168.5.2,63444,120.232.217.159,2011,49,26994,7,22,12148,27,14846,3.041436,10.615355,9155,11188,13
192.168.5.2,63525,120.232.217.159,2011,99,74118,43,41,16862,58,57256,8.054773,5.598291,24095,81819,13
192.168.5.2,63667,120.232.217.159,2011,80,24300,100,38,13876,42,10424,89.573848,234.326559,473,355,13
192.168.5.2,63697,120.232.217.159,2011,76,22930,110,36,12660,40,10270,128.401402,195.502347,518,420,13
192.168.5.2,63529,120.232.217.159,2011,71,45047,44,35,20470,36,24577,8.072303,5.88091,27846,33432,12
192.168.5.2,63617,103.166.52.49,2011,85,22389,79,42,15172,43,7217,36.882058,287.023548,422,201,11
192.168.5.2,63655,103.166.52.49,2011,78,22454,95,37,12069,41,10385,73.079462,250.826166,384,331,11
192.168.5.2,63507,120.232.217.159,2011,46,26025,35,22,11686,24,14339,6.63347,7.277776999999999,12845,15761,11
192.168.5.2,63532,120.232.217.159,2011,96,74053,46,41,13976,55,60077,8.398332,5.257936000000001,21264,91407,11
192.168.5.2,63545,120.232.217.159,2011,61,29595,52,29,15941,32,13654,8.613372,5.0582650000000005,25211,21594,11
192.168.5.2,63457,27.152.182.60,443,118,88058,13,41,6614,77,81444,3.045798,10.599103,4992,61472,10
192.168.5.2,63597,103.166.52.49,2011,77,20232,73,39,13712,38,6520,17.146928,261.437217,419,199,10
192.168.5.2,63601,103.166.52.49,2011,82,29457,74,39,14518,43,14939,20.813242,240.495954,482,496,10
192.168.5.2,63475,121.43.167.86,443,32,12822,20,17,4080,15,8742,3.362803,10.269745,3178,6809,10
192.168.5.2,63649,103.166.52.49,2011,72,23044,92,36,12973,36,10071,67.166999,256.738573,404,313,9
192.168.5.2,63485,120.232.217.159,2011,56,32314,24,25,11074,31,21240,5.610418,8.043416,11014,21125,9
192.168.5.2,63497,120.232.217.159,2011,67,39260,30,31,11624,36,27636,5.908089,7.748313,12001,28533,9
192.168.5.2,63589,103.166.52.49,2011,64,18925,70,31,8140,33,10785,16.063181,240.201238,271,359,8
192.168.5.2,63591,103.166.52.49,2011,65,16481,71,32,10392,33,6089,16.117532,240.225434,346,202,8
192.168.5.2,63595,103.166.52.49,2011,62,14238,72,32,8752,30,5486,16.305773,240.200195,291,182,8
192.168.5.2,63633,103.166.52.49,2011,83,31832,85,41,19800,42,12032,60.98216,240.355579,659,400,8
192.168.5.2,63635,103.166.52.49,2011,71,25722,86,34,13281,37,12441,62.239499,240.38042,441,414,8
192.168.5.2,63505,120.232.217.159,2011,4017,3563143,34,1681,167092,2336,3396051,6.545853,7.325284000000001,182482,3708853,8
192.168.5.2,63695,120.232.217.159,2011,37,16041,109,16,9461,21,6580,127.671644,5.60234899999999,13510,9396,8
192.168.5.2,63432,120.232.217.159,2011,32,16048,2,15,7428,17,8620,1.040342,12.613432,4711,5467,7
192.168.5.2,63443,120.232.217.159,2011,32,17201,6,16,8558,16,8643,3.040789,10.61556,6449,6513,7
192.168.5.2,63465,120.232.217.159,2011,37,16293,17,16,7029,21,9264,3.140093,10.524898,5342,7041,7
192.168.5.2,63469,120.232.217.159,2011,34,19463,19,17,9651,17,9812,3.293215,10.591709,7289,7411,7
192.168.5.2,63479,120.232.217.159,2011,43,20220,21,20,7926,23,12294,3.463557,10.192691,6220,9649,7
192.168.5.2,63517,120.232.217.159,2011,37,18407,39,18,9332,19,9075,7.234439,6.421722000000001,11625,11305,7
192.168.5.2,63523,120.232.217.159,2011,31,16485,42,16,7972,15,8513,7.772226,6.108750000000001,10440,11148,7
192.168.5.2,63533,120.232.217.159,2011,93,79779,45,35,10424,58,69355,8.398332,5.258147000000001,15859,105520,7
192.168.5.2,63535,120.232.217.159,2011,38,17733,47,19,7396,19,10337,8.463023,5.193403,11392,15923,7
192.168.5.2,63543,120.232.217.159,2011,59,42687,51,25,11082,34,31605,8.609419,5.046669999999999,17567,50100,7
192.168.5.2,63549,120.232.217.159,2011,34,18144,54,18,9706,16,8438,8.638062,5.015790000000001,15480,13458,7
192.168.5.2,63551,120.232.217.159,2011,40,21530,55,19,9817,21,11713,8.980833,4.675488999999999,16797,20041,7
192.168.5.2,63673,120.232.217.159,2011,63,21304,102,33,11019,30,10285,98.419847,225.488034,390,364,7
192.168.5.2,63693,120.232.217.159,2011,60,18345,108,30,8905,30,9440,127.49218,196.418269,362,384,7
192.168.5.2,63581,20.213.196.214,443,28,7631,66,14,1904,14,5727,13.69835,75.20010699999999,202,609,6
192.168.5.2,63462,101.69.128.51,443,90,66391,15,37,5758,53,60633,3.058674,10.566653,4359,45905,6
192.168.5.2,63574,103.166.52.49,2011,37,19574,62,16,8166,21,11408,13.614259,0.3494529999999987,186943,261162,6
192.168.5.2,63575,103.166.52.49,2011,39,20456,63,19,10736,20,9720,13.614926,0.3573059999999994,240376,217628,6
192.168.5.2,63579,103.166.52.49,2011,38,19991,65,20,9104,18,10887,13.674771,0.2063950000000005,352876,421986,6
192.168.5.2,63560,112.21.164.39,443,34,11910,56,18,6777,16,5133,9.355936,4.267412,12704,9622,6
192.168.5.2,63773,120.133.65.231,443,22,6037,129,14,1747,8,4290,267.162721,48.51226200000002,288,707,6
192.168.5.2,63463,120.232.217.159,2011,31,13327,16,15,6399,16,6928,3.058674,10.597519,4830,5229,6
192.168.5.2,63499,120.232.217.159,2011,28,13804,32,14,7071,14,6733,5.908947,7.747348000000001,7301,6952,6
192.168.5.2,63665,221.5.100.174,2011,34,13750,99,15,7316,19,6434,88.538642,5.58739700000001,10475,9212,6
192.168.5.2,63767,221.5.100.174,2011,35,15025,127,16,8600,19,6425,258.759673,5.603272000000004,12278,9173,6
192.168.5.2,63805,120.232.217.159,2011,31,14092,138,17,9743,14,4349,322.275544,1.6323170000000005,47750,21314,5
192.168.5.2,63459,101.69.128.51,443,63,35773,14,30,4690,33,31083,3.046901,10.578379,3546,23506,4
192.168.5.2,63578,103.166.52.49,2011,70,16787,64,33,5573,37,11214,13.673545,300.006409,148,299,4
192.168.5.2,60720,103.212.12.52,3000,8,532,76,4,266,4,266,27.258254,240.091119,8,8,4
192.168.5.2,63803,103.216.253.85,2011,30,15670,137,13,5994,17,9676,313.650039,10.234699000000036,4685,7563,4
192.168.5.2,63563,112.21.164.39,443,19,6887,57,10,2562,9,4325,9.358116,0.0387939999999993,528329,891890,4
192.168.5.2,63489,120.232.217.159,2011,28,15495,25,13,5504,15,9991,5.61421,8.042326,5475,9938,4
192.168.5.2,63510,120.232.217.159,2011,30,13534,36,14,6841,16,6693,7.002126,0.676863,80855,79106,4
192.168.5.2,63511,120.232.217.159,2011,30,15011,37,14,8318,16,6693,7.002195,0.6932510000000001,95988,77236,4
192.168.5.2,63519,120.232.217.159,2011,30,15134,40,14,8429,16,6705,7.647664,0.6787060000000009,99353,79032,4
192.168.5.2,63521,120.232.217.159,2011,30,14811,41,16,8250,14,6561,7.655377,0.7054410000000004,93558,74404,4
192.168.5.2,63540,120.232.217.159,2011,30,14357,49,15,7730,15,6627,8.469552,0.6836830000000003,90451,77544,4
192.168.5.2,63541,120.232.217.159,2011,31,14964,50,16,8337,15,6627,8.469672,0.6841250000000016,97490,77494,4
192.168.5.2,63354,20.189.173.14,443,25,4230,0,12,3149,13,1081,0.0,127.238832,197,67,3
192.168.5.2,63651,103.166.52.49,2011,22,7065,93,11,4680,11,2385,67.22854,10.878444000000002,3441,1753,3
192.168.5.2,63498,120.232.217.159,2011,27,10871,31,15,5259,12,5612,5.908455,7.993311999999999,5263,5616,3
192.168.5.2,63691,120.232.217.159,2011,22,7233,107,12,4914,10,2319,127.282395,10.832563000000007,3629,1712,3
192.168.5.2,63366,4.241.22.149,443,28,1948,1,14,815,14,1133,0.340227,165.082648,39,54,2
192.168.5.2,60627,20.197.71.89,443,5,555,82,3,264,2,291,50.973782,245.185725,8,9,2
192.168.5.2,63647,103.166.52.49,2011,18,10290,90,9,4107,9,6183,66.623499,0.3183440000000104,103209,155379,2
192.168.5.2,63447,112.82.180.41,443,16,7646,8,8,2225,8,5421,3.044275,0.0263870000000001,674574,1643536,2
192.168.5.2,63449,112.82.180.41,443,17,7668,9,8,2193,9,5475,3.044305,0.0251999999999998,696190,1738095,2
192.168.5.2,63452,112.82.180.41,443,15,7656,10,7,2235,8,5421,3.04448,0.0214919999999998,831937,2017867,2
192.168.5.2,63453,112.82.180.41,443,16,7710,11,8,2289,8,5421,3.044498,0.026545,689847,1633754,2
192.168.5.2,63455,112.82.180.41,443,16,7678,12,8,2257,8,5421,3.044707,0.0230380000000001,783748,1882455,2
192.168.5.2,63493,120.232.217.159,2011,20,10486,29,9,3755,11,6731,5.824631,0.099545,301773,540941,2
192.168.5.2,63538,120.232.217.159,2011,22,12574,48,9,3850,13,8724,8.467624,0.0984309999999997,312909,709044,2
192.168.5.2,63548,120.232.217.159,2011,17,9832,53,8,3691,9,6141,8.636804,0.080884000000001,365066,607388,2
192.168.5.2,63624,183.61.168.1,80,16,1707,81,9,795,7,912,45.147093,60.093637,105,121,2
192.168.5.2,63607,10.203.168.228,7680,9,593,77,5,365,4,228,27.866834,0.0174269999999978,167556,104665,1
192.168.5.2,63709,10.203.168.228,7680,8,539,113,5,365,3,174,148.131422,0.0288430000000232,101237,48261,1
192.168.5.2,63775,10.203.168.228,7680,8,539,130,5,365,3,174,268.524147,0.0214869999999791,135896,64783,1
192.168.5.2,63653,10.203.199.2,7680,9,673,94,5,413,4,260,67.917274,0.0274009999999975,120579,75909,1
192.168.5.2,63731,10.203.199.2,7680,9,673,118,5,413,4,260,188.305143,0.0529520000000047,62396,39280,1
192.168.5.2,63797,10.203.199.2,7680,8,619,135,5,413,3,206,308.64851,0.014993000000004,220369,109917,1
192.168.5.2,63360,20.198.2.181,443,15,901,27,7,385,8,516,5.6440850000000005,94.020093,32,43,1
192.168.5.2,63570,103.166.52.49,2011,14,4338,60,8,3934,6,404,13.563149,0.0933030000000005,337309,34639,1
192.168.5.2,63571,103.166.52.49,2011,16,4465,61,9,3995,7,470,13.563293,0.0929280000000005,343922,40461,1
192.168.5.2,60623,116.205.106.69,11112,8,531,97,4,231,4,300,80.904182,240.095025,7,9,1
192.168.5.2,63641,117.18.232.200,443,6,2196,88,4,2068,2,128,63.841732,0.2510040000000018,65911,4079,1
192.168.5.2,63643,117.18.232.200,443,10,2400,89,5,2110,5,290,64.094103,1.298612999999989,12998,1786,1
192.168.5.2,63352,120.133.65.231,443,9,518,58,5,271,4,247,10.294362,16.200508,133,121,1
192.168.5.2,63481,120.232.217.159,2011,14,4358,22,8,3954,6,404,3.700214,0.1048360000000001,301728,30829,1
192.168.5.2,63483,120.232.217.159,2011,18,4363,23,9,3761,9,602,3.777507,0.1085530000000001,277173,44365,1
192.168.5.2,63679,121.248.49.141,7680,9,593,104,5,365,4,228,108.047579,0.0107320000000044,272083,169959,1
192.168.5.2,63749,121.248.49.141,7680,8,539,123,5,365,3,174,228.45631,0.0076650000000029,380952,181604,1
192.168.5.2,63628,180.101.50.188,80,9,526,83,5,290,4,236,53.243266,0.0187280000000029,123878,100811,0
192.168.5.2,63638,180.101.50.188,80,10,580,87,6,344,4,236,63.25521,0.3179569999999998,8655,5937,0
192.168.5.2,63658,180.101.50.188,80,9,526,96,5,290,4,236,73.256567,0.0213880000000017,108472,88273,0
192.168.5.2,63662,180.101.50.188,80,9,526,98,5,290,4,236,83.255382,0.0201050000000009,115394,93906,0
192.168.5.2,63670,180.101.50.188,80,9,526,101,5,290,4,236,93.263663,0.0182760000000001,126942,103304,0
192.168.5.2,63676,180.101.50.188,80,9,526,103,5,290,4,236,103.283743,0.0183569999999946,126382,102849,0
192.168.5.2,63682,180.101.50.188,80,9,526,105,5,290,4,236,113.335084,0.0124980000000078,185629,151064,0
192.168.5.2,63686,180.101.50.188,80,10,580,106,6,344,4,236,123.28272,0.3177540000000078,8660,5941,0
192.168.5.2,63700,180.101.50.188,80,9,526,111,5,290,4,236,133.344321,0.0120589999999936,192387,156563,0
