Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,60149,103.166.52.49,2011,3138,3125994,34,1046,261445,2092,2864549,10.45706,58.33188200000001,35856,392862,93
192.168.5.2,58499,120.53.53.53,443,370,69929,3,186,19847,184,50082,1.460383,66.205055,2398,6051,90
192.168.5.2,59490,223.5.5.5,443,311,47101,4,138,16201,173,30900,1.461093,66.293612,1955,3728,74
192.168.5.2,60171,103.166.52.49,2011,361,216196,43,193,171881,168,44315,14.435245,54.365345,25292,6521,51
192.168.5.2,60157,103.166.52.49,2011,388,322546,38,152,43654,236,278892,11.527719,57.26127400000001,6098,38964,49
192.168.5.2,60201,103.166.52.49,2011,275,160922,59,133,97087,142,63835,15.78235,53.006626,14652,9634,41
192.168.5.2,60181,103.166.52.49,2011,448,414748,49,156,39430,292,375318,15.094194,53.700607000000005,5874,55912,37
192.168.5.2,60185,103.166.52.49,2011,121,53388,51,56,34823,65,18565,15.131503,53.656596,5191,2767,34
192.168.5.2,60151,103.166.52.49,2011,906,945752,35,257,64924,649,880828,10.909766,57.878220000000006,8973,121749,31
192.168.5.2,60145,103.166.52.49,2011,130,84315,32,53,24172,77,60143,10.453003,58.34506199999999,3314,8246,25
192.168.5.2,60101,122.205.109.41,443,745,656476,9,235,21890,510,634586,3.557209,2.666986,65662,1903530,22
192.168.5.2,60193,103.166.52.49,2011,65,31433,55,32,18171,33,13262,15.214356,53.586255,2712,1979,17
192.168.5.2,60155,103.166.52.49,2011,177,148546,37,70,13346,107,135200,11.5129,57.281959,1863,18882,15
192.168.5.2,60226,103.166.52.49,2011,166,137863,71,65,21736,101,116127,19.672721,49.126413,3539,18910,15
192.168.5.2,60165,103.166.52.49,2011,79,45735,41,36,13743,43,31992,12.438699,56.36015999999999,1950,4541,13
192.168.5.2,60228,103.166.52.49,2011,393,376693,72,135,23724,258,352969,19.939576,48.848309,3885,57806,13
