Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,59280,221.5.100.174,2011,23041,22784538,77,15220,21946911,7821,837627,27.010793,29.370387,5977969.0,228155.0,239
192.168.5.2,59260,221.5.100.174,2011,3269,3183824,67,1159,330666,2110,2853158,24.707253,31.669445,83529.0,720734.0,85
192.168.5.2,58499,120.53.53.53,443,336,68664,2,162,18151,174,50513,0.009621,51.846202,2800.0,7794.0,76
192.168.5.2,59227,221.5.100.174,2011,1270,1295729,51,385,90862,885,1204867,12.969404,43.40858299999999,16745.0,222051.0,66
192.168.5.2,59093,223.5.5.5,443,340,46248,4,161,19147,179,27101,0.009831,51.798164,2957.0,4185.0,66
192.168.5.2,59225,221.5.100.174,2011,393,213791,50,196,175390,197,38401,12.866959,43.511654,32246.0,7060.0,51
192.168.5.2,59133,183.240.139.64,2011,1161,1137407,7,364,79574,797,1057833,2.500703,10.153787,62695.0,833449.0,44
192.168.5.2,59282,221.5.100.174,2011,293,167809,78,137,103510,156,64299,27.066058,29.315273,28247.0,17546.0,43
192.168.5.2,59229,221.5.100.174,2011,378,328247,52,148,42629,230,285618,12.974614,43.405468,7856.0,52641.0,39
192.168.5.2,59221,221.5.100.174,2011,184,118830,48,77,46731,107,72099,12.616278,43.763887,8542.0,13179.0,35
192.168.5.2,59142,112.82.180.41,443,774,657671,10,261,22866,513,634805,2.508108,9.821305,18625.0,517084.0,34
192.168.5.2,59223,221.5.100.174,2011,262,197011,49,114,65922,148,131089,12.622881,43.757264,12052.0,23966.0,29
192.168.5.2,59247,221.5.100.174,2011,78,37469,61,37,25224,41,12245,17.742145,38.639108,5222.0,2535.0,25
192.168.5.2,59271,221.5.100.174,2011,105,46635,72,49,28693,56,17942,26.719098,29.661088000000003,7738.0,4839.0,24
192.168.5.2,59239,221.5.100.174,2011,119,71764,57,52,33195,67,38569,16.633171,39.744767,6681.0,7763.0,21
192.168.5.2,59268,221.5.100.174,2011,77,33903,71,34,20341,43,13562,26.663686,29.713092000000003,5476.0,3651.0,21
192.168.5.2,59179,221.5.100.174,2011,87,48850,26,38,19730,49,29120,5.167643,7.196559000000001,21932.0,32371.0,19
192.168.5.2,59243,221.5.100.174,2011,577,570372,59,192,30736,385,539636,17.382962,38.998255,6305.0,110699.0,19
192.168.5.2,59189,221.5.100.174,2011,103,79373,31,44,18293,59,61080,6.132603,6.227601,23499.0,78463.0,17
192.168.5.2,59197,221.5.100.174,2011,552,566952,36,172,35017,380,531935,8.759173,3.603524,77739.0,1180921.0,17
192.168.5.2,59266,221.5.100.174,2011,233,214255,70,84,22276,149,191979,26.260288,30.11651,5917.0,50996.0,17
192.168.5.2,59167,221.5.100.174,2011,70,37941,21,32,19656,38,18285,2.906221,9.454985,16631.0,15471.0,15
192.168.5.2,59194,221.5.100.174,2011,66,36810,35,33,21093,33,15717,8.737558,3.6202229999999993,46611.0,34731.0,15
192.168.5.2,59245,221.5.100.174,2011,88,57226,60,38,14061,50,43165,17.675271,38.704746,2906.0,8921.0,15
192.168.5.2,59310,221.5.100.174,2011,398,379630,92,138,25035,260,354595,31.076497,25.303789,7915.0,112108.0,15
192.168.5.2,59237,221.5.100.174,2011,88,44315,56,43,31792,45,12523,16.477936,39.902188,6373.0,2510.0,13
192.168.5.2,59241,221.5.100.174,2011,50,26753,58,24,13737,26,13016,16.918485,39.461618,2784.0,2638.0,13
192.168.5.2,59308,221.5.100.174,2011,167,137805,91,64,21330,103,116475,31.023915,25.357244,6729.0,36746.0,13
192.168.5.2,59317,221.5.100.174,2011,61,30245,94,27,14911,34,15334,31.716547,24.660208000000004,4837.0,4974.0,13
192.168.5.2,59169,121.43.167.86,443,38,14391,22,20,4714,18,9677,2.916034,9.418963,4003.0,8219.0,12
192.168.5.2,59288,221.5.100.174,2011,68,44536,81,31,14717,37,29819,27.231479,29.148913,4039.0,8183.0,11
192.168.5.2,59319,221.5.100.174,2011,67,35941,95,32,18305,35,17636,31.992498,24.387874,6004.0,5785.0,11
192.168.5.2,59154,61.156.44.221,443,114,87819,16,43,6739,71,81080,2.516685,9.822622,5488.0,66035.0,10
192.168.5.2,59136,183.240.139.64,2011,41,22995,8,20,11020,21,11975,2.504327,9.852218,8948.0,9723.0,9
192.168.5.2,59219,221.5.100.174,2011,48,23869,47,23,12192,25,11677,12.463928,43.916338,2220.0,2127.0,9
192.168.5.2,59232,221.5.100.174,2011,45,16764,53,22,9873,23,6891,16.182353,40.196216,1964.0,1371.0,9
192.168.5.2,59251,221.5.100.174,2011,36,12383,63,19,8483,17,3900,18.180648,38.197986,1776.0,816.0,9
192.168.5.2,59278,221.5.100.174,2011,45,26064,76,21,11694,24,14370,26.941203,29.440068,3177.0,3904.0,9
192.168.5.2,59284,221.5.100.174,2011,74,54482,79,31,13762,43,40720,27.103295,29.276932,3760.0,11126.0,9
