Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,60499,120.232.217.159,2011,23311,23605009,66,15673,22779332,7638,825677,16.658978,21.47489,8485941,307587,145
192.168.5.2,60441,221.5.100.174,2011,3044,3163711,36,935,297970,2109,2865741,6.621759,31.516801,75634,727419,103
192.168.5.2,59490,223.5.5.5,443,194,26159,6,95,10542,99,15617,1.454926,39.280437,2147,3180,68
192.168.5.2,58499,120.53.53.53,443,205,43426,5,100,10599,105,32827,1.454918,39.369864,2153,6670,66
192.168.5.2,60456,221.5.100.174,2011,391,223874,44,197,178023,194,45851,9.87684,28.264874,50387,12977,51
192.168.5.2,60459,221.5.100.174,2011,931,967502,45,263,66938,668,900564,9.9027,28.238056000000004,18963,255134,51
192.168.5.2,60443,221.5.100.174,2011,1151,1156096,37,325,87640,826,1068456,7.104088,31.035674,22590,275413,49
192.168.5.2,60449,221.5.100.174,2011,387,327652,40,152,48094,235,279558,7.724692,30.415184,12649,73531,45
192.168.5.2,60501,120.232.217.159,2011,287,167720,67,139,102772,148,64948,16.743148,21.405482,38409,24273,43
192.168.5.2,60437,221.5.100.174,2011,145,91956,34,61,34522,84,57434,6.616455,31.522039,8761,14576,33
192.168.5.2,60380,112.82.180.41,443,730,655387,7,213,20446,517,634941,3.171359,2.703327,60506,1878991,26
192.168.5.2,60490,120.232.217.159,2011,113,48350,61,51,29998,62,18352,16.372453,21.76613,11025,6745,24
192.168.5.2,60487,120.232.217.159,2011,79,32342,60,36,18757,43,13585,16.313585,21.824951,6875,4979,23
192.168.5.2,60461,221.5.100.174,2011,72,34539,46,33,19349,39,15190,10.206829,27.934861,5541,4350,21
192.168.5.2,60481,120.232.217.159,2011,224,210945,57,72,18819,152,192126,15.945888,22.192076,6784,69259,17
192.168.5.2,60527,120.232.217.159,2011,404,392677,79,133,30479,271,362198,20.820879,17.323798,14074,167260,17
192.168.5.2,60525,120.232.217.159,2011,178,139989,78,70,23004,108,116985,20.775099,17.361079,10600,53906,15
192.168.5.2,60445,221.5.100.174,2011,132,104341,38,54,16171,78,88170,7.687501,30.45319,4248,23162,15
192.168.5.2,60447,221.5.100.174,2011,160,151741,39,54,16584,106,135157,7.710358,30.430080000000004,4359,35532,15
192.168.5.2,60453,221.5.100.174,2011,69,48278,42,33,16798,36,31480,8.329167,29.811335,4507,8447,13
192.168.5.2,60407,121.43.167.86,443,32,12912,21,17,4144,15,8768,3.514774,2.367459,14003,29628,12
192.168.5.2,60530,120.232.217.159,2011,59,28717,80,26,13495,33,15222,21.4056,16.741129,6448,7274,11
192.168.5.2,60532,120.232.217.159,2011,64,33960,81,32,16523,32,17437,21.685424,16.454404,8033,8477,11
192.168.5.2,60463,221.5.100.174,2011,74,39107,47,35,23832,39,15275,10.329158,27.814937,6854,4393,11
192.168.5.2,60465,221.5.100.174,2011,45,21266,48,21,10423,24,10843,10.625551,27.515112,3030,3152,11
192.168.5.2,60394,61.156.44.221,443,116,87923,15,46,6897,70,81026,3.177064,2.708382,20372,239334,10
192.168.5.2,60480,120.232.217.159,2011,46,22453,56,24,11303,22,11150,15.945122,22.197746,4073,4018,9
192.168.5.2,60485,120.232.217.159,2011,50,28045,59,23,12660,27,15385,16.161934,21.974213,4609,5601,9
192.168.5.2,60495,120.232.217.159,2011,42,26302,64,18,12053,24,14249,16.625868,21.514543,4481,5298,9
192.168.5.2,60497,120.232.217.159,2011,45,25094,65,20,10647,25,14447,16.62737,21.512431,3959,5372,9
