Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,56932,120.232.217.159,2011,4886,3975447,41,2179,464332,2707,3511115,7.916451,245.326453,15141,114496,147
192.168.5.2,54350,1.12.12.12,443,406,74780,1,204,21319,202,53461,0.011657,253.768296,672,1685,96
192.168.5.2,54710,223.5.5.5,443,374,51520,2,167,18032,207,33488,0.011657,253.868293,568,1055,84
192.168.5.2,56950,120.232.217.159,2011,38940,38280785,50,13233,1157960,25707,37122825,8.760515,244.487249,37890,1214716,46
192.168.5.2,57079,103.216.253.85,2011,149,52238,94,70,38077,79,14161,72.230879,181.018596,1682,625,29
192.168.5.2,56937,120.232.217.159,2011,378,301588,43,153,34979,225,266609,8.133023,245.115267,1141,8701,29
192.168.5.2,56996,120.232.217.159,2011,140,55694,67,65,34825,75,20869,10.849812,242.397913,1149,688,27
192.168.5.2,56948,120.232.217.159,2011,363,265251,49,170,72650,193,192601,8.387903,244.901223,2373,6291,24
192.168.5.2,57056,120.232.217.159,2011,369,213170,85,191,196114,178,17056,61.838528,191.412536,8196,712,21
192.168.5.2,57040,52.98.90.2,443,106,30163,80,42,11005,64,19158,40.071351,63.441431,1387,2415,20
192.168.5.2,56870,112.82.180.41,443,786,661545,12,291,27730,495,633815,4.189382,2.721944,81500,1862830,20
192.168.5.2,56966,120.232.217.159,2011,165,108062,56,70,20771,95,87291,9.545311,241.193342,688,2895,18
192.168.5.2,56983,120.232.217.159,2011,128,75406,61,54,17444,74,57962,10.323142,240.568141,580,1927,14
192.168.5.2,56927,120.232.217.159,2011,89,33664,38,42,19484,47,14180,7.002594,246.240338,633,460,13
192.168.5.2,56956,120.232.217.159,2011,80,30960,52,40,15388,40,15572,8.872338,240.392442,512,518,12
192.168.5.2,56986,120.232.217.159,2011,105,47898,62,52,21949,53,25949,10.662221,241.207305,727,860,12
192.168.5.2,56904,121.43.167.86,443,42,15638,26,22,5116,20,10522,4.615816,2.3061610000000003,17747,36500,12
192.168.5.2,56931,120.232.217.159,2011,89,36915,40,41,15112,48,21803,7.91526,245.331342,492,710,11
192.168.5.2,57169,120.232.217.159,2011,54,21958,127,26,11339,28,10619,209.334346,43.908481,2065,1934,11
192.168.5.2,56883,61.156.44.221,443,116,87887,18,41,6582,75,81305,4.19505,2.728122,19301,238420,10
192.168.5.2,56942,120.232.217.159,2011,84,39630,45,37,11014,47,28616,8.219076,243.105817,362,941,10
192.168.5.2,56977,120.232.217.159,2011,80,33573,59,36,12154,44,21419,9.949514,240.873839,403,711,10
192.168.5.2,57000,120.232.217.159,2011,96,43620,68,44,11069,52,32551,10.874669,240.441767,368,1083,10
192.168.5.2,57004,120.232.217.159,2011,76,25231,70,37,14172,39,11059,11.391042,240.548093,471,367,10
192.168.5.2,57080,103.216.253.85,2011,69,23043,95,34,13132,35,9911,72.230901,181.015778,580,438,9
192.168.5.2,57093,103.216.253.85,2011,60,18065,102,29,8617,31,9448,77.823465,175.42769,392,430,9
192.168.5.2,57023,120.232.217.159,2011,81,26890,75,40,12508,41,14382,23.120475,230.127854,434,499,9
192.168.5.2,56851,23.218.210.69,443,51,11625,7,25,2758,26,8867,3.758473,220.161585,100,322,8
192.168.5.2,57045,51.11.192.49,443,40,13136,81,21,4971,19,8165,40.755896,62.906483,632,1038,8
192.168.5.2,56881,101.69.128.53,443,112,92485,17,47,7299,65,85186,4.194882,2.727049,21412,249899,8
192.168.5.2,56926,120.232.217.159,2011,70,21859,37,33,9192,37,12667,7.002592,240.309689,306,421,8
192.168.5.2,56928,120.232.217.159,2011,74,25792,36,36,14487,38,11305,7.002591,240.343479,482,376,8
192.168.5.2,56964,120.232.217.159,2011,68,21300,55,34,11357,34,9943,9.523667,240.21658,378,331,8
192.168.5.2,56988,120.232.217.159,2011,72,20467,63,34,8618,38,11849,10.71144,240.170842,287,394,8
192.168.5.2,57002,120.232.217.159,2011,63,19330,69,31,9583,32,9747,11.230677,240.186871,319,324,8
192.168.5.2,57006,120.232.217.159,2011,68,22519,71,33,9613,35,12906,11.426812,240.17163,320,429,8
192.168.5.2,57091,120.133.65.231,443,30,6535,101,15,1792,15,4743,76.423706,60.21268500000001,238,630,7
192.168.5.2,56845,120.232.217.159,2011,36,18712,5,17,9708,19,9004,2.154844,4.781602,16242,15064,7
192.168.5.2,56857,120.232.217.159,2011,36,16434,9,19,7726,17,8708,4.18681,2.755947,22427,25277,7
192.168.5.2,56877,120.232.217.159,2011,35,20217,16,19,10699,16,9518,4.190913,2.752853,31092,27660,7
192.168.5.2,56892,120.232.217.159,2011,32,16927,22,16,7361,16,9566,4.387584,2.55514,23046,29950,7
192.168.5.2,56894,120.232.217.159,2011,37,20787,23,17,11456,20,9331,4.43841,2.4990939999999995,36672,29870,7
192.168.5.2,56898,120.232.217.159,2011,39,20383,24,19,8407,20,11976,4.5815660000000005,2.3608259999999994,28488,40582,7
192.168.5.2,57175,120.232.217.159,2011,41,18001,129,22,8575,19,9426,222.405427,30.84143900000001,2224,2445,7
