Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,60876,221.5.100.174,2011,1736,1706127,53,558,147496,1178,1558631,11.38634,237.018639,4978,52607,266
192.168.5.2,59487,223.6.6.6,443,464,66046,6,211,22719,253,43327,4.52404,243.768355,745,1421,122
192.168.5.2,60869,221.5.100.174,2011,487,267222,49,249,198062,238,69160,11.385061,237.02151,6685,2334,116
192.168.5.2,59804,1.12.12.12,443,516,87452,5,252,26216,264,61236,4.524038,243.803206,860,2009,108
192.168.5.2,60856,221.5.100.174,2011,238,115020,42,116,72194,122,42826,11.381241,237.023908,2436,1445,69
192.168.5.2,60992,221.5.100.174,2011,3861,4281269,105,994,99298,2867,4181971,18.898008,229.50805,3461,145771,54
192.168.5.2,60904,221.5.100.174,2011,114,44144,69,56,30339,58,13805,11.403955,237.001047,1024,465,29
192.168.5.2,60873,221.5.100.174,2011,2069,2087202,51,635,97131,1434,1990071,11.385747,237.019382,3278,67169,27
192.168.5.2,60903,221.5.100.174,2011,101,36020,68,52,23482,49,12538,11.403195,237.00187,792,423,23
192.168.5.2,60778,223.68.10.200,443,723,655438,9,217,21146,506,634292,6.359919,2.602953000000001,64990,1949453,22
192.168.5.2,60914,221.5.100.174,2011,352,289831,74,132,19926,220,269905,12.270534,235.95143,675,9151,21
192.168.5.2,60946,221.5.100.174,2011,113,58578,88,61,33564,52,25014,14.059965,234.34615,1145,853,20
192.168.5.2,60962,221.5.100.174,2011,3896,3887803,94,1330,122462,2566,3765341,14.976556,233.428318,4196,129044,20
192.168.5.2,60936,221.5.100.174,2011,325,295870,85,111,18250,214,277620,13.948449,125.35689800000002,1164,17717,16
192.168.5.2,61039,120.232.217.159,2011,241,143893,122,131,132021,110,11872,64.187173,184.222314,5733,515,15
192.168.5.2,60911,221.5.100.174,2011,83,28942,72,41,15413,42,13529,12.179604,236.225481,521,458,15
192.168.5.2,61054,120.232.217.159,2011,75,26583,129,38,16609,37,9974,76.121025,172.281716,771,463,13
192.168.5.2,60836,221.5.100.174,2011,92,27417,35,42,12887,50,14530,9.046372,239.358272,430,485,13
192.168.5.2,60925,221.5.100.174,2011,132,74077,79,56,12392,76,61685,13.209239,235.195976,421,2098,12
192.168.5.2,60851,221.5.100.174,2011,71,22095,41,36,14087,35,8008,11.37965,237.025543,475,270,11
192.168.5.2,60794,112.28.187.236,443,117,87929,16,42,6573,75,81356,6.364653,2.6038900000000007,20194,249952,10
192.168.5.2,60912,221.5.100.174,2011,109,64918,73,49,13903,60,51015,12.179608,236.225244,470,1727,10
192.168.5.2,60920,221.5.100.174,2011,97,53973,77,43,13084,54,40889,12.770273,235.634897,444,1388,10
192.168.5.2,60922,221.5.100.174,2011,205,158462,78,81,14722,124,143740,12.778798,235.626119,499,4880,10
192.168.5.2,61014,120.232.217.159,2011,77,28430,114,37,13549,40,14881,26.308441,222.094367,488,536,9
192.168.5.2,61055,120.232.217.159,2011,64,22226,130,32,13390,32,8836,76.12109,172.288187,621,410,9
192.168.5.2,60838,221.5.100.174,2011,83,36807,36,38,14056,45,22751,10.798106,237.60662,473,766,9
192.168.5.2,60857,221.5.100.174,2011,66,20193,43,34,12484,32,7709,11.381378,237.023517,421,260,9
192.168.5.2,60878,221.5.100.174,2011,70,22344,55,34,11121,36,11223,11.386654,237.019324,375,378,9
192.168.5.2,60908,221.5.100.174,2011,70,20498,71,36,13234,34,7264,12.123606,236.282337,448,245,9
192.168.5.2,60926,221.5.100.174,2011,302,267020,80,103,16605,199,250415,13.21046,235.194583,564,8517,9
192.168.5.2,60930,221.5.100.174,2011,76,22393,82,37,12127,39,10266,13.542496,234.862257,413,349,9
192.168.5.2,60932,221.5.100.174,2011,71,25339,83,34,10189,37,15150,13.630285,234.776321,347,516,9
192.168.5.2,60954,221.5.100.174,2011,75,23861,89,38,12348,37,11513,14.428244,233.976582,422,393,9
192.168.5.2,60763,20.189.173.14,443,47,15748,2,23,7101,24,8647,0.118124,126.773172,448,545,8
192.168.5.2,61081,117.18.232.200,443,46,14321,139,23,5143,23,9178,123.57276,124.293805,331,590,8
192.168.5.2,60842,221.5.100.174,2011,97,43163,38,42,10628,55,32535,10.801903,237.60288,357,1095,8
192.168.5.2,60917,221.5.100.174,2011,346,307564,76,125,14796,221,292768,12.373836,236.031272,501,9923,8
192.168.5.2,60938,221.5.100.174,2011,136,104625,86,53,10081,83,94544,13.949075,120.224661,670,6291,8
192.168.5.2,60973,221.5.100.174,2011,428,458382,97,123,15188,305,443194,16.136481,0.4174030000000002,291095,8494313,8
192.168.5.2,60844,120.133.65.231,443,30,6523,39,15,1792,15,4731,11.051099,60.495545,236,625,7
192.168.5.2,61041,120.232.217.159,2011,75,29171,123,38,17737,37,11434,64.419092,183.993529,771,497,7
192.168.5.2,61045,120.232.217.159,2011,69,23073,125,35,10862,34,12211,65.536772,182.873379,475,534,7
192.168.5.2,61121,120.232.217.159,2011,43,19726,152,21,10091,22,9635,193.598356,54.814471,1472,1406,7
192.168.5.2,60765,221.5.100.174,2011,36,17019,4,17,8251,19,8768,4.523994,4.467024,14776,15702,7
192.168.5.2,60784,221.5.100.174,2011,33,17626,12,16,7875,17,9751,6.360342,2.6324309999999995,23932,29633,7
192.168.5.2,60787,221.5.100.174,2011,31,14339,14,15,5687,16,8652,6.360462,2.63228,17283,26295,7
192.168.5.2,60798,221.5.100.174,2011,31,16826,19,15,7941,16,8885,6.468831,2.5249620000000004,25159,28150,7
192.168.5.2,60800,221.5.100.174,2011,36,17360,20,17,7736,19,9624,6.544107,2.447747999999999,25283,31454,7
