Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
192.168.5.2,59125,221.5.100.174,2011,1652,1696093,50,491,138273,1161,1557820,7.691067,239.296126,4622,52080,266
192.168.5.2,59121,221.5.100.174,2011,495,269982,46,255,189689,240,80293,7.690536,239.295713,6341,2684,120
192.168.5.2,58863,223.6.6.6,443,375,54196,5,163,17823,212,36373,0.749801,246.208717,579,1181,88
192.168.5.2,54350,1.12.12.12,443,406,68799,4,203,21385,203,47414,0.749391,246.38211,694,1539,79
192.168.5.2,59112,221.5.100.174,2011,234,111767,44,112,68398,122,43369,7.686908,239.29932,2286,1449,67
192.168.5.2,59227,221.5.100.174,2011,3964,4294668,94,954,103128,3010,4191540,16.210489,230.77718,3574,145301,54
192.168.5.2,59154,221.5.100.174,2011,113,40531,64,55,26669,58,13862,7.7109,239.275504,891,463,29
192.168.5.2,59124,221.5.100.174,2011,2186,2098357,49,768,108775,1418,1989582,7.691,239.293879,3636,66515,27
192.168.5.2,59373,40.104.21.82,443,100,29789,144,38,10784,62,19005,241.073164,2.9436660000000074,29307,51649,24
192.168.5.2,59153,221.5.100.174,2011,101,36624,65,51,24013,50,12611,7.7109,239.275527,802,421,21
192.168.5.2,59165,221.5.100.174,2011,373,319814,72,127,19865,246,299949,8.61434,238.204022,667,10073,21
192.168.5.2,59259,221.5.100.174,2011,383,216602,107,201,199554,182,17048,60.408931,186.583547,8556,730,21
192.168.5.2,59039,122.205.109.41,443,719,655156,10,211,20750,508,634406,2.558306,2.670756,62154,1900303,20
192.168.5.2,59215,221.5.100.174,2011,3976,4082098,91,1285,129002,2691,3953096,11.529846,235.456531,4383,134312,20
192.168.5.2,59184,221.5.100.174,2011,316,297336,81,97,19316,219,278020,10.235442,126.433089,1222,17591,18
192.168.5.2,59163,221.5.100.174,2011,88,30705,71,42,16110,46,14595,8.515444,238.470825,540,489,17
192.168.5.2,59091,221.5.100.174,2011,93,29293,34,43,14902,50,14391,5.323114,241.663008,493,476,13
192.168.5.2,59177,221.5.100.174,2011,126,74527,78,53,13062,73,61465,9.822579,237.165048,440,2073,12
192.168.5.2,59097,221.5.100.174,2011,118,49013,36,49,12788,69,36225,7.098861,239.885932,426,1208,11
192.168.5.2,59104,221.5.100.174,2011,72,20609,38,37,12424,35,8185,7.685559,239.300786,415,273,11
192.168.5.2,59069,121.43.167.86,443,31,12760,23,17,4080,14,8680,2.845912,2.386502,13676,29096,10
192.168.5.2,59057,183.131.178.88,443,115,87819,19,39,6375,76,81444,2.563182,2.669196,19106,244100,10
192.168.5.2,59162,221.5.100.174,2011,110,63827,70,47,12338,63,51489,8.515444,238.470848,413,1727,10
192.168.5.2,59171,221.5.100.174,2011,99,53944,75,44,12802,55,41142,9.164831,237.822286,430,1383,10
192.168.5.2,59173,221.5.100.174,2011,208,158134,76,79,13916,129,144218,9.173172,237.81146,468,4851,10
192.168.5.2,59221,221.5.100.174,2011,941,978023,92,278,28677,663,949346,12.752454,234.234759,979,32423,10
192.168.5.2,59269,120.232.217.159,2011,65,19989,111,29,11084,36,8905,68.55148,178.443925,496,399,9
192.168.5.2,59275,120.232.217.159,2011,67,24251,113,33,14402,34,9849,76.987205,169.998983,677,463,9
192.168.5.2,59067,221.5.100.174,2011,43,27177,22,19,13425,24,13752,2.832476,2.4230020000000003,44325,45404,9
