inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,59231,198.18.0.80,443,192.168.5.2,59233,221.5.100.174,2011
198.18.0.1,59234,198.18.0.81,443,192.168.5.2,59235,221.5.100.174,2011
198.18.0.1,59236,198.18.0.19,443,192.168.5.2,59237,221.5.100.174,2011
198.18.0.1,59238,198.18.0.82,443,192.168.5.2,59239,221.5.100.174,2011
198.18.0.1,59240,198.18.0.31,443,192.168.5.2,59241,221.5.100.174,2011
198.18.0.1,59242,198.18.0.34,443,192.168.5.2,59243,221.5.100.174,2011
198.18.0.1,59244,198.18.0.33,443,192.168.5.2,59245,221.5.100.174,2011
198.18.0.1,59246,198.18.0.38,443,192.168.5.2,59247,221.5.100.174,2011
198.18.0.1,59248,198.18.0.83,443,192.168.5.2,59249,119.188.204.71,443
198.18.0.1,59250,198.18.0.41,443,192.168.5.2,59251,221.5.100.174,2011
198.18.0.1,59252,198.18.0.84,443,192.168.5.2,59254,119.188.204.71,443
198.18.0.1,59259,198.18.0.28,443,192.168.5.2,59260,221.5.100.174,2011
198.18.0.1,59261,198.18.0.72,443,192.168.5.2,59262,221.5.100.174,2011
198.18.0.1,59263,198.18.0.85,443,192.168.5.2,59264,221.5.100.174,2011
198.18.0.1,59265,198.18.0.30,443,192.168.5.2,59266,221.5.100.174,2011
198.18.0.1,59267,198.18.0.35,443,192.168.5.2,59268,221.5.100.174,2011
198.18.0.1,59269,198.18.0.37,443,192.168.5.2,59272,221.5.100.174,2011
198.18.0.1,59270,198.18.0.37,443,192.168.5.2,59271,221.5.100.174,2011
198.18.0.1,59273,198.18.0.37,443,192.168.5.2,59274,221.5.100.174,2011
198.18.0.1,59275,198.18.0.39,443,192.168.5.2,59276,221.5.100.174,2011
198.18.0.1,59277,198.18.0.40,443,192.168.5.2,59278,221.5.100.174,2011
198.18.0.1,59279,198.18.0.35,443,192.168.5.2,59280,221.5.100.174,2011
198.18.0.1,59281,198.18.0.37,443,192.168.5.2,59282,221.5.100.174,2011
198.18.0.1,59283,198.18.0.40,443,192.168.5.2,59284,221.5.100.174,2011
198.18.0.1,59285,198.18.0.39,443,192.168.5.2,59286,221.5.100.174,2011
198.18.0.1,59287,198.18.0.11,443,192.168.5.2,59288,221.5.100.174,2011
198.18.0.1,59289,198.18.0.42,443,192.168.5.2,59290,221.5.100.174,2011
198.18.0.1,59291,198.18.0.43,443,192.168.5.2,59292,221.5.100.174,2011
198.18.0.1,59295,198.18.0.43,443,192.168.5.2,59296,221.5.100.174,2011
198.18.0.1,59297,198.18.0.34,443,192.168.5.2,59298,221.5.100.174,2011
198.18.0.1,59301,198.18.0.32,443,192.168.5.2,59302,221.5.100.174,2011
198.18.0.1,59303,198.18.0.45,443,192.168.5.2,59304,221.5.100.174,2011
198.18.0.1,59305,198.18.0.44,443,192.168.5.2,59306,221.5.100.174,2011
198.18.0.1,59307,198.18.0.46,443,192.168.5.2,59308,221.5.100.174,2011
198.18.0.1,59309,198.18.0.47,443,192.168.5.2,59310,221.5.100.174,2011
198.18.0.1,59316,198.18.0.48,443,192.168.5.2,59317,221.5.100.174,2011
198.18.0.1,59318,198.18.0.48,443,192.168.5.2,59319,221.5.100.174,2011
198.18.0.1,59320,198.18.0.86,443,192.168.5.2,59321,221.5.100.174,2011
