inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,57363,198.18.0.175,443,192.168.5.2,57364,120.232.217.159,2011
198.18.0.1,57373,198.18.0.176,443,192.168.5.2,57384,112.82.180.41,443
198.18.0.1,57375,198.18.0.176,443,192.168.5.2,57387,112.82.180.41,443
198.18.0.1,57372,198.18.0.176,443,192.168.5.2,57380,112.82.180.41,443
198.18.0.1,57376,198.18.0.176,443,192.168.5.2,57391,112.82.180.41,443
198.18.0.1,57374,198.18.0.176,443,192.168.5.2,57388,112.82.180.41,443
198.18.0.1,57371,198.18.0.176,443,192.168.5.2,57382,112.82.180.41,443
198.18.0.1,57393,198.18.0.178,443,192.168.5.2,57396,101.69.128.51,443
198.18.0.1,57369,198.18.0.7,443,192.168.5.2,57370,120.232.217.159,2011
198.18.0.1,57394,198.18.0.178,443,192.168.5.2,57399,101.69.128.51,443
198.18.0.1,57395,198.18.0.177,443,192.168.5.2,57397,61.156.44.221,443
198.18.0.1,57377,198.18.0.19,443,192.168.5.2,57385,120.232.217.159,2011
198.18.0.1,57378,198.18.0.6,443,192.168.5.2,57392,120.232.217.159,2011
198.18.0.1,57400,198.18.0.157,443,192.168.5.2,57401,120.232.217.159,2011
198.18.0.1,57402,198.18.0.19,443,192.168.5.2,57403,120.232.217.159,2011
198.18.0.1,57406,198.18.0.9,443,192.168.5.2,57407,121.43.167.86,443
198.18.0.1,57408,198.18.0.161,443,192.168.5.2,57411,120.232.217.159,2011
198.18.0.1,57412,198.18.0.10,443,192.168.5.2,57413,120.232.217.159,2011
198.18.0.1,57414,198.18.0.10,443,192.168.5.2,57415,120.232.217.159,2011
198.18.0.1,57417,198.18.0.179,443,192.168.5.2,57419,120.232.217.159,2011
198.18.0.1,57416,198.18.0.180,443,192.168.5.2,57418,120.232.217.159,2011
198.18.0.1,57421,198.18.0.180,443,192.168.5.2,57423,120.232.217.159,2011
198.18.0.1,57420,198.18.0.179,443,192.168.5.2,57422,120.232.217.159,2011
198.18.0.1,57424,198.18.0.14,5228,192.168.5.2,57426,120.232.217.159,2011
198.18.0.1,57425,198.18.0.181,443,192.168.5.2,57427,120.232.217.159,2011
198.18.0.1,57428,198.18.0.181,443,192.168.5.2,57429,120.232.217.159,2011
198.18.0.1,57430,198.18.0.213,443,192.168.5.2,57431,120.232.217.159,2011
198.18.0.1,57432,198.18.0.11,443,192.168.5.2,57433,120.232.217.159,2011
198.18.0.1,57435,198.18.0.182,443,192.168.5.2,57436,120.232.217.159,2011
198.18.0.1,57434,198.18.0.182,443,192.168.5.2,57437,120.232.217.159,2011
198.18.0.1,57439,198.18.0.183,443,192.168.5.2,57441,120.232.217.159,2011
198.18.0.1,57438,198.18.0.183,443,192.168.5.2,57440,120.232.217.159,2011
198.18.0.1,57443,198.18.0.214,443,192.168.5.2,57446,120.232.217.159,2011
198.18.0.1,57442,198.18.0.36,443,192.168.5.2,57445,120.232.217.159,2011
198.18.0.1,57444,198.18.0.214,443,192.168.5.2,57447,120.232.217.159,2011
198.18.0.1,57448,198.18.0.27,443,192.168.5.2,57449,120.232.217.159,2011
198.18.0.1,57450,198.18.0.180,443,192.168.5.2,57451,120.232.217.159,2011
198.18.0.1,57452,198.18.0.206,443,192.168.5.2,57453,120.232.217.159,2011
198.18.0.1,57455,198.18.0.19,443,192.168.5.2,57456,120.232.217.159,2011
198.18.0.1,57459,198.18.0.216,443,192.168.5.2,57461,120.232.217.159,2011
198.18.0.1,57458,198.18.0.216,443,192.168.5.2,57460,120.232.217.159,2011
198.18.0.1,57464,198.18.0.12,443,192.168.5.2,57465,120.232.217.159,2011
198.18.0.1,57466,198.18.0.26,443,192.168.5.2,57467,120.232.217.159,2011
198.18.0.1,57468,198.18.0.27,443,192.168.5.2,57469,120.232.217.159,2011
198.18.0.1,57472,198.18.0.216,443,192.168.5.2,57473,120.232.217.159,2011
198.18.0.1,57470,198.18.0.216,443,192.168.5.2,57471,120.232.217.159,2011
198.18.0.1,57474,198.18.0.191,443,192.168.5.2,57475,120.232.217.159,2011
198.18.0.1,57478,198.18.0.12,443,192.168.5.2,57479,120.232.217.159,2011
198.18.0.1,57480,198.18.0.20,443,192.168.5.2,57481,120.232.217.159,2011
198.18.0.1,57482,198.18.0.20,443,192.168.5.2,57483,120.232.217.159,2011
198.18.0.1,57484,198.18.0.190,443,192.168.5.2,57485,120.232.217.159,2011
198.18.0.1,57486,198.18.0.6,443,192.168.5.2,57487,120.232.217.159,2011
198.18.0.1,57488,198.18.0.20,443,192.168.5.2,57489,120.232.217.159,2011
198.18.0.1,57490,198.18.0.193,443,192.168.5.2,57491,120.232.217.159,2011
198.18.0.1,57492,198.18.0.216,443,192.168.5.2,57493,120.232.217.159,2011
198.18.0.1,57494,198.18.0.216,443,192.168.5.2,57495,120.232.217.159,2011
198.18.0.1,57496,198.18.0.194,443,192.168.5.2,57497,120.232.217.159,2011
198.18.0.1,57500,198.18.0.217,443,192.168.5.2,57503,120.232.217.159,2011
198.18.0.1,57501,198.18.0.217,443,192.168.5.2,57502,120.232.217.159,2011
198.18.0.1,57504,198.18.0.19,443,192.168.5.2,57505,120.232.217.159,2011
198.18.0.1,57507,198.18.0.217,443,192.168.5.2,57509,120.232.217.159,2011
198.18.0.1,57506,198.18.0.217,443,192.168.5.2,57508,120.232.217.159,2011
198.18.0.1,57510,198.18.0.217,443,192.168.5.2,57511,120.232.217.159,2011
198.18.0.1,57512,198.18.0.217,443,192.168.5.2,57513,120.232.217.159,2011
198.18.0.1,57520,198.18.0.78,443,192.168.5.2,57521,120.232.217.159,2011
198.18.0.1,57545,198.18.0.175,443,192.168.5.2,57546,120.232.217.159,2011
198.18.0.1,57547,198.18.0.180,443,192.168.5.2,57548,120.232.217.159,2011
198.18.0.1,57550,198.18.0.78,443,192.168.5.2,57551,120.232.217.159,2011
198.18.0.1,57556,198.18.0.19,443,192.168.5.2,57560,120.232.217.159,2011
198.18.0.1,57559,198.18.0.42,443,192.168.5.2,57562,120.232.217.159,2011
198.18.0.1,57558,198.18.0.42,443,192.168.5.2,57563,120.232.217.159,2011
198.18.0.1,57557,198.18.0.42,443,192.168.5.2,57561,120.232.217.159,2011
198.18.0.1,57564,198.18.0.42,443,192.168.5.2,57565,120.232.217.159,2011
198.18.0.1,57606,198.18.0.19,443,192.168.5.2,57607,221.5.100.174,2011
198.18.0.1,57608,198.18.0.220,443,192.168.5.2,57609,221.5.100.174,2011
198.18.0.1,57616,198.18.0.42,443,192.168.5.2,57617,221.5.100.174,2011
198.18.0.1,57618,198.18.0.197,443,192.168.5.2,57619,221.5.100.174,2011
198.18.0.1,57679,198.18.0.221,443,192.168.5.2,57680,221.5.100.174,2011
