inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,61408,198.18.0.28,443,192.168.5.2,61409,221.5.100.174,2011
198.18.0.1,61407,198.18.0.28,443,192.168.5.2,61410,221.5.100.174,2011
198.18.0.1,61411,198.18.0.31,443,192.168.5.2,61412,221.5.100.174,2011
198.18.0.1,61413,198.18.0.30,443,192.168.5.2,61414,221.5.100.174,2011
198.18.0.1,61415,198.18.0.34,443,192.168.5.2,61416,221.5.100.174,2011
198.18.0.1,61417,198.18.0.33,443,192.168.5.2,61420,221.5.100.174,2011
198.18.0.1,61418,198.18.0.32,443,192.168.5.2,61419,221.5.100.174,2011
198.18.0.1,61423,198.18.0.86,443,192.168.5.2,61427,221.5.100.174,2011
198.18.0.1,61421,198.18.0.32,443,192.168.5.2,61425,221.5.100.174,2011
198.18.0.1,61424,198.18.0.86,443,192.168.5.2,61428,221.5.100.174,2011
198.18.0.1,61422,198.18.0.86,443,192.168.5.2,61426,221.5.100.174,2011
198.18.0.1,61429,198.18.0.35,443,192.168.5.2,61430,221.5.100.174,2011
198.18.0.1,61431,198.18.0.36,443,192.168.5.2,61432,221.5.100.174,2011
198.18.0.1,61434,198.18.0.37,443,192.168.5.2,61435,221.5.100.174,2011
198.18.0.1,61433,198.18.0.37,443,192.168.5.2,61436,221.5.100.174,2011
198.18.0.1,61437,198.18.0.37,443,192.168.5.2,61438,221.5.100.174,2011
198.18.0.1,61439,198.18.0.38,443,192.168.5.2,61440,221.5.100.174,2011
198.18.0.1,61443,198.18.0.40,443,192.168.5.2,61444,221.5.100.174,2011
198.18.0.1,61441,198.18.0.39,443,192.168.5.2,61442,221.5.100.174,2011
198.18.0.1,61445,198.18.0.35,443,192.168.5.2,61446,221.5.100.174,2011
198.18.0.1,61447,198.18.0.37,443,192.168.5.2,61448,221.5.100.174,2011
198.18.0.1,61449,198.18.0.40,443,192.168.5.2,61450,221.5.100.174,2011
198.18.0.1,61451,198.18.0.39,443,192.168.5.2,61452,221.5.100.174,2011
198.18.0.1,61453,198.18.0.11,443,192.168.5.2,61454,221.5.100.174,2011
198.18.0.1,61455,198.18.0.41,443,192.168.5.2,61456,221.5.100.174,2011
198.18.0.1,61457,198.18.0.42,443,192.168.5.2,61458,221.5.100.174,2011
198.18.0.1,61459,198.18.0.41,443,192.168.5.2,61460,221.5.100.174,2011
198.18.0.1,61461,198.18.0.43,443,192.168.5.2,61462,221.5.100.174,2011
198.18.0.1,61463,198.18.0.43,443,192.168.5.2,61464,221.5.100.174,2011
198.18.0.1,61465,198.18.0.34,443,192.168.5.2,61466,221.5.100.174,2011
198.18.0.1,61467,198.18.0.107,443,192.168.5.2,61468,221.5.100.174,2011
198.18.0.1,61475,198.18.0.108,443,192.168.5.2,61476,221.5.100.174,2011
198.18.0.1,61477,198.18.0.108,443,192.168.5.2,61478,221.5.100.174,2011
198.18.0.1,61479,198.18.0.32,443,192.168.5.2,61480,221.5.100.174,2011
198.18.0.1,61481,198.18.0.45,443,192.168.5.2,61482,221.5.100.174,2011
198.18.0.1,61483,198.18.0.46,443,192.168.5.2,61484,221.5.100.174,2011
198.18.0.1,61485,198.18.0.47,443,192.168.5.2,61486,221.5.100.174,2011
198.18.0.1,61487,198.18.0.44,443,192.168.5.2,61488,221.5.100.174,2011
198.18.0.1,61489,198.18.0.48,443,192.168.5.2,61490,221.5.100.174,2011
198.18.0.1,61491,198.18.0.48,443,192.168.5.2,61492,221.5.100.174,2011
198.18.0.1,61497,198.18.0.19,443,192.168.5.2,61498,221.5.100.174,2011
