inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,61329,198.18.0.9,443,192.168.5.2,61330,221.5.100.174,2011
198.18.0.1,61331,198.18.0.12,443,192.168.5.2,61341,112.82.180.41,443
198.18.0.1,61334,198.18.0.12,443,192.168.5.2,61345,112.82.180.41,443
198.18.0.1,61333,198.18.0.12,443,192.168.5.2,61348,112.82.180.41,443
198.18.0.1,61332,198.18.0.12,443,192.168.5.2,61343,112.82.180.41,443
198.18.0.1,61338,198.18.0.12,443,192.168.5.2,61353,112.82.180.41,443
198.18.0.1,61335,198.18.0.12,443,192.168.5.2,61349,112.82.180.41,443
198.18.0.1,61357,198.18.0.13,443,192.168.5.2,61361,61.156.44.221,443
198.18.0.1,61356,198.18.0.14,443,192.168.5.2,61359,222.134.1.28,443
198.18.0.1,61355,198.18.0.14,443,192.168.5.2,61358,222.134.1.28,443
198.18.0.1,61362,198.18.0.12,443,192.168.5.2,61364,112.82.180.41,443
198.18.0.1,61336,198.18.0.10,443,192.168.5.2,61346,221.5.100.174,2011
198.18.0.1,61337,198.18.0.15,443,192.168.5.2,61351,221.5.100.174,2011
198.18.0.1,61339,198.18.0.11,443,192.168.5.2,61354,221.5.100.174,2011
198.18.0.1,61365,198.18.0.16,443,192.168.5.2,61366,221.5.100.174,2011
198.18.0.1,61367,198.18.0.10,443,192.168.5.2,61368,221.5.100.174,2011
198.18.0.1,61371,198.18.0.18,443,192.168.5.2,61372,121.43.167.86,443
198.18.0.1,61375,198.18.0.72,443,192.168.5.2,61376,221.5.100.174,2011
198.18.0.1,61377,198.18.0.20,443,192.168.5.2,61378,221.5.100.174,2011
198.18.0.1,61379,198.18.0.20,443,192.168.5.2,61380,221.5.100.174,2011
198.18.0.1,61381,198.18.0.21,443,192.168.5.2,61383,221.5.100.174,2011
198.18.0.1,61382,198.18.0.22,443,192.168.5.2,61384,221.5.100.174,2011
198.18.0.1,61386,198.18.0.22,443,192.168.5.2,61388,221.5.100.174,2011
198.18.0.1,61385,198.18.0.21,443,192.168.5.2,61387,221.5.100.174,2011
198.18.0.1,61389,198.18.0.23,5228,192.168.5.2,61391,221.5.100.174,2011
198.18.0.1,61390,198.18.0.24,443,192.168.5.2,61392,221.5.100.174,2011
198.18.0.1,61393,198.18.0.24,443,192.168.5.2,61396,221.5.100.174,2011
198.18.0.1,61394,198.18.0.21,443,192.168.5.2,61397,221.5.100.174,2011
198.18.0.1,61395,198.18.0.22,443,192.168.5.2,61398,221.5.100.174,2011
198.18.0.1,61403,198.18.0.10,443,192.168.5.2,61404,221.5.100.174,2011
198.18.0.1,61405,198.18.0.27,443,192.168.5.2,61406,221.5.100.174,2011
