inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,60939,198.18.0.92,443,192.168.5.2,60941,221.5.100.174,2011
198.18.0.1,60944,198.18.0.106,443,192.168.5.2,60946,221.5.100.174,2011
198.18.0.1,60953,198.18.0.111,443,192.168.5.2,60954,221.5.100.174,2011
198.18.0.1,60955,198.18.0.91,443,192.168.5.2,60957,221.5.100.174,2011
198.18.0.1,60956,198.18.0.110,443,192.168.5.2,60958,221.5.100.174,2011
198.18.0.1,60959,198.18.1.25,443,192.168.5.2,60960,221.5.100.174,2011
198.18.0.1,60961,198.18.0.115,443,192.168.5.2,60962,221.5.100.174,2011
198.18.0.1,60963,198.18.0.115,443,192.168.5.2,60964,221.5.100.174,2011
198.18.0.1,60965,198.18.0.115,443,192.168.5.2,60966,221.5.100.174,2011
198.18.0.1,60972,198.18.0.135,443,192.168.5.2,60973,221.5.100.174,2011
198.18.0.1,60971,198.18.1.26,443,192.168.5.2,60974,221.5.100.174,2011
198.18.0.1,60975,198.18.0.135,443,192.168.5.2,60976,221.5.100.174,2011
198.18.0.1,60978,198.18.1.27,443,192.168.5.2,60982,221.5.100.174,2011
198.18.0.1,60983,198.18.1.28,443,192.168.5.2,60984,221.5.100.174,2011
198.18.0.1,60987,198.18.1.29,443,192.168.5.2,60988,221.5.100.174,2011
198.18.0.1,60989,198.18.0.122,443,192.168.5.2,60990,221.5.100.174,2011
198.18.0.1,60991,198.18.0.124,443,192.168.5.2,60992,221.5.100.174,2011
198.18.0.1,60993,198.18.1.30,443,192.168.5.2,60996,221.5.100.174,2011
198.18.0.1,60997,198.18.1.31,443,192.168.5.2,60998,221.5.100.174,2011
198.18.0.1,60999,198.18.1.30,443,192.168.5.2,61000,221.5.100.174,2011
198.18.0.1,61003,198.18.1.32,443,192.168.5.2,61004,221.5.100.174,2011
198.18.0.1,61007,198.18.0.120,443,192.168.5.2,61008,120.232.217.159,2011
198.18.0.1,61009,198.18.1.15,443,192.168.5.2,61010,120.232.217.159,2011
198.18.0.1,61011,198.18.0.106,443,192.168.5.2,61012,120.232.217.159,2011
198.18.0.1,61013,198.18.0.78,443,192.168.5.2,61014,120.232.217.159,2011
198.18.0.1,61038,198.18.0.175,443,192.168.5.2,61039,120.232.217.159,2011
198.18.0.1,61040,198.18.0.180,443,192.168.5.2,61041,120.232.217.159,2011
198.18.0.1,61044,198.18.0.78,443,192.168.5.2,61045,120.232.217.159,2011
198.18.0.1,61050,198.18.0.42,443,192.168.5.2,61053,120.232.217.159,2011
198.18.0.1,61051,198.18.0.42,443,192.168.5.2,61054,120.232.217.159,2011
198.18.0.1,61052,198.18.0.42,443,192.168.5.2,61055,120.232.217.159,2011
198.18.0.1,61120,198.18.0.197,443,192.168.5.2,61121,120.232.217.159,2011
