inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,63547,198.18.0.49,443,192.168.5.2,63549,120.232.217.159,2011
198.18.0.1,63550,198.18.0.122,443,192.168.5.2,63551,120.232.217.159,2011
198.18.0.1,63556,198.18.0.148,443,192.168.5.2,63560,112.21.164.39,443
198.18.0.1,63561,198.18.0.148,443,192.168.5.2,63563,112.21.164.39,443
198.18.0.1,63569,198.18.0.22,443,192.168.5.2,63571,103.166.52.49,2011
198.18.0.1,63568,198.18.0.21,443,192.168.5.2,63570,103.166.52.49,2011
198.18.0.1,63572,198.18.0.21,443,192.168.5.2,63574,103.166.52.49,2011
198.18.0.1,63573,198.18.0.22,443,192.168.5.2,63575,103.166.52.49,2011
198.18.0.1,63576,198.18.0.23,5228,192.168.5.2,63578,103.166.52.49,2011
198.18.0.1,63577,198.18.0.24,443,192.168.5.2,63579,103.166.52.49,2011
198.18.0.1,63582,198.18.0.114,443,192.168.5.2,63583,103.166.52.49,2011
198.18.0.1,63585,198.18.0.166,443,192.168.5.2,63586,103.166.52.49,2011
198.18.0.1,63584,198.18.0.166,443,192.168.5.2,63587,103.166.52.49,2011
198.18.0.1,63588,198.18.0.115,443,192.168.5.2,63589,103.166.52.49,2011
198.18.0.1,63590,198.18.0.11,443,192.168.5.2,63591,103.166.52.49,2011
198.18.0.1,63594,198.18.0.49,443,192.168.5.2,63595,103.166.52.49,2011
198.18.0.1,63596,198.18.0.41,443,192.168.5.2,63597,103.166.52.49,2011
198.18.0.1,63600,198.18.0.19,443,192.168.5.2,63601,103.166.52.49,2011
198.18.0.1,63616,198.18.0.24,443,192.168.5.2,63617,103.166.52.49,2011
198.18.0.1,63630,198.18.0.9,443,192.168.5.2,63631,103.166.52.49,2011
198.18.0.1,63632,198.18.0.22,443,192.168.5.2,63633,103.166.52.49,2011
198.18.0.1,63634,198.18.0.19,443,192.168.5.2,63635,103.166.52.49,2011
198.18.0.1,63644,198.18.0.63,443,192.168.5.2,63646,103.166.52.49,2011
198.18.0.1,63645,198.18.0.63,443,192.168.5.2,63647,103.166.52.49,2011
198.18.0.1,63648,198.18.0.10,443,192.168.5.2,63649,103.166.52.49,2011
198.18.0.1,63650,198.18.0.11,443,192.168.5.2,63651,103.166.52.49,2011
198.18.0.1,63654,198.18.0.63,443,192.168.5.2,63655,103.166.52.49,2011
198.18.0.1,63664,198.18.0.167,443,192.168.5.2,63665,221.5.100.174,2011
198.18.0.1,63666,198.18.0.142,443,192.168.5.2,63667,120.232.217.159,2011
198.18.0.1,63672,198.18.0.139,443,192.168.5.2,63673,120.232.217.159,2011
198.18.0.1,63690,198.18.0.11,443,192.168.5.2,63691,120.232.217.159,2011
198.18.0.1,63692,198.18.0.10,443,192.168.5.2,63693,120.232.217.159,2011
198.18.0.1,63694,198.18.0.167,443,192.168.5.2,63695,120.232.217.159,2011
198.18.0.1,63696,198.18.0.63,443,192.168.5.2,63697,120.232.217.159,2011
198.18.0.1,63766,198.18.0.168,443,192.168.5.2,63767,221.5.100.174,2011
198.18.0.1,63802,198.18.0.23,5228,192.168.5.2,63803,103.216.253.85,2011
198.18.0.1,63804,198.18.0.36,443,192.168.5.2,63805,120.232.217.159,2011
