inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,56844,198.18.0.175,443,192.168.5.2,56845,120.232.217.159,2011
198.18.0.1,56861,198.18.0.176,443,192.168.5.2,56870,112.82.180.41,443
198.18.0.1,56862,198.18.0.176,443,192.168.5.2,56876,112.82.180.41,443
198.18.0.1,56863,198.18.0.176,443,192.168.5.2,56873,112.82.180.41,443
198.18.0.1,56860,198.18.0.176,443,192.168.5.2,56871,112.82.180.41,443
198.18.0.1,56859,198.18.0.176,443,192.168.5.2,56867,112.82.180.41,443
198.18.0.1,56858,198.18.0.176,443,192.168.5.2,56866,112.82.180.41,443
198.18.0.1,56854,198.18.0.7,443,192.168.5.2,56855,120.232.217.159,2011
198.18.0.1,56880,198.18.0.178,443,192.168.5.2,56884,101.69.128.53,443
198.18.0.1,56879,198.18.0.178,443,192.168.5.2,56881,101.69.128.53,443
198.18.0.1,56878,198.18.0.177,443,192.168.5.2,56883,61.156.44.221,443
198.18.0.1,56864,198.18.0.19,443,192.168.5.2,56877,120.232.217.159,2011
198.18.0.1,56856,198.18.0.6,443,192.168.5.2,56857,120.232.217.159,2011
198.18.0.1,56886,198.18.0.176,443,192.168.5.2,56890,112.82.180.41,443
198.18.0.1,56885,198.18.0.176,443,192.168.5.2,56888,112.82.180.41,443
198.18.0.1,56891,198.18.0.19,443,192.168.5.2,56892,120.232.217.159,2011
198.18.0.1,56893,198.18.0.157,443,192.168.5.2,56894,120.232.217.159,2011
198.18.0.1,56899,198.18.0.9,443,192.168.5.2,56900,121.43.167.86,443
198.18.0.1,56897,198.18.0.161,443,192.168.5.2,56898,120.232.217.159,2011
198.18.0.1,56903,198.18.0.9,443,192.168.5.2,56904,121.43.167.86,443
198.18.0.1,56905,198.18.0.9,443,192.168.5.2,56906,121.43.167.86,443
198.18.0.1,56907,198.18.0.10,443,192.168.5.2,56908,120.232.217.159,2011
198.18.0.1,56909,198.18.0.10,443,192.168.5.2,56910,120.232.217.159,2011
198.18.0.1,56911,198.18.0.180,443,192.168.5.2,56913,120.232.217.159,2011
198.18.0.1,56912,198.18.0.179,443,192.168.5.2,56914,120.232.217.159,2011
198.18.0.1,56916,198.18.0.180,443,192.168.5.2,56917,120.232.217.159,2011
