inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,56404,198.18.0.182,443,192.168.5.2,56405,120.232.217.159,2011
198.18.0.1,56402,198.18.0.11,443,192.168.5.2,56403,120.232.217.159,2011
198.18.0.1,56406,198.18.0.182,443,192.168.5.2,56407,120.232.217.159,2011
198.18.0.1,56408,198.18.0.183,443,192.168.5.2,56409,120.232.217.159,2011
198.18.0.1,56410,198.18.0.183,443,192.168.5.2,56411,120.232.217.159,2011
198.18.0.1,56415,198.18.0.184,443,192.168.5.2,56417,120.232.217.159,2011
198.18.0.1,56412,198.18.0.36,443,192.168.5.2,56413,120.232.217.159,2011
198.18.0.1,56414,198.18.0.184,443,192.168.5.2,56416,120.232.217.159,2011
198.18.0.1,56418,198.18.0.27,443,192.168.5.2,56419,120.232.217.159,2011
198.18.0.1,56422,198.18.0.19,443,192.168.5.2,56423,120.232.217.159,2011
198.18.0.1,56424,198.18.0.185,443,192.168.5.2,56425,120.232.217.159,2011
198.18.0.1,56426,198.18.0.187,443,192.168.5.2,56427,120.232.217.159,2011
198.18.0.1,56430,198.18.0.12,443,192.168.5.2,56431,120.232.217.159,2011
198.18.0.1,56433,198.18.0.188,443,192.168.5.2,56435,120.232.217.159,2011
198.18.0.1,56432,198.18.0.188,443,192.168.5.2,56434,120.232.217.159,2011
198.18.0.1,56438,198.18.0.190,443,192.168.5.2,56439,120.232.217.159,2011
198.18.0.1,56440,198.18.0.19,443,192.168.5.2,56441,120.232.217.159,2011
198.18.0.1,56442,198.18.0.191,443,192.168.5.2,56444,120.232.217.159,2011
198.18.0.1,56446,198.18.0.188,443,192.168.5.2,56447,120.232.217.159,2011
198.18.0.1,56448,198.18.0.188,443,192.168.5.2,56449,120.232.217.159,2011
198.18.0.1,56436,198.18.0.26,443,192.168.5.2,56437,120.232.217.159,2011
198.18.0.1,56450,198.18.0.27,443,192.168.5.2,56451,120.232.217.159,2011
198.18.0.1,56454,198.18.0.20,443,192.168.5.2,56455,120.232.217.159,2011
198.18.0.1,56456,198.18.0.20,443,192.168.5.2,56457,120.232.217.159,2011
198.18.0.1,56458,198.18.0.6,443,192.168.5.2,56459,120.232.217.159,2011
198.18.0.1,56460,198.18.0.20,443,192.168.5.2,56461,120.232.217.159,2011
198.18.0.1,56462,198.18.0.12,443,192.168.5.2,56463,120.232.217.159,2011
198.18.0.1,56464,198.18.0.193,443,192.168.5.2,56466,120.232.217.159,2011
198.18.0.1,56465,198.18.0.194,443,192.168.5.2,56467,120.232.217.159,2011
198.18.0.1,56468,198.18.0.188,443,192.168.5.2,56469,120.232.217.159,2011
198.18.0.1,56470,198.18.0.188,443,192.168.5.2,56471,120.232.217.159,2011
198.18.0.1,56473,198.18.0.195,443,192.168.5.2,56481,119.188.204.71,443
198.18.0.1,56475,198.18.0.195,443,192.168.5.2,56480,119.188.204.71,443
198.18.0.1,56491,198.18.0.78,443,192.168.5.2,56492,120.232.217.159,2011
198.18.0.1,56497,198.18.0.157,443,192.168.5.2,56498,120.232.217.159,2011
198.18.0.1,56522,198.18.0.175,443,192.168.5.2,56523,120.232.217.159,2011
198.18.0.1,56524,198.18.0.180,443,192.168.5.2,56525,120.232.217.159,2011
198.18.0.1,56528,198.18.0.78,443,192.168.5.2,56529,120.232.217.159,2011
198.18.0.1,56534,198.18.0.175,443,192.168.5.2,56535,120.232.217.159,2011
198.18.0.1,56536,198.18.0.185,443,192.168.5.2,56537,120.232.217.159,2011
198.18.0.1,56545,198.18.0.42,443,192.168.5.2,56553,120.232.217.159,2011
198.18.0.1,56543,198.18.0.42,443,192.168.5.2,56551,120.232.217.159,2011
198.18.0.1,56544,198.18.0.42,443,192.168.5.2,56552,120.232.217.159,2011
198.18.0.1,56542,198.18.0.42,443,192.168.5.2,56550,120.232.217.159,2011
198.18.0.1,56541,198.18.0.42,443,192.168.5.2,56549,120.232.217.159,2011
198.18.0.1,56546,198.18.0.42,443,192.168.5.2,56554,120.232.217.159,2011
198.18.0.1,56547,198.18.0.42,443,192.168.5.2,56555,120.232.217.159,2011
198.18.0.1,56540,198.18.0.19,443,192.168.5.2,56548,120.232.217.159,2011
198.18.0.1,56560,198.18.0.181,443,192.168.5.2,56561,120.232.217.159,2011
198.18.0.1,56562,198.18.0.182,443,192.168.5.2,56563,120.232.217.159,2011
198.18.0.1,56594,198.18.0.197,443,192.168.5.2,56595,120.232.217.159,2011
198.18.0.1,56617,198.18.0.20,443,192.168.5.2,56618,120.232.217.159,2011
198.18.0.1,56628,198.18.0.198,443,192.168.5.2,56629,120.232.217.159,2011
198.18.0.1,56636,198.18.0.48,443,192.168.5.2,56637,183.240.139.64,2011
198.18.0.1,56651,198.18.0.49,443,192.168.5.2,56652,221.5.100.174,2011
198.18.0.1,56653,198.18.0.199,443,192.168.5.2,56654,221.5.100.174,2011
198.18.0.1,56677,198.18.0.187,443,192.168.5.2,56678,221.5.100.174,2011
198.18.0.1,56679,198.18.0.183,443,192.168.5.2,56680,221.5.100.174,2011
198.18.0.1,56681,198.18.0.12,443,192.168.5.2,56682,221.5.100.174,2011
198.18.0.1,56685,198.18.0.195,443,192.168.5.2,56689,119.188.204.71,443
