inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,56325,198.18.0.175,443,192.168.5.2,56326,120.232.217.159,2011
198.18.0.1,56327,198.18.0.7,443,192.168.5.2,56328,120.232.217.159,2011
198.18.0.1,56331,198.18.0.176,443,192.168.5.2,56345,112.82.180.41,443
198.18.0.1,56330,198.18.0.176,443,192.168.5.2,56351,112.82.180.41,443
198.18.0.1,56334,198.18.0.176,443,192.168.5.2,56341,112.82.180.41,443
198.18.0.1,56329,198.18.0.176,443,192.168.5.2,56347,112.82.180.41,443
198.18.0.1,56333,198.18.0.176,443,192.168.5.2,56348,112.82.180.41,443
198.18.0.1,56332,198.18.0.176,443,192.168.5.2,56342,112.82.180.41,443
198.18.0.1,56335,198.18.0.6,443,192.168.5.2,56336,120.232.217.159,2011
198.18.0.1,56337,198.18.0.177,443,192.168.5.2,56352,61.156.44.221,443
198.18.0.1,56354,198.18.0.176,443,192.168.5.2,56356,112.82.180.41,443
198.18.0.1,56339,198.18.0.178,443,192.168.5.2,56358,101.69.128.53,443
198.18.0.1,56338,198.18.0.178,443,192.168.5.2,56357,101.69.128.53,443
198.18.0.1,56359,198.18.0.19,443,192.168.5.2,56360,120.232.217.159,2011
198.18.0.1,56361,198.18.0.157,443,192.168.5.2,56362,120.232.217.159,2011
198.18.0.1,56363,198.18.0.78,443,192.168.5.2,56364,120.232.217.159,2011
198.18.0.1,56367,198.18.0.9,443,192.168.5.2,56368,121.43.167.86,443
198.18.0.1,56369,198.18.0.19,443,192.168.5.2,56370,120.232.217.159,2011
198.18.0.1,56372,198.18.0.161,443,192.168.5.2,56374,120.232.217.159,2011
198.18.0.1,56376,198.18.0.10,443,192.168.5.2,56377,120.232.217.159,2011
198.18.0.1,56378,198.18.0.10,443,192.168.5.2,56379,120.232.217.159,2011
198.18.0.1,56384,198.18.0.179,443,192.168.5.2,56386,120.232.217.159,2011
198.18.0.1,56385,198.18.0.180,443,192.168.5.2,56387,120.232.217.159,2011
198.18.0.1,56389,198.18.0.180,443,192.168.5.2,56391,120.232.217.159,2011
198.18.0.1,56388,198.18.0.179,443,192.168.5.2,56390,120.232.217.159,2011
198.18.0.1,56392,198.18.0.14,5228,192.168.5.2,56395,120.232.217.159,2011
198.18.0.1,56394,198.18.0.181,443,192.168.5.2,56397,120.232.217.159,2011
198.18.0.1,56393,198.18.0.181,443,192.168.5.2,56396,120.232.217.159,2011
198.18.0.1,56398,198.18.0.181,443,192.168.5.2,56401,120.232.217.159,2011
198.18.0.1,56399,198.18.0.181,443,192.168.5.2,56400,120.232.217.159,2011
