inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,50375,198.18.0.9,443,192.168.5.2,50376,221.5.100.174,2011
198.18.0.1,50381,198.18.0.12,443,192.168.5.2,50392,112.82.180.41,443
198.18.0.1,50382,198.18.0.12,443,192.168.5.2,50394,112.82.180.41,443
198.18.0.1,50379,198.18.0.12,443,192.168.5.2,50390,112.82.180.41,443
198.18.0.1,50383,198.18.0.12,443,192.168.5.2,50395,112.82.180.41,443
198.18.0.1,50384,198.18.0.12,443,192.168.5.2,50398,112.82.180.41,443
198.18.0.1,50377,198.18.0.12,443,192.168.5.2,50388,112.82.180.41,443
198.18.0.1,50400,198.18.0.14,443,192.168.5.2,50403,101.69.128.51,443
198.18.0.1,50397,198.18.0.13,443,192.168.5.2,50402,61.156.44.221,443
198.18.0.1,50378,198.18.0.10,443,192.168.5.2,50385,221.5.100.174,2011
198.18.0.1,50380,198.18.0.11,443,192.168.5.2,50386,221.5.100.174,2011
198.18.0.1,50404,198.18.0.14,443,192.168.5.2,50405,101.69.128.51,443
198.18.0.1,50406,198.18.0.15,443,192.168.5.2,50407,221.5.100.174,2011
198.18.0.1,50408,198.18.0.16,443,192.168.5.2,50409,221.5.100.174,2011
198.18.0.1,50410,198.18.0.10,443,192.168.5.2,50411,221.5.100.174,2011
198.18.0.1,50412,198.18.0.18,443,192.168.5.2,50413,121.43.167.86,443
198.18.0.1,50417,198.18.0.18,443,192.168.5.2,50419,121.43.167.86,443
198.18.0.1,50416,198.18.0.19,443,192.168.5.2,50418,221.5.100.174,2011
198.18.0.1,50421,198.18.0.72,443,192.168.5.2,50423,221.5.100.174,2011
198.18.0.1,50424,198.18.0.20,443,192.168.5.2,50425,221.5.100.174,2011
198.18.0.1,50426,198.18.0.20,443,192.168.5.2,50427,221.5.100.174,2011
198.18.0.1,50432,198.18.0.27,443,192.168.5.2,50433,221.5.100.174,2011
198.18.0.1,50434,198.18.1.4,443,192.168.5.2,50437,221.5.100.174,2011
198.18.0.1,50435,198.18.1.4,443,192.168.5.2,50436,221.5.100.174,2011
198.18.0.1,50438,198.18.0.33,443,192.168.5.2,50439,221.5.100.174,2011
198.18.0.1,50440,198.18.0.34,443,192.168.5.2,50441,221.5.100.174,2011
198.18.0.1,50442,198.18.0.32,443,192.168.5.2,50443,221.5.100.174,2011
198.18.0.1,50444,198.18.0.72,443,192.168.5.2,50445,221.5.100.174,2011
198.18.0.1,50446,198.18.0.41,443,192.168.5.2,50447,221.5.100.174,2011
198.18.0.1,50448,198.18.0.36,443,192.168.5.2,50449,221.5.100.174,2011
198.18.0.1,50450,198.18.0.38,443,192.168.5.2,50451,221.5.100.174,2011
198.18.0.1,50452,198.18.0.41,443,192.168.5.2,50453,221.5.100.174,2011
198.18.0.1,50454,198.18.0.21,443,192.168.5.2,50457,221.5.100.174,2011
198.18.0.1,50455,198.18.0.22,443,192.168.5.2,50456,221.5.100.174,2011
198.18.0.1,50458,198.18.0.21,443,192.168.5.2,50460,221.5.100.174,2011
198.18.0.1,50459,198.18.0.22,443,192.168.5.2,50461,221.5.100.174,2011
198.18.0.1,50462,198.18.0.23,5228,192.168.5.2,50464,221.5.100.174,2011
198.18.0.1,50463,198.18.0.24,443,192.168.5.2,50465,221.5.100.174,2011
198.18.0.1,50466,198.18.0.24,443,192.168.5.2,50467,221.5.100.174,2011
198.18.0.1,50468,198.18.0.10,443,192.168.5.2,50469,221.5.100.174,2011
198.18.0.1,50471,198.18.0.80,443,192.168.5.2,50472,221.5.100.174,2011
198.18.0.1,50470,198.18.0.16,443,192.168.5.2,50473,221.5.100.174,2011
