inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,50474,198.18.0.27,443,192.168.5.2,50475,221.5.100.174,2011
198.18.0.1,50476,198.18.1.4,443,192.168.5.2,50477,221.5.100.174,2011
198.18.0.1,50478,198.18.0.19,443,192.168.5.2,50479,221.5.100.174,2011
198.18.0.1,50480,198.18.0.72,443,192.168.5.2,50481,221.5.100.174,2011
198.18.0.1,50482,198.18.0.85,443,192.168.5.2,50483,221.5.100.174,2011
198.18.0.1,50484,198.18.0.41,443,192.168.5.2,50485,221.5.100.174,2011
198.18.0.1,50486,198.18.0.32,443,192.168.5.2,50487,221.5.100.174,2011
198.18.0.1,50488,198.18.0.36,443,192.168.5.2,50489,221.5.100.174,2011
198.18.0.1,50490,198.18.0.33,443,192.168.5.2,50492,221.5.100.174,2011
198.18.0.1,50491,198.18.0.34,443,192.168.5.2,50493,221.5.100.174,2011
198.18.0.1,50494,198.18.0.38,443,192.168.5.2,50495,221.5.100.174,2011
198.18.0.1,50496,198.18.0.11,443,192.168.5.2,50497,221.5.100.174,2011
198.18.0.1,50498,198.18.0.34,443,192.168.5.2,50499,221.5.100.174,2011
198.18.0.1,50504,198.18.0.39,443,192.168.5.2,50506,221.5.100.174,2011
198.18.0.1,50505,198.18.0.30,443,192.168.5.2,50507,221.5.100.174,2011
198.18.0.1,50508,198.18.0.40,443,192.168.5.2,50509,221.5.100.174,2011
198.18.0.1,50510,198.18.0.40,443,192.168.5.2,50511,221.5.100.174,2011
198.18.0.1,50512,198.18.0.39,443,192.168.5.2,50513,221.5.100.174,2011
198.18.0.1,50514,198.18.0.41,443,192.168.5.2,50515,221.5.100.174,2011
198.18.0.1,50516,198.18.1.5,443,192.168.5.2,50517,221.5.100.174,2011
198.18.0.1,50518,198.18.0.43,443,192.168.5.2,50519,221.5.100.174,2011
198.18.0.1,50520,198.18.1.5,443,192.168.5.2,50521,221.5.100.174,2011
198.18.0.1,50522,198.18.0.43,443,192.168.5.2,50523,221.5.100.174,2011
198.18.0.1,50524,198.18.0.48,443,192.168.5.2,50525,221.5.100.174,2011
198.18.0.1,50526,198.18.1.6,443,192.168.5.2,50527,221.5.100.174,2011
198.18.0.1,50528,198.18.0.110,443,192.168.5.2,50529,221.5.100.174,2011
198.18.0.1,50530,198.18.0.111,443,192.168.5.2,50531,221.5.100.174,2011
198.18.0.1,50532,198.18.0.47,443,192.168.5.2,50533,221.5.100.174,2011
198.18.0.1,50534,198.18.0.48,443,192.168.5.2,50535,221.5.100.174,2011
198.18.0.1,50537,198.18.0.110,443,192.168.5.2,50540,221.5.100.174,2011
198.18.0.1,50538,198.18.1.6,443,192.168.5.2,50541,221.5.100.174,2011
198.18.0.1,50536,198.18.0.111,443,192.168.5.2,50539,221.5.100.174,2011
198.18.0.1,50542,198.18.0.31,443,192.168.5.2,50543,221.5.100.174,2011
198.18.0.1,50544,198.18.1.7,443,192.168.5.2,50545,221.5.100.174,2011
198.18.0.1,50546,198.18.1.7,443,192.168.5.2,50547,221.5.100.174,2011
198.18.0.1,50548,198.18.1.8,443,192.168.5.2,50549,221.5.100.174,2011
198.18.0.1,50550,198.18.0.44,443,192.168.5.2,50551,221.5.100.174,2011
198.18.0.1,50560,198.18.0.32,443,192.168.5.2,50561,221.5.100.174,2011
198.18.0.1,50562,198.18.0.36,443,192.168.5.2,50563,221.5.100.174,2011
198.18.0.1,50587,198.18.0.38,443,192.168.5.2,50588,221.5.100.174,2011
198.18.0.1,50597,198.18.0.9,443,192.168.5.2,50598,120.232.217.159,2011
198.18.0.1,50599,198.18.0.22,443,192.168.5.2,50600,221.5.100.174,2011
198.18.0.1,50609,198.18.0.19,443,192.168.5.2,50610,221.5.100.174,2011
198.18.0.1,50611,198.18.0.10,443,192.168.5.2,50612,221.5.100.174,2011
198.18.0.1,50617,198.18.0.86,443,192.168.5.2,50618,221.5.100.174,2011
198.18.0.1,50619,198.18.1.4,443,192.168.5.2,50620,221.5.100.174,2011
198.18.0.1,50621,198.18.0.63,443,192.168.5.2,50622,221.5.100.174,2011
198.18.0.1,50623,198.18.0.28,443,192.168.5.2,50624,221.5.100.174,2011
198.18.0.1,50625,198.18.0.35,443,192.168.5.2,50626,221.5.100.174,2011
198.18.0.1,50627,198.18.0.35,443,192.168.5.2,50628,221.5.100.174,2011
198.18.0.1,50631,198.18.1.13,443,192.168.5.2,50633,221.5.100.174,2011
198.18.0.1,50632,198.18.0.63,443,192.168.5.2,50634,221.5.100.174,2011
