inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,52644,198.18.0.7,443,192.168.5.2,52645,120.232.217.159,2011
198.18.0.1,52661,198.18.0.10,443,192.168.5.2,52666,36.150.230.41,443
198.18.0.1,52657,198.18.0.10,443,192.168.5.2,52675,36.150.230.41,443
198.18.0.1,52658,198.18.0.10,443,192.168.5.2,52668,36.150.230.41,443
198.18.0.1,52659,198.18.0.10,443,192.168.5.2,52674,36.150.230.41,443
198.18.0.1,52660,198.18.0.10,443,192.168.5.2,52665,36.150.230.41,443
198.18.0.1,52656,198.18.0.10,443,192.168.5.2,52672,36.150.230.41,443
198.18.0.1,52662,198.18.0.11,443,192.168.5.2,52676,112.28.187.236,443
198.18.0.1,52654,198.18.0.8,443,192.168.5.2,52680,120.232.217.159,2011
198.18.0.1,52655,198.18.0.9,443,192.168.5.2,52681,120.232.217.159,2011
198.18.0.1,52663,198.18.0.12,443,192.168.5.2,52682,112.16.229.52,443
198.18.0.1,52678,198.18.0.12,443,192.168.5.2,52683,112.16.229.52,443
198.18.0.1,52679,198.18.0.13,443,192.168.5.2,52685,103.216.253.85,2011
198.18.0.1,52684,198.18.0.8,443,192.168.5.2,52687,103.216.253.85,2011
198.18.0.1,52686,198.18.0.14,443,192.168.5.2,52688,103.216.253.85,2011
198.18.0.1,52689,198.18.0.15,443,192.168.5.2,52702,121.43.167.86,443
198.18.0.1,52692,198.18.0.15,443,192.168.5.2,52704,121.43.167.86,443
198.18.0.1,52698,198.18.0.18,443,192.168.5.2,52703,103.216.253.85,2011
198.18.0.1,52693,198.18.0.15,443,192.168.5.2,52705,121.43.167.86,443
198.18.0.1,52701,198.18.0.19,443,192.168.5.2,52706,103.216.253.85,2011
198.18.0.1,52718,198.18.0.21,443,192.168.5.2,52721,103.216.253.85,2011
198.18.0.1,52719,198.18.0.22,443,192.168.5.2,52731,103.216.253.85,2011
198.18.0.1,52720,198.18.0.22,443,192.168.5.2,52730,103.216.253.85,2011
198.18.0.1,52737,198.18.0.25,80,192.168.5.2,52742,103.216.253.85,2011
198.18.0.1,52736,198.18.0.24,80,192.168.5.2,52743,103.216.253.85,2011
198.18.0.1,52738,198.18.0.26,443,192.168.5.2,52750,103.216.253.85,2011
198.18.0.1,52739,198.18.0.27,443,192.168.5.2,52755,103.216.253.85,2011
198.18.0.1,52756,198.18.0.26,443,192.168.5.2,52757,103.216.253.85,2011
198.18.0.1,52707,198.18.0.20,443,192.168.5.2,52763,103.216.253.85,2011
198.18.0.1,52768,198.18.0.25,443,192.168.5.2,52770,103.216.253.85,2011
198.18.0.1,52769,198.18.0.33,443,192.168.5.2,52772,103.216.253.85,2011
198.18.0.1,52766,198.18.0.32,443,192.168.5.2,52771,103.216.253.85,2011
198.18.0.1,52762,198.18.0.30,443,192.168.5.2,52774,103.216.253.85,2011
198.18.0.1,52764,198.18.0.31,443,192.168.5.2,52773,103.216.253.85,2011
198.18.0.1,52775,198.18.0.20,443,192.168.5.2,52776,103.216.253.85,2011
198.18.0.1,52777,198.18.0.34,443,192.168.5.2,52778,103.216.253.85,2011
198.18.0.1,52779,198.18.0.35,443,192.168.5.2,52780,103.216.253.85,2011
198.18.0.1,52789,198.18.0.38,443,192.168.5.2,52792,103.216.253.85,2011
198.18.0.1,52790,198.18.0.39,443,192.168.5.2,52793,103.216.253.85,2011
198.18.0.1,52791,198.18.0.39,443,192.168.5.2,52794,103.216.253.85,2011
198.18.0.1,52795,198.18.0.40,443,192.168.5.2,52796,103.216.253.85,2011
198.18.0.1,52798,198.18.0.42,443,192.168.5.2,52800,112.21.164.39,443
198.18.0.1,52797,198.18.0.41,443,192.168.5.2,52801,103.216.253.85,2011
198.18.0.1,52802,198.18.0.43,443,192.168.5.2,52804,112.21.164.39,443
198.18.0.1,52805,198.18.0.44,443,192.168.5.2,52807,103.216.253.85,2011
198.18.0.1,52806,198.18.0.45,443,192.168.5.2,52808,103.216.253.85,2011
198.18.0.1,52810,198.18.0.45,443,192.168.5.2,52812,103.216.253.85,2011
198.18.0.1,52809,198.18.0.44,443,192.168.5.2,52811,103.216.253.85,2011
198.18.0.1,52817,198.18.0.47,5228,192.168.5.2,52819,103.216.253.85,2011
198.18.0.1,52818,198.18.0.46,443,192.168.5.2,52820,103.216.253.85,2011
198.18.0.1,52823,198.18.0.45,443,192.168.5.2,52826,103.216.253.85,2011
198.18.0.1,52822,198.18.0.44,443,192.168.5.2,52825,103.216.253.85,2011
198.18.0.1,52821,198.18.0.46,443,192.168.5.2,52824,103.216.253.85,2011
198.18.0.1,52847,198.18.0.22,443,192.168.5.2,52850,103.216.253.85,2011
198.18.0.1,52839,198.18.0.41,443,192.168.5.2,52849,103.216.253.85,2011
198.18.0.1,52846,198.18.0.26,443,192.168.5.2,52848,103.216.253.85,2011
198.18.0.1,52840,198.18.0.49,443,192.168.5.2,52851,103.216.253.85,2011
198.18.0.1,52841,198.18.0.50,443,192.168.5.2,52852,103.216.253.85,2011
198.18.0.1,52853,198.18.0.34,443,192.168.5.2,52854,103.216.253.85,2011
198.18.0.1,52857,198.18.0.25,443,192.168.5.2,52858,103.216.253.85,2011
198.18.0.1,52859,198.18.0.53,443,192.168.5.2,52862,120.253.253.165,443
198.18.0.1,52869,198.18.0.58,443,192.168.5.2,52870,103.216.253.85,2011
198.18.0.1,52905,198.18.0.7,443,192.168.5.2,52906,183.240.139.64,2011
198.18.0.1,52907,198.18.0.45,443,192.168.5.2,52908,221.5.100.174,2011
198.18.0.1,52909,198.18.0.19,443,192.168.5.2,52910,221.5.100.174,2011
198.18.0.1,52921,198.18.0.60,443,192.168.5.2,52924,221.5.100.174,2011
198.18.0.1,52922,198.18.0.60,443,192.168.5.2,52923,221.5.100.174,2011
198.18.0.1,52964,198.18.0.60,443,192.168.5.2,52965,221.5.100.174,2011
198.18.0.1,53019,198.18.0.62,443,192.168.5.2,53020,120.232.217.159,2011
198.18.0.1,53068,198.18.0.47,5228,192.168.5.2,53069,183.240.139.64,2011
198.18.0.1,53294,198.18.0.47,5228,192.168.5.2,53295,103.216.253.85,2011
198.18.0.1,53339,198.18.0.26,443,192.168.5.2,53340,120.232.217.159,2011
198.18.0.1,53338,198.18.0.22,443,192.168.5.2,53341,120.232.217.159,2011
198.18.0.1,53344,198.18.0.26,443,192.168.5.2,53345,120.232.217.159,2011
198.18.0.1,53346,198.18.0.24,80,192.168.5.2,53351,120.232.217.159,2011
198.18.0.1,53347,198.18.0.25,80,192.168.5.2,53350,120.232.217.159,2011
198.18.0.1,53348,198.18.0.27,443,192.168.5.2,53354,221.5.100.174,2011
198.18.0.1,53360,198.18.0.30,443,192.168.5.2,53361,221.5.100.174,2011
198.18.0.1,53364,198.18.0.33,443,192.168.5.2,53365,221.5.100.174,2011
198.18.0.1,53366,198.18.0.31,443,192.168.5.2,53367,221.5.100.174,2011
198.18.0.1,53370,198.18.0.38,443,192.168.5.2,53371,221.5.100.174,2011
198.18.0.1,53378,198.18.0.39,443,192.168.5.2,53379,221.5.100.174,2011
