inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,59021,198.18.0.175,443,192.168.5.2,59022,221.5.100.174,2011
198.18.0.1,59031,198.18.0.176,443,192.168.5.2,59037,122.205.109.41,443
198.18.0.1,59030,198.18.0.176,443,192.168.5.2,59039,122.205.109.41,443
198.18.0.1,59029,198.18.0.176,443,192.168.5.2,59043,122.205.109.41,443
198.18.0.1,59034,198.18.0.176,443,192.168.5.2,59040,122.205.109.41,443
198.18.0.1,59033,198.18.0.176,443,192.168.5.2,59046,122.205.109.41,443
198.18.0.1,59032,198.18.0.176,443,192.168.5.2,59047,122.205.109.41,443
198.18.0.1,59050,198.18.0.178,443,192.168.5.2,59054,101.69.128.53,443
198.18.0.1,59051,198.18.0.178,443,192.168.5.2,59055,101.69.128.53,443
198.18.0.1,59027,198.18.0.7,443,192.168.5.2,59028,221.5.100.174,2011
198.18.0.1,59052,198.18.0.177,443,192.168.5.2,59057,183.131.178.88,443
198.18.0.1,59035,198.18.0.19,443,192.168.5.2,59044,221.5.100.174,2011
198.18.0.1,59049,198.18.0.6,443,192.168.5.2,59053,221.5.100.174,2011
198.18.0.1,59060,198.18.0.157,443,192.168.5.2,59061,221.5.100.174,2011
198.18.0.1,59062,198.18.0.19,443,192.168.5.2,59063,221.5.100.174,2011
198.18.0.1,59068,198.18.0.9,443,192.168.5.2,59069,121.43.167.86,443
198.18.0.1,59066,198.18.0.78,443,192.168.5.2,59067,221.5.100.174,2011
198.18.0.1,59071,198.18.0.161,443,192.168.5.2,59073,221.5.100.174,2011
198.18.0.1,59074,198.18.0.10,443,192.168.5.2,59075,221.5.100.174,2011
198.18.0.1,59076,198.18.0.10,443,192.168.5.2,59077,221.5.100.174,2011
198.18.0.1,59078,198.18.0.179,443,192.168.5.2,59079,221.5.100.174,2011
198.18.0.1,59080,198.18.0.180,443,192.168.5.2,59081,221.5.100.174,2011
198.18.0.1,59082,198.18.0.179,443,192.168.5.2,59084,221.5.100.174,2011
198.18.0.1,59083,198.18.0.180,443,192.168.5.2,59085,221.5.100.174,2011
198.18.0.1,59087,198.18.0.181,443,192.168.5.2,59089,221.5.100.174,2011
198.18.0.1,59086,198.18.0.14,5228,192.168.5.2,59088,221.5.100.174,2011
198.18.0.1,59090,198.18.0.181,443,192.168.5.2,59091,221.5.100.174,2011
198.18.0.1,59095,198.18.0.81,443,192.168.5.2,59097,221.5.100.174,2011
198.18.0.1,59092,198.18.0.11,443,192.168.5.2,59093,221.5.100.174,2011
198.18.0.1,59094,198.18.0.81,443,192.168.5.2,59096,221.5.100.174,2011
198.18.0.1,59101,198.18.0.83,443,192.168.5.2,59108,221.5.100.174,2011
198.18.0.1,59099,198.18.0.83,443,192.168.5.2,59106,221.5.100.174,2011
198.18.0.1,59098,198.18.0.85,443,192.168.5.2,59104,221.5.100.174,2011
198.18.0.1,59100,198.18.0.87,443,192.168.5.2,59107,221.5.100.174,2011
198.18.0.1,59105,198.18.0.86,443,192.168.5.2,59112,221.5.100.174,2011
198.18.0.1,59109,198.18.0.83,443,192.168.5.2,59113,221.5.100.174,2011
198.18.0.1,59103,198.18.0.83,443,192.168.5.2,59111,221.5.100.174,2011
198.18.0.1,59102,198.18.0.83,443,192.168.5.2,59110,221.5.100.174,2011
198.18.0.1,59114,198.18.0.88,443,192.168.5.2,59121,221.5.100.174,2011
198.18.0.1,59117,198.18.0.84,443,192.168.5.2,59124,221.5.100.174,2011
198.18.0.1,59119,198.18.0.6,443,192.168.5.2,59126,221.5.100.174,2011
198.18.0.1,59115,198.18.0.84,443,192.168.5.2,59122,221.5.100.174,2011
198.18.0.1,59120,198.18.0.101,443,192.168.5.2,59127,221.5.100.174,2011
198.18.0.1,59118,198.18.0.84,443,192.168.5.2,59125,221.5.100.174,2011
198.18.0.1,59116,198.18.0.84,443,192.168.5.2,59123,221.5.100.174,2011
198.18.0.1,59128,198.18.0.90,443,192.168.5.2,59132,221.5.100.174,2011
198.18.0.1,59131,198.18.0.92,443,192.168.5.2,59136,221.5.100.174,2011
198.18.0.1,59130,198.18.0.91,443,192.168.5.2,59135,221.5.100.174,2011
198.18.0.1,59129,198.18.0.89,443,192.168.5.2,59133,221.5.100.174,2011
198.18.0.1,59134,198.18.0.93,443,192.168.5.2,59138,221.5.100.174,2011
198.18.0.1,59137,198.18.0.94,443,192.168.5.2,59140,221.5.100.174,2011
198.18.0.1,59141,198.18.0.95,443,192.168.5.2,59145,221.5.100.174,2011
198.18.0.1,59144,198.18.0.84,443,192.168.5.2,59148,221.5.100.174,2011
198.18.0.1,59146,198.18.0.96,443,192.168.5.2,59149,221.5.100.174,2011
198.18.0.1,59139,198.18.0.97,443,192.168.5.2,59143,221.5.100.174,2011
198.18.0.1,59142,198.18.0.84,443,192.168.5.2,59147,221.5.100.174,2011
198.18.0.1,59150,198.18.0.100,443,192.168.5.2,59154,221.5.100.174,2011
198.18.0.1,59151,198.18.0.99,443,192.168.5.2,59153,221.5.100.174,2011
198.18.0.1,59152,198.18.0.98,443,192.168.5.2,59155,221.5.100.174,2011
198.18.0.1,59156,198.18.0.12,443,192.168.5.2,59157,221.5.100.174,2011
198.18.0.1,59158,198.18.0.102,443,192.168.5.2,59159,221.5.100.174,2011
198.18.0.1,59161,198.18.0.26,443,192.168.5.2,59163,221.5.100.174,2011
198.18.0.1,59160,198.18.0.6,443,192.168.5.2,59162,221.5.100.174,2011
198.18.0.1,59164,198.18.0.90,443,192.168.5.2,59165,221.5.100.174,2011
198.18.0.1,59167,198.18.0.12,443,192.168.5.2,59168,221.5.100.174,2011
198.18.0.1,59166,198.18.0.12,443,192.168.5.2,59169,221.5.100.174,2011
198.18.0.1,59170,198.18.0.12,443,192.168.5.2,59171,221.5.100.174,2011
198.18.0.1,59172,198.18.0.103,443,192.168.5.2,59173,221.5.100.174,2011
198.18.0.1,59174,198.18.0.19,443,192.168.5.2,59175,221.5.100.174,2011
198.18.0.1,59176,198.18.0.103,443,192.168.5.2,59177,221.5.100.174,2011
198.18.0.1,59178,198.18.0.104,443,192.168.5.2,59179,221.5.100.174,2011
198.18.0.1,59180,198.18.0.105,443,192.168.5.2,59181,221.5.100.174,2011
198.18.0.1,59183,198.18.0.109,443,192.168.5.2,59185,221.5.100.174,2011
198.18.0.1,59182,198.18.0.95,443,192.168.5.2,59184,221.5.100.174,2011
198.18.0.1,59186,198.18.0.104,443,192.168.5.2,59187,221.5.100.174,2011
198.18.0.1,59188,198.18.0.109,443,192.168.5.2,59189,221.5.100.174,2011
198.18.0.1,59190,198.18.0.92,443,192.168.5.2,59193,221.5.100.174,2011
198.18.0.1,59195,198.18.0.106,443,192.168.5.2,59197,221.5.100.174,2011
198.18.0.1,59206,198.18.0.111,443,192.168.5.2,59207,221.5.100.174,2011
198.18.0.1,59208,198.18.0.91,443,192.168.5.2,59209,221.5.100.174,2011
198.18.0.1,59212,198.18.0.115,443,192.168.5.2,59213,221.5.100.174,2011
198.18.0.1,59214,198.18.0.115,443,192.168.5.2,59215,221.5.100.174,2011
198.18.0.1,59220,198.18.0.135,443,192.168.5.2,59221,221.5.100.174,2011
198.18.0.1,59224,198.18.0.122,443,192.168.5.2,59225,221.5.100.174,2011
198.18.0.1,59226,198.18.0.124,443,192.168.5.2,59227,221.5.100.174,2011
198.18.0.1,59230,198.18.0.78,443,192.168.5.2,59231,221.5.100.174,2011
198.18.0.1,59258,198.18.0.175,443,192.168.5.2,59259,221.5.100.174,2011
198.18.0.1,59260,198.18.0.180,443,192.168.5.2,59261,221.5.100.174,2011
198.18.0.1,59266,198.18.0.78,443,192.168.5.2,59267,120.232.217.159,2011
198.18.0.1,59268,198.18.1.9,443,192.168.5.2,59269,120.232.217.159,2011
198.18.0.1,59274,198.18.0.42,443,192.168.5.2,59275,120.232.217.159,2011
198.18.0.1,59344,198.18.0.197,443,192.168.5.2,59345,120.232.217.159,2011
