inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,60269,198.18.0.95,443,192.168.5.2,60271,221.5.100.174,2011
198.18.0.1,60267,198.18.0.96,443,192.168.5.2,60270,221.5.100.174,2011
198.18.0.1,60273,198.18.0.99,443,192.168.5.2,60275,221.5.100.174,2011
198.18.0.1,60274,198.18.0.100,443,192.168.5.2,60276,221.5.100.174,2011
198.18.0.1,60277,198.18.0.6,443,192.168.5.2,60280,221.5.100.174,2011
198.18.0.1,60278,198.18.0.84,443,192.168.5.2,60281,221.5.100.174,2011
198.18.0.1,60279,198.18.0.84,443,192.168.5.2,60283,221.5.100.174,2011
198.18.0.1,60282,198.18.0.101,443,192.168.5.2,60284,221.5.100.174,2011
198.18.0.1,60285,198.18.0.12,443,192.168.5.2,60286,221.5.100.174,2011
198.18.0.1,60287,198.18.0.102,443,192.168.5.2,60288,221.5.100.174,2011
198.18.0.1,60289,198.18.0.26,443,192.168.5.2,60291,221.5.100.174,2011
198.18.0.1,60290,198.18.0.6,443,192.168.5.2,60292,221.5.100.174,2011
198.18.0.1,60293,198.18.0.12,443,192.168.5.2,60295,221.5.100.174,2011
198.18.0.1,60294,198.18.0.12,443,192.168.5.2,60296,221.5.100.174,2011
198.18.0.1,60297,198.18.0.90,443,192.168.5.2,60298,221.5.100.174,2011
198.18.0.1,60299,198.18.0.12,443,192.168.5.2,60300,221.5.100.174,2011
198.18.0.1,60301,198.18.0.103,443,192.168.5.2,60302,221.5.100.174,2011
198.18.0.1,60303,198.18.0.103,443,192.168.5.2,60304,221.5.100.174,2011
198.18.0.1,60305,198.18.0.104,443,192.168.5.2,60306,221.5.100.174,2011
198.18.0.1,60307,198.18.0.105,443,192.168.5.2,60308,221.5.100.174,2011
198.18.0.1,60309,198.18.0.104,443,192.168.5.2,60310,221.5.100.174,2011
198.18.0.1,60311,198.18.0.92,443,192.168.5.2,60313,221.5.100.174,2011
198.18.0.1,60316,198.18.0.106,443,192.168.5.2,60318,221.5.100.174,2011
198.18.0.1,60324,198.18.0.109,443,192.168.5.2,60326,221.5.100.174,2011
198.18.0.1,60323,198.18.0.95,443,192.168.5.2,60325,221.5.100.174,2011
198.18.0.1,60329,198.18.0.91,443,192.168.5.2,60330,221.5.100.174,2011
198.18.0.1,60331,198.18.0.111,443,192.168.5.2,60332,221.5.100.174,2011
198.18.0.1,60333,198.18.0.115,443,192.168.5.2,60334,221.5.100.174,2011
198.18.0.1,60335,198.18.0.115,443,192.168.5.2,60336,221.5.100.174,2011
198.18.0.1,60337,198.18.0.115,443,192.168.5.2,60338,221.5.100.174,2011
198.18.0.1,60339,198.18.0.135,443,192.168.5.2,60340,221.5.100.174,2011
198.18.0.1,60346,198.18.0.179,443,192.168.5.2,60348,221.5.100.174,2011
198.18.0.1,60345,198.18.0.180,443,192.168.5.2,60347,221.5.100.174,2011
198.18.0.1,60349,198.18.0.179,443,192.168.5.2,60351,221.5.100.174,2011
198.18.0.1,60350,198.18.0.180,443,192.168.5.2,60352,221.5.100.174,2011
198.18.0.1,60353,198.18.0.84,443,192.168.5.2,60354,221.5.100.174,2011
198.18.0.1,60355,198.18.0.14,5228,192.168.5.2,60357,221.5.100.174,2011
198.18.0.1,60356,198.18.0.181,443,192.168.5.2,60358,221.5.100.174,2011
198.18.0.1,60359,198.18.0.84,443,192.168.5.2,60360,221.5.100.174,2011
198.18.0.1,60363,198.18.0.81,443,192.168.5.2,60364,221.5.100.174,2011
198.18.0.1,60365,198.18.0.11,443,192.168.5.2,60366,221.5.100.174,2011
198.18.0.1,60369,198.18.0.86,443,192.168.5.2,60370,221.5.100.174,2011
198.18.0.1,60378,198.18.0.95,443,192.168.5.2,60380,221.5.100.174,2011
198.18.0.1,60379,198.18.0.100,443,192.168.5.2,60381,221.5.100.174,2011
198.18.0.1,60385,198.18.0.111,443,192.168.5.2,60386,221.5.100.174,2011
198.18.0.1,60389,198.18.0.88,443,192.168.5.2,60390,221.5.100.174,2011
198.18.0.1,60391,198.18.0.122,443,192.168.5.2,60392,221.5.100.174,2011
198.18.0.1,60394,198.18.0.99,443,192.168.5.2,60396,221.5.100.174,2011
198.18.0.1,60393,198.18.0.124,443,192.168.5.2,60395,221.5.100.174,2011
198.18.0.1,60397,198.18.0.84,443,192.168.5.2,60398,221.5.100.174,2011
198.18.0.1,60399,198.18.0.135,443,192.168.5.2,60400,221.5.100.174,2011
198.18.0.1,60401,198.18.0.78,443,192.168.5.2,60402,221.5.100.174,2011
198.18.0.1,60403,198.18.1.21,443,192.168.5.2,60406,221.5.100.174,2011
198.18.0.1,60407,198.18.1.22,443,192.168.5.2,60408,221.5.100.174,2011
198.18.0.1,60416,198.18.0.181,443,192.168.5.2,60417,221.5.100.174,2011
198.18.0.1,60436,198.18.0.175,443,192.168.5.2,60437,221.5.100.174,2011
198.18.0.1,60438,198.18.0.180,443,192.168.5.2,60439,120.232.217.159,2011
198.18.0.1,60441,198.18.0.78,443,192.168.5.2,60442,120.232.217.159,2011
198.18.0.1,60451,198.18.0.42,443,192.168.5.2,60453,120.232.217.159,2011
198.18.0.1,60452,198.18.0.42,443,192.168.5.2,60454,120.232.217.159,2011
198.18.0.1,60455,198.18.1.23,443,192.168.5.2,60456,221.5.100.174,2011
198.18.0.1,60463,198.18.0.48,443,192.168.5.2,60464,221.5.100.174,2011
198.18.0.1,60527,198.18.1.24,443,192.168.5.2,60528,120.253.255.34,443
198.18.0.1,60529,198.18.0.197,443,192.168.5.2,60530,103.166.52.49,2011
198.18.0.1,60561,198.18.0.102,443,192.168.5.2,60565,103.216.253.85,2011
