inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,60695,198.18.0.9,443,192.168.5.2,60696,120.232.217.159,2011
198.18.0.1,60705,198.18.0.13,443,192.168.5.2,60727,218.92.216.56,443
198.18.0.1,60700,198.18.0.12,443,192.168.5.2,60710,122.205.109.41,443
198.18.0.1,60703,198.18.0.12,443,192.168.5.2,60712,122.205.109.41,443
198.18.0.1,60699,198.18.0.12,443,192.168.5.2,60714,122.205.109.41,443
198.18.0.1,60701,198.18.0.12,443,192.168.5.2,60721,122.205.109.41,443
198.18.0.1,60702,198.18.0.12,443,192.168.5.2,60726,122.205.109.41,443
198.18.0.1,60704,198.18.0.12,443,192.168.5.2,60711,122.205.109.41,443
198.18.0.1,60707,198.18.0.14,443,192.168.5.2,60718,183.60.150.17,443
198.18.0.1,60708,198.18.0.15,443,192.168.5.2,60713,120.232.217.159,2011
198.18.0.1,60706,198.18.0.14,443,192.168.5.2,60719,183.60.150.17,443
198.18.0.1,60697,198.18.0.10,443,192.168.5.2,60716,120.232.217.159,2011
198.18.0.1,60698,198.18.0.11,443,192.168.5.2,60725,120.232.217.159,2011
198.18.0.1,60731,198.18.0.16,443,192.168.5.2,60732,120.232.217.159,2011
198.18.0.1,60733,198.18.0.10,443,192.168.5.2,60734,120.232.217.159,2011
198.18.0.1,60737,198.18.0.18,443,192.168.5.2,60738,121.43.167.86,443
198.18.0.1,60740,198.18.0.72,443,192.168.5.2,60742,120.232.217.159,2011
198.18.0.1,60743,198.18.0.18,443,192.168.5.2,60744,121.43.167.86,443
198.18.0.1,60745,198.18.0.20,443,192.168.5.2,60746,120.232.217.159,2011
198.18.0.1,60747,198.18.0.20,443,192.168.5.2,60748,120.232.217.159,2011
198.18.0.1,60753,198.18.0.21,443,192.168.5.2,60755,120.232.217.159,2011
198.18.0.1,60754,198.18.0.22,443,192.168.5.2,60756,120.232.217.159,2011
198.18.0.1,60757,198.18.0.21,443,192.168.5.2,60760,120.232.217.159,2011
198.18.0.1,60758,198.18.0.22,443,192.168.5.2,60759,120.232.217.159,2011
198.18.0.1,60762,198.18.0.24,443,192.168.5.2,60764,120.232.217.159,2011
198.18.0.1,60761,198.18.0.23,5228,192.168.5.2,60763,120.232.217.159,2011
198.18.0.1,60767,198.18.0.22,443,192.168.5.2,60770,120.232.217.159,2011
198.18.0.1,60766,198.18.0.21,443,192.168.5.2,60769,120.232.217.159,2011
198.18.0.1,60765,198.18.0.24,443,192.168.5.2,60768,120.232.217.159,2011
198.18.0.1,60773,198.18.0.28,443,192.168.5.2,60776,120.232.217.159,2011
198.18.0.1,60772,198.18.0.28,443,192.168.5.2,60775,120.232.217.159,2011
198.18.0.1,60771,198.18.0.27,443,192.168.5.2,60774,120.232.217.159,2011
198.18.0.1,60777,198.18.0.10,443,192.168.5.2,60778,120.232.217.159,2011
198.18.0.1,60779,198.18.0.33,443,192.168.5.2,60780,120.232.217.159,2011
198.18.0.1,60781,198.18.0.34,443,192.168.5.2,60782,120.232.217.159,2011
198.18.0.1,60783,198.18.0.32,443,192.168.5.2,60784,120.232.217.159,2011
198.18.0.1,60785,198.18.0.72,443,192.168.5.2,60786,120.232.217.159,2011
198.18.0.1,60787,198.18.0.11,443,192.168.5.2,60788,120.232.217.159,2011
198.18.0.1,60789,198.18.0.19,443,192.168.5.2,60790,120.232.217.159,2011
198.18.0.1,60791,198.18.0.41,443,192.168.5.2,60794,120.232.217.159,2011
198.18.0.1,60792,198.18.0.41,443,192.168.5.2,60793,120.232.217.159,2011
198.18.0.1,60795,198.18.0.36,443,192.168.5.2,60796,120.232.217.159,2011
198.18.0.1,60797,198.18.0.38,443,192.168.5.2,60798,120.232.217.159,2011
198.18.0.1,60799,198.18.0.41,443,192.168.5.2,60800,120.232.217.159,2011
198.18.0.1,60802,198.18.0.80,443,192.168.5.2,60804,120.232.217.159,2011
198.18.0.1,60801,198.18.0.16,443,192.168.5.2,60803,120.232.217.159,2011
198.18.0.1,60805,198.18.0.72,443,192.168.5.2,60806,120.232.217.159,2011
198.18.0.1,60807,198.18.0.85,443,192.168.5.2,60808,120.232.217.159,2011
198.18.0.1,60814,198.18.0.31,443,192.168.5.2,60816,120.232.217.159,2011
198.18.0.1,60813,198.18.0.30,443,192.168.5.2,60815,120.232.217.159,2011
198.18.0.1,60818,198.18.0.86,443,192.168.5.2,60822,183.240.139.64,2011
198.18.0.1,60817,198.18.0.86,443,192.168.5.2,60820,183.240.139.64,2011
198.18.0.1,60819,198.18.0.86,443,192.168.5.2,60821,183.240.139.64,2011
198.18.0.1,60823,198.18.0.35,443,192.168.5.2,60824,183.240.139.64,2011
198.18.0.1,60826,198.18.0.37,443,192.168.5.2,60827,183.240.139.64,2011
198.18.0.1,60825,198.18.0.37,443,192.168.5.2,60828,183.240.139.64,2011
198.18.0.1,60829,198.18.0.37,443,192.168.5.2,60830,183.240.139.64,2011
198.18.0.1,60831,198.18.0.39,443,192.168.5.2,60833,183.240.139.64,2011
198.18.0.1,60832,198.18.0.40,443,192.168.5.2,60834,183.240.139.64,2011
198.18.0.1,60835,198.18.0.35,443,192.168.5.2,60836,183.240.139.64,2011
198.18.0.1,60837,198.18.0.37,443,192.168.5.2,60838,183.240.139.64,2011
198.18.0.1,60839,198.18.0.40,443,192.168.5.2,60840,183.240.139.64,2011
198.18.0.1,60841,198.18.0.39,443,192.168.5.2,60842,183.240.139.64,2011
198.18.0.1,60843,198.18.0.42,443,192.168.5.2,60844,183.240.139.64,2011
198.18.0.1,60845,198.18.0.43,443,192.168.5.2,60846,183.240.139.64,2011
198.18.0.1,60847,198.18.0.43,443,192.168.5.2,60848,183.240.139.64,2011
198.18.0.1,60849,198.18.0.107,443,192.168.5.2,60850,183.240.139.64,2011
198.18.0.1,60851,198.18.0.34,443,192.168.5.2,60852,183.240.139.64,2011
198.18.0.1,60853,198.18.0.108,443,192.168.5.2,60854,183.240.139.64,2011
198.18.0.1,60855,198.18.0.44,443,192.168.5.2,60856,183.240.139.64,2011
198.18.0.1,60857,198.18.0.45,443,192.168.5.2,60858,183.240.139.64,2011
198.18.0.1,60859,198.18.0.108,443,192.168.5.2,60860,183.240.139.64,2011
198.18.0.1,60861,198.18.0.32,443,192.168.5.2,60862,183.240.139.64,2011
198.18.0.1,60863,198.18.0.46,443,192.168.5.2,60864,183.240.139.64,2011
198.18.0.1,60865,198.18.0.47,443,192.168.5.2,60866,183.240.139.64,2011
198.18.0.1,60867,198.18.0.48,443,192.168.5.2,60868,183.240.139.64,2011
198.18.0.1,60869,198.18.0.48,443,192.168.5.2,60870,183.240.139.64,2011
198.18.0.1,60881,198.18.0.109,443,192.168.5.2,60882,183.240.139.64,2011
198.18.0.1,60885,198.18.0.111,443,192.168.5.2,60886,183.240.139.64,2011
198.18.0.1,60883,198.18.0.110,443,192.168.5.2,60884,183.240.139.64,2011
198.18.0.1,60887,198.18.0.111,443,192.168.5.2,60888,183.240.139.64,2011
198.18.0.1,60889,198.18.0.110,443,192.168.5.2,60890,183.240.139.64,2011
