inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,50843,198.18.0.9,443,192.168.5.2,50844,120.232.217.159,2011
198.18.0.1,50845,198.18.0.10,443,192.168.5.2,50846,103.166.52.49,2011
198.18.0.1,50847,198.18.0.11,443,192.168.5.2,50848,103.166.52.49,2011
198.18.0.1,50849,198.18.0.15,443,192.168.5.2,50850,183.240.139.64,2011
198.18.0.1,50851,198.18.0.16,443,192.168.5.2,50852,183.240.139.64,2011
198.18.0.1,50855,198.18.0.18,443,192.168.5.2,50856,121.43.167.86,443
198.18.0.1,50857,198.18.0.19,443,192.168.5.2,50858,183.240.139.64,2011
198.18.0.1,50859,198.18.0.20,443,192.168.5.2,50860,183.240.139.64,2011
198.18.0.1,50861,198.18.0.20,443,192.168.5.2,50862,183.240.139.64,2011
198.18.0.1,50864,198.18.0.24,443,192.168.5.2,50866,183.240.139.64,2011
198.18.0.1,50863,198.18.0.23,5228,192.168.5.2,50865,183.240.139.64,2011
198.18.0.1,50867,198.18.0.24,443,192.168.5.2,50868,183.240.139.64,2011
198.18.0.1,50869,198.18.0.21,443,192.168.5.2,50872,183.240.139.64,2011
198.18.0.1,50870,198.18.0.22,443,192.168.5.2,50871,183.240.139.64,2011
198.18.0.1,50873,198.18.0.27,443,192.168.5.2,50874,183.240.139.64,2011
198.18.0.1,50875,198.18.1.4,443,192.168.5.2,50876,183.240.139.64,2011
198.18.0.1,50877,198.18.0.38,443,192.168.5.2,50878,183.240.139.64,2011
198.18.0.1,50883,198.18.0.32,443,192.168.5.2,50884,183.240.139.64,2011
198.18.0.1,50885,198.18.0.39,443,192.168.5.2,50886,183.240.139.64,2011
198.18.0.1,50887,198.18.0.40,443,192.168.5.2,50888,183.240.139.64,2011
198.18.0.1,50889,198.18.0.39,443,192.168.5.2,50890,183.240.139.64,2011
198.18.0.1,50891,198.18.0.40,443,192.168.5.2,50892,183.240.139.64,2011
198.18.0.1,50893,198.18.0.11,443,192.168.5.2,50894,183.240.139.64,2011
198.18.0.1,50895,198.18.1.5,443,192.168.5.2,50896,183.240.139.64,2011
198.18.0.1,50897,198.18.0.41,443,192.168.5.2,50898,183.240.139.64,2011
198.18.0.1,50899,198.18.1.5,443,192.168.5.2,50900,183.240.139.64,2011
198.18.0.1,50901,198.18.0.41,443,192.168.5.2,50902,183.240.139.64,2011
198.18.0.1,50903,198.18.0.43,443,192.168.5.2,50904,183.240.139.64,2011
198.18.0.1,50905,198.18.0.10,443,192.168.5.2,50906,183.240.139.64,2011
198.18.0.1,50907,198.18.0.43,443,192.168.5.2,50908,183.240.139.64,2011
198.18.0.1,50909,198.18.0.36,443,192.168.5.2,50910,183.240.139.64,2011
198.18.0.1,50911,198.18.0.48,443,192.168.5.2,50912,183.240.139.64,2011
198.18.0.1,50913,198.18.1.6,443,192.168.5.2,50914,183.240.139.64,2011
198.18.0.1,50915,198.18.0.111,443,192.168.5.2,50916,183.240.139.64,2011
198.18.0.1,50917,198.18.0.47,443,192.168.5.2,50918,183.240.139.64,2011
198.18.0.1,50919,198.18.0.111,443,192.168.5.2,50920,183.240.139.64,2011
198.18.0.1,50921,198.18.0.48,443,192.168.5.2,50922,183.240.139.64,2011
198.18.0.1,50923,198.18.0.34,443,192.168.5.2,50924,183.240.139.64,2011
198.18.0.1,50925,198.18.1.6,443,192.168.5.2,50926,183.240.139.64,2011
198.18.0.1,50927,198.18.1.7,443,192.168.5.2,50928,183.240.139.64,2011
198.18.0.1,50929,198.18.1.7,443,192.168.5.2,50930,183.240.139.64,2011
198.18.0.1,50931,198.18.0.44,443,192.168.5.2,50932,183.240.139.64,2011
198.18.0.1,50933,198.18.1.8,443,192.168.5.2,50934,183.240.139.64,2011
198.18.0.1,50958,198.18.0.28,443,192.168.5.2,50959,183.240.139.64,2011
198.18.0.1,50960,198.18.0.35,443,192.168.5.2,50961,183.240.139.64,2011
198.18.0.1,50962,198.18.0.35,443,192.168.5.2,50963,183.240.139.64,2011
