inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,60076,198.18.0.9,443,192.168.5.2,60077,103.166.52.49,2011
198.18.0.1,60090,198.18.0.13,443,192.168.5.2,60095,218.92.216.53,443
198.18.0.1,60086,198.18.0.12,443,192.168.5.2,60110,122.205.109.41,443
198.18.0.1,60083,198.18.0.12,443,192.168.5.2,60101,122.205.109.41,443
198.18.0.1,60087,198.18.0.12,443,192.168.5.2,60099,122.205.109.41,443
198.18.0.1,60088,198.18.0.12,443,192.168.5.2,60097,122.205.109.41,443
198.18.0.1,60084,198.18.0.12,443,192.168.5.2,60104,122.205.109.41,443
198.18.0.1,60085,198.18.0.12,443,192.168.5.2,60098,122.205.109.41,443
198.18.0.1,60091,198.18.0.14,443,192.168.5.2,60107,183.60.150.17,443
198.18.0.1,60089,198.18.0.14,443,192.168.5.2,60096,183.60.150.17,443
198.18.0.1,60092,198.18.0.15,443,192.168.5.2,60105,103.166.52.49,2011
198.18.0.1,60082,198.18.0.11,443,192.168.5.2,60108,103.166.52.49,2011
198.18.0.1,60113,198.18.0.12,443,192.168.5.2,60115,112.82.180.41,443
198.18.0.1,60116,198.18.0.16,443,192.168.5.2,60117,103.166.52.49,2011
198.18.0.1,60118,198.18.0.10,443,192.168.5.2,60119,103.166.52.49,2011
198.18.0.1,60122,198.18.0.18,443,192.168.5.2,60123,121.43.167.86,443
198.18.0.1,60124,198.18.0.18,443,192.168.5.2,60125,121.43.167.86,443
198.18.0.1,60126,198.18.0.20,443,192.168.5.2,60127,103.166.52.49,2011
198.18.0.1,60128,198.18.0.10,443,192.168.5.2,60129,103.166.52.49,2011
198.18.0.1,60130,198.18.0.20,443,192.168.5.2,60131,103.166.52.49,2011
198.18.0.1,60134,198.18.0.72,443,192.168.5.2,60135,103.166.52.49,2011
198.18.0.1,60136,198.18.0.23,5228,192.168.5.2,60137,103.166.52.49,2011
198.18.0.1,60138,198.18.0.21,443,192.168.5.2,60140,103.166.52.49,2011
198.18.0.1,60139,198.18.0.22,443,192.168.5.2,60141,103.166.52.49,2011
198.18.0.1,60142,198.18.0.24,443,192.168.5.2,60143,103.166.52.49,2011
198.18.0.1,60144,198.18.0.27,443,192.168.5.2,60145,103.166.52.49,2011
198.18.0.1,60148,198.18.0.28,443,192.168.5.2,60149,103.166.52.49,2011
198.18.0.1,60146,198.18.0.28,443,192.168.5.2,60147,103.166.52.49,2011
