inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,60150,198.18.0.10,443,192.168.5.2,60151,103.166.52.49,2011
198.18.0.1,60152,198.18.0.33,443,192.168.5.2,60153,103.166.52.49,2011
198.18.0.1,60154,198.18.0.34,443,192.168.5.2,60155,103.166.52.49,2011
198.18.0.1,60156,198.18.0.32,443,192.168.5.2,60157,103.166.52.49,2011
198.18.0.1,60158,198.18.0.72,443,192.168.5.2,60159,103.166.52.49,2011
198.18.0.1,60164,198.18.0.11,443,192.168.5.2,60165,103.166.52.49,2011
198.18.0.1,60166,198.18.0.19,443,192.168.5.2,60167,103.166.52.49,2011
198.18.0.1,60169,198.18.0.41,443,192.168.5.2,60171,103.166.52.49,2011
198.18.0.1,60168,198.18.0.41,443,192.168.5.2,60170,103.166.52.49,2011
198.18.0.1,60172,198.18.0.31,443,192.168.5.2,60174,103.166.52.49,2011
198.18.0.1,60173,198.18.0.30,443,192.168.5.2,60175,103.166.52.49,2011
198.18.0.1,60180,198.18.0.36,443,192.168.5.2,60181,103.166.52.49,2011
198.18.0.1,60182,198.18.0.37,443,192.168.5.2,60185,103.166.52.49,2011
198.18.0.1,60183,198.18.0.37,443,192.168.5.2,60184,103.166.52.49,2011
198.18.0.1,60186,198.18.0.37,443,192.168.5.2,60187,103.166.52.49,2011
198.18.0.1,60189,198.18.0.36,443,192.168.5.2,60190,103.166.52.49,2011
198.18.0.1,60188,198.18.0.36,443,192.168.5.2,60191,103.166.52.49,2011
198.18.0.1,60192,198.18.0.38,443,192.168.5.2,60193,103.166.52.49,2011
198.18.0.1,60194,198.18.0.35,443,192.168.5.2,60195,103.166.52.49,2011
198.18.0.1,60198,198.18.0.40,443,192.168.5.2,60199,103.166.52.49,2011
198.18.0.1,60196,198.18.0.39,443,192.168.5.2,60197,103.166.52.49,2011
198.18.0.1,60200,198.18.0.37,443,192.168.5.2,60201,103.166.52.49,2011
198.18.0.1,60202,198.18.0.40,443,192.168.5.2,60203,103.166.52.49,2011
198.18.0.1,60204,198.18.0.39,443,192.168.5.2,60205,103.166.52.49,2011
198.18.0.1,60206,198.18.0.35,443,192.168.5.2,60207,103.166.52.49,2011
198.18.0.1,60176,198.18.0.86,443,192.168.5.2,60177,103.166.52.49,2011
198.18.0.1,60178,198.18.0.35,443,192.168.5.2,60179,103.166.52.49,2011
198.18.0.1,60208,198.18.0.42,443,192.168.5.2,60209,103.166.52.49,2011
198.18.0.1,60210,198.18.0.43,443,192.168.5.2,60211,103.166.52.49,2011
198.18.0.1,60212,198.18.0.41,443,192.168.5.2,60213,103.166.52.49,2011
198.18.0.1,60214,198.18.0.43,443,192.168.5.2,60215,103.166.52.49,2011
198.18.0.1,60216,198.18.0.34,443,192.168.5.2,60217,103.166.52.49,2011
198.18.0.1,60219,198.18.0.44,443,192.168.5.2,60220,103.166.52.49,2011
198.18.0.1,60221,198.18.0.32,443,192.168.5.2,60222,103.166.52.49,2011
198.18.0.1,60223,198.18.0.45,443,192.168.5.2,60224,103.166.52.49,2011
198.18.0.1,60225,198.18.0.46,443,192.168.5.2,60226,103.166.52.49,2011
198.18.0.1,60227,198.18.0.47,443,192.168.5.2,60228,103.166.52.49,2011
198.18.0.1,60229,198.18.0.48,443,192.168.5.2,60230,103.166.52.49,2011
198.18.0.1,60231,198.18.0.48,443,192.168.5.2,60232,103.166.52.49,2011
198.18.0.1,60263,198.18.0.9,443,192.168.5.2,60264,103.166.52.49,2011
198.18.0.1,60265,198.18.0.22,443,192.168.5.2,60266,120.232.217.159,2011
198.18.0.1,60271,198.18.0.19,443,192.168.5.2,60272,120.232.217.159,2011
