inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort
198.18.0.1,60367,198.18.0.9,443,192.168.5.2,60368,221.5.100.174,2011
198.18.0.1,60369,198.18.0.12,443,192.168.5.2,60380,112.82.180.41,443
198.18.0.1,60371,198.18.0.12,443,192.168.5.2,60379,112.82.180.41,443
198.18.0.1,60374,198.18.0.12,443,192.168.5.2,60390,112.82.180.41,443
198.18.0.1,60375,198.18.0.12,443,192.168.5.2,60391,112.82.180.41,443
198.18.0.1,60372,198.18.0.12,443,192.168.5.2,60386,112.82.180.41,443
198.18.0.1,60376,198.18.0.12,443,192.168.5.2,60385,112.82.180.41,443
198.18.0.1,60383,198.18.0.14,443,192.168.5.2,60395,101.69.128.53,443
198.18.0.1,60388,198.18.0.13,443,192.168.5.2,60394,61.156.44.221,443
198.18.0.1,60370,198.18.0.10,443,192.168.5.2,60382,221.5.100.174,2011
198.18.0.1,60373,198.18.0.11,443,192.168.5.2,60381,221.5.100.174,2011
198.18.0.1,60396,198.18.0.14,443,192.168.5.2,60398,101.69.128.53,443
198.18.0.1,60397,198.18.0.15,443,192.168.5.2,60399,221.5.100.174,2011
198.18.0.1,60400,198.18.0.16,443,192.168.5.2,60401,221.5.100.174,2011
198.18.0.1,60402,198.18.0.10,443,192.168.5.2,60403,221.5.100.174,2011
198.18.0.1,60406,198.18.0.18,443,192.168.5.2,60407,121.43.167.86,443
198.18.0.1,60408,198.18.0.72,443,192.168.5.2,60411,221.5.100.174,2011
198.18.0.1,60412,198.18.0.20,443,192.168.5.2,60413,221.5.100.174,2011
198.18.0.1,60414,198.18.0.20,443,192.168.5.2,60415,221.5.100.174,2011
198.18.0.1,60417,198.18.0.22,443,192.168.5.2,60421,221.5.100.174,2011
198.18.0.1,60416,198.18.0.21,443,192.168.5.2,60418,221.5.100.174,2011
198.18.0.1,60422,198.18.0.21,443,192.168.5.2,60425,221.5.100.174,2011
198.18.0.1,60423,198.18.0.22,443,192.168.5.2,60424,221.5.100.174,2011
198.18.0.1,60427,198.18.0.24,443,192.168.5.2,60429,221.5.100.174,2011
198.18.0.1,60426,198.18.0.23,5228,192.168.5.2,60428,221.5.100.174,2011
198.18.0.1,60432,198.18.0.22,443,192.168.5.2,60435,221.5.100.174,2011
198.18.0.1,60431,198.18.0.21,443,192.168.5.2,60434,221.5.100.174,2011
198.18.0.1,60430,198.18.0.24,443,192.168.5.2,60433,221.5.100.174,2011
198.18.0.1,60436,198.18.0.27,443,192.168.5.2,60437,221.5.100.174,2011
198.18.0.1,60438,198.18.0.28,443,192.168.5.2,60439,221.5.100.174,2011
198.18.0.1,60440,198.18.0.28,443,192.168.5.2,60441,221.5.100.174,2011
198.18.0.1,60442,198.18.0.10,443,192.168.5.2,60443,221.5.100.174,2011
198.18.0.1,60444,198.18.0.33,443,192.168.5.2,60445,221.5.100.174,2011
198.18.0.1,60446,198.18.0.34,443,192.168.5.2,60447,221.5.100.174,2011
198.18.0.1,60448,198.18.0.32,443,192.168.5.2,60449,221.5.100.174,2011
198.18.0.1,60450,198.18.0.72,443,192.168.5.2,60451,221.5.100.174,2011
198.18.0.1,60452,198.18.0.11,443,192.168.5.2,60453,221.5.100.174,2011
198.18.0.1,60455,198.18.0.41,443,192.168.5.2,60457,221.5.100.174,2011
198.18.0.1,60454,198.18.0.41,443,192.168.5.2,60456,221.5.100.174,2011
198.18.0.1,60458,198.18.0.36,443,192.168.5.2,60459,221.5.100.174,2011
198.18.0.1,60460,198.18.0.38,443,192.168.5.2,60461,221.5.100.174,2011
198.18.0.1,60462,198.18.0.19,443,192.168.5.2,60463,221.5.100.174,2011
198.18.0.1,60464,198.18.0.41,443,192.168.5.2,60465,221.5.100.174,2011
198.18.0.1,60470,198.18.0.16,443,192.168.5.2,60472,221.5.100.174,2011
198.18.0.1,60471,198.18.0.80,443,192.168.5.2,60473,221.5.100.174,2011
198.18.0.1,60474,198.18.0.72,443,192.168.5.2,60475,221.5.100.174,2011
198.18.0.1,60476,198.18.0.85,443,192.168.5.2,60477,221.5.100.174,2011
198.18.0.1,60479,198.18.0.30,443,192.168.5.2,60481,120.232.217.159,2011
198.18.0.1,60478,198.18.0.31,443,192.168.5.2,60480,120.232.217.159,2011
198.18.0.1,60483,198.18.0.86,443,192.168.5.2,60485,120.232.217.159,2011
198.18.0.1,60482,198.18.0.86,443,192.168.5.2,60484,120.232.217.159,2011
198.18.0.1,60486,198.18.0.35,443,192.168.5.2,60487,120.232.217.159,2011
198.18.0.1,60489,198.18.0.37,443,192.168.5.2,60490,120.232.217.159,2011
198.18.0.1,60488,198.18.0.37,443,192.168.5.2,60491,120.232.217.159,2011
198.18.0.1,60492,198.18.0.37,443,192.168.5.2,60493,120.232.217.159,2011
198.18.0.1,60494,198.18.0.39,443,192.168.5.2,60495,120.232.217.159,2011
198.18.0.1,60496,198.18.0.40,443,192.168.5.2,60497,120.232.217.159,2011
198.18.0.1,60498,198.18.0.35,443,192.168.5.2,60499,120.232.217.159,2011
198.18.0.1,60500,198.18.0.37,443,192.168.5.2,60501,120.232.217.159,2011
198.18.0.1,60502,198.18.0.40,443,192.168.5.2,60503,120.232.217.159,2011
198.18.0.1,60504,198.18.0.39,443,192.168.5.2,60505,120.232.217.159,2011
198.18.0.1,60506,198.18.0.42,443,192.168.5.2,60507,120.232.217.159,2011
198.18.0.1,60508,198.18.0.43,443,192.168.5.2,60509,120.232.217.159,2011
198.18.0.1,60510,198.18.0.43,443,192.168.5.2,60511,120.232.217.159,2011
198.18.0.1,60512,198.18.0.34,443,192.168.5.2,60513,120.232.217.159,2011
198.18.0.1,60514,198.18.0.44,443,192.168.5.2,60515,120.232.217.159,2011
198.18.0.1,60516,198.18.0.45,443,192.168.5.2,60520,120.232.217.159,2011
198.18.0.1,60522,198.18.0.32,443,192.168.5.2,60523,120.232.217.159,2011
198.18.0.1,60524,198.18.0.46,443,192.168.5.2,60525,120.232.217.159,2011
