,Time,Direction,StreamID
0,8.437071,1,52.0
1,8.439025,0,52.0
2,8.491931,1,52.0
3,53.501763,0,52.0
4,11.276529,1,86.0
5,11.277452,0,86.0
6,11.487134,1,86.0
7,10.509053,1,76.0
8,10.509546,0,76.0
9,10.721139,1,76.0
10,11.272938,1,85.0
11,11.273931,0,85.0
12,11.482752,1,85.0
13,9.815015,1,63.0
14,9.815432,0,63.0
15,10.038443,1,63.0
16,251.499874,1,164.0
17,251.500338,0,164.0
18,251.547279,1,164.0
19,10.511981,1,69.0
20,10.51239,0,69.0
21,10.725769,1,69.0
22,9.003796,1,59.0
23,9.005637,0,59.0
24,9.05089,1,59.0
25,54.621561,0,59.0
26,10.19892,1,72.0
27,10.200537,0,72.0
28,10.251114,1,72.0
29,10.251331,0,72.0
30,10.252582,1,72.0
31,10.254831,0,72.0
32,10.909114,1,72.0
33,10.909676,0,72.0
34,250.907629,1,72.0
35,8.167623,1,48.0
36,8.168069,0,48.0
37,8.21347,1,48.0
38,53.219033,0,48.0
39,8.370936,1,50.0
40,11.643382,1,93.0
41,11.645782,0,93.0
42,11.679637,1,93.0
43,11.679879,0,93.0
44,11.680231,1,93.0
45,11.703508,0,93.0
46,251.701483,1,93.0
47,8.986767,1,56.0
48,8.989163,0,56.0
49,9.045209,1,56.0
50,17.250039,0,56.0
51,17.29662,1,56.0
52,22.824035,0,56.0
53,22.870246,1,56.0
54,28.1466,0,56.0
55,28.21532,1,56.0
56,33.550858,0,56.0
57,33.592858,1,56.0
58,38.89598,0,56.0
59,38.940475,1,56.0
60,44.250606,0,56.0
61,44.300927,1,56.0
62,50.272042,0,56.0
63,50.314261,1,56.0
64,55.321938,0,56.0
65,55.365671,1,56.0
66,61.349617,0,56.0
67,61.393124,1,56.0
68,61.519594,0,56.0
69,61.562253,1,56.0
70,66.374524,0,56.0
71,66.416646,1,56.0
72,72.101348,0,56.0
73,72.150561,1,56.0
74,77.449434,0,56.0
75,77.492212,1,56.0
76,82.471657,0,56.0
77,82.513583,1,56.0
78,88.497058,0,56.0
79,88.540594,1,56.0
80,93.546849,0,56.0
81,93.591787,1,56.0
82,97.824399,0,56.0
83,97.872604,1,56.0
84,102.097478,0,56.0
85,102.140911,1,56.0
86,107.449043,0,56.0
87,107.490626,1,56.0
88,117.673828,0,56.0
89,117.715654,1,56.0
90,138.821806,0,56.0
91,138.864021,1,56.0
92,184.189101,0,56.0
93,8.143936,1,47.0
94,8.145596,0,47.0
95,8.183179,1,47.0
96,8.183349,0,47.0
97,8.231399,1,47.0
98,8.261736,0,47.0
99,8.263883,1,47.0
100,8.265532,0,47.0
101,8.267317,1,47.0
102,8.267758,0,47.0
103,8.271213,1,47.0
104,8.349985,0,47.0
105,8.352174,1,47.0
106,8.513766,0,47.0
107,8.513782,1,47.0
108,8.744733,0,47.0
109,8.786979,1,47.0
110,8.787838,0,47.0
111,8.912134,1,47.0
112,8.917775,0,47.0
113,8.948774,1,47.0
114,8.949343,0,47.0
115,8.977833,1,47.0
116,9.378892,0,47.0
117,9.442815,1,47.0
118,9.444079,0,47.0
119,9.451493,1,47.0
120,9.604464,0,47.0
121,9.654057,1,47.0
122,9.654466,0,47.0
123,9.701911,1,47.0
124,9.702171,0,47.0
125,9.728697,1,47.0
126,10.044349,0,47.0
127,10.095972,1,47.0
128,10.09626,0,47.0
129,10.100632,1,47.0
130,10.270611,0,47.0
131,10.308842,1,47.0
132,10.309191,0,47.0
133,10.31116,1,47.0
134,10.346285,0,47.0
135,10.520664,1,47.0
136,10.521083,0,47.0
137,10.534331,1,47.0
138,10.796012,0,47.0
139,10.831281,1,47.0
140,10.837268,0,47.0
141,10.92069,1,47.0
142,10.922262,0,47.0
143,11.008862,1,47.0
144,11.009178,0,47.0
145,11.00957,1,47.0
146,11.056979,0,47.0
147,11.173541,1,47.0
148,11.204683,0,47.0
149,11.244645,1,47.0
150,11.2451,0,47.0
151,11.274484,1,47.0
152,11.286152,0,47.0
153,11.337824,1,47.0
154,11.338224,0,47.0
155,11.633115,1,47.0
156,11.64486,0,47.0
157,11.871129,1,47.0
158,11.871921,0,47.0
159,12.068787,1,47.0
160,12.068988,0,47.0
161,12.395991,1,47.0
162,12.396503,0,47.0
163,12.561962,1,47.0
164,12.562385,0,47.0
165,12.985427,1,47.0
166,12.985703,0,47.0
167,13.374303,1,47.0
168,13.375497,0,47.0
169,15.983974,1,47.0
170,15.984248,0,47.0
171,17.265017,1,47.0
172,17.266457,0,47.0
173,17.27634,1,47.0
174,17.303765,0,47.0
175,17.377454,1,47.0
176,17.377827,0,47.0
177,17.420469,1,47.0
178,18.386661,0,47.0
179,18.444341,1,47.0
180,18.444912,0,47.0
181,18.957314,1,47.0
182,18.957637,0,47.0
183,20.952248,1,47.0
184,20.952521,0,47.0
185,30.951627,1,47.0
186,30.951941,0,47.0
187,40.947312,1,47.0
188,40.947551,0,47.0
189,48.952153,1,47.0
190,48.952535,0,47.0
191,57.953667,1,47.0
192,57.953947,0,47.0
193,82.828182,1,47.0
194,82.850452,0,47.0
195,88.950841,1,47.0
196,88.951408,0,47.0
197,97.963078,1,47.0
198,97.96331,0,47.0
199,128.93165,1,47.0
200,128.951096,0,47.0
201,137.952029,1,47.0
202,137.952333,0,47.0
203,158.933579,1,47.0
204,158.952122,0,47.0
205,177.927746,1,47.0
206,177.948107,0,47.0
207,190.910399,1,47.0
208,190.932866,0,47.0
209,198.951149,1,47.0
210,198.951529,0,47.0
211,217.927737,1,47.0
212,217.946223,0,47.0
213,228.932128,1,47.0
214,228.95185,0,47.0
215,241.42628,1,47.0
216,241.746765,0,47.0
217,241.74677,1,47.0
218,241.76283,0,47.0
219,251.438986,1,47.0
220,251.4403,0,47.0
221,251.611651,1,47.0
222,251.612371,0,47.0
223,251.800849,1,47.0
224,251.801286,0,47.0
225,251.807643,1,47.0
226,251.809608,0,47.0
227,251.828913,1,47.0
228,251.865095,0,47.0
229,251.871286,1,47.0
230,251.871751,0,47.0
231,251.87523,1,47.0
232,251.973975,0,47.0
233,252.873252,1,47.0
234,252.874869,0,47.0
235,253.262293,1,47.0
236,253.262773,0,47.0
237,253.264819,1,47.0
238,253.303141,0,47.0
239,253.303517,1,47.0
240,253.30369,0,47.0
241,8.36868,1,49.0
242,8.370797,0,49.0
243,8.416405,1,49.0
244,8.416746,0,49.0
245,8.435424,1,49.0
246,10.068219,0,49.0
247,10.110731,1,49.0
248,10.112324,0,49.0
249,10.903051,1,49.0
250,10.909386,0,49.0
251,10.961858,1,49.0
252,10.968672,0,49.0
253,11.047617,1,49.0
254,11.050899,0,49.0
255,11.130338,1,49.0
256,11.135665,0,49.0
257,11.155564,1,49.0
258,11.194283,0,49.0
259,17.368468,1,49.0
260,17.36929,0,49.0
261,17.373029,1,49.0
262,17.37667,0,49.0
263,17.384632,1,49.0
264,19.528422,0,49.0
265,19.57061,1,49.0
266,19.599055,0,49.0
267,251.853708,1,49.0
268,251.859599,0,49.0
269,8.442984,1,53.0
270,8.443464,0,53.0
271,8.730181,1,53.0
272,53.743147,0,53.0
273,9.791263,1,64.0
274,9.79271,0,64.0
275,10.003793,1,64.0
276,4.816782,1,24.0
277,4.81839,0,24.0
278,4.863665,1,24.0
279,4.863927,0,24.0
280,4.876073,1,24.0
281,4.877588,0,24.0
