,Time,Direction,StreamID
0,12.399859,0,46.0
1,12.460457,1,46.0
2,16.429693,0,55.0
3,16.50258,1,55.0
4,16.504419,0,55.0
5,16.557712,1,55.0
6,16.558505,0,55.0
7,16.627773,1,55.0
8,16.628416,0,55.0
9,32.028211,0,95.0
10,32.085303,1,95.0
11,32.087549,0,95.0
12,32.12817,1,95.0
13,32.128727,0,95.0
14,32.262653,1,95.0
15,32.263348,0,95.0
16,42.758002,1,95.0
17,42.887857,0,95.0
18,43.229797,1,95.0
19,52.315564,0,95.0
20,12.498856,0,47.0
21,12.559591,1,47.0
22,12.561209,0,47.0
23,12.60211,1,47.0
24,12.602513,0,47.0
25,12.620299,1,47.0
26,12.621593,0,47.0
27,40.235164,1,47.0
28,40.254611,0,47.0
29,2.779132,0,20.0
30,2.853469,1,20.0
31,2.854558,0,20.0
32,2.909622,1,20.0
33,2.910454,0,20.0
34,2.91976,1,20.0
35,2.92105,0,20.0
36,16.51319,0,56.0
37,16.573083,1,56.0
38,16.57487,0,56.0
39,16.613584,1,56.0
40,16.61404,0,56.0
41,16.870625,1,56.0
42,16.871687,0,56.0
43,17.013116,1,56.0
44,17.014117,0,56.0
45,24.368939,1,56.0
46,24.36983,0,56.0
47,29.841843,1,56.0
48,29.842835,0,56.0
49,5.206017,0,26.0
50,5.270629,1,26.0
51,5.272963,0,26.0
52,5.314786,1,26.0
53,5.315021,0,26.0
54,5.317445,1,26.0
55,5.41793,0,26.0
56,5.655326,1,26.0
57,5.656511,0,26.0
58,5.741568,1,26.0
59,5.742471,0,26.0
60,6.512728,1,26.0
61,6.516821,0,26.0
62,8.75147,1,26.0
63,8.752088,0,26.0
64,11.772054,1,26.0
65,11.773107,0,26.0
66,11.773785,1,26.0
67,11.774149,0,26.0
68,12.282672,0,42.0
69,12.342695,1,42.0
70,27.266717,0,81.0
71,27.32842,1,81.0
72,27.329902,0,81.0
73,27.368089,1,81.0
74,27.368446,0,81.0
75,27.371622,1,81.0
76,27.406755,0,81.0
77,27.408533,1,81.0
78,30.67828,0,81.0
79,30.748773,1,81.0
80,30.74914,0,81.0
81,24.742437,0,67.0
82,24.800629,1,67.0
83,24.802064,0,67.0
84,24.84179,1,67.0
85,24.842327,0,67.0
86,24.879843,1,67.0
87,24.880604,0,67.0
88,25.640481,1,67.0
89,25.641083,0,67.0
90,26.147748,1,67.0
91,26.182455,0,67.0
92,26.185183,1,67.0
93,26.347804,0,67.0
94,26.348545,1,67.0
95,26.394864,0,67.0
96,26.398716,1,67.0
97,26.406314,0,67.0
98,26.440787,1,67.0
99,26.622329,0,67.0
100,26.66479,1,67.0
101,26.665534,0,67.0
102,26.677994,1,67.0
103,26.758887,0,67.0
104,26.801372,1,67.0
105,26.85347,0,67.0
106,26.920358,1,67.0
107,26.920963,0,67.0
108,26.931539,1,67.0
109,26.962567,0,67.0
110,27.002515,1,67.0
111,27.002909,0,67.0
112,27.014393,1,67.0
113,27.054948,0,67.0
114,27.056931,1,67.0
115,27.086772,0,67.0
116,27.126992,1,67.0
117,27.12761,0,67.0
118,27.136243,1,67.0
119,27.169944,0,67.0
120,27.175578,1,67.0
121,27.176054,0,67.0
122,27.216778,1,67.0
123,27.217475,0,67.0
124,27.463196,1,67.0
125,27.463857,0,67.0
126,27.671384,1,67.0
127,27.672469,0,67.0
128,27.672527,1,67.0
129,27.674095,0,67.0
130,27.698084,1,67.0
131,27.751778,0,67.0
132,27.755646,1,67.0
133,27.755914,0,67.0
134,27.756176,1,67.0
135,27.756728,0,67.0
136,27.756876,1,67.0
137,27.75783,0,67.0
138,27.758014,1,67.0
139,27.794464,0,67.0
140,27.804266,1,67.0
141,27.809084,0,67.0
142,27.838094,1,67.0
143,27.839872,0,67.0
144,27.847761,1,67.0
145,27.851055,0,67.0
146,27.891459,1,67.0
