,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
0,198.18.0.1,50375,198.18.0.9,443,192.168.5.2,50376,221.5.100.174,2011,198.18.0.1,50375,198.18.0.9,443,39,14703,2,2.00342,9.371557,7,clientservices.googleapis.com,192.168.5.2,50376,221.5.100.174,2011,35,17482,4,2.003971,9.408132,7
9,198.18.0.1,50378,198.18.0.10,443,192.168.5.2,50385,221.5.100.174,2011,198.18.0.1,50378,198.18.0.10,443,2735,2006438,7,3.684002,8.779043,40,accounts.google.com,192.168.5.2,50385,221.5.100.174,2011,1061,1115771,6,3.685431,8.813908,40
10,198.18.0.1,50380,198.18.0.11,443,192.168.5.2,50386,221.5.100.174,2011,198.18.0.1,50380,198.18.0.11,443,43,16936,9,3.684446,7.693794,9,www.google.com,192.168.5.2,50386,221.5.100.174,2011,40,21786,7,3.685458,7.729668999999999,9
13,198.18.0.1,50408,198.18.0.16,443,192.168.5.2,50409,221.5.100.174,2011,198.18.0.1,50408,198.18.0.16,443,39,15190,19,3.823022,7.555379999999999,7,www.googleapis.com,192.168.5.2,50409,221.5.100.174,2011,35,18048,18,3.833986,7.581200000000001,7
14,198.18.0.1,50410,198.18.0.10,443,192.168.5.2,50411,221.5.100.174,2011,198.18.0.1,50410,198.18.0.10,443,37,15385,20,3.860049,7.518553000000001,7,accounts.google.com,192.168.5.2,50411,221.5.100.174,2011,34,18825,19,3.862102,7.553067,7
17,198.18.0.1,50416,198.18.0.19,443,192.168.5.2,50418,221.5.100.174,2011,198.18.0.1,50416,198.18.0.19,443,67,28947,24,4.020687,7.357457000000001,13,clients4.google.com,192.168.5.2,50418,221.5.100.174,2011,70,36815,21,4.020895,7.394255,13
21,198.18.0.1,50432,198.18.0.27,443,192.168.5.2,50433,221.5.100.174,2011,198.18.0.1,50432,198.18.0.27,443,77,25522,33,5.196185,6.183081,17,optimizationguide-pa.googleapis.com,192.168.5.2,50433,221.5.100.174,2011,66,31528,28,5.197012,6.219259,17
22,198.18.0.1,50434,198.18.1.4,443,192.168.5.2,50437,221.5.100.174,2011,198.18.0.1,50434,198.18.1.4,443,37,12730,34,5.201067,6.178115,9,mail.google.com,192.168.5.2,50437,221.5.100.174,2011,42,18904,29,5.201534,6.2141720000000005,9
23,198.18.0.1,50435,198.18.1.4,443,192.168.5.2,50436,221.5.100.174,2011,198.18.0.1,50435,198.18.1.4,443,24,12049,35,5.201265,6.176267,4,mail.google.com,192.168.5.2,50436,221.5.100.174,2011,25,12401,30,5.201534,6.212913,4
24,198.18.0.1,50438,198.18.0.33,443,192.168.5.2,50439,221.5.100.174,2011,198.18.0.1,50438,198.18.0.33,443,106,77001,38,5.958316,5.420684,7,lh3.googleusercontent.com,192.168.5.2,50439,221.5.100.174,2011,75,60448,31,5.958641,5.456562999999999,7
25,198.18.0.1,50440,198.18.0.34,443,192.168.5.2,50441,221.5.100.174,2011,198.18.0.1,50440,198.18.0.34,443,146,106599,39,5.970311,5.408742000000001,7,fonts.gstatic.com,192.168.5.2,50441,221.5.100.174,2011,85,73347,32,5.970525,5.449024999999999,7
26,198.18.0.1,50442,198.18.0.32,443,192.168.5.2,50443,221.5.100.174,2011,198.18.0.1,50442,198.18.0.32,443,187,120294,40,6.056402,5.322381999999999,17,ssl.gstatic.com,192.168.5.2,50443,221.5.100.174,2011,112,80570,33,6.057159,5.358597999999999,17
