,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
21,198.18.0.1,63047,198.18.0.114,443,192.168.5.2,63049,221.5.100.174,2011,198.18.0.1,63047,198.18.0.114,443,10041,7878471,31,5.246974,7.158824000000001,75,www.youtube.com,192.168.5.2,63049,221.5.100.174,2011,4099,3671366,27,5.248829,7.195452,77
22,198.18.0.1,63046,198.18.0.114,443,192.168.5.2,63048,221.5.100.174,2011,198.18.0.1,63046,198.18.0.114,443,29,15791,30,5.246743,7.157036999999999,4,www.youtube.com,192.168.5.2,63048,221.5.100.174,2011,28,14525,28,5.248829,7.192859,4
23,198.18.0.1,63051,198.18.0.115,443,192.168.5.2,63053,221.5.100.174,2011,198.18.0.1,63051,198.18.0.115,443,536,389943,33,5.478433,6.927743,17,i.ytimg.com,192.168.5.2,63053,221.5.100.174,2011,236,219630,30,5.480432,6.963993,17
24,198.18.0.1,63050,198.18.0.115,443,192.168.5.2,63052,221.5.100.174,2011,198.18.0.1,63050,198.18.0.115,443,21,8949,32,5.476064,0.1047250000000001,3,i.ytimg.com,192.168.5.2,63052,221.5.100.174,2011,21,11514,29,5.48043,0.1392030000000002,3
26,198.18.0.1,63055,198.18.0.161,443,192.168.5.2,63058,221.5.100.174,2011,198.18.0.1,63055,198.18.0.161,443,26,11426,35,5.555742,6.847728999999999,4,rr1---sn-i3b7knlk.googlevideo.com,192.168.5.2,63058,221.5.100.174,2011,27,12668,32,5.556977,6.883985000000001,4
27,198.18.0.1,63056,198.18.0.161,443,192.168.5.2,63059,221.5.100.174,2011,198.18.0.1,63056,198.18.0.161,443,22,9383,36,5.555954,6.84755,4,rr1---sn-i3b7knlk.googlevideo.com,192.168.5.2,63059,221.5.100.174,2011,27,13568,33,5.557017,6.887219,4
29,198.18.0.1,63064,198.18.0.162,443,192.168.5.2,63065,221.5.100.174,2011,198.18.0.1,63064,198.18.0.162,443,5723,4586397,42,6.260379,6.143196,4,rr3---sn-i3belnlz.googlevideo.com,192.168.5.2,63065,221.5.100.174,2011,2157,2123427,35,6.261936,6.182449,4
35,198.18.0.1,63084,198.18.0.121,443,192.168.5.2,63085,221.5.100.174,2011,198.18.0.1,63084,198.18.0.121,443,77,47050,53,8.050516,4.35553,9,yt3.ggpht.com,192.168.5.2,63085,221.5.100.174,2011,52,37451,42,8.052288,4.392156999999999,9
43,198.18.0.1,63100,198.18.0.122,443,192.168.5.2,63101,221.5.100.174,2011,198.18.0.1,63100,198.18.0.122,443,33,14666,61,8.758653,3.646803,7,youtube.com,192.168.5.2,63101,221.5.100.174,2011,34,20161,50,8.761499,3.682984,7
44,198.18.0.1,63104,198.18.0.72,443,192.168.5.2,63105,221.5.100.174,2011,198.18.0.1,63104,198.18.0.72,443,53,24933,64,8.92875,3.476811,9,accounts.youtube.com,192.168.5.2,63105,221.5.100.174,2011,47,28231,51,8.930927,3.5134799999999995,9
52,198.18.0.1,63120,198.18.0.114,443,192.168.5.2,63121,221.5.100.174,2011,198.18.0.1,63120,198.18.0.114,443,1829,1149518,76,12.91524,302.387206,272,www.youtube.com,192.168.5.2,63121,221.5.100.174,2011,2170,1309922,61,12.9168,302.426527,272
53,198.18.0.1,63122,198.18.0.121,443,192.168.5.2,63124,221.5.100.174,2011,198.18.0.1,63122,198.18.0.121,443,193,104145,80,15.041599,240.139212,8,yt3.ggpht.com,192.168.5.2,63124,221.5.100.174,2011,110,65444,63,15.043497,240.175234,8
54,198.18.0.1,63123,198.18.0.115,443,192.168.5.2,63125,221.5.100.174,2011,198.18.0.1,63123,198.18.0.115,443,105,40413,81,15.041786,247.091517,12,i.ytimg.com,192.168.5.2,63125,221.5.100.174,2011,88,40208,62,15.043497,247.131262,12
56,198.18.0.1,63135,198.18.0.136,443,192.168.5.2,63136,221.5.100.174,2011,198.18.0.1,63135,198.18.0.136,443,48838,38521660,86,16.341083,298.91178499999995,127,rr2---sn-i3belnl7.googlevideo.com,192.168.5.2,63136,221.5.100.174,2011,18953,19287596,68,16.34291,298.948484,127
58,198.18.0.1,63143,198.18.0.162,443,192.168.5.2,63144,221.5.100.174,2011,198.18.0.1,63143,198.18.0.162,443,4255,3429185,89,20.547341,166.08848400000002,4,rr3---sn-i3belnlz.googlevideo.com,192.168.5.2,63144,221.5.100.174,2011,1664,1677290,71,20.548882,121.122507,4
59,198.18.0.1,63145,198.18.0.136,443,192.168.5.2,63146,221.5.100.174,2011,198.18.0.1,63145,198.18.0.136,443,14012,10987758,90,21.803928,293.448843,125,rr2---sn-i3belnl7.googlevideo.com,192.168.5.2,63146,221.5.100.174,2011,6083,5728694,72,21.805343,293.48624,125
