,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
0,198.18.0.1,60695,198.18.0.9,443,192.168.5.2,60696,120.232.217.159,2011,198.18.0.1,60695,198.18.0.9,443,39,14744,5,1.131254,4.416717,7,clientservices.googleapis.com,192.168.5.2,60696,120.232.217.159,2011,35,17197,8,1.132945,4.447523,7
11,198.18.0.1,60697,198.18.0.10,443,192.168.5.2,60716,120.232.217.159,2011,198.18.0.1,60697,198.18.0.10,443,39,15687,7,2.807187,2.744343,7,accounts.google.com,192.168.5.2,60716,120.232.217.159,2011,35,19999,14,2.879862,2.712242,7
12,198.18.0.1,60698,198.18.0.11,443,192.168.5.2,60725,120.232.217.159,2011,198.18.0.1,60698,198.18.0.11,443,35,14254,8,2.80747,2.7438100000000003,7,www.google.com,192.168.5.2,60725,120.232.217.159,2011,35,19819,20,2.880183,2.710865,7
13,198.18.0.1,60731,198.18.0.16,443,192.168.5.2,60732,120.232.217.159,2011,198.18.0.1,60731,198.18.0.16,443,39,15144,19,3.052597,2.499006,7,www.googleapis.com,192.168.5.2,60732,120.232.217.159,2011,34,18415,21,3.058098,2.534041,7
14,198.18.0.1,60733,198.18.0.10,443,192.168.5.2,60734,120.232.217.159,2011,198.18.0.1,60733,198.18.0.10,443,30,12187,20,3.072634,2.479226,7,accounts.google.com,192.168.5.2,60734,120.232.217.159,2011,30,19054,22,3.077467,2.508175,7
20,198.18.0.1,60753,198.18.0.21,443,192.168.5.2,60755,120.232.217.159,2011,198.18.0.1,60753,198.18.0.21,443,10,2361,35,5.512865,0.0376039999999999,1,clients2.google.com,192.168.5.2,60755,120.232.217.159,2011,14,4095,29,5.516067,0.0703150000000008,1
21,198.18.0.1,60754,198.18.0.22,443,192.168.5.2,60756,120.232.217.159,2011,198.18.0.1,60754,198.18.0.22,443,10,2299,36,5.51303,0.0388489999999999,1,update.googleapis.com,192.168.5.2,60756,120.232.217.159,2011,20,10172,30,5.516068,0.0924120000000003,2
22,198.18.0.1,60757,198.18.0.21,443,192.168.5.2,60760,120.232.217.159,2011,198.18.0.1,60757,198.18.0.21,443,10,2265,37,5.550847,0.0906770000000003,1,clients2.google.com,192.168.5.2,60760,120.232.217.159,2011,22,12888,32,5.552878,0.0920740000000002,2
23,198.18.0.1,60758,198.18.0.22,443,192.168.5.2,60759,120.232.217.159,2011,198.18.0.1,60758,198.18.0.22,443,10,2363,38,5.551055,0.0904069999999999,1,update.googleapis.com,192.168.5.2,60759,120.232.217.159,2011,21,10885,31,5.552866,0.0920860000000001,2
24,198.18.0.1,60762,198.18.0.24,443,192.168.5.2,60764,120.232.217.159,2011,198.18.0.1,60762,198.18.0.24,443,10,2368,40,5.580224,0.0612839999999996,1,android.clients.google.com,192.168.5.2,60764,120.232.217.159,2011,23,13198,34,5.581719,0.0894460000000005,2
25,198.18.0.1,60761,198.18.0.23,5228,192.168.5.2,60763,120.232.217.159,2011,198.18.0.1,60761,198.18.0.23,5228,38,15805,39,5.580077,41.138604,4,mtalk.google.com,192.168.5.2,60763,120.232.217.159,2011,38,15834,33,5.581074,41.179622,4
26,198.18.0.1,60767,198.18.0.22,443,192.168.5.2,60770,120.232.217.159,2011,198.18.0.1,60767,198.18.0.22,443,48,19958,43,5.641915,41.105449,7,update.googleapis.com,192.168.5.2,60770,120.232.217.159,2011,49,24270,37,5.645119,41.135113,7
27,198.18.0.1,60766,198.18.0.21,443,192.168.5.2,60769,120.232.217.159,2011,198.18.0.1,60766,198.18.0.21,443,46,18377,42,5.641759,41.105949,7,clients2.google.com,192.168.5.2,60769,120.232.217.159,2011,44,21795,36,5.64465,41.138713,7
28,198.18.0.1,60765,198.18.0.24,443,192.168.5.2,60768,120.232.217.159,2011,198.18.0.1,60765,198.18.0.24,443,56,19247,41,5.6416,41.105937,9,android.clients.google.com,192.168.5.2,60768,120.232.217.159,2011,52,25342,35,5.643916,41.147385,9
