,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
45,198.18.0.1,60192,198.18.0.38,443,192.168.5.2,60193,103.166.52.49,2011,198.18.0.1,60192,198.18.0.38,443,71,20843,67,15.212712,53.537802,17,content-autofill.googleapis.com,192.168.5.2,60193,103.166.52.49,2011,65,31433,55,15.214356,53.586255,17
46,198.18.0.1,60194,198.18.0.35,443,192.168.5.2,60195,103.166.52.49,2011,198.18.0.1,60194,198.18.0.35,443,51,19099,68,15.308815,53.44192700000001,8,clients6.google.com,192.168.5.2,60195,103.166.52.49,2011,44,20657,56,15.310546,53.49008499999999,8
47,198.18.0.1,60198,198.18.0.40,443,192.168.5.2,60199,103.166.52.49,2011,198.18.0.1,60198,198.18.0.40,443,61,25029,70,15.37513,53.37608300000001,9,waa-pa.clients6.google.com,192.168.5.2,60199,103.166.52.49,2011,49,24109,58,15.37683,53.417937,9
48,198.18.0.1,60196,198.18.0.39,443,192.168.5.2,60197,103.166.52.49,2011,198.18.0.1,60196,198.18.0.39,443,56,21693,69,15.373471,53.37788799999999,7,ogads-pa.clients6.google.com,192.168.5.2,60197,103.166.52.49,2011,44,21975,57,15.375041,53.42560900000001,7
49,198.18.0.1,60200,198.18.0.37,443,192.168.5.2,60201,103.166.52.49,2011,198.18.0.1,60200,198.18.0.37,443,274,144185,71,15.778496,52.971976,43,drivefrontend-pa.clients6.google.com,192.168.5.2,60201,103.166.52.49,2011,275,160922,59,15.78235,53.006626,41
50,198.18.0.1,60202,198.18.0.40,443,192.168.5.2,60203,103.166.52.49,2011,198.18.0.1,60202,198.18.0.40,443,118,69946,72,15.847098,52.902135,9,waa-pa.clients6.google.com,192.168.5.2,60203,103.166.52.49,2011,78,54987,60,15.849192,52.945557,9
51,198.18.0.1,60204,198.18.0.39,443,192.168.5.2,60205,103.166.52.49,2011,198.18.0.1,60204,198.18.0.39,443,62,26258,73,15.862023,52.88859,7,ogads-pa.clients6.google.com,192.168.5.2,60205,103.166.52.49,2011,51,29320,61,15.863937,52.930776,7
52,198.18.0.1,60206,198.18.0.35,443,192.168.5.2,60207,103.166.52.49,2011,198.18.0.1,60206,198.18.0.35,443,810,612949,74,15.953792,52.796156,9,clients6.google.com,192.168.5.2,60207,103.166.52.49,2011,352,328872,62,15.955679,52.833243,9
53,198.18.0.1,60176,198.18.0.86,443,192.168.5.2,60177,103.166.52.49,2011,198.18.0.1,60176,198.18.0.86,443,43,17130,59,15.078737,53.672403,7,drive-thirdparty.googleusercontent.com,192.168.5.2,60177,103.166.52.49,2011,47,22625,47,15.080446,53.720115,7
54,198.18.0.1,60178,198.18.0.35,443,192.168.5.2,60179,103.166.52.49,2011,198.18.0.1,60178,198.18.0.35,443,10,2265,60,15.082112,1.043391999999999,1,clients6.google.com,192.168.5.2,60179,103.166.52.49,2011,16,4768,48,15.083728,1.0916099999999993,1
55,198.18.0.1,60208,198.18.0.42,443,192.168.5.2,60209,103.166.52.49,2011,198.18.0.1,60208,198.18.0.42,443,70,31116,75,16.387236,52.36295799999999,9,people-pa.clients6.google.com,192.168.5.2,60209,103.166.52.49,2011,57,31278,63,16.389007,52.40577700000001,9
56,198.18.0.1,60210,198.18.0.43,443,192.168.5.2,60211,103.166.52.49,2011,198.18.0.1,60210,198.18.0.43,443,44,17116,76,16.562537,52.18713400000001,7,addons-pa.clients6.google.com,192.168.5.2,60211,103.166.52.49,2011,41,21434,64,16.564662,52.230285,7
57,198.18.0.1,60212,198.18.0.41,443,192.168.5.2,60213,103.166.52.49,2011,198.18.0.1,60212,198.18.0.41,443,63,18938,77,16.674893,52.076183,10,play.google.com,192.168.5.2,60213,103.166.52.49,2011,56,23427,65,16.676695,52.123993,10
58,198.18.0.1,60214,198.18.0.43,443,192.168.5.2,60215,103.166.52.49,2011,198.18.0.1,60214,198.18.0.43,443,58,24330,78,17.182488,51.567941,7,addons-pa.clients6.google.com,192.168.5.2,60215,103.166.52.49,2011,51,26812,66,17.184277,51.610454,7
59,198.18.0.1,60216,198.18.0.34,443,192.168.5.2,60217,103.166.52.49,2011,198.18.0.1,60216,198.18.0.34,443,40,14311,79,17.878751,50.871507,7,fonts.gstatic.com,192.168.5.2,60217,103.166.52.49,2011,36,15058,67,17.88033,50.908629000000005,7
60,198.18.0.1,60219,198.18.0.44,443,192.168.5.2,60220,103.166.52.49,2011,198.18.0.1,60219,198.18.0.44,443,88,44868,80,19.38804,49.362758,7,ogs.google.com,192.168.5.2,60220,103.166.52.49,2011,67,42659,68,19.389571,49.411098,7
61,198.18.0.1,60221,198.18.0.32,443,192.168.5.2,60222,103.166.52.49,2011,198.18.0.1,60221,198.18.0.32,443,40,14685,81,19.500876,49.24998199999999,7,ssl.gstatic.com,192.168.5.2,60222,103.166.52.49,2011,35,15910,69,19.502894,49.29176100000001,7
62,198.18.0.1,60223,198.18.0.45,443,192.168.5.2,60224,103.166.52.49,2011,198.18.0.1,60223,198.18.0.45,443,79,36000,82,19.591157,49.159779,9,youtube.googleapis.com,192.168.5.2,60224,103.166.52.49,2011,54,29410,70,19.593207,49.199811,9
63,198.18.0.1,60225,198.18.0.46,443,192.168.5.2,60226,103.166.52.49,2011,198.18.0.1,60225,198.18.0.46,443,261,190894,83,19.670701,49.078185,15,docs.google.com,192.168.5.2,60226,103.166.52.49,2011,166,137863,71,19.672721,49.126413,15
64,198.18.0.1,60227,198.18.0.47,443,192.168.5.2,60228,103.166.52.49,2011,198.18.0.1,60227,198.18.0.47,443,748,610912,84,19.937769,48.811026,13,contacts.google.com,192.168.5.2,60228,103.166.52.49,2011,393,376693,72,19.939576,48.848309,13
65,198.18.0.1,60229,198.18.0.48,443,192.168.5.2,60230,103.166.52.49,2011,198.18.0.1,60229,198.18.0.48,443,67,19791,85,20.251818,48.496831,13,signaler-pa.clients6.google.com,192.168.5.2,60230,103.166.52.49,2011,63,28519,73,20.253731,48.534235,13
66,198.18.0.1,60231,198.18.0.48,443,192.168.5.2,60232,103.166.52.49,2011,198.18.0.1,60231,198.18.0.48,443,85,30765,86,20.822633,47.928358,13,signaler-pa.clients6.google.com,192.168.5.2,60232,103.166.52.49,2011,72,35305,74,20.82481,47.96981100000001,13
67,198.18.0.1,60263,198.18.0.9,443,192.168.5.2,60264,103.166.52.49,2011,198.18.0.1,60263,198.18.0.9,443,49,15329,95,61.147807,7.6082329999999985,13,clientservices.googleapis.com,192.168.5.2,60264,103.166.52.49,2011,55,25405,86,61.149459,7.645429,13
68,198.18.0.1,60265,198.18.0.22,443,192.168.5.2,60266,120.232.217.159,2011,198.18.0.1,60265,198.18.0.22,443,50,25645,96,61.379631,7.376485000000002,7,update.googleapis.com,192.168.5.2,60266,120.232.217.159,2011,53,28976,87,61.381279,7.410836999999994,7
69,198.18.0.1,60271,198.18.0.19,443,192.168.5.2,60272,120.232.217.159,2011,198.18.0.1,60271,198.18.0.19,443,42,20557,98,62.699789,6.056227999999997,7,clients4.google.com,192.168.5.2,60272,120.232.217.159,2011,40,22261,89,62.701554,6.093429999999998,7
