,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
0,198.18.0.1,50843,198.18.0.9,443,192.168.5.2,50844,120.232.217.159,2011,198.18.0.1,50843,198.18.0.9,443,37,14531,2,0.979325,4.471175,7,clientservices.googleapis.com,192.168.5.2,50844,120.232.217.159,2011,31,16964,4,0.983239,4.506136,7
1,198.18.0.1,50845,198.18.0.10,443,192.168.5.2,50846,103.166.52.49,2011,198.18.0.1,50845,198.18.0.10,443,40,18678,4,2.852621,2.599728,7,accounts.google.com,192.168.5.2,50846,103.166.52.49,2011,36,22322,5,2.855324,2.634085,7
2,198.18.0.1,50847,198.18.0.11,443,192.168.5.2,50848,103.166.52.49,2011,198.18.0.1,50847,198.18.0.11,443,41,17062,5,2.860449,2.591962,7,www.google.com,192.168.5.2,50848,103.166.52.49,2011,37,18723,6,2.862282,2.628556,7
4,198.18.0.1,50851,198.18.0.16,443,192.168.5.2,50852,183.240.139.64,2011,198.18.0.1,50851,198.18.0.16,443,42,15503,7,2.884953,2.5675130000000004,7,www.googleapis.com,192.168.5.2,50852,183.240.139.64,2011,36,19323,8,2.893972,2.611566,7
6,198.18.0.1,50857,198.18.0.19,443,192.168.5.2,50858,183.240.139.64,2011,198.18.0.1,50857,198.18.0.19,443,48,22292,11,3.118064,2.334213,9,clients4.google.com,192.168.5.2,50858,183.240.139.64,2011,51,29298,11,3.120592,2.3821220000000003,9
9,198.18.0.1,50864,198.18.0.24,443,192.168.5.2,50866,183.240.139.64,2011,198.18.0.1,50864,198.18.0.24,443,10,2272,15,5.486155,0.0570469999999998,1,android.clients.google.com,192.168.5.2,50866,183.240.139.64,2011,16,4324,15,5.487525,0.0940220000000007,1
10,198.18.0.1,50863,198.18.0.23,5228,192.168.5.2,50865,183.240.139.64,2011,198.18.0.1,50863,198.18.0.23,5228,38,14320,14,5.485976,48.03537,4,mtalk.google.com,192.168.5.2,50865,183.240.139.64,2011,38,16680,14,5.48707,48.074574,4
11,198.18.0.1,50867,198.18.0.24,443,192.168.5.2,50868,183.240.139.64,2011,198.18.0.1,50867,198.18.0.24,443,58,19445,16,5.543168,48.01004,9,android.clients.google.com,192.168.5.2,50868,183.240.139.64,2011,49,25422,16,5.544339,48.051768,9
12,198.18.0.1,50869,198.18.0.21,443,192.168.5.2,50872,183.240.139.64,2011,198.18.0.1,50869,198.18.0.21,443,52,18639,17,5.710429,47.84134,7,clients2.google.com,192.168.5.2,50872,183.240.139.64,2011,45,18706,17,5.711897,47.876257,7
13,198.18.0.1,50870,198.18.0.22,443,192.168.5.2,50871,183.240.139.64,2011,198.18.0.1,50870,198.18.0.22,443,52,20086,18,5.710799,47.842162,7,update.googleapis.com,192.168.5.2,50871,183.240.139.64,2011,49,22634,18,5.711897,47.887205,7
