,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
0,198.18.0.1,59124,198.18.0.9,443,192.168.5.2,59125,221.5.100.174,2011,198.18.0.1,59124,198.18.0.9,443,39,14608,3,0.666137,11.654577,7,clientservices.googleapis.com,192.168.5.2,59125,221.5.100.174,2011,37,17594,5,0.665946,11.690061,7
7,198.18.0.1,59130,198.18.0.11,443,192.168.5.2,59136,183.240.139.64,2011,198.18.0.1,59130,198.18.0.11,443,48,19924,6,2.499664,9.824304,9,www.google.com,192.168.5.2,59136,183.240.139.64,2011,41,22995,8,2.504327,9.852218,9
9,198.18.0.1,59129,198.18.0.10,443,192.168.5.2,59133,183.240.139.64,2011,198.18.0.1,59129,198.18.0.10,443,2635,1948858,5,2.497808,10.11258,44,accounts.google.com,192.168.5.2,59133,183.240.139.64,2011,1161,1137407,7,2.500703,10.153787,44
13,198.18.0.1,59160,198.18.0.16,443,192.168.5.2,59161,221.5.100.174,2011,198.18.0.1,59160,198.18.0.16,443,41,15421,17,2.713661,9.611759,7,www.googleapis.com,192.168.5.2,59161,221.5.100.174,2011,36,16915,19,2.728044,9.631471,7
14,198.18.0.1,59162,198.18.0.10,443,192.168.5.2,59163,221.5.100.174,2011,198.18.0.1,59162,198.18.0.10,443,34,14856,18,2.737505,9.58806,7,accounts.google.com,192.168.5.2,59163,221.5.100.174,2011,32,16605,20,2.742161,9.619848,7
16,198.18.0.1,59166,198.18.0.19,443,192.168.5.2,59167,221.5.100.174,2011,198.18.0.1,59166,198.18.0.19,443,67,28997,22,2.907604,9.416299,15,clients4.google.com,192.168.5.2,59167,221.5.100.174,2011,70,37941,21,2.906221,9.454985,15
20,198.18.0.1,59180,198.18.0.28,443,192.168.5.2,59181,221.5.100.174,2011,198.18.0.1,59180,198.18.0.28,443,42,19101,30,5.171113,7.15476,7,drive.google.com,192.168.5.2,59181,221.5.100.174,2011,41,21639,27,5.169434,7.191468,7
21,198.18.0.1,59178,198.18.0.27,443,192.168.5.2,59179,221.5.100.174,2011,198.18.0.1,59178,198.18.0.27,443,101,42962,29,5.169065,7.157058000000001,19,optimizationguide-pa.googleapis.com,192.168.5.2,59179,221.5.100.174,2011,87,48850,26,5.167643,7.196559000000001,19
22,198.18.0.1,59182,198.18.0.28,443,192.168.5.2,59183,221.5.100.174,2011,198.18.0.1,59182,198.18.0.28,443,27,14700,31,5.173314,0.1024759999999993,3,drive.google.com,192.168.5.2,59183,221.5.100.174,2011,21,13146,28,5.171348,0.1424070000000004,3
23,198.18.0.1,59184,198.18.0.33,443,192.168.5.2,59185,221.5.100.174,2011,198.18.0.1,59184,198.18.0.33,443,116,76444,32,6.090749,6.235531000000001,7,lh3.googleusercontent.com,192.168.5.2,59185,221.5.100.174,2011,74,59064,29,6.088909,6.275208999999999,7
24,198.18.0.1,59186,198.18.0.34,443,192.168.5.2,59187,221.5.100.174,2011,198.18.0.1,59186,198.18.0.34,443,198,140963,33,6.113403,6.212622,7,fonts.gstatic.com,192.168.5.2,59187,221.5.100.174,2011,86,74676,30,6.111862,6.250102999999999,7
25,198.18.0.1,59188,198.18.0.32,443,192.168.5.2,59189,221.5.100.174,2011,198.18.0.1,59188,198.18.0.32,443,173,109111,34,6.134488,6.191133999999999,17,ssl.gstatic.com,192.168.5.2,59189,221.5.100.174,2011,103,79373,31,6.132603,6.227601,17
27,198.18.0.1,59192,198.18.0.41,443,192.168.5.2,59194,221.5.100.174,2011,198.18.0.1,59192,198.18.0.41,443,65,28981,37,8.7392,3.584491,15,play.google.com,192.168.5.2,59194,221.5.100.174,2011,66,36810,35,8.737558,3.6202229999999993,15
28,198.18.0.1,59193,198.18.0.41,443,192.168.5.2,59195,221.5.100.174,2011,198.18.0.1,59193,198.18.0.41,443,10,2357,38,8.739386,0.0979790000000004,1,play.google.com,192.168.5.2,59195,221.5.100.174,2011,19,11486,34,8.737553,0.0994860000000006,2
29,198.18.0.1,59196,198.18.0.36,443,192.168.5.2,59197,221.5.100.174,2011,198.18.0.1,59196,198.18.0.36,443,1219,979885,39,8.759453,3.5663400000000003,17,www.gstatic.com,192.168.5.2,59197,221.5.100.174,2011,552,566952,36,8.759173,3.603524,17
30,198.18.0.1,59198,198.18.0.38,443,192.168.5.2,59199,221.5.100.174,2011,198.18.0.1,59198,198.18.0.38,443,38,15118,40,9.073758,3.251787,7,content-autofill.googleapis.com,192.168.5.2,59199,221.5.100.174,2011,34,17762,37,9.071822,3.288361,7
31,198.18.0.1,59200,198.18.0.41,443,192.168.5.2,59201,221.5.100.174,2011,198.18.0.1,59200,198.18.0.41,443,43,17026,41,9.551759,2.7741999999999987,8,play.google.com,192.168.5.2,59201,221.5.100.174,2011,37,18645,38,9.551092,2.8130740000000003,8
32,198.18.0.1,59206,198.18.0.21,443,192.168.5.2,59208,221.5.100.174,2011,198.18.0.1,59206,198.18.0.21,443,10,2265,45,12.245178,0.0777550000000015,1,clients2.google.com,192.168.5.2,59208,221.5.100.174,2011,21,13135,41,12.245747,0.0934340000000002,2
33,198.18.0.1,59207,198.18.0.22,443,192.168.5.2,59209,221.5.100.174,2011,198.18.0.1,59207,198.18.0.22,443,10,2267,46,12.245385,0.0776810000000001,1,update.googleapis.com,192.168.5.2,59209,221.5.100.174,2011,20,10543,42,12.2461,0.0966520000000006,2
34,198.18.0.1,59210,198.18.0.21,443,192.168.5.2,59213,221.5.100.174,2011,198.18.0.1,59210,198.18.0.21,443,39,17788,47,12.323291,0.2862980000000004,6,clients2.google.com,192.168.5.2,59213,221.5.100.174,2011,35,19782,44,12.322528,0.3225540000000002,6
35,198.18.0.1,59211,198.18.0.22,443,192.168.5.2,59212,221.5.100.174,2011,198.18.0.1,59211,198.18.0.22,443,42,19541,48,12.323451,0.2959569999999996,6,update.googleapis.com,192.168.5.2,59212,221.5.100.174,2011,41,21460,43,12.322524,0.331766,6
36,198.18.0.1,59215,198.18.0.24,443,192.168.5.2,59217,221.5.100.174,2011,198.18.0.1,59215,198.18.0.24,443,25,14520,50,12.365741,0.0992820000000005,2,android.clients.google.com,192.168.5.2,59217,221.5.100.174,2011,21,11994,46,12.36429,0.1359459999999988,2
37,198.18.0.1,59214,198.18.0.23,5228,192.168.5.2,59216,221.5.100.174,2011,198.18.0.1,59214,198.18.0.23,5228,38,15723,49,12.365499,43.94822,4,mtalk.google.com,192.168.5.2,59216,221.5.100.174,2011,38,16304,45,12.363323,43.987533,4
38,198.18.0.1,59218,198.18.0.24,443,192.168.5.2,59219,221.5.100.174,2011,198.18.0.1,59218,198.18.0.24,443,60,19559,51,12.465359,43.877564,9,android.clients.google.com,192.168.5.2,59219,221.5.100.174,2011,48,23869,47,12.463928,43.916338,9
39,198.18.0.1,59220,198.18.0.27,443,192.168.5.2,59221,221.5.100.174,2011,198.18.0.1,59220,198.18.0.27,443,221,111857,52,12.617659,43.725472,35,optimizationguide-pa.googleapis.com,192.168.5.2,59221,221.5.100.174,2011,184,118830,48,12.616278,43.763887,35
40,198.18.0.1,59222,198.18.0.10,443,192.168.5.2,59223,221.5.100.174,2011,198.18.0.1,59222,198.18.0.10,443,302,207871,53,12.624538,43.718928,29,accounts.google.com,192.168.5.2,59223,221.5.100.174,2011,262,197011,49,12.622881,43.757264,29
41,198.18.0.1,59224,198.18.0.41,443,192.168.5.2,59225,221.5.100.174,2011,198.18.0.1,59224,198.18.0.41,443,307,176384,54,12.868554,43.474124,53,play.google.com,192.168.5.2,59225,221.5.100.174,2011,393,213791,50,12.866959,43.511654,51
42,198.18.0.1,59226,198.18.0.36,443,192.168.5.2,59227,221.5.100.174,2011,198.18.0.1,59226,198.18.0.36,443,3124,2416252,55,12.970785,43.371663,64,www.gstatic.com,192.168.5.2,59227,221.5.100.174,2011,1270,1295729,51,12.969404,43.40858299999999,66
43,198.18.0.1,59228,198.18.0.32,443,192.168.5.2,59229,221.5.100.174,2011,198.18.0.1,59228,198.18.0.32,443,603,437714,56,12.976155,43.367064,39,ssl.gstatic.com,192.168.5.2,59229,221.5.100.174,2011,378,328247,52,12.974614,43.405468,39
44,198.18.0.1,59230,198.18.0.16,443,192.168.5.2,59232,221.5.100.174,2011,198.18.0.1,59230,198.18.0.16,443,44,10961,57,16.184296,40.158283,9,www.googleapis.com,192.168.5.2,59232,221.5.100.174,2011,45,16764,53,16.182353,40.196216,9
45,198.18.0.1,59231,198.18.0.80,443,192.168.5.2,59233,221.5.100.174,2011,198.18.0.1,59231,198.18.0.80,443,31,13185,58,16.184901,40.160407000000006,4,accountcapabilities-pa.googleapis.com,192.168.5.2,59233,221.5.100.174,2011,29,13065,54,16.182734,40.198391,4
46,198.18.0.1,59234,198.18.0.81,443,192.168.5.2,59235,221.5.100.174,2011,198.18.0.1,59234,198.18.0.81,443,42,19277,59,16.394867,39.946839,7,myaccount.google.com,192.168.5.2,59235,221.5.100.174,2011,45,26539,55,16.392983,39.985608,7
47,198.18.0.1,59236,198.18.0.19,443,192.168.5.2,59237,221.5.100.174,2011,198.18.0.1,59236,198.18.0.19,443,70,33634,60,16.479773,39.863313,13,clients4.google.com,192.168.5.2,59237,221.5.100.174,2011,88,44315,56,16.477936,39.902188,13
48,198.18.0.1,59238,198.18.0.82,443,192.168.5.2,59239,221.5.100.174,2011,198.18.0.1,59238,198.18.0.82,443,126,64615,61,16.635061,39.707035,23,gds.google.com,192.168.5.2,59239,221.5.100.174,2011,119,71764,57,16.633171,39.744767,21
50,198.18.0.1,59242,198.18.0.34,443,192.168.5.2,59243,221.5.100.174,2011,198.18.0.1,59242,198.18.0.34,443,1314,1039210,63,17.383207,38.959046,19,fonts.gstatic.com,192.168.5.2,59243,221.5.100.174,2011,577,570372,59,17.382962,38.998255,19
51,198.18.0.1,59244,198.18.0.33,443,192.168.5.2,59245,221.5.100.174,2011,198.18.0.1,59244,198.18.0.33,443,98,55123,64,17.677078,38.665079,15,lh3.googleusercontent.com,192.168.5.2,59245,221.5.100.174,2011,88,57226,60,17.675271,38.704746,15
52,198.18.0.1,59246,198.18.0.38,443,192.168.5.2,59247,221.5.100.174,2011,198.18.0.1,59246,198.18.0.38,443,78,17963,65,17.743802,38.599748000000005,25,content-autofill.googleapis.com,192.168.5.2,59247,221.5.100.174,2011,78,37469,61,17.742145,38.639108,25
54,198.18.0.1,59250,198.18.0.41,443,192.168.5.2,59251,221.5.100.174,2011,198.18.0.1,59250,198.18.0.41,443,34,7107,67,18.182301,38.160026,9,play.google.com,192.168.5.2,59251,221.5.100.174,2011,36,12383,63,18.180648,38.197986,9
56,198.18.0.1,59259,198.18.0.28,443,192.168.5.2,59260,221.5.100.174,2011,198.18.0.1,59259,198.18.0.28,443,7790,6127908,70,24.708282,31.632959,85,drive.google.com,192.168.5.2,59260,221.5.100.174,2011,3269,3183824,67,24.707253,31.669445,85
58,198.18.0.1,59263,198.18.0.85,443,192.168.5.2,59264,221.5.100.174,2011,198.18.0.1,59263,198.18.0.85,443,45,20737,72,25.068568,31.272779,7,accounts.google.com.hk,192.168.5.2,59264,221.5.100.174,2011,44,23349,69,25.066724,31.310094,7
59,198.18.0.1,59265,198.18.0.30,443,192.168.5.2,59266,221.5.100.174,2011,198.18.0.1,59265,198.18.0.30,443,475,350720,73,26.26173,30.080056,17,apis.google.com,192.168.5.2,59266,221.5.100.174,2011,233,214255,70,26.260288,30.11651,17
