,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
16,198.18.0.1,57408,198.18.0.161,443,192.168.5.2,57411,120.232.217.159,2011,198.18.0.1,57408,198.18.0.161,443,44,18990,26,3.94413,2.23528,7,accounts.youtube.com,192.168.5.2,57411,120.232.217.159,2011,41,19538,24,3.718343,2.2678210000000005,7
28,198.18.0.1,57435,198.18.0.182,443,192.168.5.2,57436,120.232.217.159,2011,198.18.0.1,57435,198.18.0.182,443,9902,7689106,41,6.662461,238.6346,117,www.youtube.com,192.168.5.2,57436,120.232.217.159,2011,4661,4004219,36,6.436907,238.67433,119
29,198.18.0.1,57434,198.18.0.182,443,192.168.5.2,57437,120.232.217.159,2011,198.18.0.1,57434,198.18.0.182,443,37,16252,40,6.662313,61.813208,4,www.youtube.com,192.168.5.2,57437,120.232.217.159,2011,36,14774,37,6.437687,61.853624,4
30,198.18.0.1,57439,198.18.0.183,443,192.168.5.2,57441,120.232.217.159,2011,198.18.0.1,57439,198.18.0.183,443,1997,1531095,43,6.888302,238.409701,43,i.ytimg.com,192.168.5.2,57441,120.232.217.159,2011,969,860896,39,6.663089,238.440092,43
31,198.18.0.1,57438,198.18.0.183,443,192.168.5.2,57440,120.232.217.159,2011,198.18.0.1,57438,198.18.0.183,443,10,2289,42,6.885863,0.0907410000000004,1,i.ytimg.com,192.168.5.2,57440,120.232.217.159,2011,22,11047,38,6.662029,0.0916679999999994,2
32,198.18.0.1,57443,198.18.0.214,443,192.168.5.2,57446,120.232.217.159,2011,198.18.0.1,57443,198.18.0.214,443,43,10452,45,6.979569,166.384408,4,rr5---sn-i3b7knlk.googlevideo.com,192.168.5.2,57446,120.232.217.159,2011,42,13467,41,6.753796,121.412179,4
34,198.18.0.1,57444,198.18.0.214,443,192.168.5.2,57447,120.232.217.159,2011,198.18.0.1,57444,198.18.0.214,443,47,12506,46,6.979785,166.38413400000002,4,rr5---sn-i3b7knlk.googlevideo.com,192.168.5.2,57447,120.232.217.159,2011,42,13296,42,6.753988,121.416585,4
37,198.18.0.1,57452,198.18.0.206,443,192.168.5.2,57453,120.232.217.159,2011,198.18.0.1,57452,198.18.0.206,443,108758,87381483,49,7.692398,237.606867,52,rr2---sn-i3b7kn6s.googlevideo.com,192.168.5.2,57453,120.232.217.159,2011,42595,40120454,45,7.466539,237.642544,52
39,198.18.0.1,57459,198.18.0.216,443,192.168.5.2,57461,120.232.217.159,2011,198.18.0.1,57459,198.18.0.216,443,29,13050,53,8.139318,45.897049,4,rr2---sn-aigl6nze.googlevideo.com,192.168.5.2,57461,120.232.217.159,2011,30,13820,49,7.914537,0.9206510000000004,3
40,198.18.0.1,57458,198.18.0.216,443,192.168.5.2,57460,120.232.217.159,2011,198.18.0.1,57458,198.18.0.216,443,29,12944,52,8.139107,45.905175,4,rr2---sn-aigl6nze.googlevideo.com,192.168.5.2,57460,120.232.217.159,2011,30,14158,48,7.914534,0.9324180000000002,4
44,198.18.0.1,57472,198.18.0.216,443,192.168.5.2,57473,120.232.217.159,2011,198.18.0.1,57472,198.18.0.216,443,20,6466,64,9.045369,45.871154,4,rr2---sn-aigl6nze.googlevideo.com,192.168.5.2,57473,120.232.217.159,2011,26,10131,54,8.819879,0.8973510000000005,4
45,198.18.0.1,57470,198.18.0.216,443,192.168.5.2,57471,120.232.217.159,2011,198.18.0.1,57470,198.18.0.216,443,20,6554,63,9.039651,45.888653,4,rr2---sn-aigl6nze.googlevideo.com,192.168.5.2,57471,120.232.217.159,2011,26,9313,53,8.81449,0.9191280000000006,4
50,198.18.0.1,57484,198.18.0.190,443,192.168.5.2,57485,120.232.217.159,2011,198.18.0.1,57484,198.18.0.190,443,155,78782,71,9.625312,235.673364,11,yt3.ggpht.com,192.168.5.2,57485,120.232.217.159,2011,123,69394,59,9.399706,235.714628,11
54,198.18.0.1,57492,198.18.0.216,443,192.168.5.2,57493,120.232.217.159,2011,198.18.0.1,57492,198.18.0.216,443,22,6634,75,9.926397,45.888687,4,rr2---sn-aigl6nze.googlevideo.com,192.168.5.2,57493,120.232.217.159,2011,25,9458,63,9.70106,0.9189430000000004,4
55,198.18.0.1,57494,198.18.0.216,443,192.168.5.2,57495,120.232.217.159,2011,198.18.0.1,57494,198.18.0.216,443,20,6490,76,10.014803,45.889454,4,rr2---sn-aigl6nze.googlevideo.com,192.168.5.2,57495,120.232.217.159,2011,26,9338,64,9.789379,0.919573999999999,4
56,198.18.0.1,57496,198.18.0.194,443,192.168.5.2,57497,120.232.217.159,2011,198.18.0.1,57496,198.18.0.194,443,82,20757,77,10.199753,235.09881700000005,7,youtube.com,192.168.5.2,57497,120.232.217.159,2011,66,22364,65,9.974537,235.134581,7
57,198.18.0.1,57500,198.18.0.217,443,192.168.5.2,57503,120.232.217.159,2011,198.18.0.1,57500,198.18.0.217,443,29,12984,80,10.452155,45.64137,4,rr3---sn-q4flrnsl.googlevideo.com,192.168.5.2,57503,120.232.217.159,2011,29,14833,66,10.226561,0.6721210000000006,4
58,198.18.0.1,57501,198.18.0.217,443,192.168.5.2,57502,120.232.217.159,2011,198.18.0.1,57501,198.18.0.217,443,29,13064,81,10.452302,45.65298799999999,4,rr3---sn-q4flrnsl.googlevideo.com,192.168.5.2,57502,120.232.217.159,2011,29,13534,67,10.226561,0.6861350000000002,3
60,198.18.0.1,57507,198.18.0.217,443,192.168.5.2,57509,120.232.217.159,2011,198.18.0.1,57507,198.18.0.217,443,22,6666,84,11.105534,60.63967,4,rr3---sn-q4flrnsl.googlevideo.com,192.168.5.2,57509,120.232.217.159,2011,26,10285,70,10.879827,0.6711749999999999,4
61,198.18.0.1,57506,198.18.0.217,443,192.168.5.2,57508,120.232.217.159,2011,198.18.0.1,57506,198.18.0.217,443,20,6522,83,11.103808,45.659156,4,rr3---sn-q4flrnsl.googlevideo.com,192.168.5.2,57508,120.232.217.159,2011,24,9430,69,10.878837,0.6963029999999986,4
62,198.18.0.1,57510,198.18.0.217,443,192.168.5.2,57511,120.232.217.159,2011,198.18.0.1,57510,198.18.0.217,443,20,6466,85,11.746327,45.640148,4,rr3---sn-q4flrnsl.googlevideo.com,192.168.5.2,57511,120.232.217.159,2011,27,9772,71,11.52036,0.6683559999999993,3
63,198.18.0.1,57512,198.18.0.217,443,192.168.5.2,57513,120.232.217.159,2011,198.18.0.1,57512,198.18.0.217,443,23,6674,86,11.76494,45.649903,4,rr3---sn-q4flrnsl.googlevideo.com,192.168.5.2,57513,120.232.217.159,2011,28,10051,72,11.538998,0.6758839999999999,4
77,198.18.0.1,57679,198.18.0.221,443,192.168.5.2,57680,221.5.100.174,2011,198.18.0.1,57679,198.18.0.221,443,1744,1401296,142,243.627076,1.6722120000000018,4,rr2---sn-i3bssn7e.googlevideo.com,192.168.5.2,57680,221.5.100.174,2011,652,710125,133,243.400873,1.7102240000000108,4
