,Time,Direction,StreamID
0,5.723011,1,37.0
1,5.725013,0,37.0
2,5.757452,1,37.0
3,5.757841,0,37.0
4,5.757968,1,37.0
5,5.925537,0,37.0
6,7.727499,1,46.0
7,7.729738,0,46.0
8,7.768235,1,46.0
9,7.768742,0,46.0
10,7.769426,1,46.0
11,7.769947,0,46.0
12,16.957147,1,46.0
13,16.957707,0,46.0
14,17.25017,1,46.0
15,17.286826,0,46.0
16,20.72668,1,46.0
17,20.727254,0,46.0
18,16.418952,1,65.0
19,16.421862,0,65.0
20,16.465,1,65.0
21,16.465519,0,65.0
22,16.466248,1,65.0
23,16.525256,0,65.0
24,16.660153,1,65.0
25,16.660507,0,65.0
26,16.663496,1,65.0
27,16.665426,0,65.0
28,16.67001,1,65.0
29,16.762086,0,65.0
30,16.768055,1,65.0
31,31.797997,0,65.0
32,16.421842,1,66.0
33,20.966709,1,84.0
34,20.968304,0,84.0
35,21.010125,1,84.0
36,21.010397,0,84.0
37,21.011374,1,84.0
38,21.011798,0,84.0
39,16.634423,1,68.0
40,16.637177,0,68.0
41,16.677153,1,68.0
42,16.677647,0,68.0
43,16.714365,1,68.0
44,16.714995,0,68.0
45,41.477805,1,93.0
46,41.479606,0,93.0
47,41.520468,1,93.0
48,41.520874,0,93.0
49,41.521161,1,93.0
50,41.584753,0,93.0
51,5.685838,1,33.0
52,5.687998,0,33.0
53,5.740779,1,33.0
54,20.761072,0,33.0
55,7.029695,1,42.0
56,7.034643,0,42.0
57,7.072519,1,42.0
58,7.07295,0,42.0
59,7.074524,1,42.0
60,7.115021,0,42.0
61,16.011228,1,42.0
62,16.017058,0,42.0
63,10.027341,1,51.0
64,10.029332,0,51.0
65,10.072248,1,51.0
66,10.072665,0,51.0
67,10.073438,1,51.0
68,10.223413,0,51.0
69,10.294063,1,51.0
70,10.295607,0,51.0
71,10.296507,1,51.0
72,10.37225,0,51.0
73,10.414323,1,51.0
74,10.415429,0,51.0
75,10.429695,1,51.0
76,10.732804,0,51.0
77,10.773638,1,51.0
78,10.774263,0,51.0
79,16.30922,1,51.0
80,16.309669,0,51.0
81,16.415929,1,51.0
82,16.417677,0,51.0
83,16.418952,1,51.0
84,16.566224,0,51.0
85,16.605816,1,51.0
86,16.611496,0,51.0
87,17.039928,1,51.0
88,17.041427,0,51.0
89,17.629441,1,51.0
90,17.651068,0,51.0
91,17.667118,1,51.0
92,17.668017,0,51.0
