No.,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Server Name,TCP Stream index,UDP Stream index,TCP Segment Len,Info
3087,11.638896,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=181837 Ack=9181 Win=43008 Len=1428 TSval=1596469428 TSecr=1397750665 [TCP PDU reassembled in 22999]"
3088,11.638944,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=183265 Win=131328 Len=0 TSval=1397750702 TSecr=1596469428
3089,11.638964,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=198841 Win=131328 Len=0 TSval=1397750702 TSecr=1596469428
3090,11.639585,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=198841 Ack=9824 Win=43008 Len=1428 TSval=1596469429 TSecr=1397750666 [TCP PDU reassembled in 19813]
3091,11.639585,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=200269 Ack=9824 Win=43008 Len=1428 TSval=1596469429 TSecr=1397750666 [TCP PDU reassembled in 19813]"
3092,11.639603,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=201697 Win=131328 Len=0 TSval=1397750702 TSecr=1596469429
3093,11.63982,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=183265 Ack=9181 Win=43008 Len=1428 TSval=1596469429 TSecr=1397750666 [TCP PDU reassembled in 22999]
3094,11.63982,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=184693 Ack=9181 Win=43008 Len=1428 TSval=1596469429 TSecr=1397750666 [TCP PDU reassembled in 22999]"
3095,11.639835,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=186121 Win=131328 Len=0 TSval=1397750703 TSecr=1596469429
3096,11.639974,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=201697 Ack=9824 Win=43008 Len=1428 TSval=1596469429 TSecr=1397750666 [TCP PDU reassembled in 19813]
3097,11.639974,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=203125 Ack=9824 Win=43008 Len=1428 TSval=1596469429 TSecr=1397750666 [TCP PDU reassembled in 19813]"
3098,11.640005,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=204553 Win=131328 Len=0 TSval=1397750703 TSecr=1596469429
3099,11.640548,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=186121 Ack=9181 Win=43008 Len=1428 TSval=1596469430 TSecr=1397750666 [TCP PDU reassembled in 22999]
3100,11.640548,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=187549 Ack=9181 Win=43008 Len=1428 TSval=1596469430 TSecr=1397750666 [TCP PDU reassembled in 22999]"
3101,11.640548,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=204553 Ack=9824 Win=43008 Len=1428 TSval=1596469430 TSecr=1397750666 [TCP PDU reassembled in 19813]
3102,11.640548,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=205981 Ack=9824 Win=43008 Len=1428 TSval=1596469430 TSecr=1397750666 [TCP PDU reassembled in 19813]"
3103,11.640573,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=188977 Win=131328 Len=0 TSval=1397750703 TSecr=1596469430
3104,11.640587,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=207409 Win=131328 Len=0 TSval=1397750703 TSecr=1596469430
3105,11.641299,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=188977 Ack=9181 Win=43008 Len=1428 TSval=1596469430 TSecr=1397750668 [TCP PDU reassembled in 22999]
3106,11.641299,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=190405 Ack=9181 Win=43008 Len=1428 TSval=1596469430 TSecr=1397750668 [TCP PDU reassembled in 22999]"
3107,11.641299,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=207409 Ack=9824 Win=43008 Len=1428 TSval=1596469431 TSecr=1397750668 [TCP PDU reassembled in 19813]
3108,11.641299,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=208837 Ack=9824 Win=43008 Len=1428 TSval=1596469431 TSecr=1397750668 [TCP PDU reassembled in 19813]"
3109,11.641341,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=191833 Win=131328 Len=0 TSval=1397750704 TSecr=1596469430
3110,11.641363,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=210265 Win=131328 Len=0 TSval=1397750704 TSecr=1596469431
3111,11.641532,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=191833 Ack=9181 Win=43008 Len=1428 TSval=1596469431 TSecr=1397750668 [TCP PDU reassembled in 22999]
3112,11.6419,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=193261 Ack=9181 Win=43008 Len=1428 TSval=1596469431 TSecr=1397750668 [TCP PDU reassembled in 22999]"
3113,11.641918,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=194689 Win=131328 Len=0 TSval=1397750705 TSecr=1596469431
3114,11.642769,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=210265 Ack=9824 Win=43008 Len=1428 TSval=1596469432 TSecr=1397750670 [TCP PDU reassembled in 19813]
3115,11.642769,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=211693 Ack=9824 Win=43008 Len=1428 TSval=1596469432 TSecr=1397750670 [TCP PDU reassembled in 19813]"
3116,11.642788,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=213121 Win=131328 Len=0 TSval=1397750706 TSecr=1596469432
3117,11.64303,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=194689 Ack=9181 Win=43008 Len=1428 TSval=1596469432 TSecr=1397750669 [TCP PDU reassembled in 22999]
3118,11.64303,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=196117 Ack=9181 Win=43008 Len=1428 TSval=1596469432 TSecr=1397750669 [TCP PDU reassembled in 22999]"
3119,11.64303,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=213121 Ack=9824 Win=43008 Len=1428 TSval=1596469432 TSecr=1397750670 [TCP PDU reassembled in 19813]
3120,11.64303,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=214549 Ack=9824 Win=43008 Len=1428 TSval=1596469432 TSecr=1397750670 [TCP PDU reassembled in 19813]"
3121,11.64303,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=197545 Ack=9181 Win=43008 Len=1428 TSval=1596469433 TSecr=1397750669 [TCP PDU reassembled in 22999]
3122,11.64307,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=198973 Win=131328 Len=0 TSval=1397750706 TSecr=1596469432
3123,11.643088,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=215977 Win=131328 Len=0 TSval=1397750706 TSecr=1596469432
3124,11.64325,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=198973 Ack=9181 Win=43008 Len=1428 TSval=1596469433 TSecr=1397750669 [TCP PDU reassembled in 22999]"
3125,11.643264,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=200401 Win=131328 Len=0 TSval=1397750706 TSecr=1596469433
3126,11.644131,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=215977 Ack=9824 Win=43008 Len=1428 TSval=1596469433 TSecr=1397750670 [TCP PDU reassembled in 19813]
3127,11.644131,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=217405 Ack=9824 Win=43008 Len=1428 TSval=1596469433 TSecr=1397750670 [TCP PDU reassembled in 19813]"
3128,11.644131,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=200401 Ack=9181 Win=43008 Len=1428 TSval=1596469433 TSecr=1397750671 [TCP PDU reassembled in 22999]
3129,11.644131,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=201829 Ack=9181 Win=43008 Len=1428 TSval=1596469433 TSecr=1397750671 [TCP PDU reassembled in 22999]"
3130,11.644131,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=218833 Ack=9824 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750671 [TCP PDU reassembled in 19813]
3131,11.644131,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=220261 Ack=9824 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750671 [TCP PDU reassembled in 19813]"
3132,11.644131,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=203257 Ack=9181 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750671 [TCP PDU reassembled in 22999]
3133,11.644164,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=221689 Win=131328 Len=0 TSval=1397750707 TSecr=1596469433
3134,11.644176,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=204685 Win=131328 Len=0 TSval=1397750707 TSecr=1596469433
3135,11.64493,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=204685 Ack=9181 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750671 [TCP PDU reassembled in 22999]"
3136,11.644947,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=206113 Win=131328 Len=0 TSval=1397750708 TSecr=1596469434
3137,11.645178,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=221689 Ack=9824 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750673 [TCP PDU reassembled in 19813]
3138,11.645178,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=223117 Ack=9824 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750673 [TCP PDU reassembled in 19813]"
3139,11.645178,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60906.0,,70.0,,1428.0,2011  >  60906 [ACK] Seq=1 Ack=3368 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750648 [TCP PDU reassembled in 22990]
3140,11.645178,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60906.0,,70.0,,1428.0,"2011  >  60906 [PSH, ACK] Seq=1429 Ack=3368 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750648 [TCP PDU reassembled in 22990]"
3141,11.645178,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60906.0,,70.0,,1428.0,2011  >  60906 [ACK] Seq=2857 Ack=3368 Win=43008 Len=1428 TSval=1596469434 TSecr=1397750648 [TCP PDU reassembled in 22990]
3142,11.645213,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=224545 Win=131328 Len=0 TSval=1397750708 TSecr=1596469434
3143,11.645224,192.168.5.2,221.5.100.174,TCP,66,60906.0,2011.0,,70.0,,0.0,60906  >  2011 [ACK] Seq=3368 Ack=4285 Win=131328 Len=0 TSval=1397750708 TSecr=1596469434
3144,11.646004,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=206113 Ack=9181 Win=43008 Len=1428 TSval=1596469435 TSecr=1397750672 [TCP PDU reassembled in 22999]
3145,11.646004,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=207541 Ack=9181 Win=43008 Len=1428 TSval=1596469435 TSecr=1397750672 [TCP PDU reassembled in 22999]"
3146,11.646004,221.5.100.174,192.168.5.2,TCP,1354,2011.0,60906.0,,70.0,,1288.0,"2011  >  60906 [PSH, ACK] Seq=4285 Ack=3368 Win=43008 Len=1288 TSval=1596469434 TSecr=1397750648 [TCP PDU reassembled in 22990]"
3147,11.646004,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=224545 Ack=9824 Win=43008 Len=1428 TSval=1596469435 TSecr=1397750673 [TCP PDU reassembled in 19813]
3148,11.646004,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=225973 Ack=9824 Win=43008 Len=1428 TSval=1596469435 TSecr=1397750673 [TCP PDU reassembled in 19813]"
3149,11.646004,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=208969 Ack=9181 Win=43008 Len=1428 TSval=1596469435 TSecr=1397750672 [TCP PDU reassembled in 22999]
3150,11.646045,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=210397 Win=131328 Len=0 TSval=1397750709 TSecr=1596469435
3151,11.64606,192.168.5.2,221.5.100.174,TCP,66,60906.0,2011.0,,70.0,,0.0,60906  >  2011 [ACK] Seq=3368 Ack=5573 Win=130048 Len=0 TSval=1397750709 TSecr=1596469434
3152,11.646068,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=227401 Win=131328 Len=0 TSval=1397750709 TSecr=1596469435
3153,11.646244,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=210397 Ack=9181 Win=43008 Len=1428 TSval=1596469435 TSecr=1397750672 [TCP PDU reassembled in 22999]"
3154,11.646244,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=227401 Ack=9824 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750673 [TCP PDU reassembled in 19813]
3155,11.646244,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=228829 Ack=9824 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750673 [TCP PDU reassembled in 19813]"
3156,11.646273,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=211825 Win=131328 Len=0 TSval=1397750709 TSecr=1596469435
3157,11.646291,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=230257 Win=131328 Len=0 TSval=1397750709 TSecr=1596469436
3158,11.646581,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=211825 Ack=9181 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750672 [TCP PDU reassembled in 22999]
3159,11.646581,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=213253 Ack=9181 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750672 [TCP PDU reassembled in 22999]"
3160,11.646604,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=214681 Win=131328 Len=0 TSval=1397750709 TSecr=1596469436
3161,11.647412,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=230257 Ack=9824 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750674 [TCP PDU reassembled in 19813]
3162,11.647412,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=231685 Ack=9824 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750674 [TCP PDU reassembled in 19813]"
3163,11.647412,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=214681 Ack=9181 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750674 [TCP PDU reassembled in 22999]
3164,11.647449,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=233113 Win=131328 Len=0 TSval=1397750710 TSecr=1596469436
3165,11.647659,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=216109 Ack=9181 Win=43008 Len=1428 TSval=1596469436 TSecr=1397750674 [TCP PDU reassembled in 22999]"
3166,11.647659,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=233113 Ack=9824 Win=43008 Len=1428 TSval=1596469437 TSecr=1397750674 [TCP PDU reassembled in 19813]
3167,11.647659,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=234541 Ack=9824 Win=43008 Len=1428 TSval=1596469437 TSecr=1397750674 [TCP PDU reassembled in 19813]"
3168,11.647659,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=217537 Ack=9181 Win=43008 Len=1428 TSval=1596469437 TSecr=1397750674 [TCP PDU reassembled in 22999]
3169,11.647697,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=218965 Win=131328 Len=0 TSval=1397750710 TSecr=1596469436
3170,11.647716,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=235969 Win=131328 Len=0 TSval=1397750710 TSecr=1596469437
3171,11.647857,192.168.5.2,221.5.100.174,HTTP,1164,60906.0,2011.0,,70.0,,1098.0,Continuation
3172,11.647904,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=218965 Ack=9181 Win=43008 Len=1428 TSval=1596469437 TSecr=1397750674 [TCP PDU reassembled in 22999]
3173,11.647923,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=220393 Win=131328 Len=0 TSval=1397750711 TSecr=1596469437
3174,11.647997,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=220393 Ack=9181 Win=43008 Len=1428 TSval=1596469437 TSecr=1397750674 [TCP PDU reassembled in 22999]"
3175,11.647997,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=235969 Ack=9824 Win=43008 Len=1428 TSval=1596469438 TSecr=1397750674 [TCP PDU reassembled in 19813]
3176,11.648076,192.168.5.2,221.5.100.174,HTTP,306,60906.0,2011.0,,70.0,,240.0,Continuation
3177,11.648173,192.168.5.2,221.5.100.174,HTTP,1065,60906.0,2011.0,,70.0,,999.0,Continuation
3178,11.648324,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=237397 Ack=9824 Win=43008 Len=1428 TSval=1596469438 TSecr=1397750674 [TCP PDU reassembled in 19813]"
3179,11.648342,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=238825 Win=131328 Len=0 TSval=1397750711 TSecr=1596469438
3180,11.648993,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=221821 Ack=9181 Win=43008 Len=1428 TSval=1596469438 TSecr=1397750674 [TCP PDU reassembled in 22999]
3181,11.648993,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=223249 Ack=9181 Win=43008 Len=1428 TSval=1596469438 TSecr=1397750674 [TCP PDU reassembled in 22999]
3182,11.648993,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=224677 Ack=9181 Win=43008 Len=1428 TSval=1596469438 TSecr=1397750674 [TCP PDU reassembled in 22999]"
3183,11.648993,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=238825 Ack=9824 Win=43008 Len=1428 TSval=1596469438 TSecr=1397750674 [TCP PDU reassembled in 19813]
3184,11.648993,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=240253 Ack=9824 Win=43008 Len=1428 TSval=1596469438 TSecr=1397750674 [TCP PDU reassembled in 19813]"
3185,11.649026,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=226105 Win=131328 Len=0 TSval=1397750712 TSecr=1596469437
3186,11.649041,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=241681 Win=131328 Len=0 TSval=1397750712 TSecr=1596469438
3187,11.649562,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=241681 Ack=9824 Win=43008 Len=1428 TSval=1596469439 TSecr=1397750676 [TCP PDU reassembled in 19813]
3188,11.649562,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=243109 Ack=9824 Win=43008 Len=1428 TSval=1596469439 TSecr=1397750676 [TCP PDU reassembled in 19813]"
3189,11.649584,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=244537 Win=131328 Len=0 TSval=1397750712 TSecr=1596469439
3190,11.649937,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=226105 Ack=9181 Win=43008 Len=1428 TSval=1596469439 TSecr=1397750674 [TCP PDU reassembled in 22999]
3191,11.650171,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=227533 Ack=9181 Win=43008 Len=1428 TSval=1596469439 TSecr=1397750674 [TCP PDU reassembled in 22999]
3192,11.650171,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=228961 Ack=9181 Win=43008 Len=1428 TSval=1596469439 TSecr=1397750674 [TCP PDU reassembled in 22999]"
3193,11.650199,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=230389 Win=131328 Len=0 TSval=1397750713 TSecr=1596469439
3194,11.650452,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,2011  >  60859 [ACK] Seq=244537 Ack=9824 Win=43008 Len=1428 TSval=1596469440 TSecr=1397750678 [TCP PDU reassembled in 19813]
3195,11.650452,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60859.0,,45.0,,1428.0,"2011  >  60859 [PSH, ACK] Seq=245965 Ack=9824 Win=43008 Len=1428 TSval=1596469440 TSecr=1397750678 [TCP PDU reassembled in 19813]"
3196,11.65047,192.168.5.2,221.5.100.174,TCP,66,60859.0,2011.0,,45.0,,0.0,60859  >  2011 [ACK] Seq=9824 Ack=247393 Win=131328 Len=0 TSval=1397750713 TSecr=1596469440
3197,11.650602,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=230389 Ack=9181 Win=43008 Len=1428 TSval=1596469440 TSecr=1397750674 [TCP PDU reassembled in 22999]
3198,11.650602,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,2011  >  60873 [ACK] Seq=231817 Ack=9181 Win=43008 Len=1428 TSval=1596469440 TSecr=1397750674 [TCP PDU reassembled in 22999]
3199,11.650625,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=233245 Win=131328 Len=0 TSval=1397750713 TSecr=1596469440
3200,11.650869,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60873.0,,51.0,,1428.0,"2011  >  60873 [PSH, ACK] Seq=233245 Ack=9181 Win=43008 Len=1428 TSval=1596469440 TSecr=1397750674 [TCP PDU reassembled in 22999]"
3201,11.650881,192.168.5.2,221.5.100.174,TCP,66,60873.0,2011.0,,51.0,,0.0,60873  >  2011 [ACK] Seq=9181 Ack=234673 Win=131328 Len=0 TSval=1397750714 TSecr=1596469440
