No.,Time,Source,Destination,Protocol,Length,Source Port,Destination Port,Server Name,TCP Stream index,UDP Stream index,TCP Segment Len,Info
1,0.0,23.56.4.72,192.168.5.2,TCP,74,80.0,60761.0,,0.0,,0.0,"80  >  60761 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1440 SACK_PERM TSval=3250876704 TSecr=1397738614 WS=128"
2,4.1e-05,192.168.5.2,23.56.4.72,TCP,78,60761.0,80.0,,0.0,,0.0,60761  >  80 [ACK] Seq=112 Ack=1 Win=513 Len=0 TSval=1397739063 TSecr=3250876527 SLE=0 SRE=1
3,0.095475,23.56.4.72,192.168.5.2,TCP,66,80.0,60761.0,,0.0,,0.0,80  >  60761 [ACK] Seq=1 Ack=112 Win=65152 Len=0 TSval=3250876799 TSecr=1397738886
4,0.096047,23.56.4.72,192.168.5.2,TCP,66,80.0,60761.0,,0.0,,0.0,"[TCP Previous segment not captured] 80  >  60761 [FIN, ACK] Seq=188 Ack=112 Win=65152 Len=0 TSval=3250876800 TSecr=1397738886"
5,0.096047,23.56.4.72,192.168.5.2,TCP,253,80.0,60761.0,,0.0,,187.0,"[TCP Out-Of-Order] 80  >  60761 [PSH, ACK] Seq=1 Ack=112 Win=65152 Len=187 TSval=3250876800 TSecr=1397738886"
6,0.096081,192.168.5.2,23.56.4.72,TCP,66,60761.0,80.0,,0.0,,0.0,[TCP Dup ACK 2#1] 60761  >  80 [ACK] Seq=112 Ack=1 Win=513 Len=0 TSval=1397739159 TSecr=3250876799
7,0.09618,192.168.5.2,23.56.4.72,TCP,66,60761.0,80.0,,0.0,,0.0,60761  >  80 [ACK] Seq=112 Ack=189 Win=512 Len=0 TSval=1397739159 TSecr=3250876800
8,0.096227,192.168.5.2,23.56.4.72,TCP,66,60761.0,80.0,,0.0,,0.0,"60761  >  80 [FIN, ACK] Seq=112 Ack=189 Win=512 Len=0 TSval=1397739159 TSecr=3250876800"
9,0.115596,192.168.5.2,20.42.73.25,TCP,1494,60760.0,443.0,,1.0,,1428.0,60760  >  443 [ACK] Seq=1 Ack=1 Win=511 Len=1428 TSval=1397739178 TSecr=1932433841 [TCP PDU reassembled in 12]
10,0.115596,192.168.5.2,20.42.73.25,TCP,1494,60760.0,443.0,,1.0,,1428.0,60760  >  443 [ACK] Seq=1429 Ack=1 Win=511 Len=1428 TSval=1397739178 TSecr=1932433841 [TCP PDU reassembled in 12]
11,0.115596,192.168.5.2,20.42.73.25,TCP,1494,60760.0,443.0,,1.0,,1428.0,60760  >  443 [ACK] Seq=2857 Ack=1 Win=511 Len=1428 TSval=1397739178 TSecr=1932433841 [TCP PDU reassembled in 12]
12,0.115596,192.168.5.2,20.42.73.25,TLSv1.2,301,60760.0,443.0,,1.0,,235.0,Application Data
13,0.118124,192.168.5.2,20.189.173.14,TCP,74,60763.0,443.0,,2.0,,0.0,60763  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397739181 TSecr=0
14,0.258872,20.189.173.14,192.168.5.2,TCP,74,443.0,60763.0,,2.0,,0.0,"443  >  60763 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM TSval=1858049611 TSecr=1397739181"
15,0.258947,192.168.5.2,20.189.173.14,TCP,66,60763.0,443.0,,2.0,,0.0,60763  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=1397739322 TSecr=1858049611
16,0.259228,192.168.5.2,20.189.173.14,TCP,1494,60763.0,443.0,,2.0,,1428.0,60763  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=1428 TSval=1397739322 TSecr=1858049611 [TCP PDU reassembled in 17]
17,0.259228,192.168.5.2,20.189.173.14,TLSv1.3,571,60763.0,443.0,mobile.events.data.microsoft.com,2.0,,505.0,Client Hello (SNI=mobile.events.data.microsoft.com)
18,0.36458,20.42.73.25,192.168.5.2,TCP,66,443.0,60760.0,,1.0,,0.0,443  >  60760 [ACK] Seq=1 Ack=2857 Win=16388 Len=0 TSval=1932435590 TSecr=1397739178
19,0.36458,20.42.73.25,192.168.5.2,TCP,66,443.0,60760.0,,1.0,,0.0,443  >  60760 [ACK] Seq=1 Ack=4520 Win=16388 Len=0 TSval=1932435590 TSecr=1397739178
20,0.36458,20.42.73.25,192.168.5.2,TLSv1.2,512,443.0,60760.0,,1.0,,446.0,Application Data
21,0.368032,23.56.4.72,192.168.5.2,TCP,66,80.0,60761.0,,0.0,,0.0,80  >  60761 [ACK] Seq=189 Ack=113 Win=65152 Len=0 TSval=3250877072 TSecr=1397739159
22,0.368032,23.56.4.72,192.168.5.2,TCP,66,80.0,60761.0,,0.0,,0.0,[TCP Dup ACK 21#1] 80  >  60761 [ACK] Seq=189 Ack=113 Win=65152 Len=0 TSval=3250877072 TSecr=1397739159
23,0.400622,20.189.173.14,192.168.5.2,TCP,66,443.0,60763.0,,2.0,,0.0,443  >  60763 [ACK] Seq=1 Ack=1934 Win=4195328 Len=0 TSval=1858049753 TSecr=1397739322
24,0.400622,20.189.173.14,192.168.5.2,TLSv1.3,165,443.0,60763.0,,2.0,,99.0,"Hello Retry Request, Change Cipher Spec"
25,0.401684,192.168.5.2,20.189.173.14,TLSv1.3,845,60763.0,443.0,mobile.events.data.microsoft.com,2.0,,779.0,"Change Cipher Spec, Client Hello (SNI=mobile.events.data.microsoft.com)"
26,0.41261,192.168.5.2,20.42.73.25,TCP,66,60760.0,443.0,,1.0,,0.0,60760  >  443 [ACK] Seq=4520 Ack=447 Win=509 Len=0 TSval=1397739475 TSecr=1932435590
27,0.58802,20.189.173.14,192.168.5.2,TCP,66,443.0,60763.0,,2.0,,0.0,443  >  60763 [ACK] Seq=100 Ack=2713 Win=4194560 Len=0 TSval=1858049941 TSecr=1397739464
28,0.66787,fe80::8a7:202d:29e0:8e1a,ff02::c,UDP/XML,718,,,,,0.0,,50646  >  3702 Len=656
29,0.669663,20.189.173.14,192.168.5.2,TLSv1.3,1494,443.0,60763.0,,2.0,,1428.0,Server Hello
30,0.669663,20.189.173.14,192.168.5.2,TCP,1494,443.0,60763.0,,2.0,,1428.0,443  >  60763 [ACK] Seq=1528 Ack=2713 Win=4194560 Len=1428 TSval=1858050019 TSecr=1397739464 [TCP PDU reassembled in 33]
31,0.669663,20.189.173.14,192.168.5.2,TCP,1494,443.0,60763.0,,2.0,,1428.0,443  >  60763 [ACK] Seq=2956 Ack=2713 Win=4194560 Len=1428 TSval=1858050019 TSecr=1397739464 [TCP PDU reassembled in 33]
32,0.669663,20.189.173.14,192.168.5.2,TCP,749,443.0,60763.0,,2.0,,683.0,"[TCP Previous segment not captured] 443  >  60763 [PSH, ACK] Seq=5812 Ack=2713 Win=4194560 Len=683 TSval=1858050019 TSecr=1397739464 [TCP PDU reassembled in 33]"
33,0.669663,20.189.173.14,192.168.5.2,TCP,1494,443.0,60763.0,,2.0,,1428.0,[TCP Out-Of-Order] 443  >  60763 [ACK] Seq=4384 Ack=2713 Win=4194560 Len=1428 TSval=1858050019 TSecr=1397739464
34,0.669731,192.168.5.2,20.189.173.14,TCP,78,60763.0,443.0,,2.0,,0.0,60763  >  443 [ACK] Seq=2713 Ack=4384 Win=131328 Len=0 TSval=1397739733 TSecr=1858050019 SLE=5812 SRE=6495
35,0.669758,192.168.5.2,20.189.173.14,TCP,66,60763.0,443.0,,2.0,,0.0,60763  >  443 [ACK] Seq=2713 Ack=6495 Win=131328 Len=0 TSval=1397739733 TSecr=1858050019
36,0.671394,192.168.5.2,20.189.173.14,TLSv1.3,140,60763.0,443.0,,2.0,,74.0,Application Data
37,0.671525,192.168.5.2,20.189.173.14,TLSv1.3,158,60763.0,443.0,,2.0,,92.0,Application Data
38,0.671599,192.168.5.2,20.189.173.14,TLSv1.3,557,60763.0,443.0,,2.0,,491.0,Application Data
39,0.671636,192.168.5.2,20.189.173.14,TCP,1494,60763.0,443.0,,2.0,,1428.0,60763  >  443 [ACK] Seq=3370 Ack=6495 Win=131328 Len=1428 TSval=1397739734 TSecr=1858050019 [TCP PDU reassembled in 40]
40,0.671636,192.168.5.2,20.189.173.14,TLSv1.3,889,60763.0,443.0,,2.0,,823.0,Application Data
41,0.812462,20.189.173.14,192.168.5.2,TCP,66,443.0,60763.0,,2.0,,0.0,443  >  60763 [ACK] Seq=6495 Ack=2879 Win=4194304 Len=0 TSval=1858050165 TSecr=1397739734
42,0.812462,20.189.173.14,192.168.5.2,TCP,66,443.0,60763.0,,2.0,,0.0,443  >  60763 [ACK] Seq=6495 Ack=4798 Win=4195328 Len=0 TSval=1858050165 TSecr=1397739734
43,0.813915,20.189.173.14,192.168.5.2,TLSv1.3,169,443.0,60763.0,,2.0,,103.0,Application Data
44,0.830995,20.189.173.14,192.168.5.2,TLSv1.3,128,443.0,60763.0,,2.0,,62.0,Application Data
45,0.83107,192.168.5.2,20.189.173.14,TCP,66,60763.0,443.0,,2.0,,0.0,60763  >  443 [ACK] Seq=5621 Ack=6660 Win=131072 Len=0 TSval=1397739894 TSecr=1858050167
46,0.831529,192.168.5.2,20.189.173.14,TLSv1.3,97,60763.0,443.0,,2.0,,31.0,Application Data
47,0.971168,20.189.173.14,192.168.5.2,TLSv1.3,378,443.0,60763.0,,2.0,,312.0,"Application Data, Application Data"
48,1.014822,192.168.5.2,20.189.173.14,TCP,66,60763.0,443.0,,2.0,,0.0,60763  >  443 [ACK] Seq=5652 Ack=6972 Win=130816 Len=0 TSval=1397740078 TSecr=1858050324
49,1.025758,20.189.173.14,192.168.5.2,TCP,66,443.0,60763.0,,2.0,,0.0,443  >  60763 [ACK] Seq=6972 Ack=5652 Win=4194560 Len=0 TSval=1858050378 TSecr=1397739894
50,1.597415,192.168.5.2,239.255.255.250,UDP/XML,698,,,,,1.0,,50645  >  3702 Len=656
51,1.730779,192.168.5.2,52.139.252.32,TCP,55,60647.0,443.0,,3.0,,1.0,60647  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1
52,1.80066,52.139.252.32,192.168.5.2,TCP,78,443.0,60647.0,,3.0,,0.0,443  >  60647 [ACK] Seq=1 Ack=2 Win=63 Len=0 TSval=2431294453 TSecr=1397650421 SLE=1 SRE=2
53,2.674373,fe80::8a7:202d:29e0:8e1a,ff02::c,UDP/XML,718,,,,,0.0,,50646  >  3702 Len=656
54,3.608352,192.168.5.2,239.255.255.250,UDP/XML,698,,,,,1.0,,50645  >  3702 Len=656
55,4.523994,192.168.5.2,221.5.100.174,TCP,74,60765.0,2011.0,,4.0,,0.0,60765  >  2011 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397743587 TSecr=0
56,4.524038,192.168.5.2,1.12.12.12,TLSv1.2,97,59804.0,443.0,,5.0,,43.0,Application Data
57,4.52404,192.168.5.2,223.6.6.6,TLSv1.2,102,59487.0,443.0,,6.0,,36.0,Application Data
58,4.529117,223.6.6.6,192.168.5.2,TLSv1.2,139,443.0,59487.0,,6.0,,73.0,Application Data
59,4.529117,223.6.6.6,192.168.5.2,TLSv1.2,224,443.0,59487.0,,6.0,,158.0,Application Data
60,4.529195,192.168.5.2,223.6.6.6,TCP,66,59487.0,443.0,,6.0,,0.0,59487  >  443 [ACK] Seq=37 Ack=232 Win=512 Len=0 TSval=1397743592 TSecr=2562445951
61,4.558258,1.12.12.12,192.168.5.2,TCP,60,443.0,59804.0,,5.0,,0.0,443  >  59804 [ACK] Seq=1 Ack=44 Win=501 Len=0
62,4.559018,1.12.12.12,192.168.5.2,TLSv1.2,623,443.0,59804.0,,5.0,,569.0,Application Data
63,4.559629,192.168.5.2,8.8.8.8,DNS,76,,,,,2.0,,Standard query 0x0cd8 AAAA cdn.hk1.ec.sx.cn
64,4.559629,192.168.5.2,1.1.1.1,DNS,76,,,,,3.0,,Standard query 0x0cd8 AAAA cdn.hk1.ec.sx.cn
65,4.560986,221.5.100.174,192.168.5.2,TCP,74,2011.0,60765.0,,4.0,,0.0,"2011  >  60765 [SYN, ACK] Seq=0 Ack=1 Win=43440 Len=0 MSS=1440 SACK_PERM TSval=1596462350 TSecr=1397743587 WS=1024"
66,4.561024,192.168.5.2,221.5.100.174,TCP,66,60765.0,2011.0,,4.0,,0.0,60765  >  2011 [ACK] Seq=1 Ack=1 Win=131328 Len=0 TSval=1397743624 TSecr=1596462350
67,4.561153,192.168.5.2,221.5.100.174,HTTP,450,60765.0,2011.0,,4.0,,384.0,GET /%7f%19%0c%66%96%4d%d2%dd%e9%25%ee%43 HTTP/1.1 
68,4.561189,192.168.5.2,221.5.100.174,HTTP,630,60765.0,2011.0,,4.0,,564.0,Continuation
69,4.561344,192.168.5.2,221.5.100.174,HTTP,1494,60765.0,2011.0,,4.0,,1428.0,Continuation
70,4.561344,192.168.5.2,221.5.100.174,HTTP,686,60765.0,2011.0,,4.0,,620.0,Continuation
71,4.561391,192.168.5.2,221.5.100.174,HTTP,395,60765.0,2011.0,,4.0,,329.0,Continuation
72,4.597156,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=1 Ack=385 Win=44032 Len=0 TSval=1596462387 TSecr=1397743624
73,4.597156,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=1 Ack=949 Win=44032 Len=0 TSval=1596462387 TSecr=1397743624
74,4.597374,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=1 Ack=2377 Win=43008 Len=0 TSval=1596462387 TSecr=1397743624
75,4.597374,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=1 Ack=2997 Win=43008 Len=0 TSval=1596462387 TSecr=1397743624
76,4.597599,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=1 Ack=3326 Win=43008 Len=0 TSval=1596462387 TSecr=1397743624
77,4.605612,192.168.5.2,1.12.12.12,TCP,54,59804.0,443.0,,5.0,,0.0,59804  >  443 [ACK] Seq=44 Ack=570 Win=517 Len=0
78,4.630795,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60765.0,,4.0,,1428.0,2011  >  60765 [ACK] Seq=1 Ack=3326 Win=43008 Len=1428 TSval=1596462420 TSecr=1397743624 [TCP PDU reassembled in 1565]
79,4.630795,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60765.0,,4.0,,1428.0,"2011  >  60765 [PSH, ACK] Seq=1429 Ack=3326 Win=43008 Len=1428 TSval=1596462420 TSecr=1397743624 [TCP PDU reassembled in 1565]"
80,4.630795,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60765.0,,4.0,,1428.0,2011  >  60765 [ACK] Seq=2857 Ack=3326 Win=43008 Len=1428 TSval=1596462420 TSecr=1397743624 [TCP PDU reassembled in 1565]
81,4.630795,221.5.100.174,192.168.5.2,TCP,1494,2011.0,60765.0,,4.0,,1428.0,"2011  >  60765 [PSH, ACK] Seq=4285 Ack=3326 Win=43008 Len=1428 TSval=1596462420 TSecr=1397743624 [TCP PDU reassembled in 1565]"
82,4.630795,221.5.100.174,192.168.5.2,TCP,302,2011.0,60765.0,,4.0,,236.0,"2011  >  60765 [PSH, ACK] Seq=5713 Ack=3326 Win=43008 Len=236 TSval=1596462420 TSecr=1397743624 [TCP PDU reassembled in 1565]"
83,4.630899,192.168.5.2,221.5.100.174,TCP,66,60765.0,2011.0,,4.0,,0.0,60765  >  2011 [ACK] Seq=3326 Ack=5949 Win=131328 Len=0 TSval=1397743694 TSecr=1596462420
84,4.637435,192.168.5.2,221.5.100.174,HTTP,206,60765.0,2011.0,,4.0,,140.0,Continuation
85,4.637866,192.168.5.2,221.5.100.174,HTTP,1363,60765.0,2011.0,,4.0,,1297.0,Continuation
86,4.638267,192.168.5.2,221.5.100.174,HTTP,724,60765.0,2011.0,,4.0,,658.0,Continuation
87,4.673668,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=5949 Ack=4763 Win=43008 Len=0 TSval=1596462463 TSecr=1397743700
88,4.678686,221.5.100.174,192.168.5.2,TCP,1063,2011.0,60765.0,,4.0,,997.0,"2011  >  60765 [PSH, ACK] Seq=5949 Ack=5421 Win=43008 Len=997 TSval=1596462468 TSecr=1397743701 [TCP PDU reassembled in 1565]"
89,4.679279,192.168.5.2,221.5.100.174,HTTP,1267,60765.0,2011.0,,4.0,,1201.0,Continuation
90,4.679617,221.5.100.174,192.168.5.2,TCP,106,2011.0,60765.0,,4.0,,40.0,"2011  >  60765 [PSH, ACK] Seq=6946 Ack=5421 Win=43008 Len=40 TSval=1596462469 TSecr=1397743701 [TCP PDU reassembled in 1565]"
91,4.735098,192.168.5.2,221.5.100.174,TCP,66,60765.0,2011.0,,4.0,,0.0,60765  >  2011 [ACK] Seq=6622 Ack=6986 Win=130304 Len=0 TSval=1397743798 TSecr=1596462469
92,4.762882,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=6986 Ack=6622 Win=43008 Len=0 TSval=1596462552 TSecr=1397743742
93,4.816616,221.5.100.174,192.168.5.2,TCP,508,2011.0,60765.0,,4.0,,442.0,"2011  >  60765 [PSH, ACK] Seq=6986 Ack=6622 Win=43008 Len=442 TSval=1596462606 TSecr=1397743798 [TCP PDU reassembled in 1565]"
94,4.819437,221.5.100.174,192.168.5.2,TCP,145,2011.0,60765.0,,4.0,,79.0,"2011  >  60765 [PSH, ACK] Seq=7428 Ack=6622 Win=43008 Len=79 TSval=1596462609 TSecr=1397743798 [TCP PDU reassembled in 1565]"
95,4.819573,192.168.5.2,221.5.100.174,TCP,66,60765.0,2011.0,,4.0,,0.0,60765  >  2011 [ACK] Seq=6622 Ack=7507 Win=131328 Len=0 TSval=1397743882 TSecr=1596462606
96,4.82049,192.168.5.2,221.5.100.174,HTTP,566,60765.0,2011.0,,4.0,,500.0,Continuation
97,4.856199,221.5.100.174,192.168.5.2,TCP,66,2011.0,60765.0,,4.0,,0.0,2011  >  60765 [ACK] Seq=7507 Ack=7122 Win=43008 Len=0 TSval=1596462646 TSecr=1397743883
98,4.955716,8.8.8.8,192.168.5.2,DNS,197,,,,,2.0,,Standard query response 0x0cd8 AAAA cdn.hk1.ec.sx.cn CNAME iepl-cc.ec.sx.cn CNAME iepl-gtm.ec.sn.cn SOA vip7.alidns.com
99,5.378817,192.168.5.2,20.42.73.25,TCP,66,60760.0,443.0,,1.0,,0.0,"60760  >  443 [FIN, ACK] Seq=4520 Ack=447 Win=509 Len=0 TSval=1397744442 TSecr=1932435590"
100,5.638947,20.42.73.25,192.168.5.2,TCP,66,443.0,60760.0,,1.0,,0.0,"443  >  60760 [FIN, ACK] Seq=447 Ack=4521 Win=16388 Len=0 TSval=1932440864 TSecr=1397744442"
101,5.639023,192.168.5.2,20.42.73.25,TCP,66,60760.0,443.0,,1.0,,0.0,60760  >  443 [ACK] Seq=4521 Ack=448 Win=509 Len=0 TSval=1397744702 TSecr=1932440864
102,6.349446,192.168.5.2,221.5.100.174,TCP,74,60767.0,2011.0,,7.0,,0.0,60767  >  2011 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745412 TSecr=0
103,6.357925,192.168.5.2,221.5.100.174,UDP,1319,,,,,4.0,,52994  >  2011 Len=1277
104,6.358026,192.168.5.2,221.5.100.174,UDP,1319,,,,,4.0,,52994  >  2011 Len=1277
105,6.358736,192.168.5.2,1.12.12.12,TLSv1.2,161,59804.0,443.0,,5.0,,107.0,Application Data
106,6.358814,192.168.5.2,223.6.6.6,TLSv1.2,166,59487.0,443.0,,6.0,,100.0,Application Data
107,6.358871,192.168.5.2,1.12.12.12,TLSv1.2,162,59804.0,443.0,,5.0,,108.0,Application Data
108,6.358914,192.168.5.2,223.6.6.6,TLSv1.2,167,59487.0,443.0,,6.0,,101.0,Application Data
109,6.359186,192.168.5.2,223.68.10.200,TCP,74,60776.0,443.0,,8.0,,0.0,60776  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745422 TSecr=0
110,6.359919,192.168.5.2,223.68.10.200,TCP,74,60778.0,443.0,,9.0,,0.0,60778  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745423 TSecr=0
111,6.360056,192.168.5.2,223.68.10.200,TCP,74,60781.0,443.0,,10.0,,0.0,60781  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745423 TSecr=0
112,6.360162,192.168.5.2,223.68.10.200,TCP,74,60783.0,443.0,,11.0,,0.0,60783  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745423 TSecr=0
113,6.360342,192.168.5.2,221.5.100.174,TCP,74,60784.0,2011.0,,12.0,,0.0,60784  >  2011 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745423 TSecr=0
114,6.360422,192.168.5.2,223.68.10.200,TCP,74,60786.0,443.0,,13.0,,0.0,60786  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745423 TSecr=0
115,6.360462,192.168.5.2,221.5.100.174,TCP,74,60787.0,2011.0,,14.0,,0.0,60787  >  2011 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745423 TSecr=0
116,6.360951,192.168.5.2,223.68.10.200,TCP,74,60788.0,443.0,,15.0,,0.0,60788  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745424 TSecr=0
117,6.363613,223.6.6.6,192.168.5.2,TCP,66,443.0,59487.0,,6.0,,0.0,443  >  59487 [ACK] Seq=232 Ack=238 Win=25 Len=0 TSval=2562447786 TSecr=1397745422
118,6.363915,223.6.6.6,192.168.5.2,TLSv1.2,130,443.0,59487.0,,6.0,,64.0,Application Data
119,6.363915,223.6.6.6,192.168.5.2,TLSv1.2,107,443.0,59487.0,,6.0,,41.0,Application Data
120,6.363915,223.6.6.6,192.168.5.2,TLSv1.2,433,443.0,59487.0,,6.0,,367.0,Application Data
121,6.363915,223.6.6.6,192.168.5.2,TLSv1.2,445,443.0,59487.0,,6.0,,379.0,Application Data
122,6.363979,192.168.5.2,223.6.6.6,TCP,66,59487.0,443.0,,6.0,,0.0,59487  >  443 [ACK] Seq=238 Ack=1083 Win=508 Len=0 TSval=1397745427 TSecr=2562447786
123,6.364106,192.168.5.2,1.12.12.12,TLSv1.2,177,59804.0,443.0,,5.0,,123.0,Application Data
124,6.36414,192.168.5.2,223.6.6.6,TLSv1.2,172,59487.0,443.0,,6.0,,106.0,Application Data
125,6.364331,192.168.5.2,223.6.6.6,TLSv1.2,170,59487.0,443.0,,6.0,,104.0,Application Data
126,6.364401,192.168.5.2,223.6.6.6,TLSv1.2,173,59487.0,443.0,,6.0,,107.0,Application Data
127,6.364421,192.168.5.2,1.12.12.12,TLSv1.2,185,59804.0,443.0,,5.0,,131.0,Application Data
128,6.364491,192.168.5.2,1.12.12.12,TLSv1.2,96,59804.0,443.0,,5.0,,42.0,Application Data
129,6.364537,192.168.5.2,1.12.12.12,TLSv1.2,96,59804.0,443.0,,5.0,,42.0,Application Data
130,6.364577,192.168.5.2,1.12.12.12,TLSv1.2,165,59804.0,443.0,,5.0,,111.0,Application Data
131,6.364653,192.168.5.2,112.28.187.236,TCP,74,60794.0,443.0,,16.0,,0.0,60794  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745427 TSecr=0
132,6.364657,192.168.5.2,1.12.12.12,TLSv1.2,165,59804.0,443.0,,5.0,,111.0,Application Data
133,6.364746,192.168.5.2,223.6.6.6,TLSv1.2,170,59487.0,443.0,,6.0,,104.0,Application Data
134,6.36497,192.168.5.2,112.16.229.51,TCP,74,60795.0,443.0,,17.0,,0.0,60795  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745428 TSecr=0
135,6.36507,192.168.5.2,112.16.229.51,TCP,74,60796.0,443.0,,18.0,,0.0,60796  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM TSval=1397745428 TSecr=0
136,6.368813,223.6.6.6,192.168.5.2,TLSv1.2,107,443.0,59487.0,,6.0,,41.0,Application Data
137,6.368813,223.6.6.6,192.168.5.2,TLSv1.2,403,443.0,59487.0,,6.0,,337.0,Application Data
138,6.368813,223.68.10.200,192.168.5.2,TCP,66,443.0,60778.0,,9.0,,0.0,"443  >  60778 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=512"
139,6.368872,192.168.5.2,223.6.6.6,TCP,66,59487.0,443.0,,6.0,,0.0,59487  >  443 [ACK] Seq=659 Ack=1461 Win=513 Len=0 TSval=1397745432 TSecr=2562447791
140,6.368893,192.168.5.2,223.68.10.200,TCP,54,60778.0,443.0,,9.0,,0.0,60778  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
141,6.368953,192.168.5.2,1.12.12.12,TLSv1.2,96,59804.0,443.0,,5.0,,42.0,Application Data
142,6.369062,192.168.5.2,223.68.10.200,TCP,1466,60778.0,443.0,,9.0,,1412.0,60778  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 143]
143,6.369062,192.168.5.2,223.68.10.200,TLSv1.3,447,60778.0,443.0,infinityicon.infinitynewtab.com,9.0,,393.0,Client Hello (SNI=infinityicon.infinitynewtab.com)
144,6.36975,223.6.6.6,192.168.5.2,TCP,66,443.0,59487.0,,6.0,,0.0,443  >  59487 [ACK] Seq=1461 Ack=555 Win=25 Len=0 TSval=2562447791 TSecr=1397745427
145,6.36975,223.6.6.6,192.168.5.2,TLSv1.2,107,443.0,59487.0,,6.0,,41.0,Application Data
146,6.36975,223.6.6.6,192.168.5.2,TLSv1.2,272,443.0,59487.0,,6.0,,206.0,Application Data
147,6.36975,223.6.6.6,192.168.5.2,TLSv1.2,107,443.0,59487.0,,6.0,,41.0,Application Data
148,6.36975,223.6.6.6,192.168.5.2,TLSv1.2,415,443.0,59487.0,,6.0,,349.0,Application Data
149,6.36975,223.6.6.6,192.168.5.2,TLSv1.2,119,443.0,59487.0,,6.0,,53.0,Application Data
150,6.36975,223.6.6.6,192.168.5.2,TLSv1.2,457,443.0,59487.0,,6.0,,391.0,Application Data
151,6.369809,192.168.5.2,223.6.6.6,TCP,66,59487.0,443.0,,6.0,,0.0,59487  >  443 [ACK] Seq=659 Ack=2542 Win=508 Len=0 TSval=1397745433 TSecr=2562447791
152,6.369919,192.168.5.2,1.12.12.12,TLSv1.2,96,59804.0,443.0,,5.0,,42.0,Application Data
153,6.369956,192.168.5.2,1.12.12.12,TLSv1.2,96,59804.0,443.0,,5.0,,42.0,Application Data
154,6.373654,223.68.10.200,192.168.5.2,TCP,66,443.0,60788.0,,15.0,,0.0,"443  >  60788 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=512"
155,6.373693,192.168.5.2,223.68.10.200,TCP,54,60788.0,443.0,,15.0,,0.0,60788  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0
156,6.373922,192.168.5.2,223.68.10.200,TCP,1466,60788.0,443.0,,15.0,,1412.0,60788  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=1412 [TCP PDU reassembled in 157]
