Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
198.18.0.1,60498,198.18.0.35,443,28298,23404638,81,15960,22209433,12338,1195205,16.87343,21.445039,8285154,445867,143
198.18.0.1,60440,198.18.0.28,443,7651,6023185,47,3337,381034,4314,5642151,6.836315,31.480983,96828,1433792,99
198.18.0.1,60458,198.18.0.36,443,2268,1748019,58,971,78563,1297,1669456,10.11347,28.205861,22282,473506,53
198.18.0.1,60454,198.18.0.41,443,338,187161,56,185,143258,153,43903,10.091671,28.225952,40603,12443,53
198.18.0.1,60442,198.18.0.10,443,2980,2172553,48,1294,119769,1686,2052784,7.319333,30.998545,30909,529775,49
198.18.0.1,60448,198.18.0.32,443,704,491765,51,300,23710,404,468055,7.939864,30.378515,6243,123259,45
198.18.0.1,60500,198.18.0.37,443,247,149100,82,123,79865,124,69235,16.95844,21.361769,29909,25928,43
198.18.0.1,60436,198.18.0.27,443,184,93027,45,83,16360,101,76667,6.831081,31.486351,4156,19479,33
198.18.0.1,60369,198.18.0.12,443,1595,1218461,9,686,47708,909,1170753,3.383717,2.70787,140946,3458815,28
198.18.0.1,60489,198.18.0.37,443,116,32504,77,53,11577,63,20927,16.587632,21.731401,4261,7703,26
198.18.0.1,60486,198.18.0.35,443,72,20380,75,32,7867,40,12513,16.528277,21.790703000000004,2888,4593,23
198.18.0.1,60460,198.18.0.38,443,79,23229,60,36,5751,43,17478,10.421942,27.895769,1649,5012,21
198.18.0.1,60479,198.18.0.30,443,512,383693,72,222,18842,290,364851,16.16125,22.157562,6802,131729,17
198.18.0.1,60526,198.18.0.47,443,796,640280,94,336,30905,460,609375,21.03592,17.283942999999997,14304,282053,17
198.18.0.1,60444,198.18.0.33,443,190,131965,49,80,7730,110,124235,7.902585,30.41468,2033,32677,15
198.18.0.1,60446,198.18.0.34,443,387,278577,50,170,13176,217,265401,7.925547,30.39277,3468,69858,15
