Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
198.18.0.1,56930,198.18.0.182,443,10787,8350519,47,4810,498844,5977,7851675,8.049872,245.292594,16269.0,256075.0,147
198.18.0.1,56949,198.18.0.206,443,102237,82120616,56,44568,2790008,57669,79330608,8.893553,244.449999,91307.0,2596215.0,46
198.18.0.1,57071,198.18.0.42,443,152,33847,121,73,18760,79,15087,72.363733,180.97936,829.0,666.0,29
198.18.0.1,56935,198.18.0.183,443,634,439298,49,269,20543,365,418755,8.261548,245.08115,670.0,13669.0,29
198.18.0.1,56995,198.18.0.20,443,161,40012,87,81,20411,80,19601,10.983079,242.359717,673.0,647.0,27
198.18.0.1,56947,198.18.0.27,443,636,330370,55,286,27458,350,302912,8.520424,244.822225,897.0,9898.0,22
198.18.0.1,57055,198.18.0.175,443,300,188037,113,162,175999,138,12038,61.971055,191.379437,7357.0,503.0,21
198.18.0.1,57038,198.18.0.55,443,99,32969,109,52,11029,47,21940,40.204865,63.375367,1392.0,2769.0,20
198.18.0.1,56861,198.18.0.176,443,1492,1183243,11,637,44680,855,1138563,4.322331,2.723687,131233.0,3344181.0,20
198.18.0.1,56965,198.18.0.12,443,242,141904,68,106,9741,136,132163,9.678156,241.153265,323.0,4384.0,18
198.18.0.1,56981,198.18.0.191,443,200,105343,79,88,9357,112,95986,10.456253,240.524476,311.0,3192.0,14
198.18.0.1,56923,198.18.0.181,443,107,19827,42,53,6033,54,13794,7.134962,246.207531,196.0,448.0,13
198.18.0.1,56903,198.18.0.9,443,48,16543,28,22,4820,26,11723,4.748423,2.308269,16705.0,40629.0,12
198.18.0.1,56985,198.18.0.12,443,128,37285,82,60,7840,68,29445,10.794764,241.167237,260.0,976.0,12
198.18.0.1,56955,198.18.0.19,443,99,24477,62,46,6609,53,17868,9.004705,240.36244,219.0,594.0,12
198.18.0.1,56929,198.18.0.11,443,102,33144,46,47,6294,55,26850,8.048091,245.294492,205.0,875.0,11
198.18.0.1,57168,198.18.0.212,443,61,17900,151,28,4769,33,13131,209.467783,43.87524500000001,869.0,2394.0,11
198.18.0.1,56999,198.18.0.6,443,134,59780,90,61,6533,73,53247,11.007646,240.407696,217.0,1771.0,10
198.18.0.1,57003,198.18.0.19,443,83,17061,92,39,6728,44,10333,11.523608,240.510904,223.0,343.0,10
198.18.0.1,56939,198.18.0.36,443,115,44217,51,52,5779,63,38438,8.351117,243.065987,190.0,1265.0,10
198.18.0.1,56970,198.18.0.190,443,102,34524,72,47,5476,55,29048,10.059162,240.848836,181.0,964.0,10
198.18.0.1,57069,198.18.0.19,443,79,17398,119,38,5491,41,11907,72.363205,180.980079,242.0,526.0,9
198.18.0.1,57092,198.18.0.48,443,67,15749,129,32,4303,35,11446,77.956538,175.38646400000002,196.0,522.0,9
198.18.0.1,57022,198.18.0.78,443,90,24956,105,44,7731,46,17225,23.253395,230.089807,268.0,598.0,9
198.18.0.1,56850,198.18.0.4,443,68,18618,5,34,3067,34,15551,3.885262,220.169795,111.0,565.0,8
198.18.0.1,56987,198.18.0.20,443,86,19308,83,40,4596,46,14712,10.8441,240.138553,153.0,490.0,8
198.18.0.1,56963,198.18.0.26,443,78,16851,67,37,4503,41,12348,9.656119,240.180292,149.0,411.0,8
198.18.0.1,57044,198.18.0.56,443,65,20865,110,34,5446,31,15419,40.889679,62.690738,694.0,1967.0,8
198.18.0.1,56878,198.18.0.177,443,233,133973,15,100,9616,133,124357,4.326763,2.7310990000000004,28167.0,364269.0,8
198.18.0.1,56879,198.18.0.178,443,234,139001,16,96,9517,138,129484,4.326979,2.7296780000000007,27891.0,379485.0,8
198.18.0.1,56924,198.18.0.179,443,77,16307,43,36,4372,41,11935,7.135191,240.278463,145.0,397.0,8
198.18.0.1,56925,198.18.0.180,443,80,18904,44,38,8273,42,10631,7.13542,240.306089,275.0,353.0,8
198.18.0.1,57001,198.18.0.193,443,73,16448,91,35,4711,38,11737,11.363615,240.150572,156.0,390.0,8
198.18.0.1,57005,198.18.0.194,443,81,20760,93,38,4770,43,15990,11.558788,240.143087,158.0,532.0,8
