Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
198.18.0.1,61104,198.18.0.28,443,7338,5866985,59,3194,383885,4144,5483100,12.080164,29.271667,104916.0,1498541.0,101
198.18.0.1,61000,198.18.0.10,443,2664,1960942,11,1135,86575,1529,1874367,3.382865,8.487532999999999,81602.0,1766701.0,42
198.18.0.1,61130,198.18.0.36,443,772,578394,75,320,27780,452,550614,14.455066,26.896215,8262.0,163774.0,35
198.18.0.1,61148,198.18.0.37,443,241,133218,88,119,70157,122,63061,14.836435,26.516229,21166.0,19025.0,35
198.18.0.1,61112,198.18.0.41,443,236,132756,66,135,110308,101,22448,14.037022,27.314466000000003,32307.0,6574.0,34
198.18.0.1,61114,198.18.0.32,443,575,425293,67,248,18797,327,406496,14.124277,27.226875,5523.0,119439.0,27
198.18.0.1,60999,198.18.0.12,443,1396,1089397,10,586,41340,810,1048057,3.382625,8.271305000000002,39984.0,1013679.0,24
198.18.0.1,61174,198.18.0.108,443,78798,62860245,101,34651,2108877,44147,60751368,18.667105,22.686,743675.0,21423386.0,23
198.18.0.1,61135,198.18.0.37,443,99,29416,78,44,9162,55,20254,14.499802,26.851538,2729.0,6034.0,21
198.18.0.1,61102,198.18.0.27,443,103,50937,58,46,11727,57,39210,11.881064,29.470907,3183.0,10643.0,19
198.18.0.1,61142,198.18.0.35,443,655,515474,85,273,36015,382,479459,14.788194,26.562987,10846.0,144399.0,19
198.18.0.1,61046,198.18.0.27,443,98,42595,32,45,7859,53,34736,5.496732,6.150986,10221.0,45177.0,17
198.18.0.1,61116,198.18.0.30,443,469,353748,69,202,19395,267,334353,14.12612,27.225599000000003,5699.0,98246.0,17
198.18.0.1,61059,198.18.0.32,443,136,83160,37,56,7417,80,75743,6.532328,5.115131,11600.0,118461.0,17
198.18.0.1,61068,198.18.0.36,443,1415,1107768,42,612,50978,803,1056790,8.510307,3.1377190000000006,129974.0,2694415.0,17
198.18.0.1,61096,198.18.0.10,443,87,42445,55,44,22547,43,19898,11.8722,29.480049,6118.0,5399.0,15
