Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
198.18.0.1,60247,198.18.0.84,443,3315,2539402,51,1412,92956,1903,2446446,5.891627,7.677746000000001,96857.0,2549129.0,160
198.18.0.1,60359,198.18.0.84,443,738,455938,116,308,24797,430,431141,13.771393,233.455386,849.0,14774.0,106
198.18.0.1,60389,198.18.0.88,443,318,107299,132,162,74374,156,32925,16.388231,230.839094,2577.0,1141.0,74
198.18.0.1,60233,198.18.0.86,443,188,54727,44,81,20957,107,33770,5.887038,7.680427999999999,21828.0,35175.0,55
198.18.0.1,60393,198.18.0.124,443,11461,9095884,134,4982,323085,6479,8772799,17.253596,229.975291,11238.0,305173.0,54
198.18.0.1,60244,198.18.0.88,443,145,60325,50,71,41012,74,19313,5.891293,7.677468,42734.0,20124.0,35
198.18.0.1,60369,198.18.0.86,443,183,65342,123,81,16420,102,48922,14.391731,232.835965,564.0,1680.0,33
198.18.0.1,60274,198.18.0.100,443,91,20109,62,40,7312,51,12797,5.904056,7.664343,7632.0,13357.0,29
198.18.0.1,60178,198.18.0.176,443,1902,1457031,13,842,57720,1060,1399311,3.043462,10.53752,43820.0,1062345.0,26
198.18.0.1,60474,198.18.0.55,443,104,33635,165,54,11149,50,22486,108.719108,63.897783,1395.0,2815.0,24
198.18.0.1,60297,198.18.0.90,443,400,273082,75,165,12982,235,260100,7.117481,240.020213,432.0,8669.0,21
198.18.0.1,60241,198.18.0.84,443,5426,4255086,49,2362,149913,3064,4105173,5.891017,7.675988,156240.0,4278456.0,20
198.18.0.1,60333,198.18.0.115,443,10539,8407134,99,4613,283050,5926,8124084,9.796046,3.773645,600056.0,17222783.0,20
198.18.0.1,60379,198.18.0.100,443,91,14018,126,43,6925,48,7093,15.021154,232.206701,238.0,244.0,17
198.18.0.1,60289,198.18.0.26,443,60,17724,71,26,4625,34,13099,6.746033,6.821347,5424.0,15362.0,15
198.18.0.1,60436,198.18.0.175,443,211,135256,152,123,126565,88,8691,60.582473,186.650704,5424.0,372.0,15
198.18.0.1,60323,198.18.0.95,443,576,436902,92,245,17327,331,419575,8.764773,4.804297,28852.0,698666.0,14
198.18.0.1,60452,198.18.0.42,443,96,22294,158,48,10962,48,11332,76.903514,170.32402,514.0,532.0,13
198.18.0.1,60303,198.18.0.103,443,186,112174,78,81,7572,105,104602,8.0213,5.548269,10917.0,150824.0,12
198.18.0.1,60378,198.18.0.95,443,1432,1141983,125,597,39053,835,1102930,15.01929,167.86819899999998,1861.0,52561.0,12
198.18.0.1,60221,198.18.0.11,443,68,32875,34,30,5426,38,27449,5.371293,8.196645,5295.0,26790.0,11
198.18.0.1,60232,198.18.0.85,443,42,10829,43,19,3643,23,7186,5.886748,7.68081,3794.0,7484.0,11
198.18.0.1,60394,198.18.0.99,443,75,10229,135,36,5572,39,4657,17.254761,229.972679,193.0,162.0,11
198.18.0.1,60416,198.18.0.181,443,89,12552,146,45,5804,44,6748,34.159822,213.068062,217.0,253.0,11
198.18.0.1,60189,198.18.0.177,443,206,125989,21,88,8860,118,117129,3.04896,10.536821,6726.0,88929.0,10
198.18.0.1,60209,198.18.0.9,443,36,13817,25,16,3834,20,9983,3.371455,10.21024,3004.0,7821.0,10
198.18.0.1,60290,198.18.0.6,443,153,106040,72,68,7857,85,98183,6.74626,6.821376999999999,9214.0,115147.0,10
198.18.0.1,60299,198.18.0.12,443,88,56837,76,37,4676,51,52161,7.650129,5.918845000000001,6320.0,70501.0,10
198.18.0.1,60301,198.18.0.103,443,327,243335,77,137,10765,190,232570,7.657712,5.910767999999999,14570.0,314774.0,10
198.18.0.1,60339,198.18.0.135,443,1982,1586553,104,857,57224,1125,1529329,10.922107,2.64302,173207.0,4629034.0,10
