Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Packets A to B,Bytes A to B,Packets B to A,Bytes B to A,Rel Start,Duration,Bits/s A to B,Bits/s B to A,Flows
198.18.0.1,59279,198.18.0.35,443,26840,22527699,80,15359,21436234,11481,1091465,27.012848,29.330466999999995,5846816.0,297701.0,237
198.18.0.1,59259,198.18.0.28,443,7790,6127908,70,3416,405167,4374,5722741,24.708282,31.632959,102467.0,1447285.0,85
198.18.0.1,59226,198.18.0.36,443,3124,2416252,55,1346,111310,1778,2304942,12.970785,43.371663,20531.0,425151.0,64
198.18.0.1,59224,198.18.0.41,443,307,176384,54,177,144730,130,31654,12.868554,43.474124,26632.0,5824.0,53
198.18.0.1,59129,198.18.0.10,443,2635,1948858,5,1121,100920,1514,1847938,2.497808,10.11258,79837.0,1461892.0,44
198.18.0.1,59281,198.18.0.37,443,251,144073,81,127,80299,124,63774,27.067774,29.276274,21942.0,17426.0,43
198.18.0.1,59228,198.18.0.32,443,603,437714,56,250,19857,353,417857,12.976155,43.367064,3663.0,77082.0,39
198.18.0.1,59220,198.18.0.27,443,221,111857,52,100,26055,121,85802,12.617659,43.725472,4767.0,15698.0,35
198.18.0.1,59131,198.18.0.12,443,1329,1039613,7,553,39176,776,1000437,2.500852,9.831912,31876.0,814032.0,34
198.18.0.1,59222,198.18.0.10,443,302,207871,53,139,54266,163,153605,12.624538,43.718928,9929.0,28107.0,29
198.18.0.1,59270,198.18.0.37,443,112,32196,76,49,11247,63,20949,26.720511,29.623231,3037.0,5657.0,26
198.18.0.1,59246,198.18.0.38,443,78,17963,65,35,6496,43,11467,17.743802,38.599748000000005,1346.0,2376.0,25
198.18.0.1,59238,198.18.0.82,443,126,64615,61,59,19121,67,45494,16.635061,39.707035,3852.0,9165.0,23
198.18.0.1,59267,198.18.0.35,443,71,20369,74,31,7870,40,12499,26.665197,29.676405000000003,2121.0,3369.0,21
198.18.0.1,59178,198.18.0.27,443,101,42962,29,47,9019,54,33943,5.169065,7.157058000000001,10081.0,37940.0,19
198.18.0.1,59242,198.18.0.34,443,1314,1039210,63,561,37578,753,1001632,17.383207,38.959046,7716.0,205678.0,19
198.18.0.1,59265,198.18.0.30,443,475,350720,73,204,17650,271,333070,26.26173,30.080056,4694.0,88582.0,17
198.18.0.1,59188,198.18.0.32,443,173,109111,34,75,8644,98,100467,6.134488,6.191133999999999,11169.0,129820.0,17
198.18.0.1,59196,198.18.0.36,443,1219,979885,39,515,44857,704,935028,8.759453,3.5663400000000003,100623.0,2097451.0,17
198.18.0.1,59166,198.18.0.19,443,67,28997,22,32,11678,35,17319,2.907604,9.416299,9921.0,14714.0,15
198.18.0.1,59244,198.18.0.33,443,98,55123,64,41,6049,57,49074,17.677078,38.665079,1251.0,10153.0,15
198.18.0.1,59192,198.18.0.41,443,65,28981,37,31,13943,34,15038,8.7392,3.584491,31118.0,33562.0,15
198.18.0.1,59309,198.18.0.47,443,864,679238,95,370,32086,494,647152,31.077615,25.266838,10159.0,204901.0,15
198.18.0.1,59236,198.18.0.19,443,70,33634,60,38,22667,32,10967,16.479773,39.863313,4548.0,2200.0,13
198.18.0.1,59240,198.18.0.31,443,55,20039,62,25,4522,30,15517,16.919938,39.42204100000001,917.0,3148.0,13
198.18.0.1,59307,198.18.0.46,443,280,202423,94,119,15906,161,186517,31.02521,25.319789,5025.0,58931.0,13
198.18.0.1,59316,198.18.0.48,443,70,26610,97,32,5185,38,21425,31.718215,24.623726,1684.0,6960.0,13
198.18.0.1,59168,198.18.0.18,443,45,15404,23,21,4498,24,10906,2.917247,9.421088,3819.0,9260.0,12
198.18.0.1,59287,198.18.0.11,443,87,53068,84,39,7509,48,45559,27.231623,29.113115,2063.0,12519.0,11
198.18.0.1,59318,198.18.0.48,443,74,30165,98,35,9283,39,20882,31.994189,24.350718,3049.0,6860.0,11
198.18.0.1,59146,198.18.0.13,443,224,127985,14,97,9401,127,118584,2.515086,9.827499,7652.0,96532.0,10
198.18.0.1,59130,198.18.0.11,443,48,19924,6,22,5249,26,14675,2.499664,9.824304,4274.0,11949.0,9
198.18.0.1,59230,198.18.0.16,443,44,10961,57,21,4658,23,6303,16.184296,40.158283,927.0,1255.0,9
198.18.0.1,59218,198.18.0.24,443,60,19559,51,29,4287,31,15272,12.465359,43.877564,781.0,2784.0,9
198.18.0.1,59277,198.18.0.40,443,53,24526,79,24,3852,29,20674,26.942674,29.401622,1048.0,5625.0,9
198.18.0.1,59283,198.18.0.40,443,111,71415,82,49,9366,62,62049,27.102781,29.24136,2562.0,16975.0,9
198.18.0.1,59250,198.18.0.41,443,34,7107,67,16,3638,18,3469,18.182301,38.160026,762.0,727.0,9
198.18.0.1,59289,198.18.0.42,443,52,24015,85,24,7655,28,16360,27.692201,28.652321,2137.0,4567.0,9
198.18.0.1,59303,198.18.0.45,443,70,35558,92,31,4334,39,31224,30.931506,25.413151,1364.0,9829.0,9
198.18.0.1,59320,198.18.0.86,443,54,24968,99,25,4161,29,20807,40.853746,15.490184999999997,2148.0,10745.0,9
198.18.0.1,59120,198.18.0.7,443,44,18511,1,21,6778,23,11733,0.005082,46.114952,1175.0,2035.0,8
198.18.0.1,59200,198.18.0.41,443,43,17026,41,19,3572,24,13454,9.551759,2.7741999999999987,10300.0,38797.0,8
198.18.0.1,59124,198.18.0.9,443,39,14608,3,18,3303,21,11305,0.666137,11.654577,2267.0,7760.0,7
198.18.0.1,59162,198.18.0.10,443,34,14856,18,16,3104,18,11752,2.737505,9.58806,2589.0,9805.0,7
198.18.0.1,59160,198.18.0.16,443,41,15421,17,18,3602,23,11819,2.713661,9.611759,2997.0,9837.0,7
198.18.0.1,59180,198.18.0.28,443,42,19101,30,20,4774,22,14327,5.171113,7.15476,5337.0,16019.0,7
198.18.0.1,59301,198.18.0.32,443,34,14304,91,16,3408,18,10896,30.80279,25.538665,1067.0,3413.0,7
198.18.0.1,59184,198.18.0.33,443,116,76444,32,49,5482,67,70962,6.090749,6.235531000000001,7033.0,91042.0,7
198.18.0.1,59186,198.18.0.34,443,198,140963,33,88,7842,110,133121,6.113403,6.212622,10098.0,171420.0,7
198.18.0.1,59297,198.18.0.34,443,36,14149,89,17,3545,19,10604,28.707994,27.635431000000004,1026.0,3069.0,7
198.18.0.1,59198,198.18.0.38,443,38,15118,40,17,3450,21,11668,9.073758,3.251787,8487.0,28705.0,7
198.18.0.1,59275,198.18.0.39,443,50,24191,78,23,3732,27,20459,26.939903,29.404474,1015.0,5566.0,7
198.18.0.1,59285,198.18.0.39,443,44,19766,83,20,5427,24,14339,27.126712,29.21694,1485.0,3926.0,7
198.18.0.1,59291,198.18.0.43,443,51,23387,86,23,3741,28,19646,27.983742,28.359099,1055.0,5542.0,7
198.18.0.1,59295,198.18.0.43,443,50,24263,88,23,5621,27,18642,28.297675,28.046176,1603.0,5317.0,7
198.18.0.1,59305,198.18.0.44,443,66,39298,93,28,5888,38,33410,31.018201,25.326658,1859.0,10553.0,7
198.18.0.1,59171,198.18.0.72,443,36,14887,25,16,3105,20,11782,2.929072,9.395904,2643.0,10031.0,7
198.18.0.1,59190,198.18.0.72,443,60,37094,35,26,4823,34,32271,6.201448,6.12428,6300.0,42154.0,7
198.18.0.1,59261,198.18.0.72,443,55,29928,71,26,8159,29,21769,24.886686,31.454495,2075.0,5536.0,7
198.18.0.1,59234,198.18.0.81,443,42,19277,59,20,6637,22,12640,16.394867,39.946839,1329.0,2531.0,7
198.18.0.1,59263,198.18.0.85,443,45,20737,72,22,7480,23,13257,25.068568,31.272779,1913.0,3391.0,7
198.18.0.1,59122,198.18.0.8,443,48,16121,2,25,3296,23,12825,0.012047,45.200766,583.0,2269.0,6
198.18.0.1,59156,198.18.0.14,443,195,100533,15,84,8120,111,92413,2.5670260000000003,9.787908,6636.0,75532.0,6
198.18.0.1,59157,198.18.0.15,443,28,10048,16,13,3498,15,6550,2.568216,9.754976,2868.0,5371.0,6
198.18.0.1,59210,198.18.0.21,443,39,17788,47,18,3424,21,14364,12.323291,0.2862980000000004,95676.0,401371.0,6
198.18.0.1,59211,198.18.0.22,443,42,19541,48,20,7378,22,12163,12.323451,0.2959569999999996,199434.0,328777.0,6
198.18.0.1,59299,198.18.0.55,443,24,8496,90,11,1580,13,6916,30.609263,15.850995000000005,797.0,3490.0,6
198.18.0.1,59248,198.18.0.83,443,146,97325,66,60,6028,86,91297,17.762365,38.591025,1249.0,18926.0,6
198.18.0.1,59252,198.18.0.84,443,44,15593,68,20,3714,24,11879,19.720126,36.633218,811.0,2594.0,6
198.18.0.1,59134,198.18.0.12,443,20,9810,9,10,2381,10,7429,2.505886,0.0357150000000001,533333.0,1664062.0,4
198.18.0.1,59143,198.18.0.14,443,84,41764,13,35,4538,49,37226,2.512011,9.840408,3689.0,30263.0,4
198.18.0.1,59214,198.18.0.23,5228,38,15723,49,18,2952,20,12771,12.365499,43.94822,537.0,2324.0,4
198.18.0.1,59231,198.18.0.80,443,31,13185,58,15,2645,16,10540,16.184901,40.160407000000006,526.0,2099.0,4
198.18.0.1,59182,198.18.0.28,443,27,14700,31,13,2552,14,12148,5.173314,0.1024759999999993,199227.0,948358.0,3
198.18.0.1,59269,198.18.0.37,443,45,26261,75,21,3136,24,23125,26.720266,0.104457,240175.0,1771063.0,3
198.18.0.1,59118,198.18.0.7,443,20,5961,0,11,5047,9,914,0.002943,5.565426,7254.0,1313.0,2
198.18.0.1,59132,198.18.0.12,443,11,5141,8,6,2049,5,3092,2.501043,0.0338739999999999,483910.0,730235.0,2
198.18.0.1,59135,198.18.0.12,443,16,8822,10,8,2165,8,6657,2.507109,0.0280219999999999,618085.0,1900506.0,2
198.18.0.1,59137,198.18.0.12,443,11,5237,11,6,2145,5,3092,2.508703,0.0264649999999999,648403.0,934668.0,2
198.18.0.1,59138,198.18.0.12,443,12,6529,12,6,2113,6,4416,2.50896,0.035063,482103.0,1007557.0,2
198.18.0.1,59215,198.18.0.24,443,25,14520,50,12,2404,13,12116,12.365741,0.0992820000000005,193710.0,976289.0,2
198.18.0.1,59293,10.208.135.8,7680,10,611,87,5,343,5,268,27.993364,20.000885000000004,137.0,107.0,1
198.18.0.1,59164,198.18.0.17,443,13,2522,20,6,2150,7,372,2.8934800000000003,45.002115,382.0,66.0,1
198.18.0.1,59165,198.18.0.17,443,13,2522,21,6,2150,7,372,2.894536,45.002084,382.0,66.0,1
198.18.0.1,59174,198.18.0.20,443,13,2536,27,6,2164,7,372,3.270475,45.089472,383.0,66.0,1
198.18.0.1,59176,198.18.0.20,443,13,2504,28,6,2132,7,372,3.35825,45.088042,378.0,66.0,1
198.18.0.1,59206,198.18.0.21,443,10,2265,45,6,2049,4,216,12.245178,0.0777550000000015,210816.0,22223.0,1
198.18.0.1,59207,198.18.0.22,443,10,2267,46,6,2051,4,216,12.245385,0.0776810000000001,211222.0,22244.0,1
198.18.0.1,59273,198.18.0.37,443,10,2346,77,6,2130,4,216,26.75108,0.0737659999999991,231000.0,23425.0,1
198.18.0.1,59193,198.18.0.41,443,10,2357,38,6,2141,4,216,8.739386,0.0979790000000004,174812.0,17636.0,1
198.18.0.1,59098,198.18.0.52,443,8,394,43,4,186,4,208,11.281764,45.001038,33.0,36.0,1
198.18.0.1,59170,198.18.0.71,443,13,2426,24,6,2054,7,372,2.9287,45.002787,365.0,66.0,1
198.18.0.1,59172,198.18.0.71,443,13,2490,26,6,2118,7,372,2.930526,45.00193,376.0,66.0,1
121.248.49.141,7680,198.18.0.1,59108,3,156,19,3,156,0,0,2.874818,30.001472,41.0,0.0,0
198.18.0.1,59126,198.18.0.26,80,7,380,4,4,216,3,164,1.348431,0.014329,120594.0,91562.0,0
198.18.0.1,59202,198.18.0.26,80,7,380,44,4,216,3,164,11.346082,0.0088850000000011,194485.0,147664.0,0
198.18.0.1,59255,198.18.0.26,80,7,380,69,4,216,3,164,21.354539,0.0599980000000002,28800.0,21867.0,0
198.18.0.1,59311,198.18.0.26,80,7,380,96,4,216,3,164,31.362382,0.010470999999999,165027.0,125298.0,0
198.18.0.1,59322,198.18.0.26,80,7,380,100,4,216,3,164,41.365812,14.999463,115.0,87.0,0
198.18.0.1,59326,198.18.0.26,80,5,276,101,3,164,2,112,51.360583,0.016458,79718.0,54441.0,0
198.18.0.52,443,198.18.0.1,59096,1,52,42,1,52,0,0,10.300442,0.0,,,0
198.18.0.53,80,198.18.0.1,59112,7,364,36,5,260,2,104,6.286475,45.000951,46.0,18.0,0
